,Unnamed: 0.1,Unnamed: 0,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
426,4.0,104458.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-29,114416,25010,43586,   -4251,   -3250,   -2136
427,5.0,104459.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-22,118667,28260,45722,   -6865,   -6033,   -7170
428,6.0,104460.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-15,125532,34293,52892,    4539,    1443,   -1270
429,7.0,104461.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-08,120993,32850,54162,    -163,   -2873,    2479
430,8.0,104462.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-11-01,121156,35723,51683,    7655,    2449,    5085
431,9.0,104463.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-25,113501,33274,46598,   17708,    9595,    8621
432,10.0,104464.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-18,95793,23679,37977,   -8209,   -7130,   -4536
433,11.0,104465.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-11,104002,30809,42513,    -217,   -1776,   -4149
434,12.0,104466.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-10-04,104219,32585,46662,    -911,   -1994,     468
435,13.0,104467.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-27,105130,34579,46194,  -32074,  -22637,    5281
436,14.0,104468.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-20,137204,57216,40913,   12528,   11426,   12181
437,15.0,104469.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-13,124676,45790,28732,    1929,    1654,    5501
438,16.0,104470.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-09-06,122747,44136,23231,   -2969,   -2672,   -1177
439,17.0,104471.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-30,125716,46808,24408,   -5902,   -3289,   -8955
440,18.0,104472.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-23,131618,50097,33363,    7008,    3979,    -282
441,19.0,104473.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-16,124610,46118,33645,    8814,    2471,    5364
442,20.0,104474.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-09,115796,43647,28281,     -29,    1936,    4328
443,21.0,104475.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-08-02,115825,41711,23953,   -2254,   -2312,    3110
444,22.0,104476.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-26,118079,44023,20843,     476,     937,    -175
445,23.0,104477.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-19,117603,43086,21018,    3373,    3123,   -1770
446,24.0,104478.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-12,114230,39963,22788,   -2264,   -1068,   -6726
447,25.0,104479.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-07-05,116494,41031,29514,    2069,    2356,   -1212
448,26.0,104480.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-28,114425,38675,30726,   -3732,   -1989,   -7343
449,27.0,104481.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-21,118157,40664,38069,  -59554,   -1730,   14115
450,28.0,104482.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-14,177711,42394,23954,   42381,    4973,    8070
451,29.0,104483.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-06-07,135330,37421,15884,    8812,   -1332,    3390
452,30.0,104484.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-31,126518,38753,12494,    2729,    5919,    -293
453,31.0,104485.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-24,123789,32834,12787,    -581,   -4175,   -1516
454,32.0,104486.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-17,124370,37009,14303,    -395,   -5031,   -1863
455,33.0,104487.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-10,124765,42040,16166,     901,    2200,   -4731
456,34.0,104488.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-05-03,123864,39840,20897,    2784,    2736,   -4208
457,35.0,104489.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-26,121080,37104,25105,    6882,    4631,     -60
458,36.0,104490.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-19,114198,32473,25165,    6443,    3505,   -1418
459,37.0,104491.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-12,107755,28968,26583,    2420,    -597,   -2885
460,38.0,104492.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-04-05,105335,29565,29468,    4236,    1419,   -4858
461,39.0,104493.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-29,101099,28146,34326,    2102,    6339,   -2490
462,40.0,104494.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-22,98997,21807,36816,  -70231,   -9777,  -11594
463,41.0,104495.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-15,169228,31584,48410,   -5119,    1034,   -7921
464,42.0,104496.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-08,174347,30550,56331,   15240,    -468,   -5165
465,43.0,104497.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-01,159107,31018,61496,    1186,    -469,   -6931
466,44.0,104498.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-23,157921,31487,68427,    -687,    2410,   -5735
467,45.0,104499.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-16,158608,29077,74162,    1458,    1798,   -5052
468,46.0,104500.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-09,157150,27279,79214,    -212,   -2790,   -3275
469,47.0,104501.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-02,157362,30069,82489,   -7878,   -2698,  -17097
470,48.0,104502.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-26,165240,32767,99586,    -104,    -297,     136
471,49.0,104503.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-19,165344,33064,99450,    -929,   -5773,    1399
472,50.0,104504.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-12,166273,38837,98051,    -337,   -2061,   -2977
473,51.0,104505.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-05,166610,40898,101028,   -5527,   -6700,   -7357
474,52.0,104506.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-29,172137,47598,108385,    8556,    4143,    8903
475,53.0,104507.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-22,163581,43455,99482,  -26194,    -807,    4211
476,54.0,104508.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-15,189775,44262,95271,   26918,   -4514,    6357
477,55.0,104509.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-08,162857,48776,88914,   17310,   10427,   11585
478,56.0,104510.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-01,145547,38349,77329,    1805,   -2955,   -2592
479,57.0,104511.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-24,143742,41304,79921,    1957,   -4285,    5980
480,58.0,104512.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-17,141785,45589,73941,    7425,    -198,   10247
481,59.0,104513.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-10,134360,45787,63694,   14731,   13770,   12186
482,60.0,104514.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-03,119629,32017,51508,   -3256,   -2117,   -1521
483,61.0,104515.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-27,122885,34134,53029,    1737,    2766,   -5451
484,62.0,104516.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-20,121148,31368,58480,    4348,    3161,   -3676
485,63.0,104517.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-13,116800,28207,62156,   -4876,   -1069,   -2130
486,64.0,104518.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-06,121676,29276,64286,  -17755,   -6935,  -14160
487,65.0,104519.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-29,139431,36211,78446,    3218,   -4690,    -849
488,66.0,104520.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-22,136213,40901,79295,  -51830,   12392,    3703
489,67.0,104521.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-15,188043,28509,75592,   28551,    -997,   -2554
490,68.0,104522.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-08,159492,29506,78146,   -2401,     542,   -5937
491,69.0,104523.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-01,161893,28964,84083,   -6926,    -591,   -5184
492,70.0,104524.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-25,168819,29555,89267,    7076,    8148,    1066
493,71.0,104525.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-18,161743,21407,88201,  -10509,   -7139,   -7750
494,72.0,104526.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-11,172252,28546,95951,    2165,   -5447,   -2222
495,73.0,104527.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-04,170087,33993,98173,    7969,   -1202,    6911
496,74.0,104528.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-28,162118,35195,91262,    8356,   -6248,    6251
497,75.0,104529.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-21,153762,41443,85011,   15331,    3266,    6108
498,76.0,104530.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-14,138431,38177,78903,   18336,    2249,   10707
499,77.0,104531.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-07,120095,35928,68196,   28298,   12823,   21641
500,78.0,104532.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-30,91797,23105,46555,   10417,    4835,   10706
501,79.0,104533.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-23,81380,18270,35849,  -37240,   -4214,    1084
502,80.0,104534.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-16,118620,22484,34765,    -179,    1480,      16
503,81.0,104535.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-09,118799,21004,34749,   -4328,   -9091,    3629
504,82.0,104536.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-02,123127,30095,31120,    1219,    -600,    7758
505,83.0,104537.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-26,121908,30695,23362,    4097,    5511,    2526
506,84.0,104538.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-19,117811,25184,20836,   -6097,   -3949,  -12279
507,85.0,104539.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-12,123908,29133,33115,    1800,    -895,   -6993
508,86.0,104540.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-05,122108,30028,40108,   -6830,   -3830,  -14659
509,87.0,104541.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-28,128938,33858,54767,    2137,     515,   -5627
510,88.0,104542.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-21,126801,33343,60394,    8115,   10323,    6796
511,89.0,104543.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-14,118686,23020,53598,    3805,     939,    1498
512,90.0,104544.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-07,114881,22081,52100,    4434,    3310,    3711
513,91.0,104545.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-31,110447,18771,48389,    3716,    -422,   -3460
514,92.0,104546.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-24,106731,19193,51849,  -51845,   -1808,   -1974
515,93.0,104547.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-17,158576,21001,53823,   11937,   -1010,   -7218
516,94.0,104548.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-10,146639,22011,61041,   25295,   -2321,   -2154
517,95.0,104549.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-03,121344,24332,63195,    3330,    1909,    4527
518,96.0,104550.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-24,118014,22423,58668,    6400,    2425,    5828
519,97.0,104551.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-17,111614,19998,52840,   -4130,   -1178,   -1669
520,98.0,104552.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-10,115744,21176,54509,    2082,   -3377,    2635
521,99.0,104553.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-03,113662,24553,51874,     944,   -4361,   -1003
522,100.0,104554.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-27,112718,28914,52877,    1087,    4676,    -441
523,101.0,104555.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-20,111631,24238,53318,    6628,   -3361,    4540
524,102.0,104556.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-13,105003,27599,48778,    1228,   -3676,     416
525,103.0,104557.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-06,103775,31275,48362,    6467,   -1451,    1603
526,104.0,104558.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-30,97308,32726,46759,   -1169,   -1178,     668
527,105.0,104559.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-23,98477,33904,46091,  -30998,    1507,   -2000
528,106.0,104560.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-16,129475,32397,48091,   19825,   -1009,     323
529,107.0,104561.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-09,109650,33406,47768,    7898,    4873,     846
530,108.0,104562.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-02,101752,28533,46922,    -641,   -3573,   -1525
531,109.0,104563.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-25,102393,32106,48447,   -4521,      24,   -3152
532,110.0,104564.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-18,106914,32082,51599,   -1531,    -586,   -2915
533,111.0,104565.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-11,108445,32668,54514,    3725,    3041,    5472
534,112.0,104566.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-04,104720,29627,49042,    5411,    3534,    1544
535,113.0,104567.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-28,99309,26093,47498,   -2861,   -2744,   -2873
536,114.0,104568.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-21,102170,28837,50371,   -1890,   -6851,   -1484
537,115.0,104569.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-14,104060,35688,51855,    3160,   -3486,    5229
538,116.0,104570.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-07,100900,39174,46626,   11524,    6160,    9046
539,117.0,104571.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-30,89376,33014,37580,   12846,    5341,   12971
540,118.0,104572.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-23,76530,27673,24609,  -33745,   -9674,   -5194
541,119.0,104573.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-16,110275,37347,29803,    7324,    3947,    8033
542,120.0,104574.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-09,102951,33400,21770,   -3033,   -1933,   -4372
543,121.0,104575.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-02,105984,35333,26142,   -2457,   -3189,   -6717
544,122.0,104576.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-26,108441,38522,32859,   -4860,   -3322,   -1704
545,123.0,104577.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-19,113301,41844,34563,    4322,   -2209,    8508
546,124.0,104578.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-12,108979,44053,26055,   -6282,   -4891,   -1434
547,125.0,104579.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-05,115261,48944,27489,   -7358,   -7515,   -6279
548,126.0,104580.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-29,122619,56459,33768,   -6569,   -5619,   -7729
549,127.0,104581.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-22,129188,62078,41497,    -599,    1725,   -3235
550,128.0,104582.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-15,129787,60353,44732,    1232,    2108,   -3218
551,129.0,104583.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-08,128555,58245,47950,   17117,   13490,    5890
552,130.0,104584.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-01,111438,44755,42060,    8245,    4160,   -3855
553,131.0,104585.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-24,103193,40595,45915,  -29016,    6013,  -10200
554,132.0,104586.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-17,132209,34582,56115,    6377,    4279,    1704
555,133.0,104587.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-10,125832,30303,54411,   -4443,   -2216,    -839
556,134.0,104588.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-03,130275,32519,55250,     286,     -62,     859
557,135.0,104589.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-27,129989,32581,54391,    8721,    6081,    1357
558,136.0,104590.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-20,121268,26500,53034,    -364,    -486,      11
559,137.0,104591.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-13,121632,26986,53023,    -655,   -1058,   -6621
560,138.0,104592.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-06,122287,28044,59644,   -1302,   -2049,    -744
561,139.0,104593.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-29,123589,30093,60388,    4882,    2564,   -2596
562,140.0,104594.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-22,118707,27529,62984,    -818,    -759,    -730
563,141.0,104595.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-15,119525,28288,63714,    -811,    -416,     703
564,142.0,104596.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-08,120336,28704,63011,    2370,    1155,   -1532
565,143.0,104597.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-01,117966,27549,64543,  -15280,  -12892,   -9113
566,144.0,104598.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-25,133246,40441,73656,  -53536,   12690,  -23900
567,145.0,104599.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-18,186782,27751,97556,   33143,    2571,   20185
568,146.0,104600.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-11,153639,25180,77371,    6606,    1874,   -7031
569,147.0,104601.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-04,147033,23306,84402,    5514,   -1559,     946
570,148.0,104602.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-25,141519,24865,83456,  -13343,   -2891,   -9300
571,149.0,104603.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-18,154862,27756,92756,   -2633,      11,    6083
572,150.0,104604.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-11,157495,27745,86673,   -3130,   -1694,   -3066
573,151.0,104605.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-04,160625,29439,89739,    3411,    3463,     974
574,152.0,104606.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-28,157214,25976,88765,  -12242,   -3447,  -10985
575,153.0,104607.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-21,169456,29423,99750,   -1914,   -4789,   -1807
576,154.0,104608.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-14,171370,34212,101557,   14420,    3677,   10480
577,155.0,104609.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-07,156950,30535,91077,    7913,    2329,    4915
578,156.0,104610.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-31,149037,28206,86162,    -322,      15,    -461
579,157.0,104611.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-24,149359,28191,86623,  -37777,    3058,   -4010
580,158.0,104612.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-17,187136,25133,90633,   26377,   -5916,    2070
581,159.0,104613.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-10,160759,31049,88563,   14992,   -1540,   14391
582,160.0,104614.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-03,145767,32589,74172,   16296,    4446,   17249
583,161.0,104615.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-26,129471,28143,56923,    7658,   -3513,    8932
584,162.0,104616.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-19,121813,31656,47991,    2861,    2350,    2593
585,163.0,104617.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-12,118952,29306,45398,    1699,    2503,     593
586,164.0,104618.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-05,117253,26803,44805,    1096,    -430,    2335
587,165.0,104619.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-29,116157,27233,42470,    6841,   -1673,    8200
588,166.0,104620.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-22,109316,28906,34270,   -3228,     470,   -4980
589,167.0,104621.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-15,112544,28436,39250,   -5788,   -5421,   -3270
590,168.0,104622.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-08,118332,33857,42520,   -4400,   -9877,   -2169
591,169.0,104623.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-01,122732,43734,44689,    3108,    3456,   -1264
592,170.0,104624.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-24,119624,40278,45953,  -23301,   14992,    1903
593,171.0,104625.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-17,142925,25286,44050,    4939,     665,  -11513
594,172.0,104626.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-10,137986,24621,55563,   -5255,   -7258,  -10955
595,173.0,104627.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-03,143241,31879,66518,    9849,   -3496,    6184
596,174.0,104628.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-27,133392,35375,60334,   25110,    8816,   24231
597,175.0,104629.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-20,108282,26559,36103,    2979,    4808,    5271
598,176.0,104630.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-13,105303,21751,30832,   -1484,    -878,   -2233
599,177.0,104631.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-06,106787,22629,33065,   -4218,    1900,     902
600,178.0,104632.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-30,111005,20729,32163,   -8592,   -1533,   -6857
601,179.0,104633.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-23,119597,22262,39020,  -14273,   -9925,  -13210
602,180.0,104634.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-16,133870,32187,52230,   -6236,   -5073,   -8859
603,181.0,104635.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-09,140106,37260,61089,   13352,    1862,    9441
604,182.0,104636.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-02,126754,35398,51648,   16935,    8212,   13824
605,183.0,104637.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-25,109819,27186,37824,  -35665,   11716,   -3733
606,184.0,104638.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-18,145484,15470,41557,    -245,   -1873,  -11693
607,185.0,104639.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-11,145729,17343,53250,    3891,   -5008,   -8877
608,186.0,104640.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-04,141838,22351,62127,   -2887,   -5947,     470
609,187.0,104641.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-28,144725,28298,61657,    3194,   -2388,   -2881
610,188.0,104642.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-21,141531,30686,64538,    -951,    2334,   -8231
611,189.0,104643.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-14,142482,28352,72769,   -6532,    2611,   -4888
612,190.0,104644.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-07,149014,25741,77657,  -12459,    2495,  -13437
