As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-09-25,31812,51344,    5833,   -4746,115727,-19532,Bullish Reversal
2018-09-18,25979,56090,   -4527,   -1358,150538,-30111,Bearish Reversal
2018-09-11,30506,57448,   -4242,   -3607,158974,-26942,Bearish
2018-09-04,34748,61055,     637,    2155,151238,-26307,Bearish
2018-08-28,34111,58900,    1840,    -392,147679,-24789,Bullish
2018-08-21,32271,59292,    1644,    2467,145677,-27021,Bearish
2018-08-14,30627,56825,   -2642,   -1342,144705,-26198,Bearish Reversal
2018-08-07,33269,58167,    9590,    2919,144934,-24898,Bullish
2018-07-31,23679,55248,    3595,   -9347,140253,-31569,Bullish Reversal
2018-07-24,20084,64595,   -5510,   -8483,151441,-44511,Bullish Reversal
2018-07-17,25594,73078,    -992,   -6395,157927,-47484,Bullish Reversal
2018-07-10,26586,79473,    -348,    3091,159504,-52887,Bearish
2018-07-03,26934,76382,  -13932,    2717,158341,-49448,Bearish Reversal
2018-06-26,40866,73665,   -4872,   13913,159233,-32799,Bearish Reversal
2018-06-19,45738,59752,   15570,   14596,190384,-14014,Bullish
2018-06-12,30168,45156,   -5098,   -6149,156985,-14988,Bullish Reversal
2018-06-05,35266,51305,    2570,    2919,158317,-16039,Bearish
2018-05-29,32696,48386,    9141,   -1381,147495,-15690,Bullish
2018-05-22,23555,49767,   -6864,   -4308,136118,-26212,Bearish
2018-05-15,30419,54075,   -2737,   -2942,128708,-23656,Bullish Reversal
2018-05-08,33156,57017,    7216,    3542,128877,-23861,Bullish
2018-05-01,25940,53475,    2381,    4772,121676,-27535,Bearish
2018-04-24,23559,48703,   -5016,  -10196,120406,-25144,Bullish Reversal
2018-04-17,28575,58899,     548,    -800,128174,-30324,Bullish
2018-04-10,28027,59699,   -1531,   -1731,124621,-31672,Bullish Reversal
2018-04-03,29558,61430,   -3960,     862,127509,-31872,Bearish Reversal
2018-03-27,33518,60568,  -45226,    6384,127568,-27050,Bearish Reversal
2018-03-20,78744,54184,   18825,   13685,180240,24560,Bullish
2018-03-13,59919,40499,    5686,    5831,154478,19420,Bearish
2018-03-06,54233,34668,     -46,    2609,139318,19565,Bearish Reversal
2018-02-27,54279,32059,    4906,    5813,145351,22220,Bearish
2018-02-20,49373,26246,  -13162,   -3760,144832,23127,Bearish Reversal
2018-02-13,62535,30006,   -6957,     678,155262,32529,Bearish Reversal
2018-02-06,69492,29328,   -5804,  -12503,167890,40164,Bullish Reversal
2018-01-30,75296,41831,    5850,   -5058,176871,33465,Bullish
2018-01-23,69446,46889,    7973,    2972,168849,22557,Bullish
2018-01-16,61473,43917,    2892,    2797,160810,17556,Bullish
2018-01-09,58581,41120,    9284,    6562,147839,17461,Bullish
2018-01-02,49297,34558,    6925,    9532,126829,14739,Bearish
2017-12-26,42372,25026,  -26079,    2476,116559,17346,Bearish Reversal
2017-12-19,68451,22550,    6253,    2312,155022,45901,Bullish
2017-12-12,62198,20238,   -4269,   -3763,149275,41960,Bearish
2017-12-05,66467,24001,   -1415,    1777,147099,42466,Bearish
2017-11-28,67882,22224,     558,      25,145257,45658,Bullish
2017-11-21,67324,22199,   -3149,    -939,143596,45125,Bearish Reversal
2017-11-14,70473,23138,   -4987,   -1433,143841,47335,Bearish Reversal
2017-11-07,75460,24571,   -8849,   -1899,147706,50889,Bearish Reversal
2017-10-31,84309,26470,  -12252,    2241,157542,57839,Bearish Reversal
2017-10-24,96561,24229,    2054,    4808,172673,72332,Bearish Reversal
2017-10-17,94507,19421,   -2561,   -1255,174347,75086,Bearish Reversal
2017-10-10,97068,20676,    -136,   -1400,175817,76392,Bullish Reversal
2017-10-03,97204,22076,   -5484,   -6007,177263,75128,Bullish Reversal
2017-09-26,102688,28083,    2013,  -13746,181913,74605,Bullish Reversal
2017-09-19,100675,41829,    9030,     683,299169,58846,Bullish
2017-09-12,91645,41146,   -3087,      58,227931,50499,Bearish
2017-09-05,94732,41088,    7926,    7449,203353,53644,Bullish
2017-08-29,86806,33639,    5841,    3773,191798,53167,Bullish
2017-08-22,80965,29866,   -5490,   -5240,186960,51099,Bearish Reversal
2017-08-15,86455,35106,  -11782,    -310,192026,51349,Bearish Reversal
2017-08-08,98237,35416,   15352,   -6831,205963,62821,Bullish
2017-08-01,82885,42247,   12500,   -1525,190622,40638,Bullish
2017-07-25,70385,43772,   10385,   -8185,177330,26613,Bullish
2017-07-18,60000,51957,   13920,   -2727,169522,8043,Bullish
2017-07-11,46080,54684,   11780,  -18988,161065,-8604,Bullish
2017-07-03,34300,73672,    5602,   -4521,145079,-39372,Bullish
2017-06-27,28698,78193,     191,  -33195,143798,-49495,Bullish Reversal
2017-06-20,28507,111388,    1726,   -3988,219496,-82881,Bullish
2017-06-13,26781,115376,     289,   -5617,204115,-88595,Bullish Reversal
2017-06-06,26492,120993,    2781,    -905,210933,-94501,Bullish
2017-05-30,23711,121898,   -5970,   -6892,200273,-98187,Bullish Reversal
2017-05-23,29681,128790,   -9449,   -8340,208304,-99109,Bearish Reversal
2017-05-16,39130,137130,   -8282,    3503,219483,-98000,Bearish
2017-05-09,47412,133627,  -19153,   19358,214946,-86215,Bearish
2017-05-02,66565,114269,   14020,   19082,192692,-47704,Bearish
2017-04-25,52545,95187,   15239,   24629,165504,-42642,Bearish
2017-04-18,37306,70558,    5874,    6792,136614,-33252,Bearish
2017-04-11,31432,63766,   -7103,   -4994,126412,-32334,Bearish Reversal
2017-04-04,38535,68760,    8116,   10124,133688,-30225,Bearish
2017-03-28,30419,58636,     126,    3940,121699,-28217,Bearish
2017-03-21,30293,54696,  -44327,    1534,119123,-24403,Bearish Reversal
2017-03-14,74620,53162,    9004,   16766,176379,21458,Bearish
2017-03-07,65616,36396,    2491,    3361,147601,29220,Bearish
2017-02-28,63125,33035,    4345,   -1161,135442,30090,Bullish
2017-02-21,58780,34196,    5628,     384,131522,24584,Bullish
2017-02-14,53152,33812,    7025,   -3765,125056,19340,Bullish
2017-02-07,46127,37577,    1188,   -3890,118424,8550,Bullish
2017-01-31,44939,41467,    8764,    7811,114274,3472,Bullish
2017-01-24,36175,33656,    4111,   -3864,99574,2519,Bullish Reversal
2017-01-17,32064,37520,    3659,    1180,100307,-5456,Bullish
2017-01-10,28405,36340,  -11141,   -7077,90632,-7935,Bearish Reversal
2017-01-03,39546,43417,    2949,    5222,98751,-3871,Bearish
2016-12-27,36597,38195,   14351,    4195,93212,-1598,Bullish Reversal
2016-12-20,22246,34000,   -1789,  -11904,106080,-11754,Bullish Reversal
2016-12-13,24035,45904,    2497,    6208,114265,-21869,Bearish
2016-12-06,21538,39696,   -3472,   -3890,107289,-18158,Bullish Reversal
2016-11-29,25010,43586,   -3250,   -2136,114416,-18576,Bearish Reversal
2016-11-22,28260,45722,   -6033,   -7170,118667,-17462,Bullish Reversal
2016-11-15,34293,52892,    1443,   -1270,125532,-18599,Bullish
2016-11-08,32850,54162,   -2873,    2479,120993,-21312,Bearish Reversal
2016-11-01,35723,51683,    2449,    5085,121156,-15960,Bearish
2016-10-25,33274,46598,    9595,    8621,113501,-13324,Bullish
2016-10-18,23679,37977,   -7130,   -4536,95793,-14298,Bearish Reversal
2016-10-11,30809,42513,   -1776,   -4149,104002,-11704,Bullish Reversal
2016-10-04,32585,46662,   -1994,     468,104219,-14077,Bearish Reversal
2016-09-27,34579,46194,  -22637,    5281,105130,-11615,Bearish Reversal
2016-09-20,57216,40913,   11426,   12181,137204,16303,Bearish
2016-09-13,45790,28732,    1654,    5501,124676,17058,Bearish
2016-09-06,44136,23231,   -2672,   -1177,122747,20905,Bearish Reversal
2016-08-30,46808,24408,   -3289,   -8955,125716,22400,Bullish Reversal
2016-08-23,50097,33363,    3979,    -282,131618,16734,Bullish
2016-08-16,46118,33645,    2471,    5364,124610,12473,Bearish
2016-08-09,43647,28281,    1936,    4328,115796,15366,Bearish Reversal
2016-08-02,41711,23953,   -2312,    3110,115825,17758,Bearish Reversal
2016-07-26,44023,20843,     937,    -175,118079,23180,Bullish
2016-07-19,43086,21018,    3123,   -1770,117603,22068,Bullish
2016-07-12,39963,22788,   -1068,   -6726,114230,17175,Bullish Reversal
2016-07-05,41031,29514,    2356,   -1212,116494,11517,Bullish
2016-06-28,38675,30726,   -1989,   -7343,114425,7949,Bullish Reversal
2016-06-21,40664,38069,   -1730,   14115,118157,2595,Bearish Reversal
2016-06-14,42394,23954,    4973,    8070,177711,18440,Bearish
2016-06-07,37421,15884,   -1332,    3390,135330,21537,Bearish
2016-05-31,38753,12494,    5919,    -293,126518,26259,Bullish
2016-05-24,32834,12787,   -4175,   -1516,123789,20047,Bearish Reversal
2016-05-17,37009,14303,   -5031,   -1863,124370,22706,Bearish Reversal
2016-05-10,42040,16166,    2200,   -4731,124765,25874,Bullish
2016-05-03,39840,20897,    2736,   -4208,123864,18943,Bullish
2016-04-26,37104,25105,    4631,     -60,121080,11999,Bullish
2016-04-19,32473,25165,    3505,   -1418,114198,7308,Bullish
2016-04-12,28968,26583,    -597,   -2885,107755,2385,Bullish
2016-04-05,29565,29468,    1419,   -4858,105335,97,Bullish
2016-03-29,28146,34326,    6339,   -2490,101099,-6180,Bullish
2016-03-22,21807,36816,   -9777,  -11594,98997,-15009,Bullish Reversal
2016-03-15,31584,48410,    1034,   -7921,169228,-16826,Bullish Reversal
2016-03-08,30550,56331,    -468,   -5165,174347,-25781,Bullish
2016-03-01,31018,61496,    -469,   -6931,159107,-30478,Bullish
2016-02-23,31487,68427,    2410,   -5735,157921,-36940,Bullish Reversal
2016-02-16,29077,74162,    1798,   -5052,158608,-45085,Bullish
2016-02-09,27279,79214,   -2790,   -3275,157150,-51935,Bullish Reversal
2016-02-02,30069,82489,   -2698,  -17097,157362,-52420,Bullish Reversal
2016-01-26,32767,99586,    -297,     136,165240,-66819,Bearish Reversal
2016-01-19,33064,99450,   -5773,    1399,165344,-66386,Bearish Reversal
2016-01-12,38837,98051,   -2061,   -2977,166273,-59214,Bullish Reversal
2016-01-05,40898,101028,   -6700,   -7357,166610,-60130,Bullish Reversal
2015-12-29,47598,108385,    4143,    8903,172137,-60787,Bearish
2015-12-22,43455,99482,    -807,    4211,163581,-56027,Bearish Reversal
2015-12-15,44262,95271,   -4514,    6357,189775,-51009,Bearish
2015-12-08,48776,88914,   10427,   11585,162857,-40138,Bearish
2015-12-01,38349,77329,   -2955,   -2592,145547,-38980,Bearish
2015-11-24,41304,79921,   -4285,    5980,143742,-38617,Bearish
2015-11-17,45589,73941,    -198,   10247,141785,-28352,Bearish
2015-11-10,45787,63694,   13770,   12186,134360,-17907,Bullish
2015-11-03,32017,51508,   -2117,   -1521,119629,-19491,Bearish Reversal
2015-10-27,34134,53029,    2766,   -5451,122885,-18895,Bullish
2015-10-20,31368,58480,    3161,   -3676,121148,-27112,Bullish
2015-10-13,28207,62156,   -1069,   -2130,116800,-33949,Bullish Reversal
2015-10-06,29276,64286,   -6935,  -14160,121676,-35010,Bullish Reversal
2015-09-29,36211,78446,   -4690,    -849,139431,-42235,Bearish
2015-09-22,40901,79295,   12392,    3703,136213,-38394,Bullish Reversal
2015-09-15,28509,75592,    -997,   -2554,188043,-47083,Bullish
2015-09-08,29506,78146,     542,   -5937,159492,-48640,Bullish Reversal
2015-09-01,28964,84083,    -591,   -5184,161893,-55119,Bullish Reversal
2015-08-25,29555,89267,    8148,    1066,168819,-59712,Bullish
2015-08-18,21407,88201,   -7139,   -7750,161743,-66794,Bullish Reversal
2015-08-11,28546,95951,   -5447,   -2222,172252,-67405,Bearish
2015-08-04,33993,98173,   -1202,    6911,170087,-64180,Bearish
2015-07-28,35195,91262,   -6248,    6251,162118,-56067,Bearish
2015-07-21,41443,85011,    3266,    6108,153762,-43568,Bearish
2015-07-14,38177,78903,    2249,   10707,138431,-40726,Bearish
2015-07-07,35928,68196,   12823,   21641,120095,-32268,Bearish
2015-06-30,23105,46555,    4835,   10706,91797,-23450,Bearish
2015-06-23,18270,35849,   -4214,    1084,81380,-17579,Bearish Reversal
2015-06-16,22484,34765,    1480,      16,118620,-12281,Bullish Reversal
2015-06-09,21004,34749,   -9091,    3629,118799,-13745,Bearish Reversal
2015-06-02,30095,31120,    -600,    7758,123127,-1025,Bearish
2015-05-26,30695,23362,    5511,    2526,121908,7333,Bullish
2015-05-19,25184,20836,   -3949,  -12279,117811,4348,Bullish Reversal
2015-05-12,29133,33115,    -895,   -6993,123908,-3982,Bullish
2015-05-05,30028,40108,   -3830,  -14659,122108,-10080,Bullish Reversal
2015-04-28,33858,54767,     515,   -5627,128938,-20909,Bullish
2015-04-21,33343,60394,   10323,    6796,126801,-27051,Bullish
2015-04-14,23020,53598,     939,    1498,118686,-30578,Bearish
2015-04-07,22081,52100,    3310,    3711,114881,-30019,Bearish
2015-03-31,18771,48389,    -422,   -3460,110447,-29618,Bullish
2015-03-24,19193,51849,   -1808,   -1974,106731,-32656,Bullish Reversal
2015-03-17,21001,53823,   -1010,   -7218,158576,-32822,Bullish
2015-03-10,22011,61041,   -2321,   -2154,146639,-39030,Bearish
2015-03-03,24332,63195,    1909,    4527,121344,-38863,Bearish
2015-02-24,22423,58668,    2425,    5828,118014,-36245,Bearish
2015-02-17,19998,52840,   -1178,   -1669,111614,-32842,Bullish Reversal
2015-02-10,21176,54509,   -3377,    2635,115744,-33333,Bearish
2015-02-03,24553,51874,   -4361,   -1003,113662,-27321,Bearish
2015-01-27,28914,52877,    4676,    -441,112718,-23963,Bullish
2015-01-20,24238,53318,   -3361,    4540,111631,-29080,Bearish
2015-01-13,27599,48778,   -3676,     416,105003,-21179,Bearish
2015-01-06,31275,48362,   -1451,    1603,103775,-17087,Bearish
2014-12-30,32726,46759,   -1178,     668,97308,-14033,Bearish Reversal
2014-12-23,33904,46091,    1507,   -2000,98477,-12187,Bullish Reversal
2014-12-16,32397,48091,   -1009,     323,129475,-15694,Bearish
2014-12-09,33406,47768,    4873,     846,109650,-14362,Bullish
2014-12-02,28533,46922,   -3573,   -1525,101752,-18389,Bearish Reversal
2014-11-25,32106,48447,      24,   -3152,102393,-16341,Bullish Reversal
2014-11-18,32082,51599,    -586,   -2915,106914,-19517,Bullish Reversal
2014-11-11,32668,54514,    3041,    5472,108445,-21846,Bearish
2014-11-04,29627,49042,    3534,    1544,104720,-19415,Bullish
2014-10-28,26093,47498,   -2744,   -2873,99309,-21405,Bullish Reversal
2014-10-21,28837,50371,   -6851,   -1484,102170,-21534,Bearish Reversal
2014-10-14,35688,51855,   -3486,    5229,104060,-16167,Bearish
2014-10-07,39174,46626,    6160,    9046,100900,-7452,Bearish
2014-09-30,33014,37580,    5341,   12971,89376,-4566,Bearish
2014-09-23,27673,24609,   -9674,   -5194,76530,3064,Bearish Reversal
2014-09-16,37347,29803,    3947,    8033,110275,7544,Bearish
2014-09-09,33400,21770,   -1933,   -4372,102951,11630,Bullish Reversal
2014-09-02,35333,26142,   -3189,   -6717,105984,9191,Bullish Reversal
2014-08-26,38522,32859,   -3322,   -1704,108441,5663,Bearish Reversal
2014-08-19,41844,34563,   -2209,    8508,113301,7281,Bearish
2014-08-12,44053,26055,   -4891,   -1434,108979,17998,Bearish Reversal
2014-08-05,48944,27489,   -7515,   -6279,115261,21455,Bearish Reversal
2014-07-29,56459,33768,   -5619,   -7729,122619,22691,Bullish Reversal
2014-07-22,62078,41497,    1725,   -3235,129188,20581,Bullish Reversal
2014-07-15,60353,44732,    2108,   -3218,129787,15621,Bullish
2014-07-08,58245,47950,   13490,    5890,128555,10295,Bullish
2014-07-01,44755,42060,    4160,   -3855,111438,2695,Bullish
2014-06-24,40595,45915,    6013,  -10200,103193,-5320,Bullish Reversal
2014-06-17,34582,56115,    4279,    1704,132209,-21533,Bullish
2014-06-10,30303,54411,   -2216,    -839,125832,-24108,Bearish Reversal
2014-06-03,32519,55250,     -62,     859,130275,-22731,Bearish
2014-05-27,32581,54391,    6081,    1357,129989,-21810,Bullish
2014-05-20,26500,53034,    -486,      11,121268,-26534,Bearish Reversal
2014-05-13,26986,53023,   -1058,   -6621,121632,-26037,Bullish Reversal
2014-05-06,28044,59644,   -2049,    -744,122287,-31600,Bearish Reversal
2014-04-29,30093,60388,    2564,   -2596,123589,-30295,Bullish
2014-04-22,27529,62984,    -759,    -730,118707,-35455,Bearish Reversal
2014-04-15,28288,63714,    -416,     703,119525,-35426,Bearish Reversal
2014-04-08,28704,63011,    1155,   -1532,120336,-34307,Bullish
2014-04-01,27549,64543,  -12892,   -9113,117966,-36994,Bearish Reversal
2014-03-25,40441,73656,   12690,  -23900,133246,-33215,Bullish Reversal
2014-03-18,27751,97556,    2571,   20185,186782,-69805,Bearish
2014-03-11,25180,77371,    1874,   -7031,153639,-52191,Bullish
2014-03-04,23306,84402,   -1559,     946,147033,-61096,Bearish
2014-02-25,24865,83456,   -2891,   -9300,141519,-58591,Bullish Reversal
2014-02-18,27756,92756,      11,    6083,154862,-65000,Bearish Reversal
2014-02-11,27745,86673,   -1694,   -3066,157495,-58928,Bullish Reversal
2014-02-04,29439,89739,    3463,     974,160625,-60300,Bullish
2014-01-28,25976,88765,   -3447,  -10985,157214,-62789,Bullish Reversal
2014-01-21,29423,99750,   -4789,   -1807,169456,-70327,Bearish Reversal
2014-01-14,34212,101557,    3677,   10480,171370,-67345,Bearish
2014-01-07,30535,91077,    2329,    4915,156950,-60542,Bearish
2013-12-31,28206,86162,      15,    -461,149037,-57956,Bullish Reversal
2013-12-24,28191,86623,    3058,   -4010,149359,-58432,Bullish Reversal
2013-12-17,25133,90633,   -5916,    2070,187136,-65500,Bearish
2013-12-10,31049,88563,   -1540,   14391,160759,-57514,Bearish
2013-12-03,32589,74172,    4446,   17249,145767,-41583,Bearish
2013-11-26,28143,56923,   -3513,    8932,129471,-28780,Bearish
2013-11-19,31656,47991,    2350,    2593,121813,-16335,Bearish
2013-11-12,29306,45398,    2503,     593,118952,-16092,Bullish
2013-11-05,26803,44805,    -430,    2335,117253,-18002,Bearish
2013-10-29,27233,42470,   -1673,    8200,116157,-15237,Bearish
2013-10-22,28906,34270,     470,   -4980,109316,-5364,Bullish Reversal
2013-10-15,28436,39250,   -5421,   -3270,112544,-10814,Bearish Reversal
2013-10-08,33857,42520,   -9877,   -2169,118332,-8663,Bearish Reversal
2013-10-01,43734,44689,    3456,   -1264,122732,-955,Bullish
2013-09-24,40278,45953,   14992,    1903,119624,-5675,Bullish Reversal
2013-09-17,25286,44050,     665,  -11513,142925,-18764,Bullish
2013-09-10,24621,55563,   -7258,  -10955,137986,-30942,Bullish Reversal
2013-09-03,31879,66518,   -3496,    6184,143241,-34639,Bearish
2013-08-27,35375,60334,    8816,   24231,133392,-24959,Bearish
2013-08-20,26559,36103,    4808,    5271,108282,-9544,Bearish
2013-08-13,21751,30832,    -878,   -2233,105303,-9081,Bullish Reversal
2013-08-06,22629,33065,    1900,     902,106787,-10436,Bullish Reversal
2013-07-30,20729,32163,   -1533,   -6857,111005,-11434,Bullish Reversal
2013-07-23,22262,39020,   -9925,  -13210,119597,-16758,Bullish Reversal
2013-07-16,32187,52230,   -5073,   -8859,133870,-20043,Bullish Reversal
2013-07-09,37260,61089,    1862,    9441,140106,-23829,Bearish
2013-07-02,35398,51648,    8212,   13824,126754,-16250,Bearish
2013-06-25,27186,37824,   11716,   -3733,109819,-10638,Bullish Reversal
2013-06-18,15470,41557,   -1873,  -11693,145484,-26087,Bullish Reversal
2013-06-11,17343,53250,   -5008,   -8877,145729,-35907,Bullish
2013-06-04,22351,62127,   -5947,     470,141838,-39776,Bearish Reversal
2013-05-28,28298,61657,   -2388,   -2881,144725,-33359,Bullish
2013-05-21,30686,64538,    2334,   -8231,141531,-33852,Bullish Reversal
2013-05-14,28352,72769,    2611,   -4888,142482,-44417,Bullish Reversal
2013-05-07,25741,77657,    2495,  -13437,149014,-51916,Bullish Reversal
2013-04-30,23246,91094,   -4694,   -8525,161473,-67848,Bullish Reversal
2013-04-23,27940,99619,    1937,   -2297,171804,-71679,Bullish
2013-04-16,26003,101916,    1947,    6727,171111,-75913,Bearish
2013-04-09,24056,95189,   -2156,    4433,161861,-71133,Bearish Reversal
2013-04-02,26212,90756,     -74,    1825,163150,-64544,Bearish
2013-03-26,26286,88931,  -13131,  -15817,160847,-62645,Bullish Reversal
2013-03-19,39417,104748,    2397,   14331,308970,-65331,Bearish
2013-03-12,37020,90417,   -2544,    4190,249150,-53397,Bearish
2013-03-05,39564,86227,   -2607,   22623,221062,-46663,Bearish
2013-02-26,42171,63604,   -3862,   36950,195893,-21433,Bearish
2013-02-19,46033,26654,    6709,   13895,156182,19379,Bearish
2013-02-12,39324,12759,   -5214,   -4018,140109,26565,Bearish Reversal
2013-02-05,44538,16777,   -9377,   -2081,141807,27761,Bearish Reversal
2013-01-29,53915,18858,  -12310,   10585,144927,35057,Bearish
2013-01-22,66225,8273,   -6874,    3842,141710,57952,Bearish Reversal
2013-01-15,73099,4431,    2664,   -1999,144716,68668,Bullish
2013-01-08,70435,6430,   -3243,   -1322,137314,64005,Bearish
2012-12-31,73678,7752,     901,   -1673,137247,65926,Bullish Reversal
2012-12-24,72777,9425,   -8716,    2210,140965,63352,Bearish Reversal
2012-12-18,81493,7215,    7273,   -4472,219922,74278,Bullish
2012-12-11,74220,11687,    7864,    2402,178087,62533,Bullish
2012-12-04,66356,9285,   -6307,    -999,167343,57071,Bearish Reversal
2012-11-27,72663,10284,    -230,   -1163,170497,62379,Bullish
2012-11-20,72893,11447,   -3042,    1631,169517,61446,Bearish
2012-11-13,75935,9816,   -6947,    1696,168339,66119,Bearish
2012-11-06,82882,8120,   -3424,     585,166422,74762,Bearish Reversal
2012-10-30,86306,7535,  -12260,   -1943,167010,78771,Bearish Reversal
2012-10-23,98566,9478,   -7803,   -3141,178102,89088,Bearish Reversal
2012-10-16,106369,12619,      69,    1947,189466,93750,Bearish Reversal
2012-10-09,106300,10672,   -6406,    -858,192593,95628,Bearish Reversal
2012-10-02,112706,11530,  -10937,   -6767,196895,101176,Bearish Reversal
2012-09-25,123643,18297,   -3045,    3490,210066,105346,Bearish Reversal
2012-09-18,126688,14807,   10142,     121,296999,111881,Bullish
2012-09-11,116546,14686,   27237,   -8068,254598,101860,Bullish
2012-09-04,89309,22754,    2670,   -2949,171278,66555,Bullish
2012-08-28,86639,25703,   10631,     562,163842,60936,Bullish
2012-08-21,76008,25141,   22114,    -160,150410,50867,Bullish
2012-08-14,53894,25301,   10704,    1233,123658,28593,Bullish
2012-08-07,43190,24068,   12538,    5865,109258,19122,Bullish
2012-07-31,30652,18203,     957,  -13924,101082,12449,Bullish Reversal
2012-07-24,29695,32127,    6067,    7291,111062,-2432,Bearish
2012-07-17,23628,24836,   -1045,    4501,103963,-1208,Bearish
2012-07-10,24673,20335,    1750,    6110,100606,4338,Bearish
2012-07-03,22923,14225,   -4855,   -4276,93160,8698,Bearish Reversal
2012-06-26,27778,18501,     -30,   -1106,95821,9277,Bullish Reversal
2012-06-19,27808,19607,   -3500,   -2081,131671,8201,Bearish Reversal
2012-06-12,31308,21688,   -8251,   -2965,135037,9620,Bearish Reversal
2012-06-05,39559,24653,   -9234,    9945,137391,14906,Bearish
2012-05-29,48793,14708,   -8784,   -4314,126626,34085,Bearish Reversal
2012-05-22,57577,19022,   -8709,    3741,130992,38555,Bearish Reversal
2012-05-15,66286,15281,   -3628,    5462,140173,51005,Bearish Reversal
2012-05-08,69914,9819,  -14544,   -4416,148415,60095,Bearish Reversal
2012-05-01,84458,14235,   21430,   -4569,163036,70223,Bullish
2012-04-24,63028,18804,    4709,   -1487,134899,44224,Bullish
2012-04-17,58319,20291,   10327,     266,128841,38028,Bullish
2012-04-10,47992,20025,   -9299,   -7779,113833,27967,Bearish Reversal
2012-04-03,57291,27804,    3859,   -1891,126333,29487,Bullish
2012-03-27,53432,29695,   -9336,    9242,122621,23737,Bearish Reversal
2012-03-20,62768,20453,    3220,  -12374,189870,42315,Bullish
2012-03-13,59548,32827,    3642,    2953,172856,26721,Bullish
2012-03-06,55906,29874,    5143,    1591,146771,26032,Bullish
2012-02-28,50763,28283,    2979,   -5389,136553,22480,Bullish
2012-02-21,47784,33672,    9319,    4773,129249,14112,Bullish
2012-02-14,38465,28899,    1400,   -5982,122896,9566,Bullish Reversal
2012-02-07,37065,34881,    6925,  -14668,122955,2184,Bullish
2012-01-31,30140,49549,     368,     868,119270,-19409,Bearish
2012-01-24,29772,48681,    4654,   -5167,117164,-18909,Bullish Reversal
2012-01-17,25118,53848,    2079,    2160,123101,-28730,Bearish
2012-01-10,23039,51688,   -4626,     652,120997,-28649,Bearish
2012-01-03,27665,51036,    -467,    1092,119763,-23371,Bearish
2011-12-27,28132,49944,    6704,    1648,118735,-21812,Bullish Reversal
2011-12-20,21428,48296,  -14359,    -876,174254,-26868,Bearish
2011-12-13,35787,49172,    4765,   -2021,173429,-13385,Bullish
2011-12-06,31022,51193,     953,   -5745,150326,-20171,Bullish
2011-11-29,30069,56938,    1028,    5753,143231,-26869,Bearish
2011-11-22,29041,51185,     222,    5151,129151,-22144,Bearish
2011-11-15,28819,46034,     816,    2463,123967,-17215,Bearish
2011-11-08,28003,43571,     583,    1331,122069,-15568,Bearish
2011-11-01,27420,42240,    2052,   -1051,119841,-14820,Bullish Reversal
2011-10-25,25368,43291,    2025,   -4847,120187,-17923,Bullish Reversal
2011-10-18,23343,48138,    -579,    -697,123074,-24795,Bullish
2011-10-11,23922,48835,    1209,   10440,122945,-24913,Bearish
2011-10-04,22713,38395,    1393,   -3475,103733,-15682,Bullish
2011-09-27,21320,41870,     898,   15990,86146,-20550,Bearish Reversal
2011-09-20,20422,25880,    3085,    2240,123057,-5458,Bullish
2011-09-13,17337,23640,   -1104,    7280,117403,-6303,Bearish
2011-09-06,18441,16360,   -6382,    5476,109190,2081,Bearish
2011-08-30,24823,10884,    1455,   -3680,107237,13939,Bullish
2011-08-23,23368,14564,     215,   -4468,104672,8804,Bullish
2011-08-16,23153,19032,  -15719,    3864,103509,4121,Bearish Reversal
2011-08-09,38872,15168,  -18610,   -1277,118973,23704,Bearish Reversal
2011-08-02,57482,16445,    4598,    -298,133150,41037,Bullish
2011-07-26,52884,16743,     261,   -8116,128807,36141,Bullish
2011-07-19,52623,24859,   13088,     658,124719,27764,Bullish
2011-07-12,39535,24201,    8189,    -324,111624,15334,Bullish
2011-07-05,31346,24525,    9450,     766,105967,6821,Bullish
2011-06-28,21896,23759,    1913,    5980,92360,-1863,Bearish
2011-06-21,19983,17779,  -13763,    2888,87905,2204,Bearish Reversal
2011-06-14,33746,14891,    1115,   -4218,142172,18855,Bullish
2011-06-07,32631,19109,   -3026,    9854,129110,13522,Bearish
2011-05-31,35657,9255,    4438,    -687,125654,26402,Bullish
2011-05-24,31219,9942,   -4789,     225,120245,21277,Bearish Reversal
2011-05-17,36008,9717,   -6690,    4222,123386,26291,Bearish
2011-05-10,42698,5495,  -17165,    -327,121478,37203,Bearish Reversal
2011-05-03,59863,5822,   -1630,    3392,139919,54041,Bearish
2011-04-26,61493,2430,   -5996,     -24,138939,59063,Bearish Reversal
2011-04-19,67489,2454,    1135,    -159,141961,65035,Bullish Reversal
2011-04-12,66354,2613,   -2522,   -1233,142022,63741,Bearish
2011-04-05,68876,3846,   15990,    2205,138257,65030,Bullish
2011-03-29,52886,1641,    3164,   -2104,119128,51245,Bullish
2011-03-22,49722,3745,  -11067,     -53,118442,45977,Bearish Reversal
2011-03-15,60789,3798,  -20464,      89,189157,56991,Bearish
2011-03-08,81253,3709,    2888,   -1829,174715,77544,Bullish
2011-03-01,78365,5538,    5591,    1112,148414,72827,Bullish
