As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-07-31,20384,7700,    1613,    -382,46664,12684,Bullish
2018-07-24,18771,8082,    2170,    1644,44888,10689,Bullish
2018-07-17,16602,6438,    1229,    -980,43209,10164,Bullish
2018-07-10,15373,7418,     507,   -1599,42365,7955,Bullish
2018-07-03,14866,9017,    -532,   -2781,41911,5849,Bullish Reversal
2018-06-26,15398,11797,    -792,    2290,43398,3601,Bearish
2018-06-19,16190,9508,   -1345,    4011,43300,6682,Bearish Reversal
2018-06-12,17535,5497,    1190,   -2027,57351,12038,Bullish
2018-06-05,16345,7523,     184,   -2116,48855,8822,Bullish Reversal
2018-05-29,16162,9639,     178,     774,52530,6523,Bearish
2018-05-22,15984,8865,    -127,   -2184,51450,7119,Bullish
2018-05-15,16111,11049,    -665,   -4392,51111,5062,Bullish Reversal
2018-05-08,16776,15441,     591,     438,51551,1335,Bullish Reversal
2018-05-01,16185,15003,    1042,    -259,51939,1182,Bullish Reversal
2018-04-24,15143,15262,   -2206,    6542,53519,-119,Bearish
2018-04-17,17349,8721,     482,     571,50772,8628,Bearish
2018-04-10,16867,8150,   -1693,    -629,48443,8717,Bearish Reversal
2018-04-03,18560,8779,   -2544,    1241,48454,9781,Bearish Reversal
2018-03-27,21104,7538,    -599,    -531,51868,13566,Bearish Reversal
2018-03-20,21703,8069,   -1197,   -3559,53163,13634,Bullish Reversal
2018-03-13,22899,11628,    -621,     815,73002,11271,Bearish
2018-03-06,23520,10813,    1518,     -54,58398,12707,Bullish Reversal
2018-02-27,22003,10867,   -1248,   -2810,59086,11136,Bullish
2018-02-20,23250,13677,   -2444,   -1360,58963,9573,Bearish Reversal
2018-02-13,25694,15037,   -6948,    4499,63084,10657,Bearish Reversal
2018-02-06,32641,10539,   -8098,    2865,66241,22102,Bearish Reversal
2018-01-30,40739,7674,     577,   -1332,77825,33065,Bullish Reversal
2018-01-23,40162,9006,   -3889,    -186,78388,31156,Bearish Reversal
2018-01-16,44050,9192,    2922,    1456,78618,34858,Bullish
2018-01-09,41129,7736,   -2105,    2264,75319,33393,Bearish
2018-01-02,43233,5472,    1618,     -57,74369,37761,Bullish
2017-12-26,41615,5529,    1205,    -183,72295,36086,Bullish Reversal
2017-12-19,40410,5712,   -1754,     -97,72370,34698,Bearish Reversal
2017-12-12,42164,5808,    -895,   -1175,86632,36356,Bullish
2017-12-05,43059,6983,    3206,    -398,78456,36076,Bullish
2017-11-28,39853,7381,   -2357,    1046,76112,32472,Bearish Reversal
2017-11-21,42210,6335,   -3097,    1179,77797,35875,Bearish Reversal
2017-11-14,45307,5157,     158,   -1949,79161,40150,Bullish
2017-11-07,45149,7105,   -3292,    -885,78121,38044,Bearish Reversal
2017-10-31,48441,7990,     128,     -83,79979,40451,Bullish Reversal
2017-10-24,48314,8073,     348,      -9,81044,40241,Bullish
2017-10-17,47966,8082,   -1332,    -390,78925,39884,Bearish
2017-10-10,49298,8472,    -604,    1512,77870,40826,Bearish
2017-10-03,49902,6960,   -3492,    1427,77180,42942,Bearish Reversal
2017-09-26,53393,5533,    3805,    -686,78934,47860,Bullish
2017-09-19,49588,6219,    2277,     357,76971,43369,Bullish Reversal
2017-09-12,47312,5862,    1121,    -844,84360,41450,Bullish
2017-09-05,46191,6705,   -4064,      96,74819,39486,Bearish Reversal
2017-08-29,50255,6610,    -324,    2111,77718,43645,Bearish
2017-08-22,50578,4499,     153,   -2274,76255,46079,Bullish
2017-08-15,50425,6773,    5174,   -2413,75987,43652,Bullish
2017-08-08,45252,9185,    3513,     443,71449,36067,Bullish
2017-08-01,41739,8742,    1814,    3757,68506,32997,Bearish
2017-07-25,39925,4986,     454,    -468,65152,34939,Bullish
2017-07-18,39472,5453,     374,    1161,64619,34019,Bearish Reversal
2017-07-11,39098,4292,   -1733,      87,64752,34806,Bearish Reversal
2017-07-03,40831,4205,    1885,    -832,67412,36626,Bullish
2017-06-27,38946,5037,    4401,    1136,65668,33909,Bullish
2017-06-20,34545,3901,     820,   -3129,61134,30644,Bullish Reversal
2017-06-13,33725,7030,    2075,     124,71798,26695,Bullish
2017-06-06,31650,6906,    1331,    -412,62343,24744,Bullish
2017-05-30,30320,7317,    1569,     536,59950,23003,Bullish Reversal
2017-05-23,28751,6782,      48,     909,60170,21969,Bearish Reversal
2017-05-16,28703,5873,   -1215,     424,60726,22830,Bearish
2017-05-09,29917,5450,   -4413,     174,60651,24467,Bearish Reversal
2017-05-02,34330,5276,   -3793,    -580,63185,29054,Bearish Reversal
2017-04-25,38123,5856,    -432,     654,66700,32267,Bearish
2017-04-18,38555,5202,     964,     860,65530,33353,Bullish
2017-04-11,37591,4343,     855,     653,64569,33248,Bullish Reversal
2017-04-04,36736,3690,   -4744,   -1075,64819,33046,Bearish Reversal
2017-03-28,41480,4765,    1762,    -660,67117,36715,Bullish
2017-03-21,39718,5425,   -3460,   -1197,66701,34293,Bearish Reversal
2017-03-14,43178,6622,    2028,   -1868,88054,36556,Bullish
2017-03-07,41150,8489,    3023,     118,73766,32661,Bullish
2017-02-28,38128,8372,    4469,     434,69610,29756,Bullish
2017-02-21,33659,7938,   -1542,     142,63482,25721,Bearish Reversal
2017-02-14,35201,7796,   -1847,    -201,63515,27405,Bearish Reversal
2017-02-07,37048,7997,    1060,   -1730,64132,29051,Bullish
2017-01-31,35988,9727,   -5067,     430,64011,26261,Bearish Reversal
2017-01-24,41054,9297,    3687,    3988,67349,31757,Bearish
2017-01-17,37367,5309,     539,    -865,65209,32058,Bullish Reversal
2017-01-10,36829,6174,   -4994,    -587,65240,30655,Bearish Reversal
2017-01-03,41822,6760,    4696,    -199,69341,35062,Bullish
2016-12-27,37127,6959,    -178,     302,64692,30168,Bearish
2016-12-20,37304,6657,     608,    -815,63716,30647,Bullish Reversal
2016-12-13,36696,7472,   -6818,   -1480,84811,29224,Bearish
2016-12-06,43514,8951,   -1158,    -461,71133,34563,Bearish Reversal
2016-11-29,44672,9412,    4485,     530,72827,35260,Bullish
2016-11-22,40187,8882,    2265,     904,67260,31305,Bullish
2016-11-15,37923,7978,     739,   -7457,61674,29945,Bullish
2016-11-08,37184,15435,    2506,    1866,58186,21749,Bullish Reversal
2016-11-01,34678,13569,   -1530,    1666,58314,21109,Bearish
2016-10-25,36208,11903,   -1835,    1792,57677,24305,Bearish Reversal
2016-10-18,38043,10112,     297,   -1324,58842,27931,Bullish Reversal
2016-10-11,37746,11436,   -1119,    1857,60761,26310,Bearish Reversal
2016-10-04,38865,9579,     172,    1323,61014,29286,Bearish
2016-09-27,38693,8256,    3192,    -107,60653,30437,Bullish
2016-09-20,35501,8363,   -3060,    -922,58114,27138,Bearish Reversal
2016-09-13,38561,9285,   -8899,    1036,78565,29276,Bearish
2016-09-06,47460,8249,    1076,     641,74026,39211,Bullish
2016-08-30,46385,7609,    -117,    -768,72837,38776,Bullish Reversal
2016-08-23,46501,8377,     485,     196,73139,38124,Bullish
2016-08-16,46016,8181,    1109,     681,72633,37835,Bullish
2016-08-09,44907,7500,     846,    1683,71005,37407,Bearish
2016-08-02,44061,5817,    2439,   -2305,69740,38244,Bullish
2016-07-26,41623,8122,    2974,     903,67461,33501,Bullish
2016-07-19,38649,7219,    7479,     799,63157,31430,Bullish
2016-07-12,31170,6420,    3544,    1431,55987,24750,Bullish
2016-07-05,27627,4989,    2865,     315,49640,22638,Bullish
2016-06-28,24762,4674,   -7543,   -6039,47108,20088,Bearish Reversal
2016-06-21,32305,10713,    -622,   -1587,56193,21592,Bullish Reversal
2016-06-14,32927,12300,    4525,   -3293,74270,20627,Bullish
2016-06-07,28402,15593,     798,    1358,65122,12809,Bearish
2016-05-31,27604,14235,     251,     559,61198,13369,Bearish
2016-05-24,27353,13677,    3396,   -1216,58780,13676,Bullish
2016-05-17,23957,14892,   -4797,   -1636,55806,9065,Bearish Reversal
2016-05-10,28754,16528,    2123,    -571,65060,12226,Bullish
2016-05-03,26631,17098,    1021,   -2373,62293,9533,Bullish
2016-04-26,25610,19471,     612,    1874,60869,6139,Bearish
2016-04-19,24999,17598,     153,     769,59763,7401,Bearish
2016-04-12,24846,16829,    1107,    1647,58324,8017,Bearish
2016-04-05,23739,15182,    2935,     645,56474,8557,Bullish
2016-03-29,20804,14538,    3414,     584,50968,6266,Bullish
2016-03-22,17390,13954,    7690,    4668,45580,3436,Bullish
2016-03-15,9700,9286,    1148,    1877,44843,414,Bearish
2016-03-08,8553,7409,    1039,    1996,33243,1144,Bearish
2016-03-01,7514,5414,     686,    -153,31216,2100,Bullish
2016-02-23,6829,5566,      -5,   -1434,28952,1263,Bullish Reversal
2016-02-16,6833,7000,    -962,   -1268,31478,-167,Bullish Reversal
2016-02-09,7795,8268,     231,     720,32237,-473,Bearish
2016-02-02,7564,7548,    -585,      -4,29967,16,Bearish Reversal
2016-01-26,8149,7552,     145,     865,30555,597,Bearish Reversal
2016-01-19,8004,6687,   -2891,     140,30588,1317,Bearish Reversal
2016-01-12,10895,6547,   -3160,   -2513,33166,4348,Bearish Reversal
2016-01-05,14055,9060,   -2402,    2863,37445,4995,Bearish Reversal
2015-12-29,16457,6197,    1519,    -270,41172,10260,Bullish
2015-12-22,14938,6467,   -5370,   -2506,39066,8471,Bearish Reversal
2015-12-15,20308,8972,    1748,   -1848,62230,11336,Bullish
2015-12-08,18560,10820,   -2370,   -1506,51296,7740,Bearish Reversal
2015-12-01,20930,12326,    1336,    1610,53404,8604,Bearish
2015-11-24,19594,10716,    2545,     229,51507,8878,Bullish
2015-11-17,17049,10487,   -2915,    1048,49731,6562,Bearish Reversal
2015-11-10,19964,9440,    3064,   -1765,51867,10524,Bullish
2015-11-03,16900,11205,    4729,     834,47790,5695,Bullish
2015-10-27,12172,10371,    -256,   -1950,38703,1801,Bullish
2015-10-20,12428,12321,   -1697,     -27,37727,107,Bearish
2015-10-13,14124,12347,     994,     161,37572,1777,Bullish
2015-10-06,13130,12187,    2171,    1384,34668,943,Bullish
2015-09-29,10960,10803,    2730,     564,31990,157,Bullish
2015-09-22,8230,10239,   -2356,   -1890,29388,-2009,Bearish Reversal
2015-09-15,10586,12129,     449,     947,48589,-1543,Bearish
2015-09-08,10137,11183,    1732,   -3014,43620,-1046,Bullish
2015-09-01,8405,14196,   -1393,   -3530,42344,-5791,Bullish Reversal
2015-08-25,9798,17726,    -491,    2204,46395,-7928,Bearish Reversal
2015-08-18,10289,15523,    -129,    -314,46724,-5234,Bullish Reversal
2015-08-11,10418,15837,    -404,    3725,47419,-5419,Bearish Reversal
2015-08-04,10821,12112,    1050,    -715,48166,-1291,Bullish
2015-07-28,9772,12826,    -799,    3526,46258,-3054,Bearish Reversal
2015-07-21,10570,9301,   -3043,     208,47433,1269,Bearish Reversal
2015-07-14,13613,9093,    4132,       6,47511,4520,Bullish
2015-07-07,9482,9087,     773,     -12,43659,395,Bullish Reversal
2015-06-30,8709,9099,   -8722,    3692,44827,-390,Bearish Reversal
2015-06-23,17431,5407,    4796,   -1252,53299,12024,Bullish Reversal
2015-06-16,12635,6659,    1248,   -4842,55316,5976,Bullish Reversal
2015-06-09,11387,11500,   -5713,     480,58066,-113,Bearish
2015-06-02,17099,11021,     -47,     997,57516,6078,Bearish
2015-05-26,17146,10024,   -4086,     129,56676,7122,Bearish Reversal
2015-05-19,21232,9895,    6556,    2765,60703,11337,Bullish
2015-05-12,14676,7130,    1130,   -2770,53077,7546,Bullish Reversal
2015-05-05,13546,9900,   -2772,    1802,53082,3646,Bearish Reversal
2015-04-28,16318,8098,    2362,     164,57117,8220,Bullish
2015-04-21,13956,7935,   -2609,      -9,50070,6021,Bearish Reversal
2015-04-14,16564,7944,    4235,     247,54343,8620,Bullish
2015-04-07,12330,7697,    1152,    -344,48669,4633,Bullish Reversal
2015-03-31,11178,8041,   -3794,    -732,48671,3137,Bearish Reversal
2015-03-24,14971,8773,    -694,   -1866,53325,6198,Bullish Reversal
2015-03-17,15665,10638,   -2036,    1313,54208,5027,Bearish Reversal
2015-03-10,17701,9326,   -3396,     122,55716,8375,Bearish Reversal
2015-03-03,21096,9204,    1374,       5,58358,11892,Bullish
2015-02-24,19723,9200,   -1186,     660,58166,10523,Bearish
2015-02-17,20908,8540,    3634,     208,58115,12368,Bullish
2015-02-10,17274,8332,    4046,    -182,53087,8942,Bullish
2015-02-03,13228,8514,    1631,   -3901,52505,4714,Bullish Reversal
2015-01-27,11598,12415,   -2181,    3137,52970,-817,Bearish
2015-01-20,13779,9278,   -3889,    -538,50301,4501,Bearish Reversal
2015-01-13,17667,9816,   -1627,    -197,55366,7851,Bearish Reversal
2015-01-06,19294,10013,    1607,     312,56308,9281,Bullish Reversal
2014-12-30,17687,9701,    3274,      62,56954,7986,Bullish
2014-12-23,14414,9639,   -8440,     197,53355,4775,Bullish Reversal
2014-12-16,2352,500,     -49,    -115,15724,1852,Bearish
2014-12-16,22853,9442,    1252,     271,99154,13411,Bullish
2014-12-09,2401,615,.,.,12805,1786,No signal
2014-12-09,21601,9171,   -2942,   -2072,83767,12430,Bearish
2014-12-02,24543,11243,    1359,     347,75115,13300,Bullish
2014-11-25,23184,10896,   -1997,      73,71821,12288,Bearish
2014-11-18,25181,10823,    1874,     227,71721,14358,Bullish
2014-11-11,23307,10596,    2865,    1186,67770,12711,Bullish
2014-11-04,20442,9410,    2580,   -2819,66485,11032,Bullish
2014-10-28,17863,12229,    3853,     -66,56533,5634,Bullish
2014-10-21,14010,12294,   -3428,     691,55269,1716,Bearish Reversal
2014-10-14,17437,11603,   -2596,     156,59234,5834,Bearish Reversal
2014-10-07,20033,11448,   -4430,       6,66136,8585,Bearish Reversal
2014-09-30,24463,11442,    2193,   -3091,69201,13021,Bullish
2014-09-23,22270,14532,   -1958,    1989,67750,7738,Bearish Reversal
2014-09-16,24228,12543,    5369,    -590,85792,11685,Bullish
2014-09-09,18859,13133,   -1285,    -434,64723,5726,Bearish Reversal
2014-09-02,20144,13566,    2078,   -1747,64775,6578,Bullish
2014-08-26,18066,15313,    4072,      57,60918,2753,Bullish
2014-08-19,13994,15257,     980,   -1495,55644,-1263,Bullish
2014-08-12,13015,16752,   -2630,    1621,54959,-3737,Bearish Reversal
2014-08-05,15645,15131,   -4675,    5059,58328,514,Bearish Reversal
2014-07-29,20319,10072,   -1400,   -2476,63353,10247,Bullish Reversal
2014-07-22,21719,12547,    2711,   -1418,63627,9172,Bullish
2014-07-15,19009,13965,    3234,     708,62186,5044,Bullish
2014-07-08,15775,13258,   -4471,    -931,58489,2517,Bearish Reversal
2014-07-01,20245,14188,    5667,   -1146,65075,6057,Bullish
2014-06-24,14579,15334,   -2911,    1568,58112,-755,Bearish Reversal
2014-06-17,17490,13766,   -1288,    -674,83468,3724,Bearish
2014-06-10,18777,14439,     966,     387,65446,4338,Bullish
2014-06-03,17811,14052,    -502,     370,63905,3759,Bearish Reversal
2014-05-27,18313,13682,    2180,   -3189,64624,4631,Bullish
2014-05-20,16134,16871,   -5617,    3373,60912,-737,Bearish Reversal
2014-05-13,21751,13499,    6509,      70,68067,8252,Bullish
2014-05-06,15242,13429,    -963,    1984,59360,1813,Bearish Reversal
2014-04-29,16205,11446,    2520,   -1108,60892,4759,Bullish
2014-04-22,13685,12554,    1480,     -39,59993,1131,Bullish
2014-04-15,12205,12593,   -1348,   -1901,53600,-388,Bullish Reversal
2014-04-08,13553,14493,   -4388,    1647,58307,-940,Bearish Reversal
2014-04-01,17941,12846,    1439,     675,64050,5095,Bullish
2014-03-25,16502,12172,   -3828,    3203,63777,4330,Bullish Reversal
2014-03-18,4041,415,.,.,14115,3626,No signal
2014-03-18,20329,8969,    2626,   -4172,91896,11360,Bullish
2014-03-11,17704,13141,   -1690,    1002,64348,4563,Bearish Reversal
2014-03-04,19393,12139,    4213,     776,66245,7254,Bullish
2014-02-25,15180,11363,    2206,   -2235,60457,3817,Bullish
2014-02-18,12975,13598,    2578,    1626,55663,-623,Bullish Reversal
2014-02-11,10397,11972,   -3817,    2247,66710,-1575,Bearish
2014-02-11,3885,500,.,.,13379,3385,No signal
2014-02-04,14214,9726,   -1913,   -1557,58907,4488,Bearish Reversal
2014-01-28,16126,11282,   -3365,    1083,61970,4844,Bearish Reversal
2014-01-21,19491,10200,   -1905,     689,66296,9291,Bearish
2014-01-14,21395,9511,    1935,    -349,66166,11884,Bullish
2014-01-07,19460,9859,    4523,    -495,63744,9601,Bullish
2013-12-31,14937,10354,    -246,    -273,59809,4583,Bullish
2013-12-24,15183,10626,   -3829,    3623,59754,4557,Bearish Reversal
2013-12-17,19012,7004,   -4862,    -560,87167,12008,Bullish
2013-12-17,4008,320,      48,    -202,16810,3688,Bearish
2013-12-10,23873,7564,   -2224,    -301,84512,16309,Bullish Reversal
2013-12-10,3960,522,     -15,       0,14554,3438,Bearish Reversal
2013-12-03,26097,7864,    2516,   -2208,86226,18233,Bullish
2013-12-03,3975,522,    -162,     202,14557,3453,Bearish
2013-11-26,23581,10072,    1414,      19,81713,13509,Bullish
2013-11-26,4137,320,      28,       0,13811,3817,Bullish Reversal
2013-11-19,4109,320,       3,       0,13998,3789,Bearish
2013-11-19,22167,10054,     288,    2562,79063,12113,Bearish
2013-11-12,21879,7492,      96,     217,78368,14387,Bullish
2013-11-12,4106,320,     -51,    -325,13930,3786,Bearish
2013-11-05,21783,7275,    3794,    -716,76549,14508,Bullish
2013-11-05,4157,645,      12,      18,13605,3512,Bearish
2013-10-29,17990,7991,    2577,    1720,71415,9999,Bullish
2013-10-29,4145,627,     -17,     -15,12832,3518,Bearish
2013-10-22,4162,642,     -15,      -2,12597,3520,Bearish
2013-10-22,15413,6271,    2722,    -545,65178,9142,Bullish
2013-10-15,4177,644,.,.,11559,3533,No signal
2013-10-15,12691,6816,   -2085,    1719,61766,5875,Bearish
2013-10-08,14776,5097,   -6462,     615,50296,9679,Bearish Reversal
2013-10-01,21238,4482,   -7765,     279,59278,16756,Bearish Reversal
2013-09-24,29003,4204,    8652,     679,68015,24799,Bullish Reversal
2013-09-17,20351,3525,    6057,   -1160,84348,16826,Bullish
2013-09-17,2794,1025,     232,     795,16234,1769,Bearish
2013-09-10,2562,230,.,.,13664,2332,No signal
2013-09-10,14294,4685,     958,    1319,66726,9609,Bearish
2013-09-03,13336,3366,   -1688,    -859,49019,9970,Bearish Reversal
2013-08-27,15023,4225,   -4137,      54,51533,10798,Bearish Reversal
2013-08-20,19160,4171,   -5667,     825,54405,14989,Bearish Reversal
2013-08-13,24826,3346,    2607,    -324,63624,21480,Bullish
2013-08-06,22220,3670,   -1461,     626,61341,18550,Bearish
2013-07-30,23681,3044,    1038,     -91,61227,20637,Bullish
2013-07-23,22643,3135,     -63,     -36,60037,19508,Bearish
2013-07-16,22706,3171,     865,    -818,58559,19535,Bullish
2013-07-09,21841,3988,    2628,    1835,52840,17853,Bullish
2013-07-02,19214,2154,     625,   -1300,47054,17060,Bullish
2013-06-25,18589,3454,   -7484,     486,45296,15135,Bearish Reversal
2013-06-18,26072,2968,    3306,     225,76492,23104,Bullish
2013-06-11,22767,2743,   -1620,      60,55426,20024,Bearish Reversal
2013-06-04,24387,2683,    2963,   -1092,58071,21704,Bullish
2013-05-28,21424,3774,    1073,    -489,57916,17650,Bullish
2013-05-21,20351,4263,   -2219,    -503,57531,16088,Bearish Reversal
2013-05-14,22570,4765,   -1193,    -180,59879,17805,Bearish Reversal
2013-05-07,23762,4945,     231,     576,60180,18817,Bearish Reversal
2013-04-30,23531,4369,   -1969,     293,60731,19162,Bearish
2013-04-23,25500,4077,    2479,   -1234,59475,21423,Bullish
2013-04-16,23021,5310,    1514,    -295,57360,17711,Bullish
2013-04-09,21507,5605,   -1206,     226,55463,15902,Bearish Reversal
2013-04-02,22713,5380,     517,     820,56703,17333,Bearish
2013-03-26,22196,4560,    -718,     669,55859,17636,Bearish
2013-03-19,22914,3891,     704,   -2311,53674,19023,Bullish Reversal
2013-03-12,22210,6202,     820,   -2467,102701,16008,Bullish
2013-03-05,21390,8669,     536,    3247,69220,12721,Bearish
2013-02-26,20854,5422,    1851,     133,62136,15432,Bullish
2013-02-19,19004,5290,   -1014,   -1249,61804,13714,Bullish
2013-02-12,20017,6539,     699,    1575,61689,13478,Bearish
2013-02-05,19318,4964,    2240,   -1317,58609,14354,Bullish
2013-01-29,17078,6281,    1377,    2252,57873,10797,Bearish
2013-01-22,15702,4029,    2014,     306,55139,11673,Bullish
2013-01-15,13688,3723,    1225,     132,51142,9965,Bullish
2013-01-08,12463,3591,   -1187,   -1194,46682,8872,Bullish Reversal
2012-12-31,13650,4785,     277,    1512,46805,8865,Bearish Reversal
2012-12-24,13374,3273,   -1486,    1311,48053,10101,Bearish Reversal
2012-12-18,14859,1962,    1912,   -5753,77875,12897,Bullish
2012-12-18,7192,79,.,.,16318,7113,No signal
2012-12-11,12947,7715,    2414,     891,50665,5232,Bullish
2012-12-04,10533,6824,    2430,   -3858,47680,3709,Bullish Reversal
2012-11-27,8104,10682,   -1284,    -545,48110,-2578,Bearish Reversal
2012-11-20,9387,11227,   -3096,    2312,48149,-1840,Bearish Reversal
2012-11-13,12483,8915,   -2252,    2453,50635,3568,Bearish Reversal
2012-11-06,14735,6462,   -1737,   -2226,51112,8273,Bullish Reversal
2012-10-30,16472,8687,   -2250,     748,53837,7785,Bearish Reversal
2012-10-23,18722,7940,   -6956,    1468,55166,10782,Bearish Reversal
2012-10-16,25678,6472,    2455,     249,60449,19206,Bullish
2012-10-09,23223,6224,   -3994,     602,57807,16999,Bearish Reversal
2012-10-02,27217,5622,    -510,    -929,62042,21595,Bullish
2012-09-25,27727,6551,    2226,     579,60437,21176,Bullish Reversal
2012-09-18,25501,5972,    3660,      82,75855,19529,Bullish
2012-09-11,21841,5891,    2929,    -136,62974,15950,Bullish
2012-09-04,18913,6026,   -3130,     939,56223,12887,Bearish Reversal
2012-08-28,22042,5087,    1231,   -1912,58876,16955,Bullish
2012-08-21,20812,6999,    2672,     952,56637,13813,Bullish
2012-08-14,18140,6048,   -1695,     191,52112,12092,Bearish Reversal
2012-08-07,19835,5857,    1546,       0,52382,13978,Bullish
2012-07-31,18289,5857,    7635,   -1382,49096,12432,Bullish
2012-07-24,10655,7239,    -919,    1941,39580,3416,Bearish Reversal
2012-07-17,11573,5298,   -1653,    -900,41606,6275,Bearish Reversal
2012-07-10,13226,6197,   -1985,    1127,43280,7029,Bearish Reversal
2012-07-03,15211,5071,   -2440,      69,45453,10140,Bearish
2012-06-26,17650,5002,    7866,   -2543,45307,12648,Bullish
2012-06-19,9785,7545,   -1324,    1713,38715,2240,Bearish Reversal
2012-06-12,5331,1129,     105,     -11,23920,4202,Bearish
2012-06-12,11108,5832,    1208,    -411,88781,5276,Bullish
2012-06-05,5226,1140,     -23,      -9,20486,4086,Bullish
2012-06-05,9900,6243,   -1000,   -1094,72252,3657,Bearish
2012-05-29,5249,1149,      30,    -989,17501,4100,Bullish
2012-05-29,10900,7337,   -3309,     773,68734,3563,Bearish
2012-05-22,14209,6564,   -3627,   -1901,67190,7645,Bullish
2012-05-22,5219,2138,.,.,16237,3081,No signal
2012-05-15,17836,8465,    -242,   -1232,50060,9371,Bullish Reversal
2012-05-08,18077,9697,   -5303,    3143,51824,8380,Bearish Reversal
2012-05-01,23380,6554,    3722,     499,56222,16826,Bullish
2012-04-24,19659,6055,    -429,   -1028,50342,13604,Bullish Reversal
2012-04-17,20087,7083,    1946,   -1360,51736,13004,Bullish
2012-04-10,18142,8443,   -1670,    1250,49867,9699,Bearish Reversal
2012-04-03,19811,7193,   -1254,     816,52465,12618,Bearish Reversal
2012-03-27,21065,6378,    -625,    -375,53369,14687,Bearish
2012-03-20,21690,6752,   -1897,    1109,53205,14938,Bearish Reversal
2012-03-13,23586,5643,    4510,   -1825,95629,17943,Bullish
2012-03-13,2850,2219,.,.,20058,631,No signal
2012-03-06,19077,7468,   -2176,    1679,54004,11609,Bearish Reversal
2012-02-28,21253,5789,    1943,     706,55949,15464,Bullish
2012-02-21,19310,5083,     804,    -541,53157,14227,Bullish Reversal
2012-02-14,18506,5624,   -1198,     236,53993,12882,Bearish Reversal
2012-02-07,19704,5388,    2260,     870,54890,14316,Bullish
2012-01-31,17444,4519,    1151,     -39,51836,12925,Bullish
2012-01-24,16294,4558,    2354,     231,51716,11736,Bullish
2012-01-17,13940,4327,     527,     433,50886,9613,Bullish
2012-01-10,13413,3894,    -403,      30,50249,9519,Bearish
2012-01-03,13816,3864,    1166,    -320,47962,9952,Bullish
2011-12-27,12651,4184,   -1799,     386,44765,8467,Bearish Reversal
2011-12-20,14449,3798,    1771,     376,45509,10651,Bullish Reversal
2011-12-13,12678,3423,    1471,     638,106167,9255,Bullish
2011-12-13,3228,761,     220,    -495,26816,2467,Bearish
2011-12-06,11207,2785,    3021,   -2057,66743,8422,Bullish
2011-12-06,3008,1256,     -24,      21,18720,1752,Bearish
2011-11-29,3032,1235,      11,      18,17682,1797,Bearish
2011-11-29,8186,4842,      88,     657,59620,3344,Bearish Reversal
2011-11-22,8099,4185,   -1759,     -83,61638,3914,Bullish
2011-11-22,3021,1217,.,.,17651,1804,No signal
2011-11-15,9858,4268,    2687,    -302,45518,5590,Bullish
2011-11-08,7171,4569,    -783,    2102,42675,2602,Bearish Reversal
2011-11-01,7954,2467,    1382,    -141,56785,5487,Bullish
2011-11-01,3254,1224,     -45,     -25,14830,2030,Bearish
2011-10-25,6572,2608,    -415,    1729,53649,3964,Bullish
2011-10-25,3299,1249,     150,       0,14406,2050,Bullish
2011-10-18,3149,1249,     180,    -110,12420,1900,Bearish
2011-10-18,6987,879,   -3288,   -3387,50365,6108,Bullish
2011-10-11,10275,4266,    1512,    2384,39332,6009,Bearish Reversal
2011-10-04,8763,1882,    2937,   -1425,50342,6881,Bullish
2011-10-04,2969,1359,       7,      10,12362,1610,Bearish Reversal
2011-09-27,5827,3307,   -1601,     599,47828,2520,Bullish
2011-09-27,2962,1349,     790,   -1133,13642,1613,Bearish Reversal
2011-09-20,7428,2708,    -879,    -279,32752,4720,Bullish Reversal
2011-09-13,2172,2482,    -296,      22,15829,-310,Bearish
2011-09-13,8306,2987,      94,     657,62157,5319,Bullish
2011-09-06,2468,2460,     -61,      10,14202,8,Bearish
2011-09-06,8213,2330,    1176,   -1514,51603,5883,Bullish Reversal
2011-08-30,7037,3844,    -375,    2561,52814,3193,Bullish
2011-08-30,2529,2450,      55,     -10,13834,79,Bearish
2011-08-23,7412,1283,   -1383,   -4803,52216,6129,Bullish Reversal
2011-08-23,2474,2460,      64,     202,13774,14,Bearish
2011-08-16,2410,2258,    -433,    1502,13612,152,Bearish Reversal
2011-08-16,8795,6086,   -6985,    4910,53860,2709,Bearish Reversal
2011-08-09,15779,1176,    -482,   -1771,66231,14603,Bullish Reversal
2011-08-09,2843,756,   -1835,       0,17019,2087,Bearish Reversal
2011-08-02,16261,2947,   -3005,     597,72896,13314,Bullish Reversal
2011-08-02,4678,756,      -3,       0,17750,3922,Bearish Reversal
2011-07-26,4681,756,      52,      -2,17771,3925,Bearish
2011-07-26,19265,2351,   -5686,     184,74390,16914,Bearish Reversal
2011-07-19,24951,2167,    -524,    -971,76111,22784,Bullish
2011-07-19,4629,758,     348,       0,15719,3871,Bearish
2011-07-12,25474,3138,    7306,   -1550,73447,22336,Bullish
2011-07-12,4281,758,.,.,14630,3523,No signal
2011-07-05,18169,4688,    7328,    2322,49758,13481,Bullish
2011-06-28,10841,2366,     406,    -904,39596,8475,Bullish Reversal
2011-06-21,10436,3270,      39,     225,41287,7166,Bearish Reversal
2011-06-14,10397,3046,     136,   -2509,81758,7351,Bullish
2011-06-14,3293,1169,     114,    -250,26224,2124,Bullish
