As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-09-04,199762,213259,   -7608,    2826,473118,-13497,Bearish Reversal
2018-08-28,207370,210433,   -6130,  -11777,479283,-3063,Bullish Reversal
2018-08-21,213500,222210,    1721,    6743,483730,-8710,Bearish
2018-08-14,211779,215467,    3487,   19863,476739,-3688,Bearish
2018-08-07,208292,195604,    -963,   21686,459474,12688,Bearish
2018-07-31,209255,173918,  -11365,    1895,452655,35337,Bearish Reversal
2018-07-24,220620,172023,    2193,   11437,496620,48597,Bearish Reversal
2018-07-17,218427,160586,    4117,   27710,528278,57841,Bearish
2018-07-10,214310,132876,    3827,     720,503593,81434,Bullish
2018-07-03,210483,132156,   15365,   13710,494164,78327,Bullish
2018-06-26,195118,118446,   -7797,   12043,468573,76672,Bearish
2018-06-19,202915,106403,   10163,   33891,468345,96512,Bearish
2018-06-12,192752,72512,    7431,   -1393,448695,120240,Bullish Reversal
2018-06-05,185321,73905,   -8331,   -4617,450641,111416,Bearish Reversal
2018-05-29,193652,78522,    3975,  -20198,469382,115130,Bullish Reversal
2018-05-22,189677,98720,  -11791,  -10305,502942,90957,Bearish Reversal
2018-05-15,201468,109025,    2920,   17917,519958,92443,Bearish
2018-05-08,198548,91108,  -11029,  -11690,491398,107440,Bullish Reversal
2018-05-01,209577,102798,  -16227,   13640,507756,106779,Bearish
2018-04-24,225804,89158,  -11484,   14939,506410,136646,Bearish Reversal
2018-04-17,237288,74219,    2831,   -4866,510229,163069,Bullish
2018-04-10,234457,79085,    -220,   10997,499588,155372,Bearish
2018-04-03,234677,68088,  -24355,   12410,493141,166589,Bearish Reversal
2018-03-27,259032,55678,   35150,  -19473,529690,203354,Bullish Reversal
2018-03-20,223882,75151,  -10549,    8668,545499,148731,Bearish
2018-03-13,234431,66483,  -11156,    4719,526762,167948,Bearish
2018-03-06,245587,61764,   -6394,  -11499,508100,183823,Bullish Reversal
2018-02-27,251981,73263,   -5224,    6980,532860,178718,Bearish
2018-02-20,257205,66283,    5345,   -9971,528154,190922,Bullish
2018-02-13,251860,76254,  -21968,   -6697,511745,175606,Bearish Reversal
2018-02-06,273828,82951,  -24499,   -8114,535321,190877,Bearish Reversal
2018-01-30,298327,91065,   -7485,     -63,559332,207262,Bearish Reversal
2018-01-23,305812,91128,    3949,     976,582421,214684,Bullish
2018-01-16,301863,90152,   12702,    4279,582333,211711,Bullish
2018-01-09,289161,85873,   47733,    7713,555455,203288,Bullish
2018-01-02,241428,78160,   38838,   11518,500731,163268,Bullish
2017-12-26,202590,66642,    5117,  -17036,456470,135948,Bullish
2017-12-19,197473,83678,   -4439,  -11166,453595,113795,Bullish
2017-12-12,201912,94844,  -49322,   16939,446618,107068,Bearish Reversal
2017-12-05,251234,77905,  -36150,   14938,472795,173329,Bearish Reversal
2017-11-28,287384,62967,   14450,   -8140,503810,224417,Bullish Reversal
2017-11-21,272934,71107,    1438,   -5305,531612,201827,Bullish Reversal
2017-11-14,271496,76412,   -1075,    -369,533054,195084,Bearish Reversal
2017-11-07,272571,76781,    3861,    1166,536843,195790,Bullish
2017-10-31,268710,75615,   -6811,   -8521,531918,193095,Bullish
2017-10-24,275521,84136,   -9096,     243,526674,191385,Bearish Reversal
2017-10-17,284617,83893,    5390,    4778,528800,200724,Bullish
2017-10-10,279227,79115,   -8069,   -4326,520005,200112,Bearish Reversal
2017-10-03,287296,83441,  -15959,   -7220,525127,203855,Bearish Reversal
2017-09-26,303255,90661,  -27391,   -3896,549637,212594,Bearish Reversal
2017-09-19,330646,94557,  -20846,   -2175,570096,236089,Bearish Reversal
2017-09-12,351492,96732,   15419,    5957,580606,254760,Bullish
2017-09-05,336073,90775,   17190,    2939,566817,245298,Bullish
2017-08-29,318883,87836,   23172,     563,538875,231047,Bullish
2017-08-22,295711,87273,   17981,   -2723,500443,208438,Bullish
2017-08-15,277730,89996,   31353,   -7544,477921,187734,Bullish
2017-08-08,246377,97540,    6611,  -12554,448727,148837,Bullish
2017-08-01,239766,110094,   19467,  -19374,448709,129672,Bullish Reversal
2017-07-25,220299,129468,    3067,  -27626,463827,90831,Bullish Reversal
2017-07-18,217232,157094,    -405,    -283,484204,60138,Bearish
2017-07-11,217637,157377,   -4044,   29495,475669,60260,Bearish
2017-07-03,221681,127882,  -14905,   22968,457201,93799,Bearish
2017-06-27,236586,104914,  -16034,    2969,453144,131672,Bearish
2017-06-20,252620,101945,  -44558,   -4959,445841,150675,Bearish Reversal
2017-06-13,297178,106904,  -15062,    -871,471134,190274,Bearish Reversal
2017-06-06,312240,107775,   61698,   24323,494041,204465,Bullish
2017-05-30,250542,83452,    8790,    1467,434246,167090,Bullish Reversal
2017-05-23,241752,81985,   20220,  -12823,462572,159767,Bullish
2017-05-16,221532,94808,  -14583,    8699,435021,126724,Bearish
2017-05-09,236115,86109,  -39917,    -289,433033,150006,Bearish Reversal
2017-05-02,276032,86398,  -11436,    -393,461905,189634,Bearish Reversal
2017-04-25,287468,86791,    8157,    3248,475985,200677,Bullish
2017-04-18,279311,83543,   26307,    3205,472263,195768,Bullish
2017-04-11,253004,80338,   13943,   -3287,456131,172666,Bullish
2017-04-04,239061,83625,   11222,   -6394,427808,155436,Bullish Reversal
2017-03-28,227839,90019,    8120,  -13448,449418,137820,Bullish
2017-03-21,219719,103467,    9404,    -810,446880,116252,Bullish
2017-03-14,210315,104277,  -19654,    7993,426170,106038,Bearish Reversal
2017-03-07,229969,96284,  -17525,   12588,434401,133685,Bearish Reversal
2017-02-28,247494,83696,   27821,  -12214,446081,163798,Bullish
2017-02-21,219673,95910,    7414,   -6597,427168,123763,Bullish
2017-02-14,212259,102507,   -4149,    3248,415128,109752,Bearish Reversal
2017-02-07,216408,99259,    3994,    6000,415543,117149,Bearish
2017-01-31,212414,93259,    2560,   -7188,398433,119155,Bullish Reversal
2017-01-24,209854,100447,   -8290,  -10656,482374,109407,Bullish
2017-01-17,218144,111103,    4144,    6585,467937,107041,Bearish
2017-01-10,214000,104518,    5145,   -7787,444001,109482,Bullish
2017-01-03,208855,112305,    2317,    4110,424673,96550,Bearish
2016-12-27,206538,108195,  -12529,    3962,401513,98343,Bearish
2016-12-20,219067,104233,  -10688,    3789,398661,114834,Bearish
2016-12-13,229755,100444,    2080,    9149,397034,129311,Bearish
2016-12-06,227675,91295,   -2056,   13134,393524,136380,Bearish Reversal
2016-11-29,229731,78161,  -11915,    3600,405661,151570,Bearish Reversal
2016-11-22,241646,74561,   -4104,    6471,461062,167085,Bearish Reversal
2016-11-15,245750,68090,  -44110,   -4532,479237,177660,Bearish Reversal
2016-11-08,289860,72622,    1552,    -555,528203,217238,Bullish
2016-11-01,288308,73177,    2932,  -15219,521506,215131,Bullish
2016-10-25,285376,88396,   11031,   -6331,507617,196980,Bullish
2016-10-18,274345,94727,   -9041,    6560,497061,179618,Bearish Reversal
2016-10-11,283386,88167,  -40750,    9539,500328,195219,Bearish Reversal
2016-10-04,324136,78628,  -34836,   11560,544824,245508,Bearish Reversal
2016-09-27,358972,67068,   32646,   -3079,583161,291904,Bullish
2016-09-20,326326,70147,  -25450,    3784,558791,256179,Bearish Reversal
2016-09-13,351776,66363,  -18599,    3848,575002,285413,Bearish Reversal
2016-09-06,370375,62515,   29789,   -1730,590656,307860,Bullish
2016-08-30,340586,64245,  -19199,    -931,558398,276341,Bearish Reversal
2016-08-23,359785,65176,    8250,   -2508,572973,294609,Bullish
2016-08-16,351535,67684,   -4936,   -2340,572496,283851,Bearish Reversal
2016-08-09,356471,70024,   -9330,   -1594,575399,286447,Bearish Reversal
2016-08-02,365801,71618,   18375,    3147,582211,294183,Bullish
2016-07-26,347426,68471,  -19445,  -12489,576325,278955,Bearish Reversal
2016-07-19,366871,80960,  -11210,     342,617069,285911,Bearish Reversal
2016-07-12,378081,80618,  -11509,    6991,633020,297463,Bearish Reversal
2016-07-05,389590,73627,   16462,    2419,652971,315963,Bullish
2016-06-28,373128,71208,   14303,    5112,613792,301920,Bullish
2016-06-21,358825,66096,   11268,   -1599,571517,292729,Bullish
2016-06-14,347557,67695,   51869,     626,545357,279862,Bullish
2016-06-07,295688,67069,   21099,  -10385,496330,228619,Bullish
2016-05-31,274589,77454,  -16677,   -7180,494321,197135,Bearish Reversal
2016-05-24,291266,84634,  -49482,   10174,542958,206632,Bearish Reversal
2016-05-17,340748,74460,    3497,    2107,595077,266288,Bullish
2016-05-10,337251,72353,   -1225,    5525,579777,264898,Bearish
2016-05-03,338476,66828,   50303,    -488,565774,271648,Bullish
2016-04-26,288173,67316,   -2970,   -6990,497884,220857,Bullish Reversal
2016-04-19,291143,74306,    4802,    1772,503331,216837,Bullish Reversal
2016-04-12,286341,72534,   22560,    -847,504523,213807,Bullish
2016-04-05,263781,73381,    1699,    1105,474094,190400,Bullish Reversal
2016-03-29,262082,72276,    3436,   -7539,480461,189806,Bullish Reversal
2016-03-22,258646,79815,   10987,    1668,510579,178831,Bullish
2016-03-15,247659,78147,   -5236,      62,493086,169512,Bearish Reversal
2016-03-08,252895,78085,   29709,    7312,499110,174810,Bullish
2016-03-01,223186,70773,   -4195,  -11630,450555,152413,Bullish
2016-02-23,227381,82403,   18280,   -9338,445290,144978,Bullish
2016-02-16,209101,91741,    7347,  -11585,428912,117360,Bullish
2016-02-09,201754,103326,   24786,    -820,410833,98428,Bullish
2016-02-02,176968,104146,    6497,   -7285,379185,72822,Bullish Reversal
2016-01-26,170471,111431,   12151,   -3195,385350,59040,Bullish Reversal
2016-01-19,158320,114626,    -335,     689,408835,43694,Bearish
2016-01-12,158655,113937,    5123,  -13035,397565,44718,Bullish Reversal
2016-01-05,153532,126972,    3303,   -4155,413688,26560,Bullish
2015-12-29,150229,131127,   -4047,    3278,401880,19102,Bearish Reversal
2015-12-22,154276,127849,   -1658,  -14429,405294,26427,Bullish
2015-12-15,155934,142278,   -6830,    -863,390944,13656,Bearish Reversal
2015-12-08,162764,143141,    3972,   -5901,394128,19623,Bullish
2015-12-01,158792,149042,    -648,    5904,390940,9750,Bearish Reversal
2015-11-24,159440,143138,  -13955,    4142,397705,16302,Bearish Reversal
2015-11-17,173395,138996,   -1166,   32824,435376,34399,Bearish Reversal
2015-11-10,174561,106172,  -20223,   27730,436426,68389,Bearish Reversal
2015-11-03,194784,78442,  -31201,    9891,443900,116342,Bearish Reversal
2015-10-27,225985,68551,   -7242,  -13375,466780,157434,Bullish Reversal
2015-10-20,233227,81926,   29928,   -4214,467792,151301,Bullish
2015-10-13,203299,86140,   12299,  -18041,435928,117159,Bullish
2015-10-06,191000,104181,    8208,   -1966,430228,86819,Bullish
2015-09-29,182792,106147,     712,  -14808,415700,76645,Bullish Reversal
2015-09-22,182080,120955,    7855,  -13723,419304,61125,Bullish
2015-09-15,174225,134678,   -9390,   10356,413333,39547,Bearish Reversal
2015-09-08,183615,124322,     862,   14254,421732,59293,Bearish
2015-09-01,182753,110068,   -7140,   -9092,410274,72685,Bullish Reversal
2015-08-25,189893,119160,    4181,  -24893,432154,70733,Bullish Reversal
2015-08-18,185712,144053,   -2066,  -11283,432728,41659,Bullish Reversal
2015-08-11,187778,155336,    2986,     444,435489,32442,Bullish
2015-08-04,184792,154892,    1815,   -3620,434273,29900,Bullish Reversal
2015-07-28,182977,158512,   -4743,    -929,438282,24465,Bearish Reversal
2015-07-21,187720,159441,   -3294,   16251,459760,28279,Bearish Reversal
2015-07-14,191014,143190,   -2762,    -138,462664,47824,Bearish
2015-07-07,193776,143328,    -700,   16007,452145,50448,Bearish
2015-06-30,194476,127321,   -8468,   19491,442301,67155,Bearish
2015-06-23,202944,107830,   11891,   -7500,430978,95114,Bullish
2015-06-16,191053,115330,    4240,    3607,415718,75723,Bullish
2015-06-09,186813,111723,   -7486,   21834,406069,75090,Bearish
2015-06-02,194299,89889,    2348,    2632,398724,104410,Bearish Reversal
2015-05-26,191951,87257,  -10239,    7688,411961,104694,Bearish Reversal
2015-05-19,202190,79569,   22933,  -22248,428597,122621,Bullish
2015-05-12,179257,101817,    6152,    1152,405612,77440,Bullish
2015-05-05,173105,100665,  -16824,   11993,399988,72440,Bearish Reversal
2015-04-28,189929,88672,    5362,    5350,403575,101257,Bullish
2015-04-21,184567,83322,    -174,   -3022,397379,101245,Bullish
2015-04-14,184741,86344,    1611,    3971,395089,98397,Bearish
2015-04-07,183130,82373,   10312,  -10426,390571,100757,Bullish
2015-03-31,172818,92799,    4584,  -21154,387585,80019,Bullish Reversal
2015-03-24,168234,113953,    5966,    4778,433767,54281,Bullish
2015-03-17,162268,109175,   -9553,   19246,429738,53093,Bearish
2015-03-10,171821,89929,   -8740,   25188,410918,81892,Bearish
2015-03-03,180561,64741,   -3855,    6496,405124,115820,Bearish
2015-02-24,184416,58245,   -3705,    1858,399307,126171,Bearish
2015-02-17,188121,56387,  -10915,   12625,389530,131734,Bearish Reversal
2015-02-10,199036,43762,  -29970,    -229,393232,155274,Bearish Reversal
2015-02-03,229006,43991,   -9401,   -5491,419524,185015,Bearish Reversal
2015-01-27,238407,49482,   15150,  -11320,438279,188925,Bullish
2015-01-20,223257,60802,   30298,   -1931,430128,162455,Bullish
2015-01-13,192959,62733,    5254,   -2794,402108,130226,Bullish
2015-01-06,187705,65527,    4808,   -1533,394021,122178,Bullish
2014-12-30,182897,67060,    1917,   -3010,373982,115837,Bullish Reversal
2014-12-23,180980,70070,   -1167,    6331,375212,110910,Bearish
2014-12-16,182147,63739,   -4714,   -8260,371743,118408,Bullish Reversal
2014-12-09,186861,71999,   16226,   -9306,375323,114862,Bullish
2014-12-02,170635,81305,    3241,   -9882,368121,89330,Bullish Reversal
2014-11-25,167394,91187,  -20561,  -15346,388145,76207,Bearish Reversal
2014-11-18,187955,106533,   10687,  -14692,459657,81422,Bullish
2014-11-11,177268,121225,     369,    7551,443422,56043,Bearish
2014-11-04,176899,113674,  -18986,   18528,417377,63225,Bearish
2014-10-28,195885,95146,  -11244,   -3999,414410,100739,Bearish
2014-10-21,207129,99145,   13549,   -9020,411057,107984,Bullish
2014-10-14,193580,108165,   19505,     537,397855,85415,Bullish
2014-10-07,174075,107628,    3000,    1423,380087,66447,Bullish
2014-09-30,171075,106205,     693,    -293,379874,64870,Bullish Reversal
2014-09-23,170382,106498,    -367,    7936,385788,63884,Bearish Reversal
2014-09-16,170749,98562,   -6806,   16148,386080,72187,Bearish
2014-09-09,177555,82414,    5033,    6771,384341,95141,Bearish
2014-09-02,172522,75643,     500,   16790,371515,96879,Bearish
2014-08-26,172022,58853,  -11824,   12983,363608,113169,Bearish Reversal
2014-08-19,183846,45870,   -7479,    2226,366401,137976,Bearish Reversal
2014-08-12,191325,43644,   14939,  -11279,368114,147681,Bullish
2014-08-05,176386,54923,  -12594,    5096,360342,121463,Bearish Reversal
2014-07-29,188980,49827,   -8855,   -1862,374467,139153,Bearish Reversal
2014-07-22,197835,51689,   -2115,   -5803,405617,146146,Bullish Reversal
2014-07-15,199950,57492,   -3514,    4049,408368,142458,Bearish Reversal
2014-07-08,203464,53443,    2177,   -1819,410992,150021,Bullish
2014-07-01,201287,55262,   17854,   -7312,401813,146025,Bullish
2014-06-24,183433,62574,   21381,  -21183,392388,120859,Bullish
2014-06-17,162052,83757,    2485,  -14683,379843,78295,Bullish
2014-06-10,159567,98440,    2235,     259,378689,61127,Bullish Reversal
2014-06-03,157332,98181,    1717,   15957,382141,59151,Bearish Reversal
2014-05-27,155615,82224,   -1783,   21317,397695,73391,Bearish Reversal
2014-05-20,157398,60907,     222,   -4635,399371,96491,Bullish
2014-05-13,157176,65542,   -3806,    2516,397029,91634,Bearish Reversal
2014-05-06,160982,63026,   13213,     484,404700,97956,Bullish
2014-04-29,147769,62542,     889,   -2505,378092,85227,Bullish
2014-04-22,146880,65047,    -552,   -3093,372593,81833,Bullish
2014-04-15,147432,68140,   -2261,    7046,369577,79292,Bearish
2014-04-08,149693,61094,   -8459,    3087,365400,88599,Bearish
2014-04-01,158152,58007,  -10931,    6241,363451,100145,Bearish Reversal
2014-03-25,169083,51766,  -14241,    5256,398264,117317,Bearish Reversal
2014-03-18,183324,46510,   12842,   -5082,420626,136814,Bullish
2014-03-11,170482,51592,    -922,   -4646,415340,118890,Bullish
2014-03-04,171404,56238,    1534,   -4168,393266,115166,Bullish
2014-02-25,169870,60406,    5392,  -19441,387503,109464,Bullish Reversal
2014-02-18,164478,79847,    7692,   -5738,390535,84631,Bullish
2014-02-11,156786,85585,    9032,    2770,376973,71201,Bullish
2014-02-04,147754,82815,   -2404,   -1002,368279,64939,Bearish Reversal
2014-01-28,150158,83817,    4140,  -15618,382739,66341,Bullish Reversal
2014-01-21,146018,99435,     161,   -2409,410959,46583,Bullish Reversal
2014-01-14,145857,101844,    6613,    1487,415426,44013,Bullish
2014-01-07,139244,100357,    2062,   -4602,383021,38887,Bullish
2013-12-31,137182,104959,    1792,   -3092,379550,32223,Bullish Reversal
2013-12-24,135390,108051,    2322,     887,384974,27339,Bullish Reversal
2013-12-17,133068,107164,    -798,    -322,385432,25904,Bearish
2013-12-10,133866,107486,    -680,   -4369,377313,26380,Bullish Reversal
2013-12-03,134546,111855,    1132,    4996,386436,22691,Bearish Reversal
2013-11-26,133414,106859,   -7439,   14126,394432,26555,Bearish Reversal
2013-11-19,140853,92733,   -3209,   10023,397590,48120,Bearish Reversal
2013-11-12,144062,82710,   -4969,   24815,403840,61352,Bearish
2013-11-05,149031,57895,   -4378,    4722,386796,91136,Bearish Reversal
2013-10-29,153409,53173,    5574,  -17997,387166,100236,Bullish Reversal
2013-10-22,147835,71170,    8172,   -6560,390369,76665,Bullish
2013-10-15,139663,77730,    -544,   19840,381727,61933,Bearish
2013-10-08,140207,57890,   -1334,  -10604,370406,82317,Bullish Reversal
2013-10-01,141541,68494,    1073,   -4835,374151,73047,Bullish Reversal
2013-09-24,140468,73329,    1512,   -6831,378216,67139,Bullish Reversal
2013-09-17,138956,80160,   -2550,    7378,384592,58796,Bearish
2013-09-10,141506,72782,  -10445,    -978,384164,68724,Bearish Reversal
2013-09-03,151951,73760,    1877,    1975,388584,78191,Bearish
2013-08-27,150074,71785,   -1274,  -19167,384102,78289,Bullish Reversal
2013-08-20,151348,90952,    2824,   -3646,385410,60396,Bullish Reversal
2013-08-13,148524,94598,   -5288,   -7579,390547,53926,Bullish Reversal
2013-08-06,153812,102177,    -707,  -23976,396062,51635,Bullish Reversal
2013-07-30,154519,126153,   -6678,    -853,397035,28366,Bearish Reversal
2013-07-23,161197,127006,    4626,   -6103,434750,34191,Bullish Reversal
2013-07-16,156571,133109,   -3643,  -10548,440283,23462,Bullish
2013-07-09,160214,143657,    1502,    5696,431574,16557,Bearish
2013-07-02,158712,137961,   -6189,    7212,410399,20751,Bearish
2013-06-25,164901,130749,   -1870,    7670,390647,34152,Bearish
2013-06-18,166771,123079,   -7244,    8069,377106,43692,Bearish
2013-06-11,174015,115010,    3044,    5239,373844,59005,Bearish
2013-06-04,170971,109771,   -1594,   -5915,373061,61200,Bullish Reversal
2013-05-28,172565,115686,  -16836,    6544,411001,56879,Bearish Reversal
2013-05-21,189401,109142,    2480,    5947,446087,80259,Bearish
2013-05-14,186921,103195,   -2422,    3275,443806,83726,Bearish
2013-05-07,189343,99920,   -3967,    3662,437931,89423,Bearish
2013-04-30,193310,96258,   -3878,    3325,421087,97052,Bearish
2013-04-23,197188,92933,   -7489,   17138,415074,104255,Bearish
2013-04-16,204677,75795,     865,   -8658,413083,128882,Bullish Reversal
2013-04-09,203812,84453,    1178,    2025,416513,119359,Bearish Reversal
2013-04-02,202634,82428,    2245,   14485,417176,120206,Bearish Reversal
2013-03-26,200389,67943,   -8506,   -5342,419727,132446,Bearish Reversal
2013-03-19,208895,73285,    7278,  -13825,440712,135610,Bullish Reversal
2013-03-12,201617,87110,    6369,    -551,445651,114507,Bullish
2013-03-05,195248,87661,   -6708,    2304,434586,107587,Bearish
2013-02-26,201956,85357,    6086,   -6862,433858,116599,Bullish Reversal
2013-02-19,195870,92219,    1929,   25113,447290,103651,Bearish
2013-02-12,193941,67106,    1135,   11765,435088,126835,Bearish
2013-02-05,192806,55341,   11703,    1186,423982,137465,Bullish Reversal
2013-01-29,181103,54155,  -14692,   10257,430718,126948,Bearish Reversal
2013-01-22,195795,43898,    2840,   -3941,461369,151897,Bullish
2013-01-15,192955,47839,    -914,   -3222,447773,145116,Bullish
2013-01-08,193869,51061,   -4791,     920,441304,142808,Bearish
2012-12-31,198660,50141,   -1776,    -199,427991,148519,Bearish
2012-12-24,200436,50340,   -2205,    5480,426300,150096,Bearish Reversal
2012-12-18,202641,44860,     686,    6604,435742,157781,Bearish
2012-12-11,201955,38256,    -222,    1815,433586,163699,Bearish Reversal
2012-12-04,202177,36441,  -26254,    8417,434416,165736,Bearish Reversal
2012-11-27,228431,28024,   10998,   -8594,479373,200407,Bullish
2012-11-20,217433,36618,    9586,     365,474129,180815,Bullish
2012-11-13,207847,36253,   11343,     -78,459761,171594,Bullish
2012-11-06,196504,36331,  -11028,    -979,447154,160173,Bearish Reversal
2012-10-30,207532,37310,  -14563,   -2742,454742,170222,Bearish Reversal
2012-10-23,222095,40052,  -10893,    1084,455836,182043,Bearish Reversal
2012-10-16,232988,38968,  -14413,    3516,462826,194020,Bearish Reversal
2012-10-09,247401,35452,    7967,    4344,484359,211949,Bullish
2012-10-02,239434,31108,    5440,    1010,480908,208326,Bullish Reversal
2012-09-25,233994,30098,    9006,   -3775,489516,203896,Bullish
2012-09-18,224988,33873,   10585,    1486,478609,191115,Bullish
2012-09-11,214403,32387,    9458,   -2094,460531,182016,Bullish
2012-09-04,204945,34481,   10265,   -1708,444489,170464,Bullish
2012-08-28,194680,36189,   23900,   -3907,426559,158491,Bullish
2012-08-21,170780,40096,    9345,   -7035,398747,130684,Bullish
2012-08-14,161435,47131,   -1647,    -451,388187,114304,Bearish Reversal
2012-08-07,163082,47582,   -8249,    2315,388254,115500,Bearish Reversal
2012-07-31,171331,45267,    5246,   -7841,403403,126064,Bullish Reversal
2012-07-24,166085,53108,  -14389,    1593,420296,112977,Bearish Reversal
2012-07-17,180474,51515,   -1682,   -4406,431317,128959,Bullish
2012-07-10,182156,55921,   -5107,    5873,429854,126235,Bearish
2012-07-03,187263,50048,   12674,   -1922,425068,137215,Bullish
2012-06-26,174589,51970,   -9804,    3981,413618,122619,Bearish Reversal
2012-06-19,184393,47989,    3134,    -955,418492,136404,Bullish
2012-06-12,181259,48944,   -2703,   -6154,412244,132315,Bullish Reversal
2012-06-05,183962,55098,   16523,   -1629,423941,128864,Bullish
2012-05-29,167439,56727,   -2112,    2327,419991,110712,Bearish Reversal
2012-05-22,169551,54400,    5500,    4491,435706,115151,Bullish
2012-05-15,164051,49909,   -2079,    7082,422091,114142,Bearish
2012-05-08,166130,42827,   -3438,   13652,417798,123303,Bearish
2012-05-01,169568,29175,    4565,    -834,411972,140393,Bullish
2012-04-24,165003,30009,   -3697,    3314,395389,134994,Bearish Reversal
2012-04-17,168700,26695,   -2296,   -7648,398526,142005,Bullish Reversal
2012-04-10,170996,34343,   -4596,     516,403989,136653,Bearish Reversal
2012-04-03,175592,33827,   -6777,    -721,407761,141765,Bearish Reversal
2012-03-27,182369,34548,    7360,   -8998,417304,147821,Bullish Reversal
2012-03-20,175009,43546,  -15468,    3975,431039,131463,Bearish Reversal
2012-03-13,190477,39571,   -7635,    4724,442319,150906,Bearish Reversal
2012-03-06,198112,34847,  -32938,   -2983,443249,163265,Bearish Reversal
2012-02-28,231050,37830,   16707,    4448,479044,193220,Bullish
2012-02-21,214343,33382,   14011,     470,456676,180961,Bullish
2012-02-14,200332,32912,   -7288,    2799,431164,167420,Bearish Reversal
2012-02-07,207620,30113,   10142,    3994,436061,177507,Bullish
2012-01-31,197478,26119,   23999,   -5137,425133,171359,Bullish Reversal
2012-01-24,173479,31256,    6106,     -88,427032,142223,Bullish Reversal
2012-01-17,167373,31344,    1111,   -2158,432838,136029,Bullish
2012-01-10,166262,33502,   -3077,   -4866,417923,132760,Bullish Reversal
2012-01-03,169339,38368,    1926,    1743,423275,130971,Bullish
2011-12-27,167413,36625,   -5560,   -2412,418945,130788,Bearish Reversal
2011-12-20,172973,39037,  -11495,    5072,423465,133936,Bearish Reversal
2011-12-13,184468,33965,   -8284,     924,427699,150503,Bearish
2011-12-06,192752,33041,    6721,    1803,422956,159711,Bullish Reversal
2011-11-29,186031,31238,   -8035,   -1858,423176,154793,Bearish Reversal
2011-11-22,194066,33096,  -11351,  -13107,457070,160970,Bullish Reversal
2011-11-15,205417,46203,    5231,    1724,470490,159214,Bullish
2011-11-08,200186,44479,   17037,    1275,464982,155707,Bullish
2011-11-01,183149,43204,    1003,   -9221,442435,139945,Bullish Reversal
2011-10-25,182146,52425,    6922,    4179,443723,129721,Bullish
2011-10-18,175224,48246,   -3901,    3623,437739,126978,Bearish Reversal
2011-10-11,179125,44623,   -1510,   -2856,438090,134502,Bullish
2011-10-04,180635,47479,   -1088,   -6443,436920,133156,Bullish Reversal
2011-09-27,181723,53922,  -31086,   -8358,465414,127801,Bearish Reversal
2011-09-20,212809,62280,  -22586,   -4268,499356,150529,Bearish Reversal
2011-09-13,235395,66548,  -13062,    2462,512068,168847,Bearish Reversal
2011-09-06,248457,64086,   11227,    3803,523294,184371,Bullish
2011-08-30,237230,60283,  -21411,  -10677,509326,176947,Bearish Reversal
2011-08-23,258641,70960,   -5313,    7092,528520,187681,Bearish
2011-08-16,263954,63868,    4566,    8053,514107,200086,Bearish
2011-08-09,259388,55815,  -32586,   11016,510223,203573,Bearish Reversal
2011-08-02,291974,44799,   13501,    1943,529403,247175,Bullish Reversal
2011-07-26,278473,42856,     981,  -15339,536454,235617,Bullish Reversal
2011-07-19,277492,58195,   14977,   -6723,542342,219297,Bullish
2011-07-12,262515,64918,   42626,    2804,520202,197597,Bullish
2011-07-05,219889,62114,   -6093,    2034,489782,157775,Bearish Reversal
2011-06-28,225982,60080,  -36272,    1053,495761,165902,Bearish Reversal
2011-06-21,262254,59027,   14541,    3009,515016,203227,Bullish
2011-06-14,247713,56018,   -4124,    2889,497780,191695,Bearish Reversal
2011-06-07,251837,53129,    4652,   -2282,502251,198708,Bullish
2011-05-31,247185,55411,    6724,  -12656,501400,191774,Bullish Reversal
2011-05-24,240461,68067,   13040,    5249,531180,172394,Bullish
2011-05-17,227421,62818,  -13554,   -1818,509164,164603,Bearish Reversal
2011-05-10,240975,64636,  -18465,   -2148,510151,176339,Bearish Reversal
2011-05-03,259440,66784,   -1167,    7443,522323,192656,Bearish Reversal
2011-04-26,260607,59341,  -13601,      59,530132,201266,Bearish Reversal
2011-04-19,274208,59282,   12873,    -308,537946,214926,Bullish
2011-04-12,261335,59590,    1543,    4504,514871,201745,Bearish
2011-04-05,259792,55086,   17449,    5864,508956,204706,Bullish
2011-03-29,242343,49222,   10831,   -7453,492087,193121,Bullish Reversal
2011-03-22,231512,56675,   -9149,   -9415,509131,174837,Bullish
2011-03-15,240661,66090,  -12773,    3596,507760,174571,Bearish Reversal
2011-03-08,253434,62494,   -4320,    1993,515214,190940,Bearish Reversal
2011-03-01,257754,60501,   10787,   -6042,515784,197253,Bullish
2011-02-22,246967,66543,   16024,    8444,502119,180424,Bullish
2011-02-15,230943,58099,    4144,   -1607,473345,172844,Bullish
2011-02-08,226799,59706,   14534,   -1365,469779,167093,Bullish
2011-02-01,212265,61071,  -20460,  -11065,462907,151194,Bearish Reversal
2011-01-25,232725,72136,   -4679,    -275,506047,160589,Bearish Reversal
2011-01-18,237404,72411,    3071,   15450,587832,164993,Bearish Reversal
2011-01-11,234333,56961,  -15972,    8974,588179,177372,Bearish Reversal
