As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-07-24,41132,15861,    1818,   -4529,52289,25271,Bullish
2018-07-17,39314,20390,    1644,    1405,49216,18924,Bullish
2018-07-10,37670,18985,   -2656,   -2669,47798,18685,Bullish Reversal
2018-07-03,40326,21654,    2399,    1953,49741,18672,Bullish
2018-06-26,37927,19701,     586,     432,47596,18226,Bullish
2018-06-19,37341,19269,    2267,  -11142,46993,18072,Bullish Reversal
2018-06-12,35074,30411,    1233,     984,49907,4663,Bullish
2018-06-05,33841,29427,    -573,   -1063,44949,4414,Bullish Reversal
2018-05-29,34414,30490,    4003,    2665,45941,3924,Bullish
2018-05-22,30411,27825,    1717,    -851,42065,2586,Bullish
2018-05-15,28694,28676,    2636,    2069,40239,18,Bullish
2018-05-08,26058,26607,    1278,      93,37324,-549,Bullish
2018-05-01,24780,26514,    2866,    2819,35440,-1734,Bullish
2018-04-24,21914,23695,   -1364,   -1998,32114,-1781,Bullish Reversal
2018-04-17,23278,25693,    -266,     344,34609,-2415,Bearish
2018-04-10,23544,25349,    1554,    2174,33497,-1805,Bearish
2018-04-03,21990,23175,   -2274,   -2849,31226,-1185,Bullish Reversal
2018-03-27,24264,26024,    3314,    5010,35691,-1760,Bearish
2018-03-20,20950,21014,   -1542,    -631,29866,-64,Bearish Reversal
2018-03-13,22492,21645,   -1853,   -2821,35920,847,Bullish Reversal
2018-03-06,24345,24466,    1610,    -357,37639,-121,Bullish Reversal
2018-02-27,22735,24823,   -1030,    -979,37902,-2088,Bearish Reversal
2018-02-20,23765,25802,    -352,   -1168,39428,-2037,Bullish Reversal
2018-02-13,24117,26970,   -3437,   -4162,40422,-2853,Bullish Reversal
2018-02-06,27554,31132,   -1399,   -3608,43794,-3578,Bullish Reversal
2018-01-30,28953,34740,   -2217,    -603,47086,-5787,Bearish Reversal
2018-01-23,31170,35343,   -2920,     -20,49114,-4173,Bearish Reversal
2018-01-16,34090,35363,     641,    2740,51436,-1273,Bearish
2018-01-09,33449,32623,    -755,     578,51377,826,Bearish Reversal
2018-01-02,34204,32045,    5453,    5752,52638,2159,Bearish
2017-12-26,28751,26293,    2396,    3806,44142,2458,Bearish
2017-12-19,26355,22487,    1510,   -8043,40944,3868,Bullish Reversal
2017-12-12,24845,30530,     476,   -2315,43885,-5685,Bullish Reversal
2017-12-05,24369,32845,    -419,   -2552,45289,-8476,Bullish
2017-11-28,24788,35397,    2724,    6766,43517,-10609,Bearish
2017-11-21,22064,28631,   -5177,   -1361,40200,-6567,Bearish Reversal
2017-11-14,27241,29992,   -4358,   -1382,46491,-2751,Bearish Reversal
2017-11-07,31599,31374,    1522,     477,52065,225,Bullish
2017-10-31,30077,30897,   -2386,   -5767,49228,-820,Bullish Reversal
2017-10-24,32463,36664,    4043,    3537,51132,-4201,Bullish
2017-10-17,28420,33127,    -784,     252,46646,-4707,Bearish
2017-10-10,29204,32875,   -2005,   -1603,45773,-3671,Bearish Reversal
2017-10-03,31209,34478,    1921,   -1413,47920,-3269,Bullish
2017-09-26,29288,35891,    2455,    2845,45590,-6603,Bearish
2017-09-19,26833,33046,   -2328,    1694,42287,-6213,Bearish Reversal
2017-09-12,29161,31352,    2331,     578,55883,-2191,Bullish
2017-09-05,26830,30774,   -4521,   -3631,55828,-3944,Bearish Reversal
2017-08-29,31351,34405,    4023,    5641,58082,-3054,Bearish
2017-08-22,27328,28764,     676,     -12,52379,-1436,Bullish
2017-08-15,26652,28776,    -680,   -1240,51263,-2124,Bullish Reversal
2017-08-08,27332,30016,       1,    1118,52748,-2684,Bearish
2017-08-01,27331,28898,    1502,     564,51424,-1567,Bullish
2017-07-25,25829,28334,   -2684,    1873,49984,-2505,Bearish Reversal
2017-07-18,28513,26461,   -1115,    -827,53086,2052,Bearish
2017-07-11,29628,27288,    -450,    3046,53048,2340,Bearish
2017-07-03,30078,24242,    2121,    1743,50721,5836,Bullish
2017-06-27,27957,22499,    -356,    -194,48135,5458,Bearish
2017-06-20,28313,22693,  -23588,   -1183,46708,5620,Bearish Reversal
2017-06-13,51901,23876,   -1965,   -1768,84987,28025,Bearish Reversal
2017-06-06,53866,25644,    2461,    1944,87243,28222,Bullish
2017-05-30,51405,23700,   -3427,     192,84839,27705,Bearish Reversal
2017-05-23,54832,23508,    3337,    6288,85136,31324,Bearish
2017-05-16,51495,17220,    2777,    4251,78050,34275,Bearish
2017-05-09,48718,12969,   -1739,    2532,74804,35749,Bearish
2017-05-02,50457,10437,     880,    4401,73868,40020,Bearish
2017-04-25,49577,6036,    2811,    2707,70209,43541,Bullish
2017-04-18,46766,3329,   -2329,   -1431,66658,43437,Bearish Reversal
2017-04-11,49095,4760,     279,   -1097,71495,44335,Bullish
2017-04-04,48816,5857,   -4096,   -2779,69339,42959,Bearish Reversal
2017-03-28,52912,8636,     125,    2114,74650,44276,Bearish
2017-03-21,52787,6522,   -1917,    -439,72753,46265,Bearish Reversal
2017-03-14,54704,6961,   -2836,     472,74452,47743,Bearish Reversal
2017-03-07,57540,6489,    4909,   -1332,83511,51051,Bullish
2017-02-28,52631,7821,     -25,     979,74909,44810,Bearish
2017-02-21,52656,6842,    -459,    -412,74802,45814,Bearish
2017-02-14,53115,7254,   -1220,    -348,74210,45861,Bearish
2017-02-07,54335,7602,    -466,    -627,73975,46733,Bullish Reversal
2017-01-31,54801,8229,    -297,    1553,75601,46572,Bearish
2017-01-24,55098,6676,   -2491,   -1791,74838,48422,Bearish Reversal
2017-01-17,57589,8467,   -3629,     377,77719,49122,Bearish Reversal
2017-01-10,61218,8090,   -3320,   -2177,80618,53128,Bearish Reversal
2017-01-03,64538,10267,   -1187,   -2814,84941,54271,Bullish Reversal
2016-12-27,65725,13081,    2282,    2005,87191,52644,Bullish
2016-12-20,63443,11076,   -6714,   -2369,84233,52367,Bearish Reversal
2016-12-13,70157,13445,    3713,    1603,96087,56712,Bullish
2016-12-06,66444,11842,   -1598,   -2797,93311,54602,Bullish
2016-11-29,68042,14639,   -4184,   -4398,92156,53403,Bullish Reversal
2016-11-22,72226,19037,   11476,    6715,93965,53189,Bullish
2016-11-15,60750,12322,   -4773,    -905,81170,48428,Bearish Reversal
2016-11-08,65523,13227,   -1658,     376,85931,52296,Bearish
2016-11-01,67181,12851,    -803,   -1143,85739,54330,Bullish Reversal
2016-10-25,67984,13994,    7418,   -1150,86683,53990,Bullish
2016-10-18,60566,15144,    9576,   -2297,79933,45422,Bullish
2016-10-11,50990,17441,   16780,   -4669,69769,33549,Bullish
2016-10-04,34210,22110,    2950,    3055,53795,12100,Bearish
2016-09-27,31260,19055,     992,    3187,50534,12205,Bearish
2016-09-20,30268,15868,   -4075,   -1401,47964,14400,Bearish Reversal
2016-09-13,34343,17269,     615,     502,55501,17074,Bullish Reversal
2016-09-06,33728,16767,    3607,    1612,58169,16961,Bullish
2016-08-30,30121,15155,   -3645,   -2643,55341,14966,Bearish Reversal
2016-08-23,33766,17798,   -2083,   -1580,57651,15968,Bearish Reversal
2016-08-16,35849,19378,    3350,    2648,57759,16471,Bullish
2016-08-09,32499,16730,     299,    2247,56359,15769,Bearish
2016-08-02,32200,14483,   -9051,   -4289,54870,17717,Bearish Reversal
2016-07-26,41251,18772,    5951,   -2002,63131,22479,Bullish
2016-07-19,35300,20774,    2196,    1654,56826,14526,Bullish
2016-07-12,33104,19120,     662,   -1043,52678,13984,Bullish
2016-07-05,32442,20163,    1384,    1284,51060,12279,Bullish
2016-06-28,31058,18879,   -3039,   -5846,47703,12179,Bullish Reversal
2016-06-21,34097,24725,    2073,   -2607,50649,9372,Bullish
2016-06-14,32024,27332,   -5963,    -856,50315,4692,Bearish Reversal
2016-06-07,37987,28188,    3888,    3995,70139,9799,Bearish
2016-05-31,34099,24193,    -519,     753,62195,9906,Bearish
2016-05-24,34618,23440,   -4308,   -5040,61266,11178,Bullish Reversal
2016-05-17,38926,28480,   -3908,   -2237,65412,10446,Bearish Reversal
2016-05-10,42834,30717,   -1544,   -4487,67841,12117,Bullish Reversal
2016-05-03,44378,35204,    3854,    6010,71528,9174,Bearish
2016-04-26,40524,29194,   -1534,     585,64034,11330,Bearish
2016-04-19,42058,28609,    2487,    2887,62494,13449,Bearish
2016-04-12,39571,25722,    -468,    2998,59054,13849,Bearish
2016-04-05,40039,22724,    2502,    2937,56323,17315,Bearish
2016-03-29,37537,19787,    1776,    1700,53669,17750,Bullish
2016-03-22,35761,18087,    2183,    2020,52614,17674,Bullish
2016-03-15,33578,16067,   -6869,    1998,49684,17511,Bearish Reversal
2016-03-08,40447,14069,   -1124,    -717,63702,26378,Bearish Reversal
2016-03-01,41571,14786,   -3536,    -896,64297,26785,Bearish Reversal
2016-02-23,45107,15682,   -1663,     254,69258,29425,Bearish Reversal
2016-02-16,46770,15428,   -3965,    -294,69926,31342,Bearish Reversal
2016-02-09,50735,15722,   -4052,    5807,75853,35013,Bearish Reversal
2016-02-02,54787,9915,      99,    -548,76120,44872,Bullish
2016-01-26,54688,10463,    -396,   -1846,75839,44225,Bullish Reversal
2016-01-19,55084,12309,    1860,    1804,76206,42775,Bullish
2016-01-12,53224,10505,    -367,   -2377,73868,42719,Bullish Reversal
2016-01-05,53591,12882,    6356,    -738,74475,40709,Bullish
2015-12-29,47235,13620,    -691,    -899,64418,33615,Bullish Reversal
2015-12-22,47926,14519,   -5019,   -1524,65071,33407,Bearish Reversal
2015-12-15,52945,16043,  -15383,   -1257,71495,36902,Bearish Reversal
2015-12-08,68328,17300,    1952,   -1739,96798,51028,Bullish
2015-12-01,66376,19039,    1495,     304,95037,47337,Bullish
2015-11-24,64881,18735,    -815,    -434,91193,46146,Bearish
2015-11-17,65696,19169,    4302,    1559,89992,46527,Bullish
2015-11-10,61394,17610,    8391,    4533,84478,43784,Bullish
2015-11-03,53003,13077,    3956,   -1279,76816,39926,Bullish
2015-10-27,49047,14356,    1469,   -5019,75389,34691,Bullish Reversal
2015-10-20,47578,19375,   -1471,    9201,81495,28203,Bearish
2015-10-13,49049,10174,   -5607,    1509,72734,38875,Bearish
2015-10-06,54656,8665,     152,    -138,70957,45991,Bullish Reversal
2015-09-29,54504,8803,    3030,   -1883,71478,45701,Bullish
2015-09-22,51474,10686,    1613,     579,68333,40788,Bullish
2015-09-15,49861,10107,  -13389,     256,65291,39754,Bearish Reversal
2015-09-08,63250,9851,    2487,     283,94284,53399,Bullish Reversal
2015-09-01,60763,9568,   -6683,   -5638,100231,51195,Bearish Reversal
2015-08-25,67446,15206,   -6766,    3940,100933,52240,Bearish Reversal
2015-08-18,74212,11266,    2301,    4947,104952,62946,Bearish
2015-08-11,71911,6319,    -705,   -1125,101605,65592,Bullish
2015-08-04,72616,7444,    2846,   -1149,100515,65172,Bullish
2015-07-28,69770,8593,   -1177,     -85,96069,61177,Bearish Reversal
2015-07-21,70947,8678,    7081,    3522,98609,62269,Bullish
2015-07-14,63866,5156,    -608,     120,88719,58710,Bearish Reversal
2015-07-07,64474,5036,    5362,   -2680,89292,59438,Bullish
2015-06-30,59112,7716,   -4584,   -3635,83260,51396,Bearish Reversal
2015-06-23,63696,11351,    -284,     791,85932,52345,Bearish Reversal
2015-06-16,63980,10560,   -9473,     -16,86281,53420,Bearish Reversal
2015-06-09,73453,10576,     998,   -2157,105463,62877,Bullish
2015-06-02,72455,12733,    2761,   -4665,102174,59722,Bullish Reversal
2015-05-26,69694,17398,    5319,    6506,103211,52296,Bearish
2015-05-19,64375,10892,   -2928,   -1075,98050,53483,Bearish Reversal
2015-05-12,67303,11967,   -5405,   -1814,99697,55336,Bearish Reversal
2015-05-05,72708,13781,   -5416,     241,102100,58927,Bearish Reversal
2015-04-28,78124,13540,   -7769,    -632,112648,64584,Bearish Reversal
2015-04-21,85893,14172,   -4596,      90,115918,71721,Bearish Reversal
2015-04-14,90489,14082,    7085,    3484,119021,76407,Bullish
2015-04-07,83404,10598,   -3856,   -3519,113690,72806,Bearish Reversal
2015-03-31,87260,14117,    3826,    1910,118796,73143,Bullish
2015-03-24,83434,12207,  -13120,   -4621,116148,71227,Bearish Reversal
2015-03-17,96554,16828,    -585,     959,132548,79726,Bearish Reversal
2015-03-10,97139,15869,   11426,   -2626,148486,81270,Bullish
2015-03-03,85713,18495,    4142,    5081,123981,67218,Bearish
2015-02-24,81571,13414,    4892,    2797,118929,68157,Bullish
2015-02-17,76679,10617,   -2015,     861,115630,66062,Bearish
2015-02-10,78694,9756,   -9441,   -6773,114816,68938,Bearish Reversal
2015-02-03,88135,16529,   -4115,   -5048,125025,71606,Bullish Reversal
2015-01-27,92250,21577,   -4890,   -2395,129495,70673,Bearish Reversal
2015-01-20,97140,23972,    2458,    1250,130077,73168,Bullish
2015-01-13,94682,22722,   -2431,   -4605,127504,71960,Bullish
2015-01-06,97113,27327,   15543,   -5410,126083,69786,Bullish
2014-12-30,81570,32737,   12028,   11127,106538,48833,Bullish
2014-12-23,69542,21610,    7914,   -8054,94321,47932,Bullish
2014-12-16,61628,29664,   -5735,   -1293,87377,31964,Bearish Reversal
2014-12-09,67363,30957,   -3470,   -3721,94289,36406,Bullish Reversal
2014-12-02,70833,34678,   -1048,    1264,97454,36155,Bearish Reversal
2014-11-25,71881,33414,    4003,    4892,98005,38467,Bearish
2014-11-18,67878,28522,   -2586,    -317,90731,39356,Bearish Reversal
2014-11-11,70464,28839,   -2359,   -1219,95206,41625,Bearish
2014-11-04,72823,30058,   10259,   17800,92157,42765,Bearish
2014-10-28,62564,12258,     -60,    -140,79369,50306,Bullish Reversal
2014-10-21,62624,12398,   -8740,  -10000,80315,50226,Bullish Reversal
2014-10-14,71364,22398,   -2335,   -1624,92018,48966,Bearish Reversal
2014-10-07,73699,24022,   -3769,    2949,94286,49677,Bearish Reversal
2014-09-30,77468,21073,    1518,    2113,95588,56395,Bearish
2014-09-23,75950,18960,    1959,   -1668,93016,56990,Bullish
2014-09-16,73991,20628,    1766,  -19102,90930,53363,Bullish
2014-09-09,72225,39730,    2320,   -1024,89540,32495,Bullish
2014-09-02,69905,40754,   -2656,   -2966,87783,29151,Bullish Reversal
2014-08-26,72561,43720,    2238,     584,90807,28841,Bullish
2014-08-19,70323,43136,    6000,    1997,89417,27187,Bullish
2014-08-12,64323,41139,     596,    1064,84214,23184,Bearish
2014-08-05,63727,40075,    7846,    3605,82000,23652,Bullish
2014-07-29,55881,36470,   14477,   13687,74037,19411,Bullish
2014-07-22,41404,22783,    3922,    2973,57646,18621,Bullish
2014-07-15,37482,19810,   -1250,     780,53919,17672,Bearish Reversal
2014-07-08,38732,19030,   -4524,   -4169,54011,19702,Bearish Reversal
2014-07-01,43256,23199,   -1444,     194,58275,20057,Bearish Reversal
2014-06-24,44700,23005,    1817,    1644,58484,21695,Bullish
2014-06-17,42883,21361,    6665,  -14895,55245,21522,Bullish
2014-06-10,36218,36256,   -1445,   -1113,53957,-38,Bearish Reversal
2014-06-03,37663,37369,    4221,    3243,54011,294,Bullish
2014-05-27,33442,34126,    1150,    1517,49243,-684,Bearish
2014-05-20,32292,32609,   -2427,   -2445,47494,-317,Bullish Reversal
2014-05-13,34719,35054,   -6740,   -8102,50532,-335,Bullish Reversal
2014-05-06,41459,43156,    4808,    6169,59850,-1697,Bearish
2014-04-29,36651,36987,    2625,    1342,52985,-336,Bullish
2014-04-22,34026,35645,   -2698,   -1613,50260,-1619,Bearish Reversal
2014-04-15,36724,37258,    3253,    4376,52388,-534,Bearish
2014-04-08,33471,32882,     706,   -9936,50988,589,Bullish Reversal
2014-04-01,32765,42818,    1111,     221,52151,-10053,Bullish
2014-03-25,31654,42597,     -33,   -1260,50393,-10943,Bullish Reversal
2014-03-18,31687,43857,   -9396,    2596,51698,-12170,Bearish Reversal
2014-03-11,41083,41261,    6219,    5916,58004,-178,Bullish
2014-03-04,34864,35345,    1943,    2405,52552,-481,Bearish
2014-02-25,32921,32940,     460,    3097,49811,-19,Bearish
2014-02-18,32461,29843,    1481,    5481,49629,2618,Bearish
2014-02-11,30980,24362,    -184,   -1713,47189,6618,Bullish Reversal
2014-02-04,31164,26075,   -1430,   -2529,47614,5089,Bullish Reversal
2014-01-28,32594,28604,     258,     509,48844,3990,Bearish Reversal
2014-01-21,32336,28095,    4729,    4327,49768,4241,Bullish
2014-01-14,27607,23768,   -1554,   -7757,42927,3839,Bullish Reversal
2014-01-07,29161,31525,    1517,     -67,46642,-2364,Bullish
2013-12-31,27644,31592,    -781,   -1178,43644,-3948,Bullish
2013-12-24,28425,32770,    2698,    1215,43607,-4345,Bullish
2013-12-17,25727,31555,   -8981,    4028,39322,-5828,Bearish Reversal
2013-12-10,34708,27527,    2893,    7275,49070,7181,Bearish
2013-12-03,31815,20252,     137,    4551,46173,11563,Bearish
2013-11-26,31678,15701,     -10,    -889,42877,15977,Bullish Reversal
2013-11-19,31688,16590,    1410,     560,43239,15098,Bullish
2013-11-12,30278,16030,   -1963,   -8282,41351,14248,Bullish Reversal
2013-11-05,32241,24312,   -4352,  -10657,43806,7929,Bullish Reversal
2013-10-29,36593,34969,   -2325,    -949,51946,1624,Bearish Reversal
2013-10-22,38918,35918,    4960,    3280,54206,3000,Bullish
2013-10-15,33958,32638,   -6145,   -7622,50217,1320,Bullish Reversal
2013-10-08,40103,40260,    3308,    5650,59355,-157,Bearish
2013-10-01,36795,34610,   -1067,     797,53794,2185,Bearish
2013-09-24,37862,33813,   -6964,   10885,53075,4049,Bearish Reversal
2013-09-17,44826,22928,    1770,    1072,68238,21898,Bullish Reversal
2013-09-10,43056,21856,     938,   -8114,70651,21200,Bullish
2013-09-03,42118,29970,   -6982,   -7421,67467,12148,Bullish Reversal
2013-08-27,49100,37391,   -1329,    -680,73930,11709,Bearish Reversal
2013-08-20,50429,38071,     638,    3950,75224,12358,Bearish
2013-08-13,49791,34121,    -130,    9390,74194,15670,Bearish
2013-08-06,49921,24731,    4574,    4575,67341,25190,Bearish
2013-07-30,45347,20156,   -1046,    1925,63511,25191,Bearish
2013-07-23,46393,18231,   -3586,   -2045,60781,28162,Bearish Reversal
2013-07-16,49979,20276,   -3467,   -3927,64342,29703,Bullish Reversal
2013-07-09,53446,24203,   13764,     193,69480,29243,Bullish
2013-07-02,39682,24010,    3024,    -367,55430,15672,Bullish
2013-06-25,36658,24377,     220,    2589,52740,12281,Bearish
2013-06-18,36438,21788,  -21376,    7228,51036,14650,Bearish Reversal
2013-06-11,57814,14560,   -4315,   -3619,79315,43254,Bearish Reversal
2013-06-04,62129,18179,  -10469,   -8764,80851,43950,Bearish Reversal
2013-05-28,72598,26943,   -3075,   -2869,92698,45655,Bearish Reversal
2013-05-21,75673,29812,   15983,    5275,94765,45861,Bullish
2013-05-14,59690,24537,   12135,    9123,80067,35153,Bullish
2013-05-07,47555,15414,   -3073,     150,69141,32141,Bearish Reversal
2013-04-30,50628,15264,   -8438,   -5533,70776,35364,Bearish Reversal
2013-04-23,59066,20797,   -1193,   -1069,78266,38269,Bearish
2013-04-16,60259,21866,   -9743,    1365,77787,38393,Bearish Reversal
2013-04-09,70002,20501,   -3805,     961,87508,49501,Bearish Reversal
2013-04-02,73807,19540,    5810,    5961,89895,54267,Bearish
2013-03-26,67997,13579,   -2054,   -2554,83063,54418,Bullish Reversal
2013-03-19,70051,16133,    8422,  -13710,85693,53918,Bullish
2013-03-12,61629,29843,    1700,   -4097,79948,31786,Bullish
2013-03-05,59929,33940,    7562,    3907,78061,25989,Bullish
2013-02-26,52367,30033,   16310,    6132,69583,22334,Bullish
2013-02-19,36057,23901,    7537,   -1986,50051,12156,Bullish
2013-02-12,28520,25887,   -8380,   -8311,46236,2633,Bearish Reversal
2013-02-05,36900,34198,    6538,   13513,55093,2702,Bearish
2013-01-29,30362,20685,    -666,   -1852,43634,9677,Bullish
2013-01-22,31028,22537,    -858,   -2618,42728,8491,Bullish Reversal
2013-01-15,31886,25155,    2482,    1888,46567,6731,Bullish
2013-01-08,29404,23267,    5727,  -10688,44635,6137,Bullish
2012-12-31,23677,33955,     294,   -2375,42593,-10278,Bullish Reversal
2012-12-24,23383,36330,   -3822,     552,43308,-12947,Bearish Reversal
2012-12-18,27205,35778,   -8453,    7220,43470,-8573,Bearish Reversal
2012-12-11,35658,28558,    4418,    6536,48730,7100,Bearish
2012-12-04,31240,22022,    6590,    4821,43191,9218,Bullish
2012-11-27,24650,17201,   -2785,   -4371,35530,7449,Bullish Reversal
2012-11-20,27435,21572,    -294,    -347,39211,5863,Bullish
2012-11-13,27729,21919,     486,   -3167,38393,5810,Bullish
2012-11-06,27243,25086,    3113,   -3910,36758,2157,Bullish Reversal
2012-10-30,24130,28996,   -1704,   -2764,41026,-4866,Bullish Reversal
2012-10-23,25834,31760,   -2328,   -1292,43793,-5926,Bearish Reversal
2012-10-16,28162,33052,    2747,    1874,45816,-4890,Bullish
2012-10-09,25415,31178,   -3031,   -1626,42452,-5763,Bearish Reversal
2012-10-02,28446,32804,   -2578,   -2190,45193,-4358,Bearish Reversal
2012-09-25,31024,34994,    2483,   11349,47992,-3970,Bearish
2012-09-18,28541,23645,  -24232,    5507,40481,4896,Bearish Reversal
2012-09-11,52773,18138,    7486,    8346,72175,34635,Bearish
2012-09-04,45287,9792,   -1207,    -384,65008,35495,Bearish
2012-08-28,46494,10176,   -1762,      91,64880,36318,Bearish Reversal
2012-08-21,48256,10085,    1782,    1843,65398,38171,Bearish
2012-08-14,46474,8242,   -2615,   -1623,62579,38232,Bearish Reversal
2012-08-07,49089,9865,    -186,    2640,65933,39224,Bearish Reversal
2012-07-31,49275,7225,   -5834,     -48,66186,42050,Bearish Reversal
2012-07-24,55109,7273,     668,     561,69554,47836,Bullish
2012-07-17,54441,6712,    2815,   -1765,68675,47729,Bullish
2012-07-10,51626,8477,     981,   -3617,64925,43149,Bullish Reversal
2012-07-03,50645,12094,   -2873,     601,65041,38551,Bearish Reversal
2012-06-26,53518,11493,   -5047,    3695,66742,42025,Bearish Reversal
2012-06-19,58565,7798,   -8120,   -6266,69963,50767,Bearish Reversal
2012-06-12,66685,14064,     813,   -6008,81310,52621,Bullish
2012-06-05,65872,20072,    5148,     983,80104,45800,Bullish
2012-05-29,60724,19089,    1929,   -6919,76744,41635,Bullish
2012-05-22,58795,26008,   14534,    -811,74493,32787,Bullish
2012-05-15,44261,26819,   12171,    4758,59379,17442,Bullish
2012-05-08,32090,22061,     716,    4065,45996,10029,Bearish
2012-05-01,31374,17996,    4727,    7327,45539,13378,Bearish
2012-04-24,26647,10669,   -3687,   -2276,43144,15978,Bearish Reversal
2012-04-17,30334,12945,   -1702,    -252,45759,17389,Bearish Reversal
2012-04-10,32036,13197,    2009,    1743,46655,18839,Bullish
2012-04-03,30027,11454,   -9061,    1997,44594,18573,Bearish Reversal
2012-03-27,39088,9457,   -7716,   -1653,51926,29631,Bearish Reversal
2012-03-20,46804,11110,     174,   -1476,60548,35694,Bullish Reversal
2012-03-13,46630,12586,    8233,    1905,62925,34044,Bullish
2012-03-06,38397,10681,     982,   -1341,52985,27716,Bullish
2012-02-28,37415,12022,    -196,    3423,48598,25393,Bearish Reversal
2012-02-21,37611,8599,    -704,   -1901,50648,29012,Bullish Reversal
2012-02-14,38315,10500,   -1316,    3666,51997,27815,Bearish Reversal
2012-02-07,39631,6834,   -3331,    2627,53362,32797,Bearish Reversal
2012-01-31,42962,4207,   -7885,     283,54946,38755,Bearish Reversal
2012-01-24,50847,3924,    -989,   -3154,64148,46923,Bullish Reversal
2012-01-17,51836,7078,    -808,    -979,68483,44758,Bullish Reversal
2012-01-10,52644,8057,    1882,    -868,69024,44587,Bullish
2012-01-03,50762,8925,   -1475,    -738,66053,41837,Bearish
2011-12-27,52237,9663,     412,   -1185,64646,42574,Bullish Reversal
2011-12-20,51825,10848,    5139,    -203,67062,40977,Bullish
2011-12-13,46686,11051,    6547,    3065,66540,35635,Bullish
2011-12-06,40139,7986,    1263,    -184,57372,32153,Bullish Reversal
2011-11-29,38876,8170,    7207,    1829,58641,30706,Bullish
2011-11-22,31669,6341,    -959,   -3757,54442,25328,Bullish Reversal
2011-11-15,32628,10098,   -2649,   -3176,57305,22530,Bullish Reversal
2011-11-08,35277,13274,   -2498,    -678,59861,22003,Bearish Reversal
2011-11-01,37775,13952,   -5721,    2566,63639,23823,Bearish Reversal
2011-10-25,43496,11386,   -3700,    5941,63947,32110,Bearish Reversal
2011-10-18,47196,5445,   -3313,    1822,68006,41751,Bearish Reversal
2011-10-11,50509,3623,     862,   -5692,69667,46886,Bullish Reversal
2011-10-04,49647,9315,    2238,     326,72521,40332,Bullish
2011-09-27,47409,8989,    2901,   -1271,68631,38420,Bullish
2011-09-20,44508,10260,    7210,  -15367,62452,34248,Bullish Reversal
2011-09-13,37298,25627,   11096,   -2306,62802,11671,Bullish
2011-09-06,26202,27933,   -4823,   -6074,50566,-1731,Bullish Reversal
2011-08-30,31025,34007,   -1165,    -744,55670,-2982,Bearish Reversal
2011-08-23,32190,34751,    2366,    3680,57901,-2561,Bearish
2011-08-16,29824,31071,   -4337,     211,54579,-1247,Bearish Reversal
2011-08-09,34161,30860,   -2721,   -5544,57347,3301,Bullish Reversal
2011-08-02,36882,36404,   -2661,    -811,60529,478,Bearish Reversal
2011-07-26,39543,37215,    8514,   15378,60863,2328,Bearish
2011-07-19,31029,21837,    -832,   -2434,46605,9192,Bullish Reversal
2011-07-12,31861,24271,   -1067,    -936,49877,7590,Bearish
2011-07-05,32928,25207,   -2615,    2396,47393,7721,Bearish Reversal
2011-06-28,35543,22811,    4409,   -3380,50419,12732,Bullish
2011-06-21,31134,26191,   -5930,   -4902,46279,4943,Bearish Reversal
2011-06-14,37064,31093,    3043,    -844,53773,5971,Bullish Reversal
2011-06-07,34021,31937,    5591,    8294,62825,2084,Bearish
2011-05-31,28430,23643,   -4336,   -6638,55794,4787,Bullish Reversal
2011-05-24,32766,30281,    4597,     842,61833,2485,Bullish
2011-05-17,28169,29439,    2576,    -717,55791,-1270,Bullish
2011-05-10,25593,30156,   -2014,   -4567,52362,-4563,Bullish Reversal
2011-05-03,27607,34723,    2147,     774,53901,-7116,Bullish
2011-04-26,25460,33949,    3032,    1092,51693,-8489,Bullish
2011-04-19,22428,32857,   -3051,   -2403,50159,-10429,Bearish
2011-04-12,25479,35260,    1128,    -790,49843,-9781,Bullish Reversal
2011-04-05,24351,36050,   -3070,   -5284,50309,-11699,Bullish Reversal
2011-03-29,27421,41334,     113,     417,52915,-13913,Bearish
2011-03-22,27308,40917,    2137,     252,52822,-13609,Bullish
2011-03-15,25171,40665,   -8632,     189,51147,-15494,Bearish Reversal
2011-03-08,33803,40476,    4500,    4085,52704,-6673,Bullish
2011-03-01,29303,36391,    3899,    4963,46405,-7088,Bearish
2011-02-22,25404,31428,    1046,    1310,40335,-6024,Bearish
2011-02-15,24358,30118,   -2667,   -4305,40052,-5760,Bullish Reversal
2011-02-08,27025,34423,     910,    4683,44039,-7398,Bearish
2011-02-01,26115,29740,    1857,    6906,42472,-3625,Bearish
2011-01-25,24258,22834,    4032,    7818,39190,1424,Bearish
2011-01-18,20226,15016,   -3711,    1136,33014,5210,Bearish Reversal
2011-01-11,23937,13880,    5331,   -5994,36538,10057,Bullish
2011-01-04,18606,19874,    2523,    8473,27677,-1268,Bearish
2010-12-28,16083,11401,     145,     -63,26398,4682,Bullish Reversal
2010-12-21,15938,11464,    -384,     255,27089,4474,Bearish
2010-12-14,16322,11209,   -3722,     625,25202,5113,Bearish Reversal
2010-12-07,20044,10584,     -71,    1197,35071,9460,Bearish
2010-11-30,20115,9387,   -2376,    -801,34435,10728,Bearish
2010-11-23,22491,10188,     846,    -630,33749,12303,Bullish
