As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-09-11,72184,81078,   -5768,   -2851,230351,-8894,Bearish Reversal
2018-09-04,77952,83929,   -3285,    2983,238426,-5977,Bearish
2018-08-28,81237,80946,   -4226,   -6216,235094,291,Bullish Reversal
2018-08-21,85463,87162,  -10323,   -5536,265239,-1699,Bearish Reversal
2018-08-14,95786,92698,   -1565,   -2463,286872,3088,Bullish Reversal
2018-08-07,97351,95161,   -4707,    1327,289908,2190,Bearish Reversal
2018-07-31,102058,93834,   -8493,   -7350,300522,8224,Bearish Reversal
2018-07-24,110551,101184,    4128,    3874,315586,9367,Bullish
2018-07-17,106423,97310,    4313,    9383,303929,9113,Bearish
2018-07-10,102110,87927,    2263,   13585,280668,14183,Bearish
2018-07-03,99847,74342,   -4304,    4236,261618,25505,Bearish Reversal
2018-06-26,104151,70106,  -14885,    7381,268714,34045,Bearish
2018-06-19,119036,62725,   -9467,    4759,268435,56311,Bearish Reversal
2018-06-12,128503,57966,   15729,   -7101,285593,70537,Bullish
2018-06-05,112774,65067,    3889,   -6218,264350,47707,Bullish Reversal
2018-05-29,108885,71285,    -738,     674,266370,37600,Bearish
2018-05-22,109623,70611,    2454,    -203,260111,39012,Bullish
2018-05-15,107169,70814,     836,   -2067,258587,36355,Bullish
2018-05-08,106333,72881,     192,    1656,253834,33452,Bearish
2018-05-01,106141,71225,    5087,   12807,243337,34916,Bearish
2018-04-24,101054,58418,    5522,   -6397,240990,42636,Bullish
2018-04-17,95532,64815,     604,   -6407,240008,30717,Bullish Reversal
2018-04-10,94928,71222,   -7099,   -9895,255757,23706,Bullish Reversal
2018-04-03,102027,81117,   -4905,   -6628,289138,20910,Bullish Reversal
2018-03-27,106932,87745,    -987,   10687,293335,19187,Bearish
2018-03-20,107919,77058,    -790,    7984,283457,30861,Bearish
2018-03-13,108709,69074,   -3880,   -1595,273651,39635,Bearish
2018-03-06,112589,70669,   -1688,   -2207,260097,41920,Bullish Reversal
2018-02-27,114277,72876,    1090,    6990,264683,41401,Bearish
2018-02-20,113187,65886,     465,   -2088,256420,47301,Bullish
2018-02-13,112722,67974,  -11394,   -3187,255708,44748,Bearish Reversal
2018-02-06,124116,71161,   -4289,   -3405,285964,52955,Bearish Reversal
2018-01-30,128405,74566,   -5746,   -7550,287352,53839,Bullish
2018-01-23,134151,82116,   -4424,    4707,284300,52035,Bearish Reversal
2018-01-16,138575,77409,   -9398,   -8280,288577,61166,Bearish Reversal
2018-01-09,147973,85689,   -2168,    -540,292480,62284,Bearish
2018-01-02,150141,86229,   13325,    2682,288846,63912,Bullish
2017-12-26,136816,83547,   17940,    7369,268478,53269,Bullish
2017-12-19,118876,76178,   12632,   -2312,249462,42698,Bullish
2017-12-12,106244,78490,  -10628,  -11729,235080,27754,Bullish Reversal
2017-12-05,116872,90219,  -15884,    1386,258050,26653,Bearish Reversal
2017-11-28,132756,88833,    1802,   -1508,273314,43923,Bullish Reversal
2017-11-21,130954,90341,   -1988,   -2887,277126,40613,Bullish Reversal
2017-11-14,132942,93228,   -7385,   -4524,283153,39714,Bearish Reversal
2017-11-07,140327,97752,   -5186,    -168,299392,42575,Bearish Reversal
2017-10-31,145513,97920,  -10243,   -4584,299573,47593,Bearish Reversal
2017-10-24,155756,102504,    -209,   -1974,308996,53252,Bullish
2017-10-17,155965,104478,    7946,   -2803,306618,51487,Bullish
2017-10-10,148019,107281,    7769,     860,289779,40738,Bullish
2017-10-03,140250,106421,    3892,     199,273497,33829,Bullish Reversal
2017-09-26,136358,106222,   -6463,   -4012,275999,30136,Bearish Reversal
2017-09-19,142821,110234,  -18815,   -4788,289998,32587,Bearish Reversal
2017-09-12,161636,115022,  -10452,   -8201,316294,46614,Bearish Reversal
2017-09-05,172088,123223,    5459,     246,330702,48865,Bullish
2017-08-29,166629,122977,    1647,   -1159,329513,43652,Bullish Reversal
2017-08-22,164982,124136,    1431,   -2586,329725,40846,Bullish Reversal
2017-08-15,163551,126722,    6182,    2489,333951,36829,Bullish
2017-08-08,157369,124233,    4288,    2367,328814,33136,Bullish
2017-08-01,153081,121866,   15839,    8881,321510,31215,Bullish
2017-07-25,137242,112985,   15306,    6379,298264,24257,Bullish
2017-07-18,121936,106606,    9168,    5844,276841,15330,Bullish
2017-07-11,112768,100762,   -3625,     714,264039,12006,Bearish Reversal
2017-07-03,116393,100048,    9821,    7164,267148,16345,Bullish
2017-06-27,106572,92884,    3013,    2104,253503,13688,Bullish Reversal
2017-06-20,103559,90780,   -4452,    1567,271774,12779,Bearish
2017-06-13,108011,89213,   10617,    4545,260631,18798,Bullish
2017-06-06,97394,84668,     690,   -2392,253643,12726,Bullish
2017-05-30,96704,87060,    -984,    2403,249317,9644,Bearish Reversal
2017-05-23,97688,84657,     766,   -3619,256097,13031,Bullish
2017-05-16,96922,88276,   -1679,   -2244,250251,8646,Bullish
2017-05-09,98601,90520,   -6254,    4203,243123,8081,Bearish Reversal
2017-05-02,104855,86317,    1274,   -4806,248643,18538,Bullish Reversal
2017-04-25,103581,91123,   -2711,     874,260513,12458,Bearish Reversal
2017-04-18,106292,90249,   -7946,    1856,275401,16043,Bearish Reversal
2017-04-11,114238,88393,    2573,    3596,284852,25845,Bearish
2017-04-04,111665,84797,    -376,    2621,277949,26868,Bearish
2017-03-28,112041,82176,     212,   -7983,273316,29865,Bullish
2017-03-21,111829,90159,    1251,    2020,269323,21670,Bearish
2017-03-14,110578,88139,   -7201,      79,260056,22439,Bearish Reversal
2017-03-07,117779,88060,   -3134,    5145,267379,29719,Bearish Reversal
2017-02-28,120913,82915,   -7291,   -2495,267935,37998,Bearish Reversal
2017-02-21,128204,85410,   -3242,    -793,283805,42794,Bearish Reversal
2017-02-14,131446,86203,     420,    6736,296125,45243,Bearish
2017-02-07,131026,79467,   -3963,    1754,291924,51559,Bearish
2017-01-31,134989,77713,    6974,       8,291702,57276,Bullish
2017-01-24,128015,77705,    9071,    5260,270892,50310,Bullish
2017-01-17,118944,72445,    2090,    3294,251782,46499,Bearish
2017-01-10,116854,69151,    7611,    4392,236637,47703,Bullish
2017-01-03,109243,64759,   -3262,   -1983,223874,44484,Bearish Reversal
2016-12-27,112505,66742,   -6720,    -457,227733,45763,Bearish Reversal
2016-12-20,119225,67199,   -8441,     648,233042,52026,Bearish Reversal
2016-12-13,127666,66551,    3846,    -878,236822,61115,Bullish
2016-12-06,123820,67429,    2753,    -277,236290,56391,Bullish
2016-11-29,121067,67706,    2978,   -4071,230420,53361,Bullish Reversal
2016-11-22,118089,71777,     173,   -1144,236293,46312,Bullish Reversal
2016-11-15,117916,72921,    -469,   -5828,238615,44995,Bullish
2016-11-08,118385,78749,   29716,    1378,233922,39636,Bullish
2016-11-01,88669,77371,   -2266,  -27318,203042,11298,Bullish Reversal
2016-10-25,90935,104689,    3400,    6012,213569,-13754,Bearish
2016-10-18,87535,98677,    8403,   23871,207729,-11142,Bearish
2016-10-11,79132,74806,    2035,   -1392,185814,4326,Bullish
2016-10-04,77097,76198,    2328,    -661,181809,899,Bullish
2016-09-27,74769,76859,   -7505,  -18566,179904,-2090,Bullish Reversal
2016-09-20,82274,95425,   -6407,  -18549,190574,-13151,Bullish Reversal
2016-09-13,88681,113974,    8753,    3821,203945,-25293,Bullish
2016-09-06,79928,110153,   10649,   19001,203453,-30225,Bearish
2016-08-30,69279,91152,    -928,   14279,187028,-21873,Bearish Reversal
2016-08-23,70207,76873,    8999,   10591,192196,-6666,Bearish
2016-08-16,61208,66282,   -5504,   -5608,180360,-5074,Bullish Reversal
2016-08-09,66712,71890,   -2056,    5804,188297,-5178,Bearish Reversal
2016-08-02,68768,66086,    -516,    1620,188805,2682,Bearish
2016-07-26,69284,64466,    3274,     820,187184,4818,Bullish
2016-07-19,66010,63646,   11580,   -5014,178364,2364,Bullish
2016-07-12,54430,68660,    3755,   -1484,166225,-14230,Bullish
2016-07-05,50675,70144,   -3017,   -3362,164665,-19469,Bullish Reversal
2016-06-28,53692,73506,  -10147,  -23259,167927,-19814,Bullish Reversal
2016-06-21,63839,96765,   -7521,  -19406,215529,-32926,Bullish Reversal
2016-06-14,71360,116171,   -1183,    4334,239071,-44811,Bearish
2016-06-07,72543,111837,    1227,    1694,227927,-39294,Bearish
2016-05-31,71316,110143,    -844,   -3070,217128,-38827,Bullish
2016-05-24,72160,113213,   -7024,    3383,210264,-41053,Bearish
2016-05-17,79184,109830,    7819,   15639,203157,-30646,Bearish
2016-05-10,71365,94191,    5714,   21080,184768,-22826,Bearish
2016-05-03,65651,73111,     377,    -239,176458,-7460,Bullish
2016-04-26,65274,73350,   -1044,  -17484,172378,-8076,Bullish Reversal
2016-04-19,66318,90834,   -2161,      34,201891,-24516,Bearish
2016-04-12,68479,90800,     942,   13178,201236,-22321,Bearish
2016-04-05,67537,77622,     -66,    5593,192906,-10085,Bearish
2016-03-29,67603,72029,    5089,   10433,186775,-4426,Bearish
2016-03-22,62514,61596,    -829,   -2294,178177,918,Bullish
2016-03-15,63343,63890,     165,   -2166,175443,-547,Bullish
2016-03-08,63178,66056,    7429,  -14309,165888,-2878,Bullish
2016-03-01,55749,80365,   -2205,    -536,160010,-24616,Bearish Reversal
2016-02-23,57954,80901,   -2087,   -6478,173541,-22947,Bullish Reversal
2016-02-16,60041,87379,   -3411,   -2901,191131,-27338,Bearish
2016-02-09,63452,90280,    -110,   -8793,189518,-26828,Bullish Reversal
2016-02-02,63562,99073,   -1406,   -2722,201682,-35511,Bullish Reversal
2016-01-26,64968,101795,   -3743,  -10322,202900,-36827,Bullish
2016-01-19,68711,112117,      49,    1430,199011,-43406,Bearish
2016-01-12,68662,110687,    5604,   15816,193520,-42025,Bearish
2016-01-05,63058,94871,    3103,    4810,171819,-31813,Bearish
2015-12-29,59955,90061,   -3169,   -3402,167689,-30106,Bullish Reversal
2015-12-22,63124,93463,   -4905,   -7199,170210,-30339,Bullish Reversal
2015-12-15,68029,100662,    2217,     658,178761,-32633,Bullish Reversal
2015-12-08,65812,100004,    -343,    -404,179248,-34192,Bullish Reversal
2015-12-01,66155,100408,    1628,    2115,180517,-34253,Bearish Reversal
2015-11-24,64527,98293,    2993,    7476,186199,-33766,Bearish Reversal
2015-11-17,61534,90817,    8720,   10575,193328,-29283,Bearish
2015-11-10,52814,80242,   -2479,   13171,173872,-27428,Bearish
2015-11-03,55293,67071,   -2879,    8050,165386,-11778,Bearish Reversal
2015-10-27,58172,59021,    1601,   -2133,165946,-849,Bullish
2015-10-20,56571,61154,    2280,     722,162963,-4583,Bullish
2015-10-13,54291,60432,    -326,   -5733,156482,-6141,Bullish
2015-10-06,54617,66165,    2198,   -3260,153387,-11548,Bullish
2015-09-29,52419,69425,      37,    3793,151710,-17006,Bearish Reversal
2015-09-22,52382,65632,   -7148,    2061,152575,-13250,Bearish Reversal
2015-09-15,59530,63571,   -1161,  -10387,154631,-4041,Bullish Reversal
2015-09-08,60691,73958,    -340,   -7463,159016,-13267,Bullish
2015-09-01,61031,81421,     700,   -2235,158648,-20390,Bullish Reversal
2015-08-25,60331,83656,    -490,   -6137,166991,-23325,Bullish Reversal
2015-08-18,60821,89793,     513,   -4274,191265,-28972,Bullish Reversal
2015-08-11,60308,94067,    -270,    1159,195117,-33759,Bearish
2015-08-04,60578,92908,    4880,   12756,181276,-32330,Bearish
2015-07-28,55698,80152,   -1221,    1066,163656,-24454,Bearish Reversal
2015-07-21,56919,79086,    3855,    5264,165842,-22167,Bearish
2015-07-14,53064,73822,   -2575,   -7246,161713,-20758,Bullish Reversal
2015-07-07,55639,81068,   -4079,    -457,167008,-25429,Bearish
2015-06-30,59718,81525,    5625,    3793,166278,-21807,Bullish Reversal
2015-06-23,54093,77732,     558,    7685,184635,-23639,Bearish
2015-06-16,53535,70047,    2858,    5988,181765,-16512,Bearish
2015-06-09,50677,64059,     -32,    4606,171541,-13382,Bearish
2015-06-02,50709,59453,  -14190,   -3822,160588,-8744,Bearish Reversal
2015-05-26,64899,63275,   -8699,    -982,172622,1624,Bearish Reversal
2015-05-19,73598,64257,    -124,    -949,179210,9341,Bullish
2015-05-12,73722,65206,   10192,    1224,178077,8516,Bullish
2015-05-05,63530,63982,   13025,   -2606,166179,-452,Bullish
2015-04-28,50505,66588,      22,    3786,154447,-16083,Bearish Reversal
2015-04-21,50483,62802,   -4210,     879,157721,-12319,Bearish Reversal
2015-04-14,54693,61923,   -4072,   -1838,165760,-7230,Bearish Reversal
2015-04-07,58765,63761,   -1513,    -671,171006,-4996,Bearish
2015-03-31,60278,64432,    2041,   -2885,170125,-4154,Bullish
2015-03-24,58237,67317,    2989,   -5478,165590,-9080,Bullish
2015-03-17,55248,72795,    1939,   -2042,164490,-17547,Bullish
2015-03-10,53309,74837,    2266,     983,164239,-21528,Bullish
2015-03-03,51043,73854,     707,   -6785,163020,-22811,Bullish Reversal
2015-02-24,50336,80639,    5810,   -2052,171520,-30303,Bullish Reversal
2015-02-17,44526,82691,    -917,   -4736,185675,-38165,Bullish
2015-02-10,45443,87427,   -1480,     206,185606,-41984,Bearish
2015-02-03,46923,87221,     313,     -51,180944,-40298,Bullish
2015-01-27,46610,87272,     282,    4159,179152,-40662,Bearish
2015-01-20,46328,83113,   -7070,   -6108,172846,-36785,Bearish Reversal
2015-01-13,53398,89221,    7470,    2028,179459,-35823,Bullish
2015-01-06,45928,87193,    1390,    7602,170037,-41265,Bearish
2014-12-30,44538,79591,    1035,    3889,159107,-35053,Bearish
2014-12-23,43503,75702,   -3619,   -1135,152816,-32199,Bearish
2014-12-16,47122,76837,     -49,   -3292,152045,-29715,Bullish Reversal
2014-12-09,47171,80129,   -3575,   -4799,152267,-32958,Bullish Reversal
2014-12-02,50746,84928,   -4645,    1259,159261,-34182,Bearish Reversal
2014-11-25,55391,83669,    2423,    6096,160924,-28278,Bearish Reversal
2014-11-18,52968,77573,    4772,    3816,176417,-24605,Bullish
2014-11-11,48196,73757,     704,     402,170361,-25561,Bullish
2014-11-04,47492,73355,   -6900,   -2394,164942,-25863,Bearish Reversal
2014-10-28,54392,75749,    -177,   -6560,169924,-21357,Bullish Reversal
2014-10-21,54569,82309,    -404,    3471,175541,-27740,Bearish
2014-10-14,54973,78838,     490,    -641,167530,-23865,Bullish Reversal
2014-10-07,54483,79479,    2448,    4013,167622,-24996,Bearish
2014-09-30,52035,75466,     762,    4498,160389,-23431,Bearish
2014-09-23,51273,70968,    2698,    8937,152016,-19695,Bearish
2014-09-16,48575,62031,     174,    4111,143370,-13456,Bearish Reversal
2014-09-09,48401,57920,    5326,   11055,144047,-9519,Bearish
2014-09-02,43075,46865,   -3178,     739,136370,-3790,Bearish Reversal
2014-08-26,46253,46126,    2193,   -4048,146526,127,Bullish Reversal
2014-08-19,44060,50174,   -3108,    1573,152025,-6114,Bearish Reversal
2014-08-12,47168,48601,  -14939,   -6000,153657,-1433,Bearish Reversal
2014-08-05,62107,54601,   -1731,   -4918,171323,7506,Bullish Reversal
2014-07-29,63838,59519,   -6253,   -1770,175017,4319,Bearish Reversal
2014-07-22,70091,61289,   -6442,    -617,180479,8802,Bearish
2014-07-15,76533,61906,   10954,    3459,179412,14627,Bullish
2014-07-08,65579,58447,   13214,    4318,161048,7132,Bullish
2014-07-01,52365,54129,   10384,    4315,146243,-1764,Bullish
2014-06-24,41981,49814,    3819,   -6387,142413,-7833,Bullish Reversal
2014-06-17,38162,56201,   -1927,     783,151523,-18039,Bearish
2014-06-10,40089,55418,   -7246,   -1657,147453,-15329,Bearish Reversal
2014-06-03,47335,57075,   -4677,     685,151783,-9740,Bearish Reversal
2014-05-27,52012,56390,    1041,    -174,153499,-4378,Bullish
2014-05-20,50971,56564,    2063,   -2407,150346,-5593,Bullish Reversal
2014-05-13,48908,58971,    8010,     620,151610,-10063,Bullish
2014-05-06,40898,58351,   -1424,    2148,142069,-17453,Bearish
2014-04-29,42322,56203,    1397,   -4639,138987,-13881,Bullish Reversal
2014-04-22,40925,60842,   -2504,   -4053,152890,-19917,Bullish Reversal
2014-04-15,43429,64895,   -2066,     899,164022,-21466,Bearish
2014-04-08,45495,63996,      62,   -7232,153322,-18501,Bullish
2014-04-01,45433,71228,      75,   -7105,153098,-25795,Bullish Reversal
2014-03-25,45358,78333,   -3669,     980,154057,-32975,Bearish Reversal
2014-03-18,49027,77353,    1353,    8119,159542,-28326,Bearish
2014-03-11,47674,69234,    1965,   10284,155791,-21560,Bearish
2014-03-04,45709,58950,     677,    5839,145295,-13241,Bearish Reversal
2014-02-25,45032,53111,    -320,   -6075,146265,-8079,Bullish Reversal
2014-02-18,45352,59186,   -1555,   -5771,162959,-13834,Bullish Reversal
2014-02-11,46907,64957,    1190,    5821,164996,-18050,Bearish
2014-02-04,45717,59136,   -6123,    7300,151800,-13419,Bearish Reversal
2014-01-28,51840,51836,   -9291,     418,152829,4,Bearish Reversal
2014-01-21,61131,51418,    1788,    -888,160115,9713,Bullish Reversal
2014-01-14,59343,52306,   -8203,   -2812,163296,7037,Bearish Reversal
2014-01-07,67546,55118,    1530,    -535,169588,12428,Bullish
2013-12-31,66016,55653,    5073,    -555,167024,10363,Bullish
2013-12-24,60943,56208,    5934,    3578,164932,4735,Bullish
2013-12-17,55009,52630,   10634,   -4878,159879,2379,Bullish
2013-12-10,44375,57508,    1346,  -12872,159552,-13133,Bullish Reversal
2013-12-03,43029,70380,    1797,    -880,160042,-27351,Bullish
2013-11-26,41232,71260,     819,   -3051,158780,-30028,Bullish Reversal
2013-11-19,40413,74311,     447,   15377,173106,-33898,Bearish
2013-11-12,39966,58934,    3212,   12396,163264,-18968,Bearish
2013-11-05,36754,46538,   -1556,   -1787,148624,-9784,Bullish Reversal
2013-10-29,38310,48325,   -6359,    7271,154498,-10015,Bearish Reversal
2013-10-22,44669,41054,    6997,   -4346,154924,3615,Bullish
2013-10-15,37672,45400,    -208,    3636,149819,-7728,Bearish
2013-10-08,37880,41764,   -1152,    1398,147936,-3884,Bearish Reversal
2013-10-01,39032,40366,    2384,   -3532,148001,-1334,Bullish
2013-09-24,36648,43898,    1009,   -6994,147511,-7250,Bullish Reversal
2013-09-17,35639,50892,   -2235,    4445,149173,-15253,Bearish Reversal
2013-09-10,37874,46447,   -2977,    1144,149202,-8573,Bearish
2013-09-03,40851,45303,   -1921,    1738,149072,-4452,Bearish Reversal
2013-08-27,42772,43565,   -1643,    -970,156847,-793,Bearish Reversal
2013-08-20,44415,44535,    5662,   -1052,160062,-120,Bullish Reversal
2013-08-13,38753,45587,     895,  -13848,161593,-6834,Bullish Reversal
2013-08-06,37858,59435,   -1475,  -10992,163880,-21577,Bullish Reversal
2013-07-30,39333,70427,     691,    8681,166158,-31094,Bearish
2013-07-23,38642,61746,    -761,     -37,161805,-23104,Bearish Reversal
2013-07-16,39403,61783,   -4856,  -10524,163870,-22380,Bullish Reversal
2013-07-09,44259,72307,    -639,   -1132,169108,-28048,Bullish Reversal
2013-07-02,44898,73439,   -2001,   -5149,170977,-28541,Bullish Reversal
2013-06-25,46899,78588,    -939,    4311,178746,-31689,Bearish Reversal
2013-06-18,47838,74277,    6964,   15356,194877,-26439,Bearish
2013-06-11,40874,58921,    -614,    7488,181231,-18047,Bearish
2013-06-04,41488,51433,    2729,    -892,168538,-9945,Bullish
2013-05-28,38759,52325,    -766,    -742,165931,-13566,Bearish
2013-05-21,39525,53067,    -445,   -4358,162304,-13542,Bullish
2013-05-14,39970,57425,   -2642,   -4377,159750,-17455,Bullish
2013-05-07,42612,61802,    -632,   -5441,158787,-19190,Bullish Reversal
2013-04-30,43244,67243,    -122,    2488,166042,-23999,Bearish Reversal
2013-04-23,43366,64755,   -1488,   -4226,172312,-21389,Bullish Reversal
2013-04-16,44854,68981,   -2859,   -6571,187450,-24127,Bullish
2013-04-09,47713,75552,   -1159,    -325,182719,-27839,Bearish
2013-04-02,48872,75877,   -1084,    5734,179944,-27005,Bearish
2013-03-26,49956,70143,    1920,    5937,172979,-20187,Bearish
2013-03-19,48036,64206,    -115,    9911,168616,-16170,Bearish
2013-03-12,48151,54295,   -1177,    -620,158500,-6144,Bearish Reversal
2013-03-05,49328,54915,    2537,    7396,159485,-5587,Bearish Reversal
2013-02-26,46791,47519,  -11784,   -1739,161180,-728,Bearish Reversal
2013-02-19,58575,49258,   -1529,    5016,178372,9317,Bearish
2013-02-12,60104,44242,   -1797,   -1455,174441,15862,Bearish Reversal
2013-02-05,61901,45697,   11229,    4392,183941,16204,Bullish
2013-01-29,50672,41305,    2438,    2606,168493,9367,Bearish
2013-01-22,48234,38699,     104,    2551,161899,9535,Bearish
2013-01-15,48130,36148,    1116,    1510,155689,11982,Bearish Reversal
2013-01-08,47014,34638,    1528,   -1517,156245,12376,Bullish
2012-12-31,45486,36155,    -114,   -1734,146548,9331,Bullish Reversal
2012-12-24,45600,37889,   -5935,    1408,148449,7711,Bearish Reversal
2012-12-18,51535,36481,    2942,     519,153815,15054,Bullish
2012-12-11,48593,35962,    4287,     708,151310,12631,Bullish
2012-12-04,44306,35254,    6180,   -5851,143993,9052,Bullish Reversal
2012-11-27,38126,41105,   -1495,   -1947,145313,-2979,Bullish Reversal
2012-11-20,39621,43052,   -1972,   -2965,147748,-3431,Bullish Reversal
2012-11-13,41593,46017,    -439,    1788,151884,-4424,Bearish Reversal
2012-11-06,42032,44229,   -3557,   -3654,155396,-2197,Bullish Reversal
2012-10-30,45589,47883,   -3205,    5992,156569,-2294,Bearish
2012-10-23,48794,41891,   -3982,     610,153564,6903,Bearish
2012-10-16,52776,41281,   -1829,   -1505,150296,11495,Bearish Reversal
2012-10-09,54605,42786,    -210,   -3015,152004,11819,Bullish Reversal
2012-10-02,54815,45801,     210,   -3672,152264,9014,Bullish
2012-09-25,54605,49473,    3600,    1472,152263,5132,Bullish
2012-09-18,51005,48001,    1456,     981,149098,3004,Bullish
2012-09-11,49549,47020,   10716,   -1872,147630,2529,Bullish
2012-09-04,38833,48892,   -2812,    -849,136512,-10059,Bearish Reversal
2012-08-28,41645,49741,     872,   -3911,145214,-8096,Bullish Reversal
2012-08-21,40773,53652,    1890,   -3002,149461,-12879,Bullish Reversal
2012-08-14,38883,56654,    -790,    -279,156244,-17771,Bearish
2012-08-07,39673,56933,    1001,    3541,145059,-17260,Bearish
2012-07-31,38672,53392,   -2093,    -442,142774,-14720,Bearish
2012-07-24,40765,53834,     967,    5749,142395,-13069,Bearish
2012-07-17,39798,48085,     408,   -1670,138098,-8287,Bullish
2012-07-10,39390,49755,    1569,   -1284,134099,-10365,Bullish Reversal
2012-07-03,37821,51039,    -632,   -4258,135682,-13218,Bullish Reversal
2012-06-26,38453,55297,     697,    3259,146442,-16844,Bearish
2012-06-19,37756,52038,   -1037,   -1707,144845,-14282,Bullish Reversal
2012-06-12,38793,53745,   -1466,   -3151,152084,-14952,Bullish Reversal
2012-06-05,40259,56896,    -380,    4619,156252,-16637,Bearish
2012-05-29,40639,52277,     455,    1995,148694,-11638,Bearish Reversal
2012-05-22,40184,50282,   -1673,    4567,150189,-10098,Bearish
2012-05-15,41857,45715,   -1062,    6327,147934,-3858,Bearish
2012-05-08,42919,39388,    1515,    1874,144583,3531,Bearish
2012-05-01,41404,37514,    2717,    1149,144241,3890,Bullish Reversal
2012-04-24,38687,36365,   -2325,   -3390,159256,2322,Bullish
2012-04-17,41012,39755,    -300,   -1138,159119,1257,Bullish
2012-04-10,41312,40893,   -6866,    2244,148468,419,Bearish Reversal
2012-04-03,48178,38649,    3808,    2353,156569,9529,Bullish
2012-03-27,44370,36296,   -4465,    -264,152037,8074,Bearish Reversal
2012-03-20,48835,36560,    5411,    2208,154394,12275,Bullish
2012-03-13,43424,34352,   -1359,    1154,150968,9072,Bearish Reversal
2012-03-06,44783,33198,     883,    -191,152741,11585,Bullish Reversal
2012-02-28,43900,33389,     729,    -245,153312,10511,Bullish Reversal
2012-02-21,43171,33634,     890,    1062,162525,9537,Bearish Reversal
2012-02-14,42281,32572,    1703,    -964,164491,9709,Bullish
2012-02-07,40578,33536,    2913,      54,160030,7042,Bullish
2012-01-31,37665,33482,    1634,    1974,151787,4183,Bearish
2012-01-24,36031,31508,    1984,    -228,142751,4523,Bullish
2012-01-17,34047,31736,    2634,   -1387,132457,2311,Bullish
2012-01-10,31413,33123,    1784,    1946,126638,-1710,Bearish
2012-01-03,29629,31177,     960,   -1084,120794,-1548,Bullish
2011-12-27,28669,32261,     330,   -1033,117153,-3592,Bullish
2011-12-20,28339,33294,    1299,    2898,116050,-4955,Bearish
2011-12-13,27040,30396,     325,    1049,115993,-3356,Bearish
2011-12-06,26715,29347,     290,    -386,113252,-2632,Bullish
2011-11-29,26425,29733,     353,    -561,112374,-3308,Bullish Reversal
2011-11-22,26072,30294,    -920,    2188,124189,-4222,Bearish Reversal
2011-11-15,26992,28106,     295,    1721,129991,-1114,Bearish
2011-11-08,26697,26385,   -1944,    -469,123572,312,Bearish Reversal
2011-11-01,28641,26854,     266,   -4459,126363,1787,Bullish Reversal
2011-10-25,28375,31313,     265,   -2136,129893,-2938,Bullish
2011-10-18,28110,33449,     139,   -1581,129014,-5339,Bullish
2011-10-11,27971,35030,     -69,    3572,122868,-7059,Bearish
2011-10-04,28040,31458,   -1820,     136,121499,-3418,Bearish
2011-09-27,29860,31322,   -1791,   -3628,119891,-1462,Bullish Reversal
2011-09-20,31651,34950,     951,    6078,125531,-3299,Bearish
2011-09-13,30700,28872,      18,    1687,118383,1828,Bearish
2011-09-06,30682,27185,    1932,    1137,115872,3497,Bullish
2011-08-30,28750,26048,     612,    1760,115815,2702,Bearish Reversal
2011-08-23,28138,24288,     570,    2614,126380,3850,Bearish
2011-08-16,27568,21674,   -6807,   -1840,125673,5894,Bearish Reversal
2011-08-09,34375,23514,  -16661,   -3259,128475,10861,Bearish Reversal
2011-08-02,51036,26773,    -570,    -242,156089,24263,Bearish Reversal
2011-07-26,51606,27015,    2050,    1208,156140,24591,Bullish
2011-07-19,49556,25807,    1284,    1321,152876,23749,Bearish
2011-07-12,48272,24486,    7738,    2915,146864,23786,Bullish
2011-07-05,40534,21571,   10938,    1980,138627,18963,Bullish
2011-06-28,29596,19591,    -904,   -1144,124236,10005,Bullish Reversal
2011-06-21,30500,20735,    -622,     347,133849,9765,Bearish
2011-06-14,31122,20388,    1078,      72,132616,10734,Bullish
2011-06-07,30044,20316,     881,    1133,122995,9728,Bearish Reversal
2011-05-31,29163,19183,     781,   -3171,123919,9980,Bullish
2011-05-24,28382,22354,   -1311,     406,120829,6028,Bearish
2011-05-17,29693,21948,   -4752,    -678,119749,7745,Bearish Reversal
2011-05-10,34445,22626,   -5958,    3227,120303,11819,Bearish Reversal
2011-05-03,40403,19399,   -1673,    1001,125898,21004,Bearish Reversal
2011-04-26,42076,18398,   -1591,    -210,130849,23678,Bearish Reversal
2011-04-19,43667,18608,   -9306,   -3375,132383,25059,Bearish Reversal
2011-04-12,52973,21983,    6705,   -1901,142085,30990,Bullish
2011-04-05,46268,23884,   -1404,    3256,134293,22384,Bearish Reversal
2011-03-29,47672,20628,    3183,   -2039,135882,27044,Bullish
2011-03-22,44489,22667,   -1704,    -164,133713,21822,Bearish Reversal
2011-03-15,46193,22831,   -2910,   -1962,134739,23362,Bearish Reversal
2011-03-08,49103,24793,   -1217,    1092,141773,24310,Bearish Reversal
2011-03-01,50320,23701,   -3489,   -6878,147581,26619,Bullish Reversal
2011-02-22,53809,30579,   -5897,     -88,151893,23230,Bearish Reversal
2011-02-15,59706,30667,   -3381,   -2960,159468,29039,Bearish Reversal
2011-02-08,63087,33627,    5781,    1032,162263,29460,Bullish
2011-02-01,57306,32595,    3345,    2546,160259,24711,Bullish
