As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-08-21,6302,53520,     878,    2247,90905,-47218,Bearish
2018-08-14,5424,51273,    -304,    -563,90768,-45849,Bullish Reversal
2018-08-07,5728,51836,    -462,    1224,90930,-46108,Bearish Reversal
2018-07-31,6190,50612,    1426,      40,91099,-44422,Bullish Reversal
2018-07-24,4764,50572,   -2556,    1109,91838,-45808,Bearish Reversal
2018-07-17,7320,49463,    -988,    1034,91952,-42143,Bearish
2018-07-10,8308,48429,   -1291,   -1664,89910,-40121,Bullish Reversal
2018-07-03,9599,50093,   -3643,   -1180,91196,-40494,Bearish Reversal
2018-06-26,13242,51273,   -5595,     479,92933,-38031,Bearish Reversal
2018-06-19,18837,50794,    5817,     529,93601,-31957,Bullish Reversal
2018-06-12,13020,50265,   -3329,   -5300,101245,-37245,Bullish
2018-06-05,16349,55565,   -3395,   -7610,100867,-39216,Bullish Reversal
2018-05-29,19744,63175,   -5642,     478,107190,-43431,Bearish
2018-05-22,25386,62697,    -338,     580,104258,-37311,Bearish
2018-05-15,25724,62117,      34,    3825,103691,-36393,Bearish
2018-05-08,25690,58292,   -3120,   10026,97900,-32602,Bearish
2018-05-01,28810,48266,    -566,    8665,84228,-19456,Bearish
2018-04-24,29376,39601,    4409,    4113,71004,-10225,Bullish
2018-04-17,24967,35488,    6597,    6374,59012,-10521,Bullish
2018-04-10,18370,29114,     462,    1295,51144,-10744,Bearish
2018-04-03,17908,27819,    1916,    2382,48734,-9911,Bearish
2018-03-27,15992,25437,   -1439,    -240,44649,-9445,Bearish
2018-03-20,17431,25677,     241,    1915,44305,-8246,Bearish Reversal
2018-03-13,17190,23762,    -755,   -2660,63221,-6572,Bullish
2018-03-06,17945,26422,    2057,   -5465,62349,-8477,Bullish Reversal
2018-02-27,15888,31887,   -1175,    -964,69018,-15999,Bearish Reversal
2018-02-20,17063,32851,    -700,   -4837,69137,-15788,Bullish Reversal
2018-02-13,17763,37688,     865,     549,74651,-19925,Bullish
2018-02-06,16898,37139,     225,     139,73968,-20241,Bullish
2018-01-30,16673,37000,    2428,     640,72587,-20327,Bullish
2018-01-23,14245,36360,      12,    1021,71767,-22115,Bearish
2018-01-16,14233,35339,   -4290,   -5106,70214,-21106,Bullish Reversal
2018-01-09,18523,40445,   -6461,    -771,77070,-21922,Bearish
2018-01-02,24984,41216,   -6975,   -4645,75662,-16232,Bearish Reversal
2017-12-26,31959,45861,    2084,   -1409,81655,-13902,Bullish
2017-12-19,29875,47270,   10526,    -844,78872,-17395,Bullish Reversal
2017-12-12,19349,48114,    1458,     656,95115,-28765,Bullish
2017-12-05,17891,47458,     310,    -307,80778,-29567,Bullish
2017-11-28,17581,47765,   -3240,   -2796,79544,-30184,Bearish Reversal
2017-11-21,20821,50561,    1351,    3108,82906,-29740,Bearish
2017-11-14,19470,47453,     -98,    2775,81661,-27983,Bearish
2017-11-07,19568,44678,   -1433,    3006,79116,-25110,Bearish
2017-10-31,21001,41672,   -1538,    7536,74717,-20671,Bearish
2017-10-24,22539,34136,     365,    7031,63892,-11597,Bearish
2017-10-17,22174,27105,    3963,    4632,55168,-4931,Bearish
2017-10-10,18211,22473,     597,    1566,49039,-4262,Bearish
2017-10-03,17614,20907,    2688,    4119,44571,-3293,Bearish
2017-09-26,14926,16788,    1539,    1832,39765,-1862,Bearish
2017-09-19,13387,14956,    -169,      86,35451,-1569,Bearish Reversal
2017-09-12,13556,14870,    1664,     807,44076,-1314,Bullish
2017-09-05,11892,14063,   -1317,    -924,42019,-2171,Bearish Reversal
2017-08-29,13209,14987,    1041,     832,42067,-1778,Bullish
2017-08-22,12168,14155,    -388,     418,40420,-1987,Bearish
2017-08-15,12556,13737,   -2712,   -2933,39380,-1181,Bullish Reversal
2017-08-08,15268,16670,    1732,    4574,43122,-1402,Bearish
2017-08-01,13536,12096,   -1357,   -4347,39812,1440,Bullish Reversal
2017-07-25,14893,16443,    1061,   -1056,45005,-1550,Bullish
2017-07-18,13832,17499,    3473,    7348,43183,-3667,Bearish
2017-07-11,10359,10151,    -569,    -890,37943,208,Bullish Reversal
2017-07-03,10928,11041,    -290,   -4846,38491,-113,Bullish
2017-06-27,11218,15887,     -57,    1630,37364,-4669,Bearish
2017-06-20,11275,14257,    2757,   -8721,35051,-2982,Bullish Reversal
2017-06-13,8518,22978,    1766,    -329,55138,-14460,Bullish
2017-06-06,6752,23307,   -1983,   -3940,51728,-16555,Bullish Reversal
2017-05-30,8735,27247,    2617,    1344,54403,-18512,Bullish
2017-05-23,6118,25903,    2172,     795,51178,-19785,Bullish
2017-05-16,3946,25108,   -4534,    1432,48928,-21162,Bearish
2017-05-09,8480,23676,    4032,    1520,48410,-15196,Bullish
2017-05-02,4448,22156,   -3206,   -2815,43343,-17708,Bearish Reversal
2017-04-25,7654,24971,   -3176,     339,46882,-17317,Bearish Reversal
2017-04-18,10830,24632,   -2277,    1397,48435,-13802,Bearish
2017-04-11,13107,23235,    7413,    3716,46768,-10128,Bullish
2017-04-04,5694,19519,   -1192,   -3759,39010,-13825,Bullish Reversal
2017-03-28,6886,23278,   -2203,    2210,42124,-16392,Bearish Reversal
2017-03-21,9089,21068,   -3861,    -879,42613,-11979,Bearish Reversal
2017-03-14,12950,21947,     232,    -787,45623,-8997,Bullish Reversal
2017-03-07,12718,22734,    9149,    7351,56508,-10016,Bullish
2017-02-28,3569,15383,   -3376,    -498,46601,-11814,Bearish Reversal
2017-02-21,6945,15881,     337,   -2211,48398,-8936,Bullish
2017-02-14,6608,18092,    -451,   -3588,47482,-11484,Bullish Reversal
2017-02-07,7059,21680,     247,   -2272,48883,-14621,Bullish Reversal
2017-01-31,6812,23952,     614,    4110,49558,-17140,Bearish
2017-01-24,6198,19842,    -968,   -1007,45493,-13644,Bullish Reversal
2017-01-17,7166,20849,   -2846,   -3409,45713,-13683,Bullish Reversal
2017-01-10,10012,24258,   -1801,    -994,50253,-14246,Bearish Reversal
2017-01-03,11813,25252,   -2490,     858,53455,-13439,Bearish Reversal
2016-12-27,14303,24394,  -19173,   -1972,54605,-10091,Bearish Reversal
2016-12-20,33476,26366,   27876,   -4522,55185,7110,Bullish Reversal
2016-12-13,5600,30888,   -4259,   -4368,64633,-25288,Bullish Reversal
2016-12-06,9859,35256,   -3168,   -2105,65455,-25397,Bearish Reversal
2016-11-29,13027,37361,    3512,    4946,67062,-24334,Bearish
2016-11-22,9515,32415,    2510,    3216,60191,-22900,Bearish
2016-11-15,7005,29199,     199,    -898,54533,-22194,Bullish
2016-11-08,6806,30097,   -5938,   -2617,53632,-23291,Bearish Reversal
2016-11-01,12744,32714,   -6084,   -4814,59698,-19970,Bearish Reversal
2016-10-25,18828,37528,     499,    2822,67211,-18700,Bearish
2016-10-18,18329,34706,   -1817,    5152,63226,-16377,Bearish
2016-10-11,20146,29554,     853,    7325,55747,-9408,Bearish
2016-10-04,19293,22229,    6490,    3470,46330,-2936,Bullish
2016-09-27,12803,18759,  -14478,    -109,38969,-5956,Bearish Reversal
2016-09-20,27281,18868,    6428,    -637,40838,8413,Bullish Reversal
2016-09-13,20853,19505,   -1966,   -1863,44748,1348,Bearish Reversal
2016-09-06,22819,21368,   -1738,    5019,45795,1451,Bearish
2016-08-30,24557,16349,    3636,   -2687,42294,8208,Bullish
2016-08-23,20921,19036,     925,   -2505,39554,1885,Bullish Reversal
2016-08-16,19996,21541,    -430,    1222,42786,-1545,Bearish Reversal
2016-08-09,20426,20319,    -790,   -2612,43405,107,Bullish Reversal
2016-08-02,21216,22931,   -5591,   -2930,44853,-1715,Bearish Reversal
2016-07-26,26807,25861,    3616,    7357,51507,946,Bearish
2016-07-19,23191,18504,    -139,    1892,41766,4687,Bearish
2016-07-12,23330,16612,     856,    2816,39010,6718,Bearish
2016-07-05,22474,13796,    -431,    1758,34796,8678,Bearish Reversal
2016-06-28,22905,12038,   -1111,   -5597,35507,10867,Bullish Reversal
2016-06-21,24016,17635,   -4476,   -3727,38535,6381,Bearish Reversal
2016-06-14,28492,21362,    6848,   -9927,43110,7130,Bullish Reversal
2016-06-07,21644,31289,   -2647,    7127,62626,-9645,Bearish
2016-05-31,24291,24162,    -593,    3232,57175,129,Bearish
2016-05-24,24884,20930,    2421,    2614,52142,3954,Bearish
2016-05-17,22463,18316,    -211,    2559,44754,4147,Bearish
2016-05-10,22674,15757,    1377,    1289,42701,6917,Bullish
2016-05-03,21297,14468,   -2693,    -257,41656,6829,Bearish Reversal
2016-04-26,23990,14725,    4131,    4276,42860,9265,Bearish Reversal
2016-04-19,19859,10449,    2381,    1209,43212,9410,Bullish
2016-04-12,17478,9240,     914,   -1675,39757,8238,Bullish
2016-04-05,16564,10915,   -1368,   -2370,36411,5649,Bullish
2016-03-29,17932,13285,   -1459,   -1920,35601,4647,Bullish Reversal
2016-03-22,19391,15205,   -3228,   -2152,37656,4186,Bearish Reversal
2016-03-15,22619,17357,    2884,   -2507,40250,5262,Bullish Reversal
2016-03-08,19735,19864,      12,   -1366,49744,-129,Bullish
2016-03-01,19723,21230,    -490,   -1304,47634,-1507,Bullish Reversal
2016-02-23,20213,22534,      72,   -1973,47838,-2321,Bullish Reversal
2016-02-16,20141,24507,    -215,   -3117,48564,-4366,Bullish Reversal
2016-02-09,20356,27624,   -5614,   -3041,52701,-7268,Bearish Reversal
2016-02-02,25970,30665,    1038,    1230,59370,-4695,Bearish
2016-01-26,24932,29435,    -259,    5150,55694,-4503,Bearish
2016-01-19,25191,24285,     707,    3125,49290,906,Bearish
2016-01-12,24484,21160,   -1935,   -1639,46428,3324,Bearish Reversal
2016-01-05,26419,22799,    -417,    -473,50276,3620,Bullish
2015-12-29,26836,23272,    -810,   -1622,49114,3564,Bullish Reversal
2015-12-22,27646,24894,   -2064,   -2865,50265,2752,Bullish Reversal
2015-12-15,29710,27759,   18172,   -9319,52468,1951,Bullish Reversal
2015-12-08,11538,37078,   -6775,   -6024,77258,-25540,Bearish Reversal
2015-12-01,18313,43102,      -1,    2579,78546,-24789,Bearish
2015-11-24,18314,40523,    -700,    6180,72945,-22209,Bearish
2015-11-17,19014,34343,      69,    6088,67119,-15329,Bearish
2015-11-10,18945,28255,    1153,    3428,60031,-9310,Bearish
2015-11-03,17792,24827,    3845,   12379,51953,-7035,Bearish
2015-10-27,13947,12448,    1950,    1076,38453,1499,Bullish
2015-10-20,11997,11372,    1134,   -1843,35628,625,Bullish
2015-10-13,10863,13215,   -1543,   -3161,34934,-2352,Bullish Reversal
2015-10-06,12406,16376,    -860,     395,38826,-3970,Bearish
2015-09-29,13266,15981,    -456,     383,38229,-2715,Bearish
2015-09-22,13722,15598,   -5317,     341,36981,-1876,Bearish Reversal
2015-09-15,19039,15257,   13454,    2776,37846,3782,Bullish Reversal
2015-09-08,5585,12481,     143,   -1464,40937,-6896,Bullish
2015-09-01,5442,13945,     553,   -3541,36203,-8503,Bullish Reversal
2015-08-25,4889,17486,   -3294,    -565,37901,-12597,Bearish Reversal
2015-08-18,8183,18051,   -1485,    1371,43588,-9868,Bearish Reversal
2015-08-11,9668,16680,   -1696,    3850,43677,-7012,Bearish
2015-08-04,11364,12830,    1603,    3193,37399,-1466,Bearish
2015-07-28,9761,9637,    -120,    3173,32365,124,Bearish
2015-07-21,9881,6464,    3383,    3047,28424,3417,Bullish
2015-07-14,6498,3417,   -2727,     313,22390,3081,Bearish Reversal
2015-07-07,9225,3104,    -334,     400,23740,6121,Bearish
2015-06-30,9559,2704,    -351,    -134,21472,6855,Bearish Reversal
2015-06-23,9910,2838,    1052,    -662,21869,7072,Bullish
2015-06-16,8858,3500,   -4657,     114,19852,5358,Bearish Reversal
2015-06-09,13515,3386,    1001,    -769,33813,10129,Bullish
2015-06-02,12514,4155,    1312,    1283,32449,8359,Bullish
2015-05-26,11202,2872,    -912,     163,30432,8330,Bearish Reversal
2015-05-19,12114,2709,   -2664,   -1519,31796,9405,Bearish Reversal
2015-05-12,14778,4228,     604,   -4615,33465,10550,Bullish Reversal
2015-05-05,14174,8843,    3030,    -966,34449,5331,Bullish
2015-04-28,11144,9809,      39,    -961,31585,1335,Bullish Reversal
2015-04-21,11105,10770,   -1135,   -1300,31727,335,Bullish Reversal
2015-04-14,12240,12070,    -506,    -556,33935,170,Bullish
2015-04-07,12746,12626,    -933,    -347,33245,120,Bearish Reversal
2015-03-31,13679,12973,    1075,   -3586,34149,706,Bullish Reversal
2015-03-24,12604,16559,   -5525,     665,36296,-3955,Bearish Reversal
2015-03-17,18129,15894,   10912,     297,38889,2235,Bullish Reversal
2015-03-10,7217,15597,     190,    2508,52384,-8380,Bearish
2015-03-03,7027,13089,    1799,    2776,40861,-6062,Bearish
2015-02-24,5228,10313,     488,    -471,34765,-5085,Bullish
2015-02-17,4740,10784,   -1031,    -473,34204,-6044,Bearish Reversal
2015-02-10,5771,11257,   -2612,   -2476,34459,-5486,Bearish Reversal
2015-02-03,8383,13733,    -458,   -2481,38421,-5350,Bullish Reversal
2015-01-27,8841,16214,     615,   -1821,42956,-7373,Bullish Reversal
2015-01-20,8226,18035,    3304,  -13331,47236,-9809,Bullish Reversal
2015-01-13,4922,31366,    -625,    1648,66272,-26444,Bearish
2015-01-06,5547,29718,   -3304,    4322,64427,-24171,Bearish
2014-12-30,8851,25396,    2337,    2036,57951,-16545,Bullish
2014-12-23,6514,23360,  -12391,     800,55021,-16846,Bearish
2014-12-16,18905,22560,    9934,   -8508,51377,-3655,Bullish Reversal
2014-12-09,8971,31068,     343,    -482,78496,-22097,Bullish
2014-12-02,8628,31550,     475,     -27,63659,-22922,Bullish
2014-11-25,8153,31577,    -989,     319,61037,-23424,Bearish
2014-11-18,9142,31258,     390,    -169,60718,-22116,Bullish Reversal
2014-11-11,8752,31427,     908,    3362,61280,-22675,Bearish
2014-11-04,7844,28065,     957,     895,59699,-20221,Bullish
2014-10-28,6887,27170,    -756,    1665,57006,-20283,Bearish
2014-10-21,7643,25505,   -3470,   -3161,55550,-17862,Bearish Reversal
2014-10-14,11113,28666,   -4396,     738,60968,-17553,Bearish
2014-10-07,15509,27928,    3511,    3373,60516,-12419,Bullish
2014-09-30,11998,24555,    3644,    2826,57223,-12557,Bullish
2014-09-23,8354,21729,   -4535,   -2556,52124,-13375,Bearish Reversal
2014-09-16,12889,24285,    3033,     604,54929,-11396,Bullish Reversal
2014-09-09,9856,23681,     690,    1348,77317,-13825,Bearish
2014-09-02,9166,22333,    1700,    1828,60436,-13167,Bearish
2014-08-26,7466,20505,    1292,   -1161,53761,-13039,Bullish
2014-08-19,6174,21666,     927,    -940,50414,-15492,Bullish Reversal
2014-08-12,5247,22606,   -4000,   -5494,51981,-17359,Bullish Reversal
2014-08-05,9247,28100,     582,    7671,57238,-18853,Bearish
2014-07-29,8665,20429,    -977,    3407,44022,-11764,Bearish
2014-07-22,9642,17022,     843,    1961,38359,-7380,Bearish
2014-07-15,8799,15061,    -337,    -888,35007,-6262,Bullish Reversal
2014-07-08,9136,15949,    -595,   -1042,35053,-6813,Bullish Reversal
2014-07-01,9731,16991,     662,    2550,35221,-7260,Bearish
2014-06-24,9069,14441,   -6227,    2665,33599,-5372,Bearish
2014-06-17,15296,11776,    5681,    -869,32259,3520,Bullish Reversal
2014-06-10,9615,12645,   -2292,   -1274,52445,-3030,Bearish
2014-06-03,11907,13919,     348,   -1512,48936,-2012,Bullish
2014-05-27,11559,15431,   -5828,    3063,48284,-3872,Bearish Reversal
2014-05-20,17387,12368,     436,    2223,48803,5019,Bearish
2014-05-13,16951,10145,   -8151,   -1773,45282,6806,Bearish Reversal
2014-05-06,25102,11918,    3142,    3661,55538,13184,Bearish
2014-04-29,21960,8257,     228,     548,47424,13703,Bearish
2014-04-22,21732,7709,   -2173,   -2130,46888,14023,Bearish Reversal
2014-04-15,23905,9839,    4630,    1899,48976,14066,Bullish
2014-04-08,19275,7940,   -5525,   -2629,44752,11335,Bearish Reversal
2014-04-01,24800,10569,    -237,     351,47228,14231,Bearish Reversal
2014-03-25,25037,10218,    -274,      23,47353,14819,Bearish Reversal
2014-03-18,25311,10195,    2214,   -3945,49391,15116,Bullish Reversal
2014-03-11,23097,14140,    1279,   -5510,66889,8957,Bullish
2014-03-04,21818,19650,    2422,     612,60532,2168,Bullish
2014-02-25,19396,19038,    5208,    2022,55157,358,Bullish
2014-02-18,14188,17016,    2022,    5405,51003,-2828,Bearish
2014-02-11,12166,11611,   -1070,     595,42433,555,Bearish
2014-02-04,13236,11016,    1847,    -814,41918,2220,Bullish
2014-01-28,11389,11830,    -256,   -1736,40869,-441,Bullish Reversal
2014-01-21,11645,13566,    -956,   -1976,42110,-1921,Bullish Reversal
2014-01-14,12601,15542,   -6212,    1456,42791,-2941,Bearish
2014-01-07,18813,14086,   -7694,   -1532,42087,4727,Bearish Reversal
2013-12-31,26507,15618,     -30,    1001,51139,10889,Bearish
2013-12-24,26537,14617,    1245,    1280,51131,11920,Bearish
2013-12-17,25292,13337,    3079,    3122,47367,11955,Bearish Reversal
2013-12-10,22213,10215,    7724,    2273,64506,11998,Bullish
2013-12-03,14489,7942,    1477,    -418,45862,6547,Bullish
2013-11-26,13012,8360,     -86,   -1069,42421,4652,Bullish
2013-11-19,13098,9429,   -1024,   -1504,41770,3669,Bullish Reversal
2013-11-12,14122,10933,   -6357,   -1451,44399,3189,Bearish Reversal
2013-11-05,20479,12384,   -2248,    1108,52752,8095,Bearish Reversal
2013-10-29,22727,11276,     552,      32,54705,11451,Bullish
2013-10-22,22175,11244,     418,     254,52402,10931,Bullish
2013-10-15,21757,10990,    1444,    1092,50287,10767,Bullish Reversal
2013-10-08,20313,9898,    2415,   -1364,51017,10415,Bullish
2013-10-01,17898,11262,    2769,    1878,45298,6636,Bullish
2013-09-24,15129,9384,    5137,       8,39512,5745,Bullish
2013-09-17,9992,9376,    -606,    -802,29094,616,Bullish Reversal
2013-09-10,10598,10178,    -211,     428,38760,420,Bearish Reversal
2013-09-03,10809,9750,    -787,   -1444,40091,1059,Bullish Reversal
2013-08-27,11596,11194,    -465,    -576,41682,402,Bullish
2013-08-20,12061,11770,    1435,    3280,41138,291,Bearish
2013-08-13,10626,8490,    1870,    -591,37584,2136,Bullish
2013-08-06,8756,9081,    -775,   -1711,34942,-325,Bullish
2013-07-30,9531,10792,    3192,    -980,34099,-1261,Bullish Reversal
2013-07-23,6339,11772,   -4415,   -3951,34906,-5433,Bearish Reversal
2013-07-16,10754,15723,   -1553,    1640,40258,-4969,Bearish
2013-07-09,12307,14083,    3388,    5048,39437,-1776,Bearish
2013-07-02,8919,9035,   -1013,    1567,31795,-116,Bearish
2013-06-25,9932,7468,   -5045,   -1718,31477,2464,Bearish Reversal
2013-06-18,14977,9186,    8401,  -18128,33846,5791,Bullish Reversal
2013-06-11,6576,27314,     705,   -4360,65244,-20738,Bullish
2013-06-04,5871,31674,   -2065,   -5234,64552,-25803,Bullish Reversal
2013-05-28,7936,36908,    -878,    8164,70015,-28972,Bearish
2013-05-21,8814,28744,    -736,    3784,65146,-19930,Bearish
2013-05-14,9550,24960,    2259,   11434,58084,-15410,Bearish
2013-05-07,7291,13526,    -841,   -2870,49245,-6235,Bullish Reversal
2013-04-30,8132,16396,   -5117,    4326,50872,-8264,Bearish
2013-04-23,13249,12070,   -1705,   -6137,50101,1179,Bullish Reversal
2013-04-16,14954,18207,    8384,    1623,53769,-3253,Bullish
2013-04-09,6570,16584,   -3219,   -5220,42751,-10014,Bullish Reversal
2013-04-02,9789,21804,    1121,     938,51473,-12015,Bullish
2013-03-26,8668,20866,   -2475,   -1273,49575,-12198,Bearish Reversal
2013-03-19,11143,22139,    4937,    2445,50580,-10996,Bullish Reversal
2013-03-12,6206,19694,    -886,    1152,69408,-13488,Bearish
2013-03-05,7092,18542,   -1073,    2186,55311,-11450,Bearish
2013-02-26,8165,16356,   -2904,    4612,47602,-8191,Bearish
2013-02-19,11069,11744,   -1044,    4183,42833,-675,Bearish
2013-02-12,12113,7561,    -978,   -1654,41850,4552,Bullish Reversal
2013-02-05,13091,9215,    1097,    1369,43585,3876,Bearish
2013-01-29,11994,7846,   -3238,   -1002,38618,4148,Bearish Reversal
2013-01-22,15232,8848,   -3775,    2611,39483,6384,Bearish Reversal
2013-01-15,19007,6237,    -597,   -3106,43176,12770,Bullish Reversal
2013-01-08,19604,9343,   -4196,   -2826,46716,10261,Bearish Reversal
2012-12-31,23800,12169,    1903,    1707,50182,11631,Bullish
2012-12-24,21897,10462,    4536,   -2619,48634,11435,Bullish
2012-12-18,17361,13081,    6118,    5047,43412,4280,Bullish Reversal
2012-12-11,11243,8034,    -479,   -3052,48835,3209,Bullish
2012-12-04,11722,11086,    1978,   -2025,44798,636,Bullish
2012-11-27,9744,13111,    2524,   -6597,42767,-3367,Bullish Reversal
2012-11-20,7220,19708,   -4168,    -568,46210,-12488,Bearish Reversal
2012-11-13,11388,20276,   -2121,    6464,46940,-8888,Bearish
2012-11-06,13509,13812,    1724,    4393,40311,-303,Bearish
2012-10-30,11785,9419,    1029,    1024,37591,2366,Bullish
2012-10-23,10756,8395,     467,   -3086,36769,2361,Bullish
2012-10-16,10289,11481,   -1387,    -501,36487,-1192,Bearish
2012-10-09,11676,11982,    -965,   -1643,35264,-306,Bullish Reversal
2012-10-02,12641,13625,    -926,    -846,37313,-984,Bearish Reversal
2012-09-25,13567,14471,     -59,   -3682,37328,-904,Bullish Reversal
2012-09-18,13626,18153,    1978,   -2462,38449,-4527,Bullish Reversal
2012-09-11,11648,20615,    2635,   -1510,58031,-8967,Bullish
2012-09-04,9013,22125,   -1671,     -20,55949,-13112,Bearish
2012-08-28,10684,22145,    4763,     562,55426,-11461,Bullish
2012-08-21,5921,21583,    -219,   -3411,54619,-15662,Bullish Reversal
2012-08-14,6140,24994,    -631,     308,56773,-18854,Bearish
2012-08-07,6771,24686,    1362,     469,56379,-17915,Bullish Reversal
2012-07-31,5409,24217,     307,   -6830,59536,-18808,Bullish Reversal
2012-07-24,5102,31047,   -1107,    1748,64375,-25945,Bearish
2012-07-17,6209,29299,     394,    5900,62836,-23090,Bearish
2012-07-10,5815,23399,     552,    -924,58117,-17584,Bullish
2012-07-03,5263,24323,     626,   -4150,53322,-19060,Bullish
2012-06-26,4637,28473,  -19471,   -2642,52447,-23836,Bearish Reversal
2012-06-19,24108,31115,   18888,   -7406,55756,-7007,Bullish Reversal
2012-06-12,5220,38521,    -527,    -874,92023,-33301,Bullish
2012-06-05,5747,39395,   -1135,    1917,71967,-33648,Bearish
2012-05-29,6882,37478,    1981,   -2274,71895,-30596,Bullish
2012-05-22,4901,39752,   -1226,    6931,71832,-34851,Bearish
2012-05-15,6127,32821,    1147,   11347,63543,-26694,Bearish
2012-05-08,4980,21474,    -712,    1471,45717,-16494,Bearish
2012-05-01,5692,20003,    1380,    -950,41657,-14311,Bullish
2012-04-24,4312,20953,   -1728,    1151,40155,-16641,Bearish Reversal
2012-04-17,6040,19802,    -508,    3335,41358,-13762,Bearish
2012-04-10,6548,16467,     -67,   -4824,39995,-9919,Bullish Reversal
2012-04-03,6615,21291,     322,     -98,43624,-14676,Bullish
2012-03-27,6293,21389,   -5454,   -1549,42852,-15096,Bearish Reversal
2012-03-20,11747,22938,    2396,   -1211,43616,-11191,Bullish Reversal
2012-03-13,9351,24149,    1237,   -3443,56305,-14798,Bullish
2012-03-06,8114,27592,   -1661,   -1574,53649,-19478,Bearish
2012-02-28,9775,29166,    1875,    1420,52360,-19391,Bullish
2012-02-21,7900,27746,    -763,    3220,51197,-19846,Bearish
2012-02-14,8663,24526,     332,    6400,48092,-15863,Bearish
2012-02-07,8331,18126,    1854,     427,42826,-9795,Bullish
2012-01-31,6477,17699,    1305,      13,40836,-11222,Bullish
2012-01-24,5172,17686,     523,     215,39314,-12514,Bullish Reversal
2012-01-17,4649,17471,    -463,     262,41577,-12822,Bearish Reversal
2012-01-10,5112,17209,    1325,    1067,41869,-12097,Bullish
2012-01-03,3787,16142,     -42,    1515,37999,-12355,Bearish
2011-12-27,3829,14627,   -6588,    1074,35741,-10798,Bearish
2011-12-20,10417,13553,    5412,   -1933,33020,-3136,Bullish Reversal
2011-12-13,5005,15486,     647,     -30,56102,-10481,Bullish
2011-12-06,4358,15516,    -592,    1239,42548,-11158,Bearish
2011-11-29,4950,14277,     901,    4358,37224,-9327,Bearish
2011-11-22,4049,9919,   -1259,    2707,31022,-5870,Bearish
2011-11-15,5308,7212,   -1620,    2446,30206,-1904,Bearish
2011-11-08,6928,4766,    3704,    -204,25539,2162,Bullish
2011-11-01,3224,4970,   -1853,   -1310,23607,-1746,Bearish Reversal
2011-10-25,5077,6280,    1248,     208,27697,-1203,Bullish
2011-10-18,3829,6072,   -1404,     852,26097,-2243,Bearish
2011-10-11,5233,5220,     123,    -999,24317,13,Bullish Reversal
2011-10-04,5110,6219,   -1508,    2025,24964,-1109,Bearish
2011-09-27,6618,4194,    -640,    1157,23123,2424,Bearish
2011-09-20,7258,3037,   -3151,   -1879,21500,4221,Bearish Reversal
2011-09-13,10409,4916,   -2180,    -124,43828,5493,Bearish Reversal
2011-09-06,12589,5040,    -758,    1035,45785,7549,Bearish
2011-08-30,13347,4005,   -1542,   -1247,45566,9342,Bearish Reversal
2011-08-23,14889,5252,    1559,     930,48964,9637,Bullish
2011-08-16,13330,4322,   -1119,   -5472,48498,9008,Bullish Reversal
2011-08-09,14449,9794,  -11144,   -3458,53055,4655,Bearish Reversal
2011-08-02,25593,13252,    4490,      26,56911,12341,Bullish
2011-07-26,21103,13226,     -56,    3561,53513,7877,Bearish
2011-07-19,21159,9665,    3020,    -393,52133,11494,Bullish
2011-07-12,18139,10058,    2156,    -634,48630,8081,Bullish
2011-07-05,15983,10692,   -5429,    -772,47566,5291,Bearish Reversal
2011-06-28,21412,11464,   -2288,    -423,51227,9948,Bearish Reversal
2011-06-21,23700,11887,   -1855,    -381,51304,11813,Bearish Reversal
2011-06-14,25555,12268,    -735,    2843,54048,13287,Bearish Reversal
2011-06-07,26290,9425,   -1556,    2698,74339,16865,Bearish
2011-05-31,27846,6727,    4758,   -1636,67713,21119,Bullish
2011-05-24,23088,8363,   -1321,    -385,66776,14725,Bearish Reversal
2011-05-17,24409,8748,   -3496,   -2821,68304,15661,Bearish Reversal
2011-05-10,27905,11569,    -646,    1399,72312,16336,Bearish Reversal
2011-05-03,28551,10170,    1002,     462,72778,18381,Bullish
2011-04-26,27549,9708,     278,    -189,71635,17841,Bullish
2011-04-19,27271,9897,    4999,    2282,69281,17374,Bullish
2011-04-12,22272,7615,     684,   -3130,61505,14657,Bullish
2011-04-05,21588,10745,   -2596,    5518,59954,10843,Bearish
2011-03-29,24184,5227,    -699,    1645,56730,18957,Bearish Reversal
2011-03-22,24883,3582,   -7412,   -1073,56786,21301,Bearish Reversal
2011-03-15,32295,4655,    1454,   -2525,61506,27640,Bullish Reversal
2011-03-08,30841,7180,    1623,   -4021,62936,23661,Bullish
2011-03-01,29218,11201,   10892,    5166,57360,18017,Bullish
2011-02-22,18326,6035,     859,    -914,43931,12291,Bullish
2011-02-15,17467,6949,   -5219,   -7556,41934,10518,Bullish Reversal
2011-02-08,22686,14505,     607,    2867,47876,8181,Bearish
2011-02-01,22079,11638,    4404,     557,46750,10441,Bullish
2011-01-25,17675,11081,   -2036,   -1638,40470,6594,Bearish Reversal
2011-01-18,19711,12719,    -786,    3040,41839,6992,Bearish Reversal
2011-01-11,20497,9679,   -3990,   -1776,42839,10818,Bearish Reversal
2011-01-04,24487,11455,     138,    1108,47484,13032,Bearish
2010-12-28,24349,10347,   -1016,   -2491,46356,14002,Bullish
2010-12-21,25365,12838,    4571,    2760,44704,12527,Bullish
