As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-10-16,19849,91340,   -5747,   -7540,155988,-71491,Bullish Reversal
2018-10-09,25596,98880,    5126,    6692,170758,-73284,Bearish
2018-10-02,20470,92188,   -1418,   -1761,154671,-71718,Bullish Reversal
2018-09-25,21888,93949,   -4343,    -285,158761,-72061,Bearish Reversal
2018-09-18,26231,94234,  -21999,    1692,162860,-68003,Bearish Reversal
2018-09-11,48230,92542,   16458,   16739,176761,-44312,Bearish
2018-09-04,31772,75803,    6980,    6378,156234,-44031,Bullish
2018-08-28,24792,69425,    -736,   -6310,141344,-44633,Bullish Reversal
2018-08-21,25528,75735,    -121,   -1697,145299,-50207,Bullish Reversal
2018-08-14,25649,77432,    4285,    1528,149238,-51783,Bullish
2018-08-07,21364,75904,    -278,    2786,141237,-54540,Bearish
2018-07-31,21642,73118,   -1034,    4956,137325,-51476,Bearish
2018-07-24,22676,68162,   -5854,    -893,133557,-45486,Bearish
2018-07-17,28530,69055,   -1582,   -2030,132268,-40525,Bullish Reversal
2018-07-10,30112,71085,   -4949,   -3206,135171,-40973,Bearish Reversal
2018-07-03,35061,74291,    1956,     208,141049,-39230,Bullish
2018-06-26,33105,74083,     893,   -1228,137795,-40978,Bullish
2018-06-19,32212,75311,  -13106,   14758,135854,-43099,Bearish Reversal
2018-06-12,45318,60553,   -6401,  -11374,137724,-15235,Bullish Reversal
2018-06-05,51719,71927,   -6937,   -9964,143872,-20208,Bullish Reversal
2018-05-29,58656,81891,    2593,    4716,155973,-23235,Bearish
2018-05-22,56063,77175,  -16451,  -18445,150320,-21112,Bullish Reversal
2018-05-15,72514,95620,    9763,   16103,173515,-23106,Bearish
2018-05-08,62751,79517,    -570,   10524,160224,-16766,Bearish
2018-05-01,63321,68993,   13741,   16017,145711,-5672,Bearish
2018-04-24,49580,52976,   19748,   12989,122645,-3396,Bullish
2018-04-17,29832,39987,   -8961,   -1602,99720,-10155,Bearish Reversal
2018-04-10,38793,41589,   -7359,   -4638,104209,-2796,Bearish Reversal
2018-04-03,46152,46227,   -4920,    3229,108830,-75,Bearish
2018-03-27,51072,42998,   -2678,    7173,104797,8074,Bearish
2018-03-20,53750,35825,   15384,   -3320,97255,17925,Bullish Reversal
2018-03-13,38366,39145,   -9103,   -5189,106473,-779,Bearish
2018-03-06,47469,44334,     214,    6653,106051,3135,Bearish Reversal
2018-02-27,47255,37681,      85,    2386,111306,9574,Bearish
2018-02-20,47170,35295,   -2038,   -4832,111159,11875,Bullish Reversal
2018-02-13,49208,40127,  -19065,  -14398,113967,9081,Bearish Reversal
2018-02-06,68273,54525,    4777,    4180,139810,13748,Bullish Reversal
2018-01-30,63496,50345,     -55,    3473,140204,13151,Bearish Reversal
2018-01-23,63551,46872,   13203,    6598,141176,16679,Bullish
2018-01-16,50348,40274,   -1999,   -6615,123922,10074,Bullish
2018-01-09,52347,46889,    7172,  -18312,123463,5458,Bullish
2018-01-02,45175,65201,    6965,   13352,123176,-20026,Bearish
2017-12-26,38210,51849,     198,    1177,110525,-13639,Bearish
2017-12-19,38012,50672,  -55372,   -1992,105270,-12660,Bearish Reversal
2017-12-12,93384,52664,    9750,    9358,157029,40720,Bullish
2017-12-05,83634,43306,    5432,    3986,139427,40328,Bullish
2017-11-28,78202,39320,      68,    1003,134805,38882,Bearish
2017-11-21,78134,38317,    4979,    9194,132975,39817,Bearish
2017-11-14,73155,29123,   -1989,    -584,126097,44032,Bearish
2017-11-07,75144,29707,  -10278,   -4107,125196,45437,Bearish Reversal
2017-10-31,85422,33814,    -397,    5245,131999,51608,Bearish Reversal
2017-10-24,85819,28569,      56,    4606,134558,57250,Bearish
2017-10-17,85763,23963,   -7939,    -557,134145,61800,Bearish Reversal
2017-10-10,93702,24520,   -4797,   -2167,140854,69182,Bearish Reversal
2017-10-03,98499,26687,   -5008,     374,147098,71812,Bearish Reversal
2017-09-26,103507,26313,     517,   -4165,154112,77194,Bullish Reversal
2017-09-19,102990,30478,    1277,   -8202,158733,72512,Bullish Reversal
2017-09-12,101713,38680,   -1640,     231,187355,63033,Bearish
2017-09-05,103353,38449,    2391,    4014,168171,64904,Bearish
2017-08-29,100962,34435,    9404,    3361,159477,66527,Bullish
2017-08-22,91558,31074,   -1760,   -2632,149592,60484,Bullish Reversal
2017-08-15,93318,33706,    1241,    -361,149809,59612,Bullish Reversal
2017-08-08,92077,34067,    6797,    9500,149911,58010,Bearish
2017-08-01,85280,24567,    4481,     142,139228,60713,Bullish
2017-07-25,80799,24425,   11724,    6706,132765,56374,Bullish
2017-07-18,69075,17719,   13125,   -1425,117718,51356,Bullish
2017-07-11,55950,19144,   -1594,   -5986,98130,36806,Bullish Reversal
2017-07-03,57544,25130,    8638,   -4027,100735,32414,Bullish
2017-06-27,48906,29157,    6634,    1918,89953,19749,Bullish
2017-06-20,42272,27239,    9138,   -7406,81975,15033,Bullish Reversal
2017-06-13,33134,34645,   -5967,   -4570,134959,-1511,Bearish
2017-06-06,39101,39215,   -4047,    -866,133572,-114,Bearish
2017-05-30,43148,40081,     256,    -176,129388,3067,Bullish
2017-05-23,42892,40257,   -9352,   -5643,128250,2635,Bearish Reversal
2017-05-16,52244,45900,   -4227,   15213,138755,6344,Bearish
2017-05-09,56471,30687,   -7698,    9193,120039,25784,Bearish
2017-05-02,64169,21494,    -515,    -488,107876,42675,Bearish Reversal
2017-04-25,64684,21982,   -5708,   -5148,108559,42702,Bearish Reversal
2017-04-18,70392,27130,   -6355,   -4466,114453,43262,Bearish Reversal
2017-04-11,76747,31596,  -13468,   -9026,123144,45151,Bearish Reversal
2017-04-04,90215,40622,    -623,    2922,137172,49593,Bearish
2017-03-28,90838,37700,    5441,   -2742,134422,53138,Bullish
2017-03-21,85397,40442,   11844,   10154,134004,44955,Bullish
2017-03-14,73553,30288,  -11668,   -3955,114008,43265,Bearish Reversal
2017-03-07,85221,34243,  -10475,   -9538,153365,50978,Bearish
2017-02-28,95696,43781,    6928,  -11465,141914,51915,Bullish
2017-02-21,88768,55246,    9455,     151,137436,33522,Bullish
2017-02-14,79313,55095,   12768,    5298,127869,24218,Bullish
2017-02-07,66545,49797,    7358,    2666,114105,16748,Bullish
2017-01-31,59187,47131,    4635,    2873,101420,12056,Bullish
2017-01-24,54552,44258,   12151,    6702,94379,10294,Bullish
2017-01-17,42401,37556,    1619,   -7074,87631,4845,Bullish Reversal
2017-01-10,40782,44630,   -7166,   -6574,96885,-3848,Bearish Reversal
2017-01-03,47948,51204,    3872,    5618,104009,-3256,Bearish
2016-12-27,44076,45586,    5755,   11206,94451,-1510,Bearish
2016-12-20,38321,34380,   -1969,    7563,76916,3941,Bearish Reversal
2016-12-13,40290,26817,   -7984,    -586,87770,13473,Bearish
2016-12-06,48274,27403,   -6517,   -6431,84900,20871,Bearish Reversal
2016-11-29,54791,33834,   -8697,    1051,92699,20957,Bearish Reversal
2016-11-22,63488,32783,  -14326,   -3513,100989,30705,Bearish Reversal
2016-11-15,77814,36296,  -14689,  -15099,113124,41518,Bullish Reversal
2016-11-08,92503,51395,    6962,    6721,137560,41108,Bullish
2016-11-01,85541,44674,    2388,   -6556,125387,40867,Bullish
2016-10-25,83153,51230,    2627,     684,124584,31923,Bullish
2016-10-18,80526,50546,    7131,    3255,122436,29980,Bullish
2016-10-11,73395,47291,    -150,   -2316,112028,26104,Bullish
2016-10-04,73545,49607,   10653,    1723,110028,23938,Bullish
2016-09-27,62892,47884,   14349,    6189,98351,15008,Bullish
2016-09-20,48543,41695,  -14591,   15028,86614,6848,Bearish Reversal
2016-09-13,63134,26667,   -3077,    -585,112367,36467,Bearish
2016-09-06,66211,27252,   -4221,    -614,108852,38959,Bearish Reversal
2016-08-30,70432,27866,    -579,    -388,110040,42566,Bearish Reversal
2016-08-23,71011,28254,    2066,     422,114452,42757,Bullish
2016-08-16,68945,27832,    9359,    3130,112135,41113,Bullish
2016-08-09,59586,24702,    1317,   -2204,102059,34884,Bullish
2016-08-02,58269,26906,    1186,    1333,99112,31363,Bearish
2016-07-26,57083,25573,   -4559,   -2638,95520,31510,Bearish Reversal
2016-07-19,61642,28211,   15704,   -1511,99518,33431,Bullish
2016-07-12,45938,29722,   12144,     831,89743,16216,Bullish
2016-07-05,33794,28891,    1238,   -5617,72989,4903,Bullish
2016-06-28,32556,34508,   -6055,  -11146,70276,-1952,Bullish Reversal
2016-06-21,38611,45654,    -901,    -636,78925,-7043,Bearish Reversal
2016-06-14,39512,46290,    4106,   -4924,79135,-6778,Bullish Reversal
2016-06-07,35406,51214,   -9154,    1896,119376,-15808,Bearish
2016-05-31,44560,49318,   -7152,   -2270,114647,-4758,Bearish
2016-05-24,51712,51588,  -20081,    4688,114633,124,Bearish
2016-05-17,71793,46900,  -10981,    2284,114119,24893,Bearish Reversal
2016-05-10,82774,44616,  -16250,   -2013,126768,38158,Bearish Reversal
2016-05-03,99024,46629,  -10908,   -3763,142695,52395,Bearish Reversal
2016-04-26,109932,50392,   12460,   -2974,155703,59540,Bullish
2016-04-19,97472,53366,    6704,   -2280,142922,44106,Bullish
2016-04-12,90768,55646,   12534,    4257,132621,35122,Bullish
2016-04-05,78234,51389,    1158,   -2221,121060,26845,Bullish
2016-03-29,77076,53610,    9145,    3709,119665,23466,Bullish
2016-03-22,67931,49901,    6387,    1139,111677,18030,Bullish
2016-03-15,61544,48762,  -24597,   -8184,99992,12782,Bearish Reversal
2016-03-08,86141,56946,    9661,   -2673,141845,29195,Bullish
2016-03-01,76480,59619,    3957,   -3329,122911,16861,Bullish
2016-02-23,72523,62948,    5783,    -985,119526,9575,Bullish
2016-02-16,66740,63933,    2720,   -5713,111447,2807,Bullish Reversal
2016-02-09,64020,69646,   12623,   -7919,113354,-5626,Bullish Reversal
2016-02-02,51397,77565,    5116,   -1514,122056,-26168,Bullish Reversal
2016-01-26,46281,79079,     810,   -2659,125451,-32798,Bullish Reversal
2016-01-19,45471,81738,   -3057,   10167,132814,-36267,Bearish
2016-01-12,48528,71571,    2481,   11763,121590,-23043,Bearish
2016-01-05,46047,59808,    1281,   -2503,99001,-13761,Bullish
2015-12-29,44766,62311,   -4356,   -7665,98174,-17545,Bullish Reversal
2015-12-22,49122,69976,  -12834,   -2432,106301,-20854,Bearish Reversal
2015-12-15,61956,72408,   14260,   -8867,110538,-10452,Bullish Reversal
2015-12-08,47696,81275,    -367,  -13436,162139,-33579,Bullish
2015-12-01,48063,94711,    2026,   -8471,154800,-46648,Bullish
2015-11-24,46037,103182,    1104,   -8215,152585,-57145,Bullish Reversal
2015-11-17,44933,111397,    -960,   12674,162083,-66464,Bearish
2015-11-10,45893,98723,   -3963,   10242,153590,-52830,Bearish
2015-11-03,49856,88481,    5021,    7294,145861,-38625,Bearish
2015-10-27,44835,81187,    1540,    -520,141008,-36352,Bullish
2015-10-20,43295,81707,    1029,    5736,140367,-38412,Bearish Reversal
2015-10-13,42266,75971,     674,   -6460,142024,-33705,Bullish
2015-10-06,41592,82431,   -2968,  -10994,139935,-40839,Bullish Reversal
2015-09-29,44560,93425,    1894,   -2073,142869,-48865,Bullish Reversal
2015-09-22,42666,95498,  -16451,   -4348,147279,-52832,Bearish Reversal
2015-09-15,59117,99846,    9045,   -3542,156879,-40729,Bullish Reversal
2015-09-08,50072,103388,    -856,   -3272,190761,-53316,Bullish
2015-09-01,50928,106660,    3653,   -4342,173947,-55732,Bullish Reversal
2015-08-25,47275,111002,    -269,   13575,174378,-63727,Bearish
2015-08-18,47544,97427,    -473,   -1860,161344,-49883,Bullish Reversal
2015-08-11,48017,99287,   -1384,     474,164751,-51270,Bearish Reversal
2015-08-04,49401,98813,    2846,    1599,168404,-49412,Bullish
2015-07-28,46555,97214,   -5775,    4034,165974,-50659,Bearish
2015-07-21,52330,93180,   -2606,    4703,159796,-40850,Bearish
2015-07-14,54936,88477,    -135,   11209,148406,-33541,Bearish
2015-07-07,55071,77268,     162,   10328,135648,-22197,Bearish
2015-06-30,54909,66940,   -1190,    1789,118443,-12031,Bearish
2015-06-23,56099,65151,   -9322,   -4318,116184,-9052,Bearish Reversal
2015-06-16,65421,69469,     226,   -9753,119362,-4048,Bullish Reversal
2015-06-09,65195,79222,    1809,    2580,165681,-14027,Bearish
2015-06-02,63386,76642,   -1859,   17819,156474,-13256,Bearish
2015-05-26,65245,58823,     115,    1016,144495,6422,Bearish
2015-05-19,65130,57807,    5695,    2859,142589,7323,Bullish
2015-05-12,59435,54948,     402,   -3459,136249,4487,Bullish Reversal
2015-05-05,59033,58407,    5280,  -22751,137001,626,Bullish Reversal
2015-04-28,53753,81158,   -1817,   -9075,140298,-27405,Bullish Reversal
2015-04-21,55570,90233,     493,   -7277,153363,-34663,Bullish Reversal
2015-04-14,55077,97510,    -851,    1301,161971,-42433,Bearish
2015-04-07,55928,96209,     114,   16039,159532,-40281,Bearish
2015-03-31,55814,80170,    3735,    -277,138260,-24356,Bullish
2015-03-24,52079,80447,  -10967,  -11406,135693,-28368,Bullish Reversal
2015-03-17,63046,91853,   47909,    -135,152746,-28807,Bullish Reversal
2015-03-10,15137,91988,    1485,   16791,196534,-76851,Bearish
2015-03-03,13652,75197,   -1945,   -3554,136841,-61545,Bullish Reversal
2015-02-24,15597,78751,   -1633,    7690,139805,-63154,Bearish
2015-02-17,17230,71061,    4713,    5362,131722,-53831,Bearish
2015-02-10,12517,65699,   -3452,   -6429,125359,-53182,Bullish Reversal
2015-02-03,15969,72128,    -110,    7106,133075,-56159,Bearish
2015-01-27,16079,65022,    6251,    8614,125620,-48943,Bearish
2015-01-20,9828,56408,   -4950,   -3735,110904,-46580,Bearish Reversal
2015-01-13,14778,60143,   -2203,   -5490,119819,-45365,Bullish Reversal
2015-01-06,16981,65633,   -7665,     290,122205,-48652,Bearish
2014-12-30,24646,65343,   -1534,     -73,120316,-40697,Bearish
2014-12-23,26180,65416,    -606,    4377,118773,-39236,Bearish
2014-12-16,26786,61039,    9408,   -1352,116787,-34253,Bullish Reversal
2014-12-09,17378,62391,    3813,    7716,159287,-45013,Bearish
2014-12-02,13565,54675,    1515,   -1463,133675,-41110,Bullish
2014-11-25,12050,56138,    2528,    9014,127008,-44088,Bearish
2014-11-18,9522,47124,   -3374,   -3799,117859,-37602,Bullish Reversal
2014-11-11,12896,50923,   -1699,   -1940,123726,-38027,Bullish
2014-11-04,14595,52863,   -2851,    1566,123342,-38268,Bearish
2014-10-28,17446,51297,    3495,    5837,120071,-33851,Bearish
2014-10-21,13951,45460,    -416,     822,115985,-31509,Bearish
2014-10-14,14367,44638,  -17234,  -13449,115941,-30271,Bearish Reversal
2014-10-07,31601,58087,  -11592,   12877,129561,-26486,Bearish
2014-09-30,43193,45210,   -3994,    6370,118488,-2017,Bearish
2014-09-23,47187,38840,   -8401,    5392,105756,8347,Bearish
2014-09-16,55588,33448,  -17733,    1356,97839,22140,Bearish Reversal
2014-09-09,73321,32092,   -3729,    4089,126831,41229,Bearish
2014-09-02,77050,28003,    5392,   -1717,114146,49047,Bullish
2014-08-26,71658,29720,    5911,     547,107819,41938,Bullish
2014-08-19,65747,29173,   11056,    4028,103432,36574,Bullish
2014-08-12,54691,25145,   -6169,   -2415,94030,29546,Bearish Reversal
2014-08-05,60860,27560,   -8488,   -2182,98196,33300,Bearish Reversal
2014-07-29,69348,29742,   -2822,   -3635,106836,39606,Bullish Reversal
2014-07-22,72170,33377,    1289,    2239,109341,38793,Bearish
2014-07-15,70881,31138,    4176,    1036,105209,39743,Bullish
2014-07-08,66705,30102,   -9893,   -7617,101860,36603,Bearish Reversal
2014-07-01,76598,37719,   10986,    5570,114918,38879,Bullish
2014-06-24,65612,32149,    4534,   -1900,101998,33463,Bullish
2014-06-17,61078,34049,   -1063,     155,99400,27029,Bearish Reversal
2014-06-10,62141,33894,    5330,   -1390,128984,28247,Bullish
2014-06-03,56811,35284,    4740,    -939,110911,21527,Bullish
2014-05-27,52071,36223,    1941,    5555,109139,15848,Bearish
2014-05-20,50130,30668,     -17,   -2352,107613,19462,Bullish
2014-05-13,50147,33020,    5342,   -3148,107302,17127,Bullish
2014-05-06,44805,36168,   -5214,   -3145,104936,8637,Bearish Reversal
2014-04-29,50019,39313,     479,    6143,109934,10706,Bearish
2014-04-22,49540,33170,    9077,     804,107696,16370,Bullish
2014-04-15,40463,32366,    2833,   -1954,98933,8097,Bullish
2014-04-08,37630,34320,    2232,   -5958,96887,3310,Bullish
2014-04-01,35398,40278,   11011,   -4636,93999,-4880,Bullish
2014-03-25,24387,44914,    2810,   -1126,84232,-20527,Bullish
2014-03-18,21577,46040,   12950,   -3437,81737,-24463,Bullish Reversal
2014-03-11,8627,49477,   -3635,   -3893,122241,-40850,Bullish
2014-03-04,12262,53370,    1963,    4080,105792,-41108,Bearish
2014-02-25,10299,49290,     860,   -4547,98643,-38991,Bullish Reversal
2014-02-18,9439,53837,    -763,   -3768,103049,-44398,Bullish Reversal
2014-02-11,10202,57605,   -1494,   -9614,110523,-47403,Bullish Reversal
2014-02-04,11696,67219,   -2301,  -12501,125394,-55523,Bullish Reversal
2014-01-28,13997,79720,   -1648,    -579,136426,-65723,Bearish Reversal
2014-01-21,15645,80299,    5269,   17935,137503,-64654,Bearish
2014-01-14,10376,62364,   -3837,   -8701,112341,-51988,Bullish Reversal
2014-01-07,14213,71065,    -217,    -779,122121,-56852,Bullish
2013-12-31,14430,71844,    -427,    2748,120071,-57414,Bearish
2013-12-24,14857,69096,    1105,    3691,117884,-54239,Bearish
2013-12-17,13752,65405,   -5382,     421,113118,-51653,Bearish Reversal
2013-12-10,19134,64984,   -1063,     476,126620,-45850,Bearish
2013-12-03,20197,64508,    3000,   13800,121078,-44311,Bearish
2013-11-26,17197,50708,    -388,   -2639,111673,-33511,Bullish Reversal
2013-11-19,17585,53347,   -2899,   -2946,136699,-35762,Bullish Reversal
2013-11-12,20484,56293,   -1873,    8869,137241,-35809,Bearish
2013-11-05,22357,47424,   -2684,    -815,129497,-25067,Bearish
2013-10-29,25041,48239,    2159,    3246,129053,-23198,Bearish
2013-10-22,22882,44993,    5226,   -4900,125592,-22111,Bullish
2013-10-15,17656,49893,     435,    6268,124276,-32237,Bearish
2013-10-08,17221,43625,    2293,    -107,117075,-26404,Bullish
2013-10-01,14928,43732,   -5121,  -11136,113676,-28804,Bullish Reversal
2013-09-24,20049,54868,   -9756,   -2297,126462,-34819,Bearish Reversal
2013-09-17,29805,57165,   21341,  -11331,129806,-27360,Bullish Reversal
2013-09-10,8464,68496,   -5191,  -16665,183606,-60032,Bullish Reversal
2013-09-03,13655,85161,   -1007,    -618,189334,-71506,Bearish
2013-08-27,14662,85779,     986,    8920,186664,-71117,Bearish
2013-08-20,13676,76859,    1051,    1513,184178,-63183,Bearish Reversal
2013-08-13,12625,75346,   -3941,  -17999,184822,-62721,Bullish Reversal
2013-08-06,16566,93345,   -2961,    1245,201885,-76779,Bearish
2013-07-30,19527,92100,    2183,   10774,198272,-72573,Bearish
2013-07-23,17344,81326,   -1878,   -8582,185349,-63982,Bullish Reversal
2013-07-16,19222,89908,   -1733,    5698,186264,-70686,Bearish
2013-07-09,20955,84210,    -566,   -7826,178595,-63255,Bullish Reversal
2013-07-02,21521,92036,     118,    8989,182925,-70515,Bearish
2013-06-25,21403,83047,   -7366,   -9243,174012,-61644,Bullish Reversal
2013-06-18,28769,92290,    4287,    4531,180895,-63521,Bearish Reversal
2013-06-11,24482,87759,   -8371,   -3644,240067,-63277,Bearish
2013-06-04,32853,91403,   -9360,    6883,212222,-58550,Bearish
2013-05-28,42213,84520,   -7823,    2075,209027,-42307,Bearish
2013-05-21,50036,82445,  -11618,    7341,205301,-32409,Bearish
2013-05-14,61654,75104,     153,   20233,190884,-13450,Bearish
2013-05-07,61501,54871,  -19802,    3802,157170,6630,Bearish Reversal
2013-04-30,81303,51069,   -1412,    -389,158954,30234,Bearish Reversal
2013-04-23,82715,51458,  -16119,    5799,161752,31257,Bearish Reversal
2013-04-16,98834,45659,  -18706,    5998,169445,53175,Bearish Reversal
2013-04-09,117540,39661,  -18000,  -11908,186911,77879,Bearish Reversal
2013-04-02,135540,51569,   -5546,   -4002,197264,83971,Bearish Reversal
2013-03-26,141086,55571,   40088,    8628,202150,85515,Bullish
2013-03-19,100998,46943,   23252,   -7537,158807,54055,Bullish Reversal
2013-03-12,77746,54480,   16431,     314,183095,23266,Bullish
2013-03-05,61315,54166,  -17825,     721,157595,7149,Bearish
2013-02-26,79140,53445,   -8781,    9505,157363,25695,Bearish Reversal
2013-02-19,87921,43940,  -11837,   -1704,159346,43981,Bearish Reversal
2013-02-12,99758,45644,  -22851,    3975,163745,54114,Bearish Reversal
2013-02-05,122609,41669,   -1911,    2445,180781,80940,Bearish Reversal
2013-01-29,124520,39224,  -19256,   -7541,183507,85296,Bearish Reversal
2013-01-22,143776,46765,    6686,   -1268,208776,97011,Bullish
2013-01-15,137090,48033,   14747,    6005,203425,89057,Bullish
2013-01-08,122343,42028,    4989,    4196,184083,80315,Bullish
2012-12-31,117354,37832,    1213,   -2876,170157,79522,Bullish Reversal
2012-12-24,116141,40708,  -28825,   -6762,173118,75433,Bearish Reversal
2012-12-18,144966,47470,    5426,   11306,204312,97496,Bearish Reversal
2012-12-11,139540,36164,    3322,   -7825,229394,103376,Bullish
2012-12-04,136218,43989,   14032,   -1391,212072,92229,Bullish
2012-11-27,122186,45380,   17569,    5474,196520,76806,Bullish
2012-11-20,104617,39906,   -1216,    2219,180364,64711,Bearish Reversal
2012-11-13,105833,37687,    7796,     -33,183439,68146,Bullish
2012-11-06,98037,37720,    7007,   -1220,178421,60317,Bullish
2012-10-30,91030,38940,    7428,     989,174957,52090,Bullish
2012-10-23,83602,37951,    5800,   -1407,168663,45651,Bullish
2012-10-16,77802,39358,    -722,     648,162167,38444,Bearish Reversal
2012-10-09,78524,38710,  -20076,    3853,162802,39814,Bearish
2012-10-02,98600,34857,  -20544,    5275,162699,63743,Bearish Reversal
2012-09-25,119144,29582,    2135,  -18181,178886,89562,Bullish
2012-09-18,117009,47763,    9472,    8485,174458,69246,Bullish Reversal
2012-09-11,107537,39278,   -4332,  -10152,218910,68259,Bullish
2012-09-04,111869,49430,  -12268,    3365,189241,62439,Bearish Reversal
2012-08-28,124137,46065,   -3363,    5447,190631,78072,Bearish Reversal
2012-08-21,127500,40618,   17625,   -2578,195293,86882,Bullish
2012-08-14,109875,43196,   15240,    1455,176287,66679,Bullish
2012-08-07,94635,41741,   14740,    -919,162436,52894,Bullish
2012-07-31,79895,42660,   13155,    2363,144498,37235,Bullish
2012-07-24,66740,40297,   15759,    3247,131295,26443,Bullish
2012-07-17,50981,37050,   -3737,    1397,122934,13931,Bearish
2012-07-10,54718,35653,    4593,   -5124,121235,19065,Bullish Reversal
2012-07-03,50125,40777,   10102,   -1405,125706,9348,Bullish
2012-06-26,40023,42182,   -1098,   -2397,122384,-2159,Bullish Reversal
2012-06-19,41121,44579,   19932,  -22069,130234,-3458,Bullish Reversal
2012-06-12,21189,66648,    8610,    2897,195475,-45459,Bullish
2012-06-05,12579,63751,   -2209,   13436,158833,-51172,Bearish
2012-05-29,14788,50315,  -15211,    3418,142616,-35527,Bearish
2012-05-22,29999,46897,  -21067,     565,139963,-16898,Bearish Reversal
2012-05-15,51066,46332,  -21079,    -709,144001,4734,Bearish Reversal
2012-05-08,72145,47041,  -16504,   10672,152108,25104,Bearish
2012-05-01,88649,36369,    8052,    1813,147749,52280,Bullish
2012-04-24,80597,34556,   -3233,    -853,146739,46041,Bearish Reversal
2012-04-17,83830,35409,    4024,   -4968,148796,48421,Bullish Reversal
2012-04-10,79806,40377,   -6184,    3706,154070,39429,Bearish
2012-04-03,85990,36671,   -5625,    4630,151825,49319,Bearish
2012-03-27,91615,32041,   -5410,  -19793,147373,59574,Bullish Reversal
2012-03-20,97025,51834,   -1444,   20121,160387,45191,Bearish Reversal
2012-03-13,98469,31713,    2111,   -2925,200719,66756,Bullish
2012-03-06,96358,34638,   -7307,    9174,164007,61720,Bearish
2012-02-28,103665,25464,   11432,    7931,161219,78201,Bullish
2012-02-21,92233,17533,   -1633,   -2592,149840,74700,Bullish Reversal
2012-02-14,93866,20125,    -466,     888,151885,73741,Bearish
2012-02-07,94332,19237,   -3139,    -190,148879,75095,Bearish Reversal
2012-01-31,97471,19427,    6528,   -2030,150115,78044,Bullish
2012-01-24,90943,21457,    7597,   -7583,139724,69486,Bullish
2012-01-17,83346,29040,    4625,    3845,135321,54306,Bullish
2012-01-10,78721,25195,    8453,    1464,125914,53526,Bullish
2012-01-03,70268,23731,    9966,   -3934,117247,46537,Bullish
2011-12-27,60302,27665,    8255,    1360,111210,32637,Bullish
2011-12-20,52047,26305,   -8085,     602,104817,25742,Bearish Reversal
2011-12-13,60132,25703,    6479,    1874,153296,34429,Bullish
2011-12-06,53653,23829,   19346,    2064,142807,29824,Bullish
2011-11-29,34307,21765,   -9143,   -3725,124760,12542,Bearish Reversal
2011-11-22,43450,25490,  -13902,   -7532,128192,17960,Bearish Reversal
2011-11-15,57352,33022,   -7133,   -4447,136465,24330,Bearish Reversal
2011-11-08,64485,37469,    7688,    6538,147684,27016,Bullish
2011-11-01,56797,30931,   10966,    8171,139057,25866,Bullish
2011-10-25,45831,22760,    4436,    1718,126816,23071,Bullish
2011-10-18,41395,21042,    4199,   -5401,121691,20353,Bullish
2011-10-11,37196,26443,    1259,    3417,118182,10753,Bearish
2011-10-04,35937,23026,    6515,   -1229,100016,12911,Bullish
2011-09-27,29422,24255,   -9627,    8301,82580,5167,Bearish
2011-09-20,39049,15954,  -10965,    2874,78616,23095,Bearish Reversal
2011-09-13,50014,13080,  -12233,   -1126,125386,36934,Bearish Reversal
2011-09-06,62247,14206,    1642,    1170,131598,48041,Bullish
2011-08-30,60605,13036,    9688,    5693,120394,47569,Bullish
2011-08-23,50917,7343,    9631,   -4220,112068,43574,Bullish
2011-08-16,41286,11563,     446,    -261,103162,29723,Bullish Reversal
2011-08-09,40840,11824,  -50512,   -3930,104527,29016,Bearish Reversal
2011-08-02,91352,15754,    -822,    5018,133930,75598,Bearish Reversal
2011-07-26,92174,10736,    1953,   -1690,135764,81438,Bullish
2011-07-19,90221,12426,    8963,   -1209,128712,77795,Bullish
2011-07-12,81258,13635,    -821,   -5108,120703,67623,Bullish Reversal
2011-07-05,82079,18743,   23122,    6683,121626,63336,Bullish
2011-06-28,58957,12060,   -7839,    -165,93784,46897,Bearish Reversal
2011-06-21,66796,12225,  -12820,     279,100079,54571,Bearish Reversal
2011-06-14,79616,11946,    1069,   -1396,115119,67670,Bullish Reversal
2011-06-07,78547,13342,    6517,    1327,145346,65205,Bullish
2011-05-31,72030,12015,    9028,    2056,117502,60015,Bullish
2011-05-24,63002,9959,    1823,    -301,110968,53043,Bullish Reversal
2011-05-17,61179,10260,  -11692,   -2290,115090,50919,Bearish Reversal
2011-05-10,72871,12550,  -14455,   -1355,128314,60321,Bearish Reversal
2011-05-03,87326,13905,   -1349,    6097,142328,73421,Bearish Reversal
2011-04-26,88675,7808,   -2914,    1180,143468,80867,Bearish Reversal
2011-04-19,91589,6628,   -5564,     126,143732,84961,Bearish Reversal
2011-04-12,97153,6502,   -2237,   -1950,149033,90651,Bearish
2011-04-05,99390,8452,    7599,    2226,146108,90938,Bullish
2011-03-29,91791,6226,   32165,   -1666,138638,85565,Bullish
2011-03-22,59626,7892,    3274,    -509,101180,51734,Bullish
2011-03-15,56352,8401,  -24404,    1340,100326,47951,Bearish Reversal
2011-03-08,80756,7061,     358,   -1484,152865,73695,Bullish
2011-03-01,80398,8545,    7672,    1883,135527,71853,Bullish
