As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-09-04,1862,2184,     -53,    -170,2707,-322,Bullish Reversal
2018-08-28,1915,2354,    -274,    -100,2840,-439,Bearish Reversal
2018-08-21,2189,2454,     -14,      29,2981,-265,Bearish Reversal
2018-08-14,2203,2425,     587,     443,2983,-222,Bullish
2018-08-07,1616,1982,    -365,    -451,2732,-366,Bullish Reversal
2018-07-31,1981,2433,    -314,    -359,3063,-452,Bullish Reversal
2018-07-24,2295,2792,     308,     458,3431,-497,Bearish
2018-07-17,1987,2334,     179,     195,2854,-347,Bearish
2018-07-10,1808,2139,     128,      50,2622,-331,Bullish
2018-07-03,1680,2089,     -28,     -42,2514,-409,Bullish Reversal
2018-06-26,1708,2131,     -10,      68,2687,-423,Bearish
2018-06-19,1718,2063,     -87,    -119,2633,-345,Bullish Reversal
2018-06-12,1805,2182,      92,       3,2643,-377,Bullish
2018-06-05,1713,2179,      17,     -74,2556,-466,Bullish Reversal
2018-05-29,1696,2253,     -89,      25,2714,-557,Bearish
2018-05-22,1785,2228,     110,     176,2684,-443,Bearish
2018-05-15,1675,2052,       0,     -23,2505,-377,Bullish
2018-05-08,1675,2075,     300,     444,2485,-400,Bearish
2018-05-01,1375,1631,    -122,    -387,1991,-256,Bullish Reversal
2018-04-24,1497,2018,     192,     373,2380,-521,Bearish
2018-04-17,1305,1645,     228,     330,2029,-340,Bearish
2018-04-10,1077,1315,.,.,1702,-238,No signal
