As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-10-02,56074,170120,    8821,   38148,252277,-114046,Bearish
2018-09-25,47253,131972,   -2499,   18465,215376,-84719,Bearish
2018-09-18,49752,113507,    1695,   11564,200221,-63755,Bearish
2018-09-11,48057,101943,     485,    2439,193428,-53886,Bearish
2018-09-04,47572,99504,   -2658,    3233,185347,-51932,Bearish
2018-08-28,50230,96271,   -3886,   -5251,185082,-46041,Bullish Reversal
2018-08-21,54116,101522,    4747,   -6215,189698,-47406,Bullish
2018-08-14,49369,107737,    3233,   -1206,185834,-58368,Bullish Reversal
2018-08-07,46136,108943,   -1880,   -7530,187902,-62807,Bullish Reversal
2018-07-31,48016,116473,   -1977,   -7289,197566,-68457,Bullish Reversal
2018-07-24,49993,123762,  -27028,  -11909,200427,-73769,Bearish Reversal
2018-07-17,77021,135671,   16458,   35276,215413,-58650,Bearish
2018-07-10,60563,100395,   10573,   11675,182066,-39832,Bearish
2018-07-03,49990,88720,    5560,   10069,168360,-38730,Bearish
2018-06-26,44430,78651,   -2135,   -3476,153566,-34221,Bullish Reversal
2018-06-19,46565,82127,  -14044,   26570,154641,-35562,Bearish Reversal
2018-06-12,60609,55557,    8549,      60,166877,5052,Bullish
2018-06-05,52060,55497,  -11122,  -15721,146448,-3437,Bullish Reversal
2018-05-29,63182,71218,  -10654,   -5385,171339,-8036,Bearish Reversal
2018-05-22,73836,76603,    8910,   15357,175316,-2767,Bearish
2018-05-15,64926,61246,   13114,    3972,163411,3680,Bullish
2018-05-08,51812,57274,   -5537,   -1480,157576,-5462,Bearish Reversal
2018-05-01,57349,58754,   -1904,      84,160337,-1405,Bearish
2018-04-24,59253,58670,    9820,   11828,155237,583,Bearish
2018-04-17,49433,46842,    -422,    -252,147319,2591,Bearish Reversal
2018-04-10,49855,47094,    1802,    2613,151202,2761,Bearish
2018-04-03,48053,44481,   -8491,  -15731,148818,3572,Bullish Reversal
2018-03-27,56544,60212,    8642,   -9689,162038,-3668,Bullish
2018-03-20,47902,69901,    3606,  -53934,160250,-21999,Bullish Reversal
2018-03-13,44296,123835,   -5761,  -13067,279671,-79539,Bullish
2018-03-06,50057,136902,    5518,   -4288,277327,-86845,Bullish
2018-02-27,44539,141190,   -1095,  -12782,263066,-96651,Bullish Reversal
2018-02-20,45634,153972,    3335,   -3836,271271,-108338,Bullish
2018-02-13,42299,157808,    3191,    5824,260170,-115509,Bearish
2018-02-06,39108,151984,   -8720,  -10540,249478,-112876,Bullish Reversal
2018-01-30,47828,162524,   10568,    2394,260237,-114696,Bullish
2018-01-23,37260,160130,    -892,    2628,241136,-122870,Bearish
2018-01-16,38152,157502,     776,   -5410,236305,-119350,Bullish
2018-01-09,37376,162912,   -2216,    1554,233144,-125536,Bearish
2018-01-02,39592,161358,   -4677,    1003,230564,-121766,Bearish Reversal
2017-12-26,44269,160355,    7395,    9108,232428,-116086,Bearish
2017-12-19,36874,151247,    5127,    5377,223424,-114373,Bearish Reversal
2017-12-12,31747,145870,   -3019,   -3163,250581,-114123,Bullish
2017-12-05,34766,149033,   -5027,   -1400,238077,-114267,Bearish Reversal
2017-11-28,39793,150433,   -4589,  -16551,244536,-110640,Bullish Reversal
2017-11-21,44382,166984,   -4965,  -18362,261019,-122602,Bullish Reversal
2017-11-14,49347,185346,   -4989,    3162,283628,-135999,Bearish Reversal
2017-11-07,54336,182184,    -249,    8730,287936,-127848,Bearish
2017-10-31,54585,173454,   -5492,   -3480,277706,-118869,Bearish Reversal
2017-10-24,60077,176934,    5067,   20638,282230,-116857,Bearish
2017-10-17,55010,156296,    3355,    3222,257087,-101286,Bullish
2017-10-10,51655,153074,   -7115,    9661,254124,-101419,Bearish
2017-10-03,58770,143413,   15807,   29103,246889,-84643,Bearish
2017-09-26,42963,114310,     528,   20553,207097,-71347,Bearish
2017-09-19,42435,93757,    1793,   -4182,185352,-51322,Bullish Reversal
2017-09-12,40642,97939,   -6643,  -22291,200444,-57297,Bullish Reversal
2017-09-05,47285,120230,    3396,    7817,213200,-72945,Bearish
2017-08-29,43889,112413,   -1273,   -6835,209890,-68524,Bullish Reversal
2017-08-22,45162,119248,    1854,   -1552,215457,-74086,Bullish
2017-08-15,43308,120800,    3498,  -14823,215090,-77492,Bullish Reversal
2017-08-08,39810,135623,    3365,  -13018,232827,-95813,Bullish Reversal
2017-08-01,36445,148641,    8427,    -866,242876,-112196,Bullish
2017-07-25,28018,149507,   -9401,  -14831,235140,-121489,Bullish Reversal
2017-07-18,37419,164338,   -3359,   11435,250071,-126919,Bearish
2017-07-11,40778,152903,   -2870,   34219,239786,-112125,Bearish
2017-07-03,43648,118684,    5394,   19080,207597,-75036,Bearish
2017-06-27,38254,99604,   -1244,   10147,183705,-61350,Bearish
2017-06-20,39498,89457,    5338,    4744,171840,-49959,Bullish Reversal
2017-06-13,34160,84713,   -5576,  -10050,210617,-50553,Bullish Reversal
2017-06-06,39736,94763,   -3668,    -916,225549,-55027,Bearish
2017-05-30,43404,95679,    1484,    2103,213727,-52275,Bearish
2017-05-23,41920,93576,     -43,   -8395,211298,-51656,Bullish Reversal
2017-05-16,41963,101971,    -672,   23029,222510,-60008,Bearish
2017-05-09,42635,78942,    5116,   10940,203140,-36307,Bearish
2017-05-02,37519,68002,  -11019,   -7405,196845,-30483,Bearish Reversal
2017-04-25,48538,75407,    2777,    -817,204179,-26869,Bullish
2017-04-18,45761,76224,    2445,   -1856,203617,-30463,Bullish
2017-04-11,43316,78080,    2003,   -9033,198381,-34764,Bullish
2017-04-04,41313,87113,   -1573,   -8954,194368,-45800,Bullish Reversal
2017-03-28,42886,96067,    7847,   -5959,197542,-53181,Bullish
2017-03-21,35039,102026,    -524,   -4834,191626,-66987,Bullish Reversal
2017-03-14,35563,106860,   -3640,   12957,202647,-71297,Bearish Reversal
2017-03-07,39203,93903,   10191,   14874,217982,-54700,Bearish
2017-02-28,29012,79029,    -942,   -1087,204602,-50017,Bullish Reversal
2017-02-21,29954,80116,    2253,    1131,205223,-50162,Bullish
2017-02-14,27701,78985,    1827,   -1949,204277,-51284,Bullish
2017-02-07,25874,80934,   -6342,   -9613,201632,-55060,Bullish Reversal
2017-01-31,32216,90547,    5089,   -3420,204494,-58331,Bullish
2017-01-24,27127,93967,   -1433,  -12423,196765,-66840,Bullish Reversal
2017-01-17,28560,106390,    2519,     510,211752,-77830,Bullish
2017-01-10,26041,105880,  -11921,  -18846,209488,-79839,Bullish Reversal
2017-01-03,37962,124726,   -2603,   -2848,220120,-86764,Bullish
2016-12-27,40565,127574,  -23635,  -12075,219343,-87009,Bearish Reversal
2016-12-20,64200,139649,    1768,   13788,220435,-75449,Bearish Reversal
2016-12-13,62432,125861,  -11935,   17557,285274,-63429,Bearish
2016-12-06,74367,108304,    2243,   35911,235915,-33937,Bearish
2016-11-29,72124,72393,     941,   12110,202171,-269,Bearish
2016-11-22,71183,60283,    4098,   13874,187684,10900,Bearish
2016-11-15,67085,46409,   -5534,    5746,170967,20676,Bearish
2016-11-08,72619,40663,   -8391,    2813,164328,31956,Bearish Reversal
2016-11-01,81010,37850,   -1375,      60,165124,43160,Bearish
2016-10-25,82385,37790,    7419,    -185,163040,44595,Bullish
2016-10-18,74966,37975,   -4313,    4605,156607,36991,Bearish
2016-10-11,79279,33370,  -22707,      79,150394,45909,Bearish Reversal
2016-10-04,101986,33291,    4554,    4751,157574,68695,Bearish
2016-09-27,97432,28540,   12315,    2208,155170,68892,Bullish
2016-09-20,85117,26332,   -1023,   -2962,140738,58785,Bullish Reversal
2016-09-13,86140,29294,    2172,    -185,167340,56846,Bullish
2016-09-06,83968,29479,   -7602,    1570,159342,54489,Bearish Reversal
2016-08-30,91570,27909,    1183,   -2162,164329,63661,Bullish Reversal
2016-08-23,90387,30071,    2114,   -2196,164756,60316,Bullish Reversal
2016-08-16,88273,32267,    1554,   -5621,165905,56006,Bullish Reversal
2016-08-09,86719,37888,   10144,    3013,167011,48831,Bullish
2016-08-02,76575,34875,    2501,   -4241,156696,41700,Bullish Reversal
2016-07-26,74074,39116,   -5790,   -1395,159869,34958,Bearish
2016-07-19,79864,40511,   -5500,    2692,158366,39353,Bearish Reversal
2016-07-12,85364,37819,   -1673,   14350,161262,47545,Bearish
2016-07-05,87037,23469,    1544,   -2274,150417,63568,Bullish
2016-06-28,85493,25743,    6095,   -1359,143117,59750,Bullish Reversal
2016-06-21,79398,27102,    1695,    5089,144710,52296,Bearish
2016-06-14,77703,22013,    9466,   -3371,139052,55690,Bullish Reversal
2016-06-07,68237,25384,   21273,   -6743,180894,42853,Bullish
2016-05-31,46964,32127,   -7828,    -606,156499,14837,Bearish Reversal
2016-05-24,54792,32733,  -31373,    5487,159833,22059,Bearish
2016-05-17,86165,27246,   -2732,   -2604,158909,58919,Bearish Reversal
2016-05-10,88897,29850,    3270,    5744,165549,59047,Bearish
2016-05-03,85627,24106,  -11843,   -6866,161529,61521,Bearish Reversal
2016-04-26,97470,30972,   -8240,   -2868,168767,66498,Bearish Reversal
2016-04-19,105710,33840,    5590,     -90,179888,71870,Bullish
2016-04-12,100120,33930,    1990,   -4127,173515,66190,Bullish
2016-04-05,98130,38057,   13260,    7574,166831,60073,Bullish
2016-03-29,84870,30483,    2058,    1017,148292,54387,Bullish
2016-03-22,82812,29466,    3386,   -4471,146421,53346,Bullish
2016-03-15,79426,33937,  -14441,    4403,140084,45489,Bearish Reversal
2016-03-08,93867,29534,    -203,   -4911,289879,64333,Bullish
2016-03-01,94070,34445,    1694,   -5197,261679,59625,Bullish
2016-02-23,92376,39642,    7858,    3025,257064,52734,Bullish
2016-02-16,84518,36617,    8707,    4038,248985,47901,Bullish
2016-02-09,75811,32579,   -6297,  -12284,237081,43232,Bullish Reversal
2016-02-02,82108,44863,  -10520,    2261,237289,37245,Bearish Reversal
2016-01-26,92628,42602,    8143,   -4230,250711,50026,Bullish
2016-01-19,84485,46832,    6100,   -6287,247614,37653,Bullish
2016-01-12,78385,53119,   10914,  -10249,241366,25266,Bullish
2016-01-05,67471,63368,   22463,    1134,220707,4103,Bullish
2015-12-29,45008,62234,    7331,   -5810,196825,-17226,Bullish Reversal
2015-12-22,37677,68044,     376,    4163,197375,-30367,Bearish
2015-12-15,37301,63881,   10901,  -30569,194196,-26580,Bullish Reversal
2015-12-08,26400,94450,   -4828,  -11679,246055,-68050,Bullish Reversal
2015-12-01,31228,106129,     951,   -1484,253505,-74901,Bullish
2015-11-24,30277,107613,   -4198,   -5473,247513,-77336,Bullish Reversal
2015-11-17,34475,113086,    -606,   11117,250346,-78611,Bearish
2015-11-10,35081,101969,   -6408,   16693,234202,-66888,Bearish
2015-11-03,41489,85276,    5052,   14928,204271,-43787,Bearish
2015-10-27,36437,70348,  -12310,   17962,189472,-33911,Bearish
2015-10-20,48747,52386,   10743,     550,184281,-3639,Bullish
2015-10-13,38004,51836,   -1046,   -4813,169873,-13832,Bullish Reversal
2015-10-06,39050,56649,    -703,   -5156,170780,-17599,Bullish Reversal
2015-09-29,39753,61805,   -8529,  -10155,174697,-22052,Bullish Reversal
2015-09-22,48282,71960,   11833,    8697,177439,-23678,Bullish
2015-09-15,36449,63263,  -26672,   -6520,166081,-26814,Bearish Reversal
2015-09-08,63121,69783,   -4902,  -13795,279712,-6662,Bullish
2015-09-01,68023,83578,    8101,  -15403,273205,-15555,Bullish
2015-08-25,59922,98981,   13987,  -37084,260458,-39059,Bullish
2015-08-18,45935,136065,     167,  -14929,251418,-90130,Bullish Reversal
2015-08-11,45768,150994,   -4138,   21372,264608,-105226,Bearish
2015-08-04,49906,129622,    3636,   19814,252655,-79716,Bearish
2015-07-28,46270,109808,   -4629,   -3405,246269,-63538,Bearish Reversal
2015-07-21,50899,113213,    1732,   16675,251136,-62314,Bearish
2015-07-14,49167,96538,    3097,  -13161,247704,-47371,Bullish Reversal
2015-07-07,46070,109699,     591,  -14602,250828,-63629,Bullish Reversal
2015-06-30,45479,124301,    6460,   -2435,254014,-78822,Bullish
2015-06-23,39019,126736,  -25741,  -18688,247839,-87717,Bearish Reversal
2015-06-16,64760,145424,   22320,  -13302,262329,-80664,Bullish Reversal
2015-06-09,42440,158726,   -4241,   26352,306449,-116286,Bearish
2015-06-02,46681,132374,   -3529,   19940,260104,-85693,Bearish
2015-05-26,50210,112434,  -13188,   27031,251744,-62224,Bearish
2015-05-19,63398,85403,   25550,   23962,231658,-22005,Bullish
2015-05-12,37848,61441,   -4004,  -11594,193296,-23593,Bullish Reversal
2015-05-05,41852,73035,   -6869,   18821,198886,-31183,Bearish
2015-04-28,48721,54214,   -2799,  -11754,188079,-5493,Bullish Reversal
2015-04-21,51520,65968,   -3263,  -11885,189332,-14448,Bullish Reversal
2015-04-14,54783,77853,    1463,      84,195230,-23070,Bullish
2015-04-07,53320,77769,    8911,    9436,189444,-24449,Bearish
2015-03-31,44409,68333,    5253,  -16728,177478,-23924,Bullish Reversal
2015-03-24,39156,85061,   -5340,   -7489,181026,-45905,Bullish Reversal
2015-03-17,44496,92550,   11598,     265,195913,-48054,Bullish Reversal
2015-03-10,32898,92285,   -1046,    5820,235089,-59387,Bearish
2015-03-03,33944,86465,    2333,    7342,210611,-52521,Bearish
2015-02-24,31611,79123,     342,   -1237,202438,-47512,Bullish Reversal
2015-02-17,31269,80360,    5385,    -648,203555,-49091,Bullish Reversal
2015-02-10,25884,81008,     298,   -4149,204193,-55124,Bullish
2015-02-03,25586,85157,    -940,   -6027,203963,-59571,Bullish
2015-01-27,26526,91184,       1,  -13227,202571,-64658,Bullish Reversal
2015-01-20,26525,104411,     653,  -16086,215413,-77886,Bullish Reversal
2015-01-13,25872,120497,   -7288,   -2746,231223,-94625,Bearish
2015-01-06,33160,123243,    4324,   -1912,228954,-90083,Bullish
2014-12-30,28836,125155,    -185,    2392,226629,-96319,Bearish
2014-12-23,29021,122763,  -16631,   -9816,226107,-93742,Bearish Reversal
2014-12-16,45652,132579,    7585,   -9624,227685,-86927,Bullish Reversal
2014-12-09,38067,142203,   -3463,  -10487,279859,-104136,Bullish
2014-12-02,41530,152690,   -4774,    2006,257828,-111160,Bearish
2014-11-25,46304,150684,    -308,   11618,253976,-104380,Bearish
2014-11-18,46612,139066,    -659,    9232,238898,-92454,Bearish
2014-11-11,47271,129834,    9354,   20266,227576,-82563,Bearish
2014-11-04,37917,109568,   14034,   18286,207974,-71651,Bearish
2014-10-28,23883,91282,   -2751,   -7090,184120,-67399,Bullish Reversal
2014-10-21,26634,98372,    3795,  -25614,185412,-71738,Bullish Reversal
2014-10-14,22839,123986,   -1998,  -13402,212420,-101147,Bullish Reversal
2014-10-07,24837,137388,   -5073,  -13400,223255,-112551,Bullish Reversal
2014-09-30,29910,150788,    1519,   16975,239477,-120878,Bearish
2014-09-23,28391,133813,   -9226,   13014,222214,-105422,Bearish
2014-09-16,37617,120799,   20337,    2846,208235,-83182,Bullish Reversal
2014-09-09,17280,117953,    1795,  -14840,255624,-100673,Bullish
2014-09-02,15485,132793,   -4027,   10390,230937,-117308,Bearish
2014-08-26,19512,122403,    1536,   17156,218009,-102891,Bearish
2014-08-19,17976,105247,    5458,   11632,203180,-87271,Bearish
2014-08-12,12518,93615,    2622,  -11680,192140,-81097,Bullish Reversal
2014-08-05,9896,105295,    2068,   24398,192906,-95399,Bearish
2014-07-29,7828,80897,   -4151,   15002,172210,-73069,Bearish
2014-07-22,11979,65895,    3594,   -5438,162029,-53916,Bullish
2014-07-15,8385,71333,   -2789,   -6216,155127,-62948,Bullish Reversal
2014-07-08,11174,77549,   -7565,     124,157710,-66375,Bearish
2014-07-01,18739,77425,    8414,   -4123,156480,-58686,Bullish
2014-06-24,10325,81548,   -7507,   -4322,148257,-71223,Bearish Reversal
2014-06-17,17832,85870,    5939,   -8185,153007,-68038,Bullish Reversal
2014-06-10,11893,94055,    -685,    7259,201094,-82162,Bearish
2014-06-03,12578,86796,   -4421,   10761,171804,-74218,Bearish
2014-05-27,16999,76035,   -1682,    3567,162820,-59036,Bearish Reversal
2014-05-20,18681,72468,    1210,   -9710,164819,-53787,Bullish
2014-05-13,17471,82178,   -2910,    1069,164707,-64707,Bearish Reversal
2014-05-06,20381,81109,    6535,   -3089,167093,-60728,Bullish Reversal
2014-04-29,13846,84198,   -2718,     391,168820,-70352,Bearish
2014-04-22,16564,83807,    2213,     740,165674,-67243,Bullish
2014-04-15,14351,83067,    1011,  -17735,164843,-68716,Bullish Reversal
2014-04-08,13340,100802,   -8822,   -9998,181814,-87462,Bullish Reversal
2014-04-01,22162,110800,    4562,   24313,188464,-88638,Bearish
2014-03-25,17600,86487,   -6544,    1244,158280,-68887,Bearish
2014-03-18,24144,85243,    8418,  -29839,156922,-61099,Bullish Reversal
2014-03-11,15726,115082,   -4681,   14966,242170,-99356,Bearish
2014-03-04,20407,100116,    5680,     299,205886,-79709,Bullish
2014-02-25,14727,99817,   -2009,    3297,203743,-85090,Bearish
2014-02-18,16736,96520,    3050,    4048,200057,-79784,Bearish
2014-02-11,13686,92472,   -2210,    -253,196435,-78786,Bearish Reversal
2014-02-04,15896,92725,     -81,   -9444,199361,-76829,Bullish Reversal
2014-01-28,15977,102169,    2849,  -25920,203014,-86192,Bullish Reversal
2014-01-21,13128,128089,    2374,    -731,217548,-114961,Bullish Reversal
2014-01-14,10754,128820,    -586,  -11388,218324,-118066,Bullish Reversal
2014-01-07,11340,140208,   -2934,   -9294,230156,-128868,Bullish Reversal
2013-12-31,14274,149502,      13,   -8581,232225,-135228,Bullish Reversal
2013-12-24,14261,158083,   -7964,    5635,239160,-143822,Bearish
2013-12-17,22225,152448,    4140,    4652,232743,-130223,Bearish Reversal
2013-12-10,18085,147796,   -3205,   -6877,262229,-129711,Bullish
2013-12-03,21290,154673,   -2709,    7472,245167,-133383,Bearish
2013-11-26,23999,147201,    4575,   15561,236713,-123202,Bearish
2013-11-19,19424,131640,   -1553,   15556,214211,-112216,Bearish
2013-11-12,20977,116084,    2243,   23558,195690,-95107,Bearish
2013-11-05,18734,92526,    1251,   12648,169004,-73792,Bearish
2013-10-29,17483,79878,    3555,   -5852,151987,-62395,Bullish Reversal
2013-10-22,13928,85730,  -11464,    1072,152938,-71802,Bearish Reversal
2013-10-15,25392,84658,   -2773,    -604,159871,-59266,Bearish Reversal
2013-10-08,28165,85262,    9531,  -15696,165957,-57097,Bullish Reversal
2013-10-01,18634,100958,     461,  -10033,170525,-82324,Bullish Reversal
2013-09-24,18173,110991,   -7915,   -3891,174892,-92818,Bearish Reversal
2013-09-17,26088,114882,    7234,     962,177045,-88794,Bullish Reversal
2013-09-10,18854,113920,   -8811,    6494,197099,-95066,Bearish
2013-09-03,27665,107426,    4269,    5677,178360,-79761,Bearish
2013-08-27,23396,101749,    3676,   10308,175588,-78353,Bearish
2013-08-20,19720,91441,    2345,    -396,162168,-71721,Bullish
2013-08-13,17375,91837,   -2046,   -7797,159496,-74462,Bullish Reversal
2013-08-06,19421,99634,    1205,    -717,172059,-80213,Bullish Reversal
2013-07-30,18216,100351,   -4297,   -9658,174872,-82135,Bullish Reversal
2013-07-23,22513,110009,    2293,    4027,187250,-87496,Bearish
2013-07-16,20220,105982,   -4897,     560,182429,-85762,Bearish Reversal
2013-07-09,25117,105422,   -2219,    7350,185249,-80305,Bearish
2013-07-02,27336,98072,    2960,   12234,178926,-70736,Bearish
2013-06-25,24376,85838,    1366,     938,161160,-61462,Bullish Reversal
2013-06-18,23010,84900,    1288,   -9728,163921,-61890,Bullish Reversal
2013-06-11,21722,94628,    2546,   -7292,243644,-72906,Bullish
2013-06-04,19176,101920,     770,  -16255,219135,-82744,Bullish Reversal
2013-05-28,18406,118175,   -1048,    3535,231012,-99769,Bearish
2013-05-21,19454,114640,   -9428,   -2649,227826,-95186,Bearish Reversal
2013-05-14,28882,117289,     996,   10843,229746,-88407,Bearish
2013-05-07,27886,106446,    3014,   10447,209370,-78560,Bearish
2013-04-30,24872,95999,   -1070,   -9673,198106,-71127,Bullish Reversal
2013-04-23,25942,105672,    -506,  -14187,204150,-79730,Bullish Reversal
2013-04-16,26448,119859,  -13251,    2463,214577,-93411,Bearish Reversal
2013-04-09,39699,117396,   -7267,   -7741,220626,-77697,Bullish
2013-04-02,46966,125137,      35,  -10943,213997,-78171,Bullish Reversal
2013-03-26,46931,136080,   -8477,     679,220896,-89149,Bearish
2013-03-19,55408,135401,    4168,   -9602,216674,-79993,Bullish Reversal
2013-03-12,51240,145003,     282,   20694,288474,-93763,Bearish
2013-03-05,50958,124309,   -1040,    6967,241938,-73351,Bearish
2013-02-26,51998,117342,   -2664,   -3211,216323,-65344,Bullish Reversal
2013-02-19,54662,120553,   -1120,    3465,218241,-65891,Bearish
2013-02-12,55782,117088,    5115,   -1992,215036,-61306,Bullish Reversal
2013-02-05,50667,119080,    2191,    -642,217709,-68413,Bullish Reversal
2013-01-29,48476,119722,    6493,   13671,219635,-71246,Bearish
2013-01-22,41983,106051,    2536,     877,202225,-64068,Bullish
2013-01-15,39447,105174,    7318,   -1051,196509,-65727,Bullish
2013-01-08,32129,106225,    1697,   -4724,193295,-74096,Bullish Reversal
2012-12-31,30432,110949,    3675,   -1416,194632,-80517,Bullish Reversal
2012-12-24,26757,112365,   -1178,   -4733,195705,-85608,Bullish Reversal
2012-12-18,27935,117098,   11566,    6328,196662,-89163,Bullish Reversal
2012-12-11,16369,110770,   -4560,    -485,267582,-94401,Bearish
2012-12-04,20929,111255,   -6098,    4762,220982,-90326,Bearish
2012-11-27,27027,106493,   -1245,   26832,208130,-79466,Bearish
2012-11-20,28272,79661,    6292,   27234,180979,-51389,Bearish
2012-11-13,21980,52427,   -2986,  -12643,155931,-30447,Bullish Reversal
2012-11-06,24966,65070,    5080,    8164,161552,-40104,Bearish
2012-10-30,19886,56906,   -5664,   13160,147135,-37020,Bearish
2012-10-23,25550,43746,  -17217,   11065,137135,-18196,Bearish
2012-10-16,42767,32681,    1989,    4817,131343,10086,Bearish
2012-10-09,40778,27864,  -11918,    4503,127442,12914,Bearish Reversal
2012-10-02,52696,23361,    5378,   -2846,141693,29335,Bullish
2012-09-25,47318,26207,    5818,     183,137692,21111,Bullish
2012-09-18,41500,26024,  -19362,   -2065,128862,15476,Bearish Reversal
2012-09-11,60862,28089,    5729,   -3037,176618,32773,Bullish
2012-09-04,55133,31126,    1562,    -889,152452,24007,Bullish
2012-08-28,53571,32015,    9987,    -398,149444,21556,Bullish
2012-08-21,43584,32413,  -12399,    7134,141458,11171,Bearish Reversal
2012-08-14,55983,25279,     100,   -3065,151036,30704,Bullish
2012-08-07,55883,28344,     510,    5225,148998,27539,Bearish
2012-07-31,55373,23119,    3349,   -3844,144095,32254,Bullish
2012-07-24,52024,26963,   15290,    1350,139033,25061,Bullish
2012-07-17,36734,25613,    3814,    1645,121806,11121,Bullish
2012-07-10,32920,23968,   -4030,   -8807,115522,8952,Bullish Reversal
2012-07-03,36950,32775,   -6960,   -6593,117403,4175,Bearish Reversal
2012-06-26,43910,39368,    -830,    9765,123247,4542,Bearish Reversal
2012-06-19,44740,29603,    6558,    3728,123868,15137,Bullish Reversal
2012-06-12,38182,25875,     806,     572,174278,12307,Bullish
2012-06-05,37376,25303,   15756,   -7647,169663,12073,Bullish
2012-05-29,21620,32950,    1137,   -5548,140684,-11330,Bullish Reversal
2012-05-22,20483,38498,    3028,  -13272,142168,-18015,Bullish
2012-05-15,17455,51770,    1086,   -5692,139275,-34315,Bullish Reversal
2012-05-08,16369,57462,    2259,   -6821,141842,-41093,Bullish
2012-05-01,14110,64283,    1441,   -4289,140349,-50173,Bullish
2012-04-24,12669,68572,   -4248,   -6148,137636,-55903,Bullish Reversal
2012-04-17,16917,74720,     820,   -7461,144168,-57803,Bullish Reversal
2012-04-10,16097,82181,    1534,    2510,150875,-66084,Bearish
2012-04-03,14563,79671,    3658,    1144,150382,-65108,Bullish
2012-03-27,10905,78527,  -24018,   17783,145497,-67622,Bearish
2012-03-20,34923,60744,   12674,   -3885,139769,-25821,Bullish Reversal
2012-03-13,22249,64629,  -11032,   11990,196396,-42380,Bearish
2012-03-06,33281,52639,  -18277,    -122,147952,-19358,Bearish Reversal
2012-02-28,51558,52761,  -10504,    7956,148310,-1203,Bearish Reversal
2012-02-21,62062,44805,   -2034,   10168,150551,17257,Bearish Reversal
2012-02-14,64096,34637,  -20751,    4961,153683,29459,Bearish Reversal
2012-02-07,84847,29676,    3793,    5291,178512,55171,Bearish
2012-01-31,81054,24385,   14860,    2558,172967,56669,Bullish
2012-01-24,66194,21827,  -12161,    2334,152061,44367,Bearish Reversal
2012-01-17,78355,19493,    1684,    2479,168070,58862,Bearish
2012-01-10,76671,17014,    3685,     509,163533,59657,Bullish
2012-01-03,72986,16505,   20295,  -13601,158719,56481,Bullish
2011-12-27,52691,30106,     543,    2434,132557,22585,Bearish
2011-12-20,52148,27672,    -101,   11023,132006,24476,Bearish Reversal
2011-12-13,52249,16649,   -4568,   -1897,204818,35600,Bearish
2011-12-06,56817,18546,     655,    2931,178625,38271,Bearish
2011-11-29,56162,15615,    -856,    1777,166279,40547,Bearish
2011-11-22,57018,13838,    7102,   -2398,149571,43180,Bullish
2011-11-15,49916,16236,    5596,      -7,142233,33680,Bullish
2011-11-08,44320,16243,     649,   -1524,138981,28077,Bullish
2011-11-01,43671,17767,  -32328,   -3953,138045,25904,Bearish Reversal
2011-10-25,75999,21720,   26952,    -420,165616,54279,Bullish
2011-10-18,49047,22140,   -5143,    3069,152255,26907,Bearish Reversal
2011-10-11,54190,19071,   -6677,    1666,153849,35119,Bearish
2011-10-04,60867,17405,    -299,   -1439,134724,43462,Bullish
2011-09-27,61166,18844,   -2722,     573,125732,42322,Bearish Reversal
2011-09-20,63888,18271,   10110,    -552,127828,45617,Bullish Reversal
2011-09-13,53778,18823,    5653,    3485,151535,34955,Bullish
2011-09-06,48125,15338,   -6011,    2387,123412,32787,Bearish Reversal
2011-08-30,54136,12951,   -6695,    -741,126128,41185,Bearish Reversal
2011-08-23,60831,13692,    1771,    1980,131217,47139,Bearish
2011-08-16,59060,11712,    5674,     475,126262,47348,Bullish
2011-08-09,53386,11237,  -25469,   -8785,119904,42149,Bearish Reversal
2011-08-02,78855,20022,    6741,    -790,148888,58833,Bullish
2011-07-26,72114,20812,    8579,    -568,138932,51302,Bullish
2011-07-19,63535,21380,   11258,   -2609,129653,42155,Bullish
2011-07-12,52277,23989,   17682,    3721,115846,28288,Bullish
2011-07-05,34595,20268,     276,    -428,94901,14327,Bullish
2011-06-28,34319,20696,  -12755,    6216,94286,13623,Bearish Reversal
2011-06-21,47074,14480,    8456,     630,99071,32594,Bullish
2011-06-14,38618,13850,    2735,   -4402,94483,24768,Bullish Reversal
2011-06-07,35883,18252,   11697,   -7582,106199,17631,Bullish
2011-05-31,24186,25834,   -8002,    1652,95929,-1648,Bearish Reversal
2011-05-24,32188,24182,   -5828,    1539,99264,8006,Bearish Reversal
2011-05-17,38016,22643,    1916,    -403,103453,15373,Bullish
2011-05-10,36100,23046,   16321,  -15552,102289,13054,Bullish Reversal
2011-05-03,19779,38598,    5716,  -12462,104590,-18819,Bullish Reversal
2011-04-26,14063,51060,    1128,  -14858,114134,-36997,Bullish Reversal
2011-04-19,12935,65918,   -1248,   -1142,127838,-52983,Bearish Reversal
2011-04-12,14183,67060,   -2333,    7313,130084,-52877,Bearish
2011-04-05,16516,59747,  -21221,   29062,120632,-43231,Bearish
2011-03-29,37737,30685,  -14747,   12726,100377,7052,Bearish Reversal
2011-03-22,52484,17959,    -119,   -4414,112051,34525,Bullish Reversal
2011-03-15,52603,22373,    9398,   -4176,114701,30230,Bullish Reversal
