As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-08-28,86540,103138,   -4888,    4552,227329,-16598,Bearish Reversal
2018-08-21,91428,98586,   -1918,    2404,244196,-7158,Bearish
2018-08-14,93346,96182,     330,    7507,240038,-2836,Bearish
2018-08-07,93016,88675,    3400,    4923,235440,4341,Bearish
2018-07-31,89616,83752,    1591,    -735,226512,5864,Bullish
2018-07-24,88025,84487,     849,    6193,214596,3538,Bearish
2018-07-17,87176,78294,   -3422,   11395,212527,8882,Bearish
2018-07-10,90598,66899,   -2080,   -1097,207701,23699,Bearish
2018-07-03,92678,67996,    -887,    8652,205622,24682,Bearish Reversal
2018-06-26,93565,59344,   -1758,    4923,218492,34221,Bearish Reversal
2018-06-19,95323,54421,   -5810,    3018,218814,40902,Bearish Reversal
2018-06-12,101133,51403,   16063,  -14233,230163,49730,Bullish
2018-06-05,85070,65636,    2004,      23,211605,19434,Bullish
2018-05-29,83066,65613,    5059,    2831,207610,17453,Bullish
2018-05-22,78007,62782,    5344,   -9223,198248,15225,Bullish
2018-05-15,72663,72005,     -50,    -829,198065,658,Bullish
2018-05-08,72713,72834,    4185,   -2890,195865,-121,Bullish
2018-05-01,68528,75724,     726,   19889,194685,-7196,Bearish Reversal
2018-04-24,67802,55835,    1193,  -10861,201707,11967,Bullish Reversal
2018-04-17,66609,66696,    1576,  -13170,214297,-87,Bullish Reversal
2018-04-10,65033,79866,    -936,   -3068,227175,-14833,Bullish Reversal
2018-04-03,65969,82934,    5183,    8491,232682,-16965,Bearish
2018-03-27,60786,74443,   -3027,   -1886,219518,-13657,Bearish
2018-03-20,63813,76329,   -2894,   12569,216042,-12516,Bearish
2018-03-13,66707,63760,   -1979,    1260,200094,2947,Bearish
2018-03-06,68686,62500,    5663,   -2031,196590,6186,Bullish
2018-02-27,63023,64531,    -177,    6651,193343,-1508,Bearish Reversal
2018-02-20,63200,57880,   -1616,    1775,203629,5320,Bearish
2018-02-13,64816,56105,    1087,    8916,194056,8711,Bearish Reversal
2018-02-06,63729,47189,   -8416,    7466,205470,16540,Bearish
2018-01-30,72145,39723,   -4048,   -7389,198358,32422,Bullish Reversal
2018-01-23,76193,47112,   -3673,    4458,199985,29081,Bearish
2018-01-16,79866,42654,   -4447,   -3624,196511,37212,Bearish
2018-01-09,84313,46278,    9186,   -6099,195009,38035,Bullish
2018-01-02,75127,52377,    1114,  -16988,192423,22750,Bullish Reversal
2017-12-26,74013,69365,   -3562,   -5741,200321,4648,Bullish Reversal
2017-12-19,77575,75106,     406,    7851,203703,2469,Bearish
2017-12-12,77169,67255,   -7736,   13776,202797,9914,Bearish
2017-12-05,84905,53479,   -5233,   22123,192970,31426,Bearish
2017-11-28,90138,31356,   -8006,     853,186272,58782,Bearish Reversal
2017-11-21,98144,30503,      74,    1606,199402,67641,Bearish Reversal
2017-11-14,98070,28897,   -1802,   -2073,199899,69173,Bullish Reversal
2017-11-07,99872,30970,    4490,   -4260,203330,68902,Bullish
2017-10-31,95382,35230,     -31,    4937,198853,60152,Bearish
2017-10-24,95413,30293,     588,    -617,193899,65120,Bullish
2017-10-17,94825,30910,    2630,   -2177,191928,63915,Bullish
2017-10-10,92195,33087,    1098,    1169,188258,59108,Bearish
2017-10-03,91097,31918,    -715,     366,183494,59179,Bearish Reversal
2017-09-26,91812,31552,   -7875,    -332,186906,60260,Bearish Reversal
2017-09-19,99687,31884,   -2556,    4628,192994,67803,Bearish
2017-09-12,102243,27256,    5869,   -4947,188207,74987,Bullish
2017-09-05,96374,32203,    3444,   -7082,183276,64171,Bullish
2017-08-29,92930,39285,    1625,   -7474,182823,53645,Bullish Reversal
2017-08-22,91305,46759,    -291,   -5986,187227,44546,Bullish Reversal
2017-08-15,91596,52745,     251,   -4736,187955,38851,Bullish Reversal
2017-08-08,91345,57481,    -914,   -4019,195163,33864,Bullish Reversal
2017-08-01,92259,61500,    1394,   -9948,207258,30759,Bullish
2017-07-25,90865,71448,      89,   -9952,206347,19417,Bullish Reversal
2017-07-18,90776,81400,    -398,    4231,209689,9376,Bearish
2017-07-11,91174,77169,    -822,   11448,207592,14005,Bearish
2017-07-03,91996,65721,   -1873,    7384,203541,26275,Bearish Reversal
2017-06-27,93869,58337,   -2131,    9018,204637,35532,Bearish
2017-06-20,96000,49319,   -6702,    7275,199929,46681,Bearish Reversal
2017-06-13,102702,42044,     989,    6272,201214,60658,Bearish Reversal
2017-06-06,101713,35772,    5145,     618,208967,65941,Bullish
2017-05-30,96568,35154,      37,  -10204,205235,61414,Bullish
2017-05-23,96531,45358,   -3611,  -11780,203459,51173,Bullish Reversal
2017-05-16,100142,57138,    5160,   15811,215127,43004,Bearish
2017-05-09,94982,41327,   -6556,   11156,196083,53655,Bearish
2017-05-02,101538,30171,  -19480,    2766,189240,71367,Bearish Reversal
2017-04-25,121018,27405,   -7360,    2914,214782,93613,Bearish Reversal
2017-04-18,128378,24491,   -3591,   -1963,227984,103887,Bearish
2017-04-11,131969,26454,    5445,    1312,220172,105515,Bullish
2017-04-04,126524,25142,   14327,    3633,219160,101382,Bullish
2017-03-28,112197,21509,   11860,     284,201829,90688,Bullish
2017-03-21,100337,21225,   -2338,    1428,190819,79112,Bearish
2017-03-14,102675,19797,  -10762,    -187,186936,82878,Bearish Reversal
2017-03-07,113437,19984,   -1792,     178,192398,93453,Bearish Reversal
2017-02-28,115229,19806,    6381,   -1025,197629,95423,Bullish Reversal
2017-02-21,108848,20831,    4083,     878,208147,88017,Bullish
2017-02-14,104765,19953,    6205,    -330,195338,84812,Bullish
2017-02-07,98560,20283,    1651,    -652,193936,78277,Bullish
2017-01-31,96909,20935,    4590,    -363,186839,75974,Bullish
2017-01-24,92319,21298,    1481,     -58,177601,71021,Bullish
2017-01-17,90838,21356,    2408,   -2473,172056,69482,Bullish
2017-01-10,88430,23829,    1609,   -1701,165040,64601,Bullish
2017-01-03,86821,25530,    2491,     111,163812,61291,Bullish
2016-12-27,84330,25419,     801,    2784,163097,58911,Bearish
2016-12-20,83529,22635,   -3511,    2528,159697,60894,Bearish Reversal
2016-12-13,87040,20107,    5545,   -2023,163556,66933,Bullish
2016-12-06,81495,22130,    2010,    1685,159337,59365,Bullish
2016-11-29,79485,20445,   -2350,   -1223,156626,59040,Bearish Reversal
2016-11-22,81835,21668,   -3740,   -1301,169661,60167,Bearish Reversal
2016-11-15,85575,22969,   -3785,   -1122,174831,62606,Bearish Reversal
2016-11-08,89360,24091,     127,   -3006,188265,65269,Bullish Reversal
2016-11-01,89233,27097,   -2980,   -8043,196912,62136,Bullish
2016-10-25,92213,35140,   -2017,     196,196311,57073,Bearish
2016-10-18,94230,34944,   -3297,     310,189229,59286,Bearish
2016-10-11,97527,34634,  -13237,    -327,187469,62893,Bearish Reversal
2016-10-04,110764,34961,   -6184,    2875,198747,75803,Bearish Reversal
2016-09-27,116948,32086,    3381,    1154,201486,84862,Bullish
2016-09-20,113567,30932,    -225,   -1292,193501,82635,Bullish Reversal
2016-09-13,113792,32224,   -4267,    2193,193953,81568,Bearish Reversal
2016-09-06,118059,30031,    3829,     155,199197,88028,Bullish
2016-08-30,114230,29876,   -4126,   -5277,189416,84354,Bullish Reversal
2016-08-23,118356,35153,    -632,    1154,206264,83203,Bearish
2016-08-16,118988,33999,   -3177,    2898,205905,84989,Bearish Reversal
2016-08-09,122165,31101,    -511,    1859,210647,91064,Bearish Reversal
2016-08-02,122676,29242,   -1061,    1582,224540,93434,Bearish
2016-07-26,123737,27660,    2898,    1211,218299,96077,Bullish Reversal
2016-07-19,120839,26449,    6463,    -275,219206,94390,Bullish
2016-07-12,114376,26724,    3028,    1130,214617,87652,Bullish
2016-07-05,111348,25594,    3793,    1700,211347,85754,Bullish Reversal
2016-06-28,107555,23894,     613,   -2805,211396,83661,Bullish
2016-06-21,106942,26699,    9572,   -1032,205618,80243,Bullish
2016-06-14,97370,27731,   10694,   -1904,199111,69639,Bullish
2016-06-07,86676,29635,   -3139,    1451,192376,57041,Bearish Reversal
2016-05-31,89815,28184,   -7427,   -3174,198118,61631,Bearish Reversal
2016-05-24,97242,31358,   -8746,    2572,203682,65884,Bearish Reversal
2016-05-17,105988,28786,   -1856,    1213,207394,77202,Bearish
2016-05-10,107844,27573,    7443,    3047,205391,80271,Bullish
2016-05-03,100401,24526,     627,    3525,198237,75875,Bearish Reversal
2016-04-26,99774,21001,    4786,   -2559,206748,78773,Bullish
2016-04-19,94988,23560,    7096,   -1864,194510,71428,Bullish
2016-04-12,87892,25424,    7950,   -2507,184800,62468,Bullish
2016-04-05,79942,27931,     449,    2945,179913,52011,Bearish
2016-03-29,79493,24986,   -3440,    5482,175255,54507,Bearish Reversal
2016-03-22,82933,19504,    6327,     971,175775,63429,Bullish
2016-03-15,76606,18533,   -3273,   -1462,166180,58073,Bearish Reversal
2016-03-08,79879,19995,    1272,   -3132,169875,59884,Bullish
2016-03-01,78607,23127,   -4582,    1865,162293,55480,Bearish Reversal
2016-02-23,83189,21262,    2940,    -270,174697,61927,Bullish
2016-02-16,80249,21532,    2141,   -3894,166645,58717,Bullish
2016-02-09,78108,25426,    7423,   -6671,164664,52682,Bullish
2016-02-02,70685,32097,    1765,     763,157934,38588,Bullish
2016-01-26,68920,31334,     724,   -7904,154734,37586,Bullish Reversal
2016-01-19,68196,39238,   -3059,   -9534,159521,28958,Bullish Reversal
2016-01-12,71255,48772,    1476,     619,166172,22483,Bullish Reversal
2016-01-05,69779,48153,    1329,     407,167520,21626,Bullish
2015-12-29,68450,47746,    -134,    2553,165006,20704,Bearish
2015-12-22,68584,45193,   -2895,  -10709,161116,23391,Bullish Reversal
2015-12-15,71479,55902,     888,    6571,166864,15577,Bearish
2015-12-08,70591,49331,   -2318,   -1688,162758,21260,Bearish Reversal
2015-12-01,72909,51019,    2699,     202,163286,21890,Bullish Reversal
2015-11-24,70210,50817,   -2072,    3789,170092,19393,Bearish Reversal
2015-11-17,72282,47028,     -22,   13714,170721,25254,Bearish
2015-11-10,72304,33314,   -4916,   14471,162435,38990,Bearish Reversal
2015-11-03,77220,18843,   -4803,    -735,166942,58377,Bearish Reversal
2015-10-27,82023,19578,    2574,   -2573,169757,62445,Bullish
2015-10-20,79449,22151,    4874,    -714,167574,57298,Bullish
2015-10-13,74575,22865,    5737,   -5187,161346,51710,Bullish
2015-10-06,68838,28052,    7282,  -10401,156226,40786,Bullish Reversal
2015-09-29,61556,38453,    1143,    2899,156905,23103,Bearish
2015-09-22,60413,35554,     -30,  -10626,152140,24859,Bullish Reversal
2015-09-15,60443,46180,    1682,    6160,158007,14263,Bearish
2015-09-08,58761,40020,     895,    -374,155615,18741,Bullish Reversal
2015-09-01,57866,40394,    -821,   -2735,157013,17472,Bullish Reversal
2015-08-25,58687,43129,    -848,   -2372,167243,15558,Bullish Reversal
2015-08-18,59535,45501,   -6031,   -3228,173545,14034,Bearish Reversal
2015-08-11,65566,48729,   -1206,   -9638,177902,16837,Bullish Reversal
2015-08-04,66772,58367,    -353,   -2462,185848,8405,Bullish Reversal
2015-07-28,67125,60829,     549,   -1502,190322,6296,Bullish
2015-07-21,66576,62331,     184,    5492,190226,4245,Bearish
2015-07-14,66392,56839,   -4394,   -7154,185716,9553,Bullish Reversal
2015-07-07,70786,63993,   -1100,    1988,197092,6793,Bearish
2015-06-30,71886,62005,   -2368,    3308,196724,9881,Bearish Reversal
2015-06-23,74254,58697,    6939,    7054,200273,15557,Bearish
2015-06-16,67315,51643,    1434,    8308,191774,15672,Bearish
2015-06-09,65881,43335,    2308,   26607,189524,22546,Bearish
2015-06-02,63573,16728,   -3019,    1117,178343,46845,Bearish
2015-05-26,66592,15611,   -1579,   -1280,173629,50981,Bearish Reversal
2015-05-19,68171,16891,    2869,  -19073,174337,51280,Bullish Reversal
2015-05-12,65302,35964,     -81,   -1796,174919,29338,Bullish Reversal
2015-05-05,65383,37760,    1043,   -3650,175694,27623,Bullish Reversal
2015-04-28,64340,41410,    3492,    4887,179461,22930,Bearish Reversal
2015-04-21,60848,36523,    -569,    9651,182633,24325,Bearish
2015-04-14,61417,26872,   -1824,    5712,177877,34545,Bearish
2015-04-07,63241,21160,   -2185,   -1154,169700,42081,Bearish Reversal
2015-03-31,65426,22314,    3094,   -7895,170105,43112,Bullish Reversal
2015-03-24,62332,30209,     683,   -7029,172659,32123,Bullish Reversal
2015-03-17,61649,37238,    3683,    5244,178524,24411,Bearish
2015-03-10,57966,31994,    1624,    6859,169125,25972,Bearish
2015-03-03,56342,25135,   -1006,    5126,164018,31207,Bearish Reversal
2015-02-24,57348,20009,   -3797,     187,166676,37339,Bearish Reversal
2015-02-17,61145,19822,    -889,    4652,175193,41323,Bearish
2015-02-10,62034,15170,   -2132,    1577,168146,46864,Bearish Reversal
2015-02-03,64166,13593,   -1556,    1218,168486,50573,Bearish
2015-01-27,65722,12375,    3519,   -3554,162440,53347,Bullish
2015-01-20,62203,15929,    2395,   -3940,159904,46274,Bullish
2015-01-13,59808,19869,    4897,   -3003,157282,39939,Bullish
2015-01-06,54911,22872,     785,   -1232,152879,32039,Bullish
2014-12-30,54126,24104,    2069,   -1640,149594,30022,Bullish
2014-12-23,52057,25744,    -864,    -688,149149,26313,Bearish Reversal
2014-12-16,52921,26432,     792,    2762,150199,26489,Bearish
2014-12-09,52129,23670,    1443,   -5425,148195,28459,Bullish Reversal
2014-12-02,50686,29095,   -2197,   -8332,148422,21591,Bullish Reversal
2014-11-25,52883,37427,   -3948,   -7650,156984,15456,Bullish Reversal
2014-11-18,56831,45077,    -634,   -1956,173075,11754,Bullish
2014-11-11,57465,47033,    -623,   -4113,170684,10432,Bullish Reversal
2014-11-04,58088,51146,     619,    -391,176463,6942,Bullish
2014-10-28,57469,51537,     233,    1132,173733,5932,Bearish
2014-10-21,57236,50405,    -952,     -46,170192,6831,Bearish
2014-10-14,58188,50451,    -338,     867,169329,7737,Bearish Reversal
2014-10-07,58526,49584,    -204,   -2520,171283,8942,Bullish Reversal
2014-09-30,58730,52104,    3128,    5324,173222,6626,Bearish
2014-09-23,55602,46780,   -2934,    -844,170393,8822,Bearish Reversal
2014-09-16,58536,47624,    -374,    5251,171260,10912,Bearish
2014-09-09,58910,42373,    -562,    2456,165281,16537,Bearish
2014-09-02,59472,39917,    3927,    6896,162307,19555,Bearish Reversal
2014-08-26,55545,33021,    1868,    3495,164262,22524,Bearish Reversal
2014-08-19,53677,29526,    -265,    5281,164893,24151,Bearish
2014-08-12,53942,24245,    -223,    4443,158219,29697,Bearish
2014-08-05,54165,19802,   -4865,    4884,157578,34363,Bearish Reversal
2014-07-29,59030,14918,   -5247,   -1834,158558,44112,Bearish Reversal
2014-07-22,64277,16752,   -1630,     123,162485,47525,Bearish
2014-07-15,65907,16629,   -1122,   -2519,162447,49278,Bullish Reversal
2014-07-08,67029,19148,    6637,    -945,162879,47881,Bullish
2014-07-01,60392,20093,    6232,   -4737,156698,40299,Bullish Reversal
2014-06-24,54160,24830,    5827,  -10166,158093,29330,Bullish Reversal
2014-06-17,48333,34996,    -259,   -9490,164576,13337,Bullish
2014-06-10,48592,44486,   -1186,   -4526,161532,4106,Bullish
2014-06-03,49778,49012,    1652,    5974,161062,766,Bearish
2014-05-27,48126,43038,    2159,    5147,156319,5088,Bearish
2014-05-20,45967,37891,    -658,    2803,150164,8076,Bearish
2014-05-13,46625,35088,     853,    -305,149922,11537,Bullish
2014-05-06,45772,35393,    -331,    1341,149495,10379,Bearish
2014-04-29,46103,34052,     235,    2301,149341,12051,Bearish Reversal
2014-04-22,45868,31751,     -89,   -1107,157687,14117,Bullish Reversal
2014-04-15,45957,32858,     915,    4078,164158,13099,Bearish
2014-04-08,45042,28780,     897,    -861,159316,16262,Bullish
2014-04-01,44145,29641,   -1355,    3154,150361,14504,Bearish
2014-03-25,45500,26487,     756,    6115,147597,19013,Bearish
2014-03-18,44744,20372,     858,    3150,144578,24372,Bearish
2014-03-11,43886,17222,    -411,     834,136625,26664,Bearish
2014-03-04,44297,16388,    -551,     477,133550,27909,Bearish Reversal
2014-02-25,44848,15911,    4342,   -1060,144305,28937,Bullish Reversal
2014-02-18,40506,16971,    -773,  -11674,147035,23535,Bullish Reversal
2014-02-11,41279,28645,     -42,   -5688,147988,12634,Bullish Reversal
2014-02-04,41321,34333,     505,    4009,149163,6988,Bearish
2014-01-28,40816,30324,   -1518,    3858,144244,10492,Bearish
2014-01-21,42334,26466,    1047,    1668,139468,15868,Bearish
2014-01-14,41287,24798,       2,     848,136158,16489,Bearish
2014-01-07,41285,23950,    -798,   -3452,131294,17335,Bullish Reversal
2013-12-31,42083,27402,     -14,   -2597,132475,14681,Bullish Reversal
2013-12-24,42097,29999,     181,    -369,132501,12098,Bullish Reversal
2013-12-17,41916,30368,    -635,   -2230,133306,11548,Bullish
2013-12-10,42551,32598,    2113,   -4939,133086,9953,Bullish Reversal
2013-12-03,40438,37537,    1168,    4889,133109,2901,Bearish Reversal
2013-11-26,39270,32648,     684,    4093,133287,6622,Bearish Reversal
2013-11-19,38586,28555,    1206,    4211,138809,10031,Bearish
2013-11-12,37380,24344,    1246,    7113,129525,13036,Bearish
2013-11-05,36134,17231,    -540,    -994,118718,18903,Bullish
2013-10-29,36674,18225,     968,     727,117934,18449,Bullish
2013-10-22,35706,17498,    2338,   -1102,116767,18208,Bullish
2013-10-15,33368,18600,    1481,    1719,116207,14768,Bearish
2013-10-08,31887,16881,     652,   -1579,116098,15006,Bullish
2013-10-01,31235,18460,    1878,    1755,115238,12775,Bullish
2013-09-24,29357,16705,   -1532,    -378,112317,12652,Bearish Reversal
2013-09-17,30889,17083,   -1755,     273,112757,13806,Bearish
2013-09-10,32644,16810,   -1972,    1041,112276,15834,Bearish Reversal
2013-09-03,34616,15769,    1469,    -998,115644,18847,Bullish Reversal
2013-08-27,33147,16767,   -4161,   -2033,122271,16380,Bearish Reversal
2013-08-20,37308,18800,     363,   -5436,131076,18508,Bullish Reversal
2013-08-13,36945,24236,    2318,   -4924,135226,12709,Bullish
2013-08-06,34627,29160,   -1001,   -1493,132053,5467,Bullish Reversal
2013-07-30,35628,30653,     188,     894,132831,4975,Bearish
2013-07-23,35440,29759,   -1335,    -381,131748,5681,Bearish Reversal
2013-07-16,36775,30140,     215,   -1399,133445,6635,Bullish Reversal
2013-07-09,36560,31539,     385,      11,133851,5021,Bullish Reversal
2013-07-02,36175,31528,    1670,   -2140,136146,4647,Bullish Reversal
2013-06-25,34505,33668,    -969,    2098,140639,837,Bearish Reversal
2013-06-18,35474,31570,     -35,    -236,149891,3904,Bullish
2013-06-11,35509,31806,     458,    2111,147175,3703,Bearish
2013-06-04,35051,29695,     992,     227,145734,5356,Bullish
2013-05-28,34059,29468,   -1474,    2750,145299,4591,Bearish Reversal
2013-05-21,35533,26718,    -157,    1822,148619,8815,Bearish
2013-05-14,35690,24896,    -144,    2713,144666,10794,Bearish
2013-05-07,35834,22183,     114,   -1347,144156,13651,Bullish
2013-04-30,35720,23530,   -3097,    -286,143477,12190,Bearish Reversal
2013-04-23,38817,23816,    -884,    1713,158970,15001,Bearish
2013-04-16,39701,22103,    1209,   -8474,157302,17598,Bullish Reversal
2013-04-09,38492,30577,     291,     522,162241,7915,Bearish
2013-04-02,38201,30055,     653,    3911,155755,8146,Bearish
2013-03-26,37548,26144,   -1159,    2488,151568,11404,Bearish
2013-03-19,38707,23656,      70,    3127,151521,15051,Bearish
2013-03-12,38637,20529,     188,     683,148283,18108,Bearish
2013-03-05,38449,19846,     696,    3830,147100,18603,Bearish
2013-02-26,37753,16016,   -1304,    3415,145625,21737,Bearish Reversal
2013-02-19,39057,12601,   -1148,    4468,155353,26456,Bearish
2013-02-12,40205,8133,   -2244,    1545,152817,32072,Bearish
2013-02-05,42449,6588,    -640,   -1697,151512,35861,Bullish
2013-01-29,43089,8285,    1807,   -1904,148532,34804,Bullish
2013-01-22,41282,10189,    2900,     379,142279,31093,Bullish
2013-01-15,38382,9810,    1125,     647,140433,28572,Bullish
2013-01-08,37257,9163,   -1034,      59,137542,28094,Bearish Reversal
2012-12-31,38291,9104,   -1329,     127,141489,29187,Bearish
2012-12-24,39620,8977,   -5269,      77,140751,30643,Bearish Reversal
2012-12-18,44889,8900,   -3659,    -148,141423,35989,Bearish Reversal
2012-12-11,48548,9048,   -1656,     116,142085,39500,Bearish
2012-12-04,50204,8932,    -880,    -877,141738,41272,Bearish Reversal
2012-11-27,51084,9809,    3776,     462,150727,41275,Bullish
2012-11-20,47308,9347,    2123,   -1428,150335,37961,Bullish
2012-11-13,45185,10775,     955,     664,144567,34410,Bullish
2012-11-06,44230,10111,   -2552,    -454,139313,34119,Bearish
2012-10-30,46782,10565,    -681,    1238,137585,36217,Bearish Reversal
2012-10-23,47463,9327,   -1578,     414,140643,38136,Bearish Reversal
2012-10-16,49041,8913,    -357,    -660,141405,40128,Bullish
2012-10-09,49398,9573,    2162,     455,140426,39825,Bullish
2012-10-02,47236,9118,    2458,   -1650,139117,38118,Bullish
2012-09-25,44778,10768,    1573,     118,133163,34010,Bullish
2012-09-18,43205,10650,    1834,     761,127032,32555,Bullish
2012-09-11,41371,9889,    -912,      36,121050,31482,Bearish
2012-09-04,42283,9853,    2575,   -1217,119504,32430,Bullish Reversal
2012-08-28,39708,11070,    4062,   -3376,121777,28638,Bullish Reversal
2012-08-21,35646,14446,    3329,   -2284,127776,21200,Bullish Reversal
2012-08-14,32317,16730,     896,   -1011,128993,15587,Bullish
2012-08-07,31421,17741,      27,    -617,124276,13680,Bullish
2012-07-31,31394,18358,    1103,   -3774,121809,13036,Bullish Reversal
2012-07-24,30291,22132,    1860,    1357,123661,8159,Bullish
2012-07-17,28431,20775,      -3,    1123,121819,7656,Bearish Reversal
2012-07-10,28434,19652,    -228,     696,124109,8782,Bearish
2012-07-03,28662,18956,     300,   -3184,122128,9706,Bullish Reversal
2012-06-26,28362,22140,     595,    4475,126164,6222,Bearish
2012-06-19,27767,17665,    1051,     558,122508,10102,Bullish
2012-06-12,26716,17107,   -1093,    -908,122080,9609,Bearish
2012-06-05,27809,18015,    1310,      74,116809,9794,Bullish
2012-05-29,26499,17941,   -1519,     720,113961,8558,Bearish
2012-05-22,28018,17221,     767,    1444,113647,10797,Bearish Reversal
2012-05-15,27251,15777,    -757,     332,114208,11474,Bearish
2012-05-08,28008,15445,    1153,    4174,113549,12563,Bearish
2012-05-01,26855,11271,   -2058,   -1171,110862,15584,Bearish Reversal
2012-04-24,28913,12442,     862,    2798,122325,16471,Bearish
2012-04-17,28051,9644,    -103,    -324,121448,18407,Bullish
2012-04-10,28154,9968,   -1088,     781,114469,18186,Bearish Reversal
2012-04-03,29242,9187,    2345,     945,116434,20055,Bullish
2012-03-27,26897,8242,   -1592,     922,109859,18655,Bearish Reversal
2012-03-20,28489,7320,      30,     677,111422,21169,Bearish Reversal
2012-03-13,28459,6643,   -2176,    -800,111730,21816,Bearish
2012-03-06,30635,7443,   -7377,    -566,111023,23192,Bearish Reversal
2012-02-28,38012,8009,    3193,    -145,115866,30003,Bullish
2012-02-21,34819,8154,    1959,     962,110583,26665,Bullish
2012-02-14,32860,7192,     621,   -1460,104872,25668,Bullish Reversal
2012-02-07,32239,8652,    3774,    -722,106008,23587,Bullish
2012-01-31,28465,9374,    1414,   -1560,101747,19091,Bullish Reversal
2012-01-24,27051,10934,     842,   -1882,103025,16117,Bullish Reversal
2012-01-17,26209,12816,       1,   -2321,103668,13393,Bullish Reversal
2012-01-10,26208,15137,    -421,   -1854,104345,11071,Bullish Reversal
2012-01-03,26629,16991,    2603,    -180,107101,9638,Bullish
2011-12-27,24026,17171,    -276,     297,103993,6855,Bearish
2011-12-20,24302,16874,   -1270,    4969,101165,7428,Bearish
2011-12-13,25572,11905,    2361,    1324,98311,13667,Bullish
2011-12-06,23211,10581,    -605,   -1141,95684,12630,Bullish Reversal
2011-11-29,23816,11722,     239,     769,98959,12094,Bearish Reversal
2011-11-22,23577,10953,   -2245,    -422,108548,12624,Bearish Reversal
2011-11-15,25822,11375,    1408,     -99,110513,14447,Bullish Reversal
2011-11-08,24414,11474,     330,    -436,111841,12940,Bullish
2011-11-01,24084,11910,     424,    -728,108675,12174,Bullish
2011-10-25,23660,12638,     655,     -15,107066,11022,Bullish
2011-10-18,23005,12653,    -566,    1030,103357,10352,Bearish
2011-10-11,23571,11623,    -288,    -336,99698,11948,Bullish Reversal
2011-10-04,23859,11959,   -1294,    2231,101102,11900,Bearish Reversal
2011-09-27,25153,9728,   -8794,   -1681,102014,15425,Bearish Reversal
2011-09-20,33947,11409,   -2641,    1108,112103,22538,Bearish Reversal
2011-09-13,36588,10301,    -597,     323,112726,26287,Bearish Reversal
2011-09-06,37185,9978,     648,     284,113449,27207,Bullish
2011-08-30,36537,9694,   -2219,   -2051,112375,26843,Bearish Reversal
2011-08-23,38756,11745,    6059,     976,122543,27011,Bullish
2011-08-16,32697,10769,     596,   -2944,116007,21928,Bullish
2011-08-09,32101,13713,   -6164,     299,115939,18388,Bearish Reversal
2011-08-02,38265,13414,     907,     -31,120385,24851,Bullish
2011-07-26,37358,13445,    3110,     -54,119563,23913,Bullish
2011-07-19,34248,13499,    4281,    4035,115999,20749,Bullish
2011-07-12,29967,9464,    1836,     168,112795,20503,Bullish
2011-07-05,28131,9296,     692,   -2145,111251,18835,Bullish Reversal
2011-06-28,27439,11441,   -3015,     310,114330,15998,Bearish Reversal
2011-06-21,30454,11131,    1193,   -1543,120238,19323,Bullish
2011-06-14,29261,12674,     500,     912,118846,16587,Bearish Reversal
2011-06-07,28761,11762,    -109,     474,121191,16999,Bearish
2011-05-31,28870,11288,   -2884,   -2883,120853,17582,Bearish Reversal
2011-05-24,31754,14171,     818,     670,121395,17583,Bullish
2011-05-17,30936,13501,   -3303,    2748,120227,17435,Bearish Reversal
2011-05-10,34239,10753,   -8512,   -8644,123537,23486,Bullish Reversal
2011-05-03,42751,19397,    -327,    1314,131907,23354,Bearish Reversal
2011-04-26,43078,18083,   -5247,    3524,143341,24995,Bearish Reversal
2011-04-19,48325,14559,    2020,     976,144981,33766,Bullish
2011-04-12,46305,13583,   -2585,    1478,144670,32722,Bearish
2011-04-05,48890,12105,    1126,    1480,143013,36785,Bearish
2011-03-29,47764,10625,     212,    -152,138486,37139,Bullish
2011-03-22,47552,10777,     262,   -1559,135988,36775,Bullish
2011-03-15,47290,12336,   -3104,     436,134914,34954,Bearish
2011-03-08,50394,11900,     644,      52,133485,38494,Bullish Reversal
2011-03-01,49750,11848,   -1187,     134,135802,37902,Bearish Reversal
2011-02-22,50937,11714,     219,    1933,145070,39223,Bearish Reversal
2011-02-15,50718,9781,    5803,    1929,147113,40937,Bullish
2011-02-08,44915,7852,    7032,     649,135797,37063,Bullish
2011-02-01,37883,7203,    -816,   -3270,125287,30680,Bullish
2011-01-25,38699,10473,   -1311,     116,125229,28226,Bearish Reversal
2011-01-18,40010,10357,    1440,    1056,135675,29653,Bullish Reversal
2011-01-11,38570,9301,   -1913,   -1147,136331,29269,Bearish Reversal
2011-01-04,40483,10448,   -1056,    1028,136931,30035,Bearish Reversal
2010-12-28,41539,9420,    2359,     535,137918,32119,Bullish
2010-12-21,39180,8885,    -270,    -333,133135,30295,Bullish
2010-12-14,39450,9218,   -3156,    -419,130145,30232,Bearish Reversal
2010-12-07,42606,9637,    1788,    2853,137675,32969,Bearish
2010-11-30,40818,6784,     511,   -3097,133139,34034,Bullish Reversal
2010-11-23,40307,9881,      64,   -2258,147685,30426,Bullish
2010-11-16,40243,12139,   -5761,   -1282,146693,28104,Bearish Reversal
2010-11-09,46004,13421,   -6621,     587,156418,32583,Bearish Reversal
