As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-07-31,41416,49599,     253,     320,82139,-8183,Bearish
2018-07-24,41163,49279,    1309,    -219,80021,-8116,Bullish Reversal
2018-07-17,39854,49498,   -1280,    1497,80785,-9644,Bearish Reversal
2018-07-10,41134,48001,    -387,    -422,81535,-6867,Bullish Reversal
2018-07-03,41521,48423,     186,     973,83561,-6902,Bearish Reversal
2018-06-26,41335,47450,   -1533,    -579,86452,-6115,Bearish Reversal
2018-06-19,42868,48029,   -2621,    6101,88852,-5161,Bearish
2018-06-12,45489,41928,     250,   -1165,85886,3561,Bullish
2018-06-05,45239,43093,    -584,    1286,84484,2146,Bearish
2018-05-29,45823,41807,    2738,     184,81357,4016,Bullish
2018-05-22,43085,41623,   -3614,    3120,80393,1462,Bearish
2018-05-15,46699,38503,   -1492,     700,80140,8196,Bearish Reversal
2018-05-08,48191,37803,     609,     985,80411,10388,Bearish Reversal
2018-05-01,47582,36818,    1567,    8635,80633,10764,Bearish
2018-04-24,46015,28183,     779,     594,76044,17832,Bullish Reversal
2018-04-17,45236,27589,   -1199,     154,76193,17647,Bearish Reversal
2018-04-10,46435,27435,    -598,    4145,76230,19000,Bearish
2018-04-03,47033,23290,    -222,    4074,75757,23743,Bearish Reversal
2018-03-27,47255,19216,    -344,     688,76610,28039,Bearish Reversal
2018-03-20,47599,18528,   -2103,    2259,78021,29071,Bearish Reversal
2018-03-13,49702,16269,   -3775,   -1567,79225,33433,Bearish Reversal
2018-03-06,53477,17836,   -8018,   -1908,80653,35641,Bearish Reversal
2018-02-27,61495,19744,     349,     351,85924,41751,Bearish
2018-02-20,61146,19393,    2881,    -501,85249,41753,Bullish
2018-02-13,58265,19894,   -5923,   -2475,84126,38371,Bearish Reversal
2018-02-06,64188,22369,   -1401,     173,90932,41819,Bearish Reversal
2018-01-30,65589,22196,     299,    -178,92167,43393,Bullish
2018-01-23,65290,22374,    6922,   -1296,90494,42916,Bullish
2018-01-16,58368,23670,    5658,    -386,85179,34698,Bullish
2018-01-09,52710,24056,    1468,   -9771,80569,28654,Bullish Reversal
2018-01-02,51242,33827,   -2478,   -3580,81677,17415,Bullish Reversal
2017-12-26,53720,37407,    1044,   -2429,85616,16313,Bullish Reversal
2017-12-19,52676,39836,   -1502,   -1518,87329,12840,Bullish Reversal
2017-12-12,54178,41354,    1769,   15973,88076,12824,Bearish
2017-12-05,52409,25381,   -1054,    3964,78993,27028,Bearish
2017-11-28,53463,21417,    1322,   -4203,78435,32046,Bullish
2017-11-21,52141,25620,   -1019,   -2064,77941,26521,Bullish Reversal
2017-11-14,53160,27684,    1569,   -1703,78974,25476,Bullish
2017-11-07,51591,29387,    2009,    -583,78380,22204,Bullish
2017-10-31,49582,29970,    1087,    2423,77828,19612,Bearish
2017-10-24,48495,27547,   -2202,     935,75692,20948,Bearish
2017-10-17,50697,26612,     302,   -1768,75448,24085,Bullish Reversal
2017-10-10,50395,28380,    4329,    4243,75931,22015,Bullish
2017-10-03,46066,24137,    1655,    5089,71860,21929,Bearish
2017-09-26,44411,19048,   -6114,     171,70987,25363,Bearish Reversal
2017-09-19,50525,18877,   -6850,    -501,76633,31648,Bearish Reversal
2017-09-12,57375,19378,    1541,    1517,80477,37997,Bullish
2017-09-05,55834,17861,    3285,    1142,79308,37973,Bullish
2017-08-29,52549,16719,    3948,     -58,75270,35830,Bullish
2017-08-22,48601,16777,    1791,   -2852,71946,31824,Bullish
2017-08-15,46810,19629,    -538,   -3218,70177,27181,Bullish Reversal
2017-08-08,47348,22847,    2072,   -9617,70550,24501,Bullish Reversal
2017-08-01,45276,32464,    1702,    -927,72421,12812,Bullish
2017-07-25,43574,33391,    -297,   -1939,71062,10183,Bullish Reversal
2017-07-18,43871,35330,   -2033,   -5177,72456,8541,Bullish Reversal
2017-07-11,45904,40507,    1586,    4399,74471,5397,Bearish
2017-07-03,44318,36108,   -1025,    1298,72797,8210,Bearish Reversal
2017-06-27,45343,34810,     500,    2778,76578,10533,Bearish
2017-06-20,44843,32032,   -1452,     973,75380,12811,Bearish Reversal
2017-06-13,46295,31059,    1478,    5925,76040,15236,Bearish
2017-06-06,44817,25134,    1180,   -1457,69495,19683,Bullish
2017-05-30,43637,26591,   -1775,   -2534,69380,17046,Bullish Reversal
2017-05-23,45412,29125,   -1334,   -5452,70625,16287,Bullish Reversal
2017-05-16,46746,34577,     -52,   -1981,74421,12169,Bullish Reversal
2017-05-09,46798,36558,    2020,    9321,76104,10240,Bearish
2017-05-02,44778,27237,    1383,   11080,71757,17541,Bearish
2017-04-25,43395,16157,   -1504,     485,65327,27238,Bearish Reversal
2017-04-18,44899,15672,    1587,   -1481,66022,29227,Bullish
2017-04-11,43312,17153,    1021,    1575,64829,26159,Bearish
2017-04-04,42291,15578,    1857,    2773,63741,26713,Bearish Reversal
2017-03-28,40434,12805,    -637,     689,66094,27629,Bearish Reversal
2017-03-21,41071,12116,     430,    1650,67455,28955,Bearish
2017-03-14,40641,10466,   -3495,    4957,66039,30175,Bearish Reversal
2017-03-07,44136,5509,   -5682,     301,68200,38627,Bearish Reversal
2017-02-28,49818,5208,    4280,    -688,71200,44610,Bullish
2017-02-21,45538,5896,    -243,    -237,65938,39642,Bearish
2017-02-14,45781,6133,      58,     542,65179,39648,Bearish
2017-02-07,45723,5591,    -494,   -1653,64811,40132,Bullish
2017-01-31,46217,7244,    1466,   -1018,64552,38973,Bullish
2017-01-24,44751,8262,    1229,   -2228,62823,36489,Bullish Reversal
2017-01-17,43522,10490,     853,   -2008,63219,33032,Bullish
2017-01-10,42669,12498,    -256,   -5673,62061,30171,Bullish Reversal
2017-01-03,42925,18171,     887,    1547,64102,24754,Bearish
2016-12-27,42038,16624,    -399,     455,63714,25414,Bearish Reversal
2016-12-20,42437,16169,   -2659,   -3311,64352,26268,Bullish Reversal
2016-12-13,45096,19480,   -1951,   -3310,66814,25616,Bullish Reversal
2016-12-06,47047,22790,   -1440,   -1529,67342,24257,Bullish Reversal
2016-11-29,48487,24319,    2015,    2656,69551,24168,Bearish
2016-11-22,46472,21663,    1387,    1269,65403,24809,Bullish
2016-11-15,45085,20394,   -3961,     967,63255,24691,Bearish Reversal
2016-11-08,49046,19427,   -2001,   -8480,66469,29619,Bullish Reversal
2016-11-01,51047,27907,    1708,   -1334,71112,23140,Bullish
2016-10-25,49339,29241,    1121,    2460,70383,20098,Bearish
2016-10-18,48218,26781,    -705,    4136,69494,21437,Bearish Reversal
2016-10-11,48923,22645,   -2050,    4736,69710,26278,Bearish
2016-10-04,50973,17909,    -181,    4012,69695,33064,Bearish Reversal
2016-09-27,51154,13897,   -1176,    -131,70394,37257,Bearish Reversal
2016-09-20,52330,14028,   -1958,     795,74671,38302,Bearish Reversal
2016-09-13,54288,13233,   -2075,    1931,76199,41055,Bearish Reversal
2016-09-06,56363,11302,   -3868,    -317,77629,45061,Bearish Reversal
2016-08-30,60231,11619,   -4972,     685,79543,48612,Bearish Reversal
2016-08-23,65203,10934,     416,     484,81801,54269,Bearish
2016-08-16,64787,10450,    -472,    1140,80960,54337,Bearish
2016-08-09,65259,9310,    1330,    -848,80645,55949,Bullish
2016-08-02,63929,10158,    2583,    -266,79541,53771,Bullish
2016-07-26,61346,10424,    2338,   -1191,77014,50922,Bullish
2016-07-19,59008,11615,    4771,    -219,74782,47393,Bullish
2016-07-12,54237,11834,    7029,     995,70300,42403,Bullish
2016-07-05,47208,10839,    2842,   -3710,63840,36369,Bullish
2016-06-28,44366,14549,   -1006,   -1524,62873,29817,Bullish Reversal
2016-06-21,45372,16073,   -1201,    -124,64950,29299,Bearish Reversal
2016-06-14,46573,16197,     885,    1610,66103,30376,Bearish
2016-06-07,45688,14587,     422,    1581,63185,31101,Bearish
2016-05-31,45266,13006,   -3189,    1047,61795,32260,Bearish Reversal
2016-05-24,48455,11959,   -3341,    -433,64186,36496,Bearish Reversal
2016-05-17,51796,12392,    1702,     675,66689,39404,Bullish
2016-05-10,50094,11717,    1818,     319,65493,38377,Bullish
2016-05-03,48276,11398,    1724,    -301,64158,36878,Bullish
2016-04-26,46552,11699,    2088,    -826,62482,34853,Bullish
2016-04-19,44464,12525,    3355,     258,60387,31939,Bullish
2016-04-12,41109,12267,     796,     577,56899,28842,Bullish
2016-04-05,40313,11690,   -1453,     -70,55898,28623,Bearish Reversal
2016-03-29,41766,11760,   -2529,    -171,58313,30006,Bearish Reversal
2016-03-22,44295,11931,    -201,    -700,62649,32364,Bullish Reversal
2016-03-15,44496,12631,    -697,     962,63234,31865,Bearish Reversal
2016-03-08,45193,11669,   -2164,   -4169,64142,33524,Bullish Reversal
2016-03-01,47357,15838,     656,    2644,66211,31519,Bearish
2016-02-23,46701,13194,   -1018,   -2431,64316,33507,Bullish Reversal
2016-02-16,47719,15625,     222,   -3370,64876,32094,Bullish Reversal
2016-02-09,47497,18995,    1046,   -5802,65426,28502,Bullish Reversal
2016-02-02,46451,24797,   -1336,   -1490,66265,21654,Bullish Reversal
2016-01-26,47787,26287,    -277,   -1494,67395,21500,Bullish Reversal
2016-01-19,48064,27781,    1111,    3392,70000,20283,Bearish
2016-01-12,46953,24389,     841,    2134,69088,22564,Bearish
2016-01-05,46112,22255,    -604,   -1118,65506,23857,Bullish Reversal
2015-12-29,46716,23373,    -963,   -1380,66584,23343,Bullish Reversal
2015-12-22,47679,24753,   -3153,   -4859,69653,22926,Bullish Reversal
2015-12-15,50832,29612,   -1339,   -1088,76027,21220,Bearish Reversal
2015-12-08,52171,30700,     315,   -2411,76192,21471,Bullish Reversal
2015-12-01,51856,33111,     913,     594,76282,18745,Bullish
2015-11-24,50943,32517,    -200,    4130,75570,18426,Bearish
2015-11-17,51143,28387,    1157,    8279,74144,22756,Bearish
2015-11-10,49986,20108,   -1316,    4069,71115,29878,Bearish
2015-11-03,51302,16039,    -434,   -2181,70053,35263,Bullish Reversal
2015-10-27,51736,18220,    1424,   -2273,71052,33516,Bullish
2015-10-20,50312,20493,    -818,   -4265,70469,29819,Bullish Reversal
2015-10-13,51130,24758,    -271,   -6452,71682,26372,Bullish Reversal
2015-10-06,51401,31210,   -1266,   -1561,74919,20191,Bullish Reversal
2015-09-29,52667,32771,   -1870,    1076,75469,19896,Bearish Reversal
2015-09-22,54537,31695,    3704,    3894,79193,22842,Bearish
2015-09-15,50833,27801,    1802,    4136,73784,23032,Bearish
2015-09-08,49031,23665,     -49,    -832,70035,25366,Bullish
2015-09-01,49080,24497,   -2718,   -4010,69973,24583,Bullish Reversal
2015-08-25,51798,28507,   -4035,   -5247,74149,23291,Bullish Reversal
2015-08-18,55833,33754,     818,   -1718,78564,22079,Bullish Reversal
2015-08-11,55015,35472,    -771,   -1768,78884,19543,Bullish Reversal
2015-08-04,55786,37240,    -534,       3,79763,18546,Bearish
2015-07-28,56320,37237,   -1125,     -69,79079,19083,Bearish Reversal
2015-07-21,57445,37306,     636,     923,80783,20139,Bearish
2015-07-14,56809,36383,     363,    1454,79889,20426,Bearish
2015-07-07,56446,34929,     432,     210,78321,21517,Bullish
2015-06-30,56014,34719,   -1262,   -3075,77670,21295,Bullish Reversal
2015-06-23,57276,37794,   -1818,    2016,84121,19482,Bearish
2015-06-16,59094,35778,    3026,    2759,82478,23316,Bullish
2015-06-09,56068,33019,     623,    2491,77304,23049,Bearish
2015-06-02,55445,30528,    1942,    6201,76650,24917,Bearish
2015-05-26,53503,24327,     402,     885,72424,29176,Bearish
2015-05-19,53101,23442,     248,   -4328,70841,29659,Bullish Reversal
2015-05-12,52853,27770,    1923,    2156,71688,25083,Bearish
2015-05-05,50930,25614,    -394,    -475,70063,25316,Bullish Reversal
2015-04-28,51324,26089,     591,    2735,70799,25235,Bearish
2015-04-21,50733,23354,     340,    2328,68668,27379,Bearish Reversal
2015-04-14,50393,21026,     -26,    -999,68699,29367,Bullish
2015-04-07,50419,22025,    -634,   -4255,68260,28394,Bullish Reversal
2015-03-31,51053,26280,    -602,   -3215,68848,24773,Bullish Reversal
2015-03-24,51655,29495,     672,    -554,72949,22160,Bullish
2015-03-17,50983,30049,    2423,    3507,72020,20934,Bearish
2015-03-10,48560,26542,     653,    2176,69341,22018,Bearish
2015-03-03,47907,24366,     780,    1421,68794,23541,Bearish Reversal
2015-02-24,47127,22945,     437,    3415,69019,24182,Bearish
2015-02-17,46690,19530,    1272,    3439,67715,27160,Bearish
2015-02-10,45418,16091,    -775,    2294,64849,29327,Bearish
2015-02-03,46193,13797,   -1322,    1125,64831,32396,Bearish Reversal
2015-01-27,47515,12672,   -1621,   -3392,65908,34843,Bullish Reversal
2015-01-20,49136,16064,    2776,   -1764,67945,33072,Bullish
2015-01-13,46360,17828,     795,    -437,66358,28532,Bullish
2015-01-06,45565,18265,    1868,    1712,66275,27300,Bullish
2014-12-30,43697,16553,     495,    -358,64175,27144,Bullish Reversal
2014-12-23,43202,16911,    -193,     257,66799,26291,Bearish Reversal
2014-12-16,43395,16654,     497,    1159,66810,26741,Bearish
2014-12-09,42898,15495,     312,   -1265,65138,27403,Bullish
2014-12-02,42586,16760,      -1,   -3505,63522,25826,Bullish Reversal
2014-11-25,42587,20265,    1543,    -482,64042,22322,Bullish
2014-11-18,41044,20747,     161,    1997,62442,20297,Bearish
2014-11-11,40883,18750,     558,    -255,60167,22133,Bullish
2014-11-04,40325,19005,     425,      55,60012,21320,Bullish Reversal
2014-10-28,39900,18950,    -634,     912,60695,20950,Bearish
2014-10-21,40534,18038,     210,    2261,59865,22496,Bearish
2014-10-14,40324,15777,    -160,    -328,58569,24547,Bullish Reversal
2014-10-07,40484,16105,    -568,   -1280,59560,24379,Bullish
2014-09-30,41052,17385,   -2501,    1673,59192,23667,Bearish Reversal
2014-09-23,43553,15712,   -2862,    2613,64712,27841,Bearish
2014-09-16,46415,13099,   -3125,    1183,64542,33316,Bearish Reversal
2014-09-09,49540,11916,   -1100,    1823,66449,37624,Bearish
2014-09-02,50640,10093,    2047,    2072,65015,40547,Bearish
2014-08-26,48593,8021,   -1022,    3999,63225,40572,Bearish Reversal
2014-08-19,49615,4022,   -1411,     -70,63846,45593,Bearish Reversal
2014-08-12,51026,4092,    -719,   -1160,64763,46934,Bullish Reversal
2014-08-05,51745,5252,   -2082,    -982,66836,46493,Bearish Reversal
2014-07-29,53827,6234,   -1210,    -793,69593,47593,Bearish Reversal
2014-07-22,55037,7027,   -1201,    -561,70716,48010,Bearish Reversal
2014-07-15,56238,7588,     351,    1853,72433,48650,Bearish Reversal
2014-07-08,55887,5735,    2809,   -1089,72928,50152,Bullish
2014-07-01,53078,6824,    4796,    1977,69466,46254,Bullish
2014-06-24,48282,4847,    -220,   -2377,65525,43435,Bullish Reversal
2014-06-17,48502,7224,   -2352,   -1586,67854,41278,Bearish Reversal
2014-06-10,50854,8810,   -1372,    2390,69756,42044,Bearish Reversal
2014-06-03,52226,6420,    -698,    -817,69875,45806,Bullish Reversal
2014-05-27,52924,7237,   -1033,     105,70304,45687,Bearish
2014-05-20,53957,7132,    2096,    1476,70109,46825,Bullish
2014-05-13,51861,5656,    2576,    -822,67432,46205,Bullish
2014-05-06,49285,6478,    2261,    -403,64939,42807,Bullish
2014-04-29,47024,6881,    -837,    1371,63427,40143,Bearish Reversal
2014-04-22,47861,5510,   -3173,   -1277,63645,42351,Bearish Reversal
2014-04-15,51034,6787,     462,    -525,67064,44247,Bullish
2014-04-08,50572,7312,    1098,   -1314,66928,43260,Bullish
2014-04-01,49474,8626,   -1246,    2300,66562,40848,Bearish Reversal
2014-03-25,50720,6326,   -1370,    -931,69810,44394,Bearish Reversal
2014-03-18,52090,7257,    1526,    1413,71251,44833,Bullish
2014-03-11,50564,5844,    3618,   -1455,69748,44720,Bullish
2014-03-04,46946,7299,    2369,   -2202,66158,39647,Bullish
2014-02-25,44577,9501,    1410,    -208,64653,35076,Bullish
2014-02-18,43167,9709,     -19,   -1079,63376,33458,Bullish
2014-02-11,43186,10788,    1435,    2353,63300,32398,Bearish
2014-02-04,41751,8435,   -1359,    2214,61388,33316,Bearish
2014-01-28,43110,6221,     553,   -1339,60923,36889,Bullish
2014-01-21,42557,7560,    1706,    -911,60358,34997,Bullish
2014-01-14,40851,8471,     890,   -4295,58636,32380,Bullish Reversal
2014-01-07,39961,12766,   -1224,   -5572,59561,27195,Bullish Reversal
2013-12-31,41185,18338,    -482,   -2174,62037,22847,Bullish Reversal
2013-12-24,41667,20512,   -1172,    1129,64199,21155,Bearish Reversal
2013-12-17,42839,19383,     921,    1086,64211,23456,Bearish
2013-12-10,41918,18297,     543,     359,62152,23621,Bullish
2013-12-03,41375,17938,     303,    3585,61351,23437,Bearish
2013-11-26,41072,14353,    -440,    5427,61034,26719,Bearish
2013-11-19,41512,8926,    -943,    2728,58571,32586,Bearish Reversal
2013-11-12,42455,6198,    1377,     209,59048,36257,Bullish
2013-11-05,41078,5989,    1083,   -1919,58319,35089,Bullish
2013-10-29,39995,7908,    -330,   -3205,57827,32087,Bullish Reversal
2013-10-22,40325,11113,   -1046,   -2324,58993,29212,Bullish Reversal
2013-10-15,41371,13437,    -968,    -518,60716,27934,Bearish Reversal
2013-10-08,42339,13955,     -12,    2791,60888,28384,Bearish
2013-10-01,42351,11164,    1451,    3508,59708,31187,Bearish
2013-09-24,40900,7656,     806,     498,59279,33244,Bullish Reversal
2013-09-17,40094,7158,   -2885,    1112,61006,32936,Bearish Reversal
2013-09-10,42979,6046,   -1237,    -386,63223,36933,Bearish Reversal
2013-09-03,44216,6432,    -216,    -269,66585,37784,Bullish Reversal
2013-08-27,44432,6701,     337,   -1448,66996,37731,Bullish
2013-08-20,44095,8149,    1285,    -986,65710,35946,Bullish
2013-08-13,42810,9135,    -630,   -2779,64953,33675,Bullish
2013-08-06,43440,11914,    -315,   -3895,64066,31526,Bullish
2013-07-30,43755,15809,    1966,   -1629,63811,27946,Bullish
2013-07-23,41789,17438,      -3,    -477,62923,24351,Bullish
2013-07-16,41792,17915,     -16,   -1640,60670,23877,Bullish Reversal
2013-07-09,41808,19555,     154,   -1117,61593,22253,Bullish
2013-07-02,41654,20672,     639,    1530,61248,20982,Bearish Reversal
2013-06-25,41015,19142,   -1754,    2075,63824,21873,Bearish
2013-06-18,42769,17067,    -418,    3416,62677,25702,Bearish Reversal
2013-06-11,43187,13651,     942,   -1605,62964,29536,Bullish
2013-06-04,42245,15256,     433,   -1694,61991,26989,Bullish Reversal
2013-05-28,41812,16950,     -91,    3682,63619,24862,Bearish
2013-05-21,41903,13268,   -2115,    1948,63518,28635,Bearish
2013-05-14,44018,11320,     395,    -824,63509,32698,Bullish Reversal
2013-05-07,43623,12144,      86,     451,63701,31479,Bearish
2013-04-30,43537,11693,     295,   -1900,62692,31844,Bullish Reversal
2013-04-23,43242,13593,    1332,     887,62976,29649,Bullish
2013-04-16,41910,12706,   -3300,     739,61946,29204,Bearish Reversal
2013-04-09,45210,11967,    -363,    3389,64905,33243,Bearish
2013-04-02,45573,8578,    1560,      58,63829,36995,Bullish Reversal
2013-03-26,44013,8520,    1918,     688,65542,35493,Bullish
2013-03-19,42095,7832,   -1485,    2365,64670,34263,Bearish Reversal
2013-03-12,43580,5467,      51,    1096,65079,38113,Bearish
2013-03-05,43529,4371,   -1592,     654,64689,39158,Bearish Reversal
2013-02-26,45121,3717,   -7635,    -291,66162,41404,Bearish Reversal
2013-02-19,52756,4008,   -2271,    -881,72215,48748,Bearish Reversal
2013-02-12,55027,4889,     342,    -330,73657,50138,Bullish
2013-02-05,54685,5219,    1947,     985,71955,49466,Bullish
2013-01-29,52738,4234,    3298,     254,68157,48504,Bullish
2013-01-22,49440,3980,    2893,     352,64784,45460,Bullish
2013-01-15,46547,3628,    1280,   -3766,63266,42919,Bullish
2013-01-08,45267,7394,    1788,     -29,62313,37873,Bullish
2012-12-31,43479,7423,    -217,    2091,59593,36056,Bearish Reversal
2012-12-24,43696,5332,   -3937,     674,62466,38364,Bearish Reversal
2012-12-18,47633,4658,     934,   -1431,64501,42975,Bullish
2012-12-11,46699,6089,    1910,    -230,63805,40610,Bullish
2012-12-04,44789,6319,    1038,    -571,61309,38470,Bullish
2012-11-27,43751,6890,    2398,     -45,61261,36861,Bullish
2012-11-20,41353,6935,   -1978,    -441,59533,34418,Bearish Reversal
2012-11-13,43331,7376,   -1236,     484,60470,35955,Bearish
2012-11-06,44567,6892,   -3666,    -335,60132,37675,Bearish Reversal
2012-10-30,48233,7227,   -1406,    1189,61449,41006,Bearish Reversal
2012-10-23,49639,6038,   -3368,     707,62200,43601,Bearish Reversal
2012-10-16,53007,5331,     431,    -420,64707,47676,Bullish
2012-10-09,52576,5751,    4574,    -131,64674,46825,Bullish
2012-10-02,48002,5882,    3229,    -168,60889,42120,Bullish
2012-09-25,44773,6050,    1838,    -751,58824,38723,Bullish
2012-09-18,42935,6801,    1227,   -1155,57118,36134,Bullish
2012-09-11,41708,7956,     828,   -2441,56375,33752,Bullish
2012-09-04,40880,10397,     810,   -1010,54977,30483,Bullish
2012-08-28,40070,11407,     492,   -3284,54458,28663,Bullish Reversal
2012-08-21,39578,14691,    2477,   -3883,54526,24887,Bullish
2012-08-14,37101,18574,     581,    1009,54074,18527,Bearish
2012-08-07,36520,17565,     634,     -40,53246,18955,Bullish
2012-07-31,35886,17605,     -50,     233,52220,18281,Bearish
2012-07-24,35936,17372,     723,    1515,51043,18564,Bearish
2012-07-17,35213,15857,     761,    1102,49929,19356,Bearish
2012-07-10,34452,14755,    -495,    -164,48715,19697,Bearish Reversal
2012-07-03,34947,14919,     193,   -1038,49442,20028,Bullish Reversal
2012-06-26,34754,15957,     184,     639,50349,18797,Bearish Reversal
2012-06-19,34570,15318,    1643,   -1416,51831,19252,Bullish
2012-06-12,32927,16734,     698,    -761,50036,16193,Bullish
2012-06-05,32229,17495,    1149,     502,49838,14734,Bullish
2012-05-29,31080,16993,    1624,     634,48449,14087,Bullish
2012-05-22,29456,16359,     962,    2235,47012,13097,Bearish
2012-05-15,28494,14124,     889,    2247,45020,14370,Bearish
2012-05-08,27605,11877,     851,    1724,43091,15728,Bearish
2012-05-01,26754,10153,    1668,     -10,41810,16601,Bullish
2012-04-24,25086,10163,    -595,    3484,40823,14923,Bearish
2012-04-17,25681,6679,    -207,    1579,40585,19002,Bearish
2012-04-10,25888,5100,   -1313,    1854,39814,20788,Bearish Reversal
2012-04-03,27201,3246,    -181,    -616,40490,23955,Bullish Reversal
2012-03-27,27382,3862,   -1469,     669,41855,23520,Bearish Reversal
2012-03-20,28851,3193,    -216,      93,43502,25658,Bearish
2012-03-13,29067,3100,    -256,     517,43268,25967,Bearish
2012-03-06,29323,2583,    -925,      96,42850,26740,Bearish Reversal
2012-02-28,30248,2487,   -1053,    -466,45337,27761,Bearish
2012-02-21,31301,2953,     180,     -93,44580,28348,Bullish
2012-02-14,31121,3046,     -19,   -2455,44020,28075,Bullish Reversal
2012-02-07,31140,5501,     173,    -490,44584,25639,Bullish Reversal
2012-01-31,30967,5991,     636,   -2256,45030,24976,Bullish
2012-01-24,30331,8247,    -197,   -1220,44105,22084,Bullish
2012-01-17,30528,9467,     496,    -528,43849,21061,Bullish
2012-01-10,30032,9995,     581,      30,43692,20037,Bullish
2012-01-03,29451,9965,     549,    -378,42476,19486,Bullish Reversal
2011-12-27,28902,10343,    -297,     265,42938,18559,Bearish Reversal
2011-12-20,29199,10078,      55,     669,43456,19121,Bearish Reversal
2011-12-13,29144,9409,     177,    1188,43600,19735,Bearish
2011-12-06,28967,8221,    2287,    1809,41893,20746,Bullish
2011-11-29,26680,6412,    -382,     153,38820,20268,Bearish
2011-11-22,27062,6259,     291,    1237,38807,20803,Bearish
2011-11-15,26771,5022,     -17,    -164,38552,21749,Bullish Reversal
2011-11-08,26788,5186,     766,    -234,38852,21602,Bullish
2011-11-01,26022,5420,     662,    -228,37948,20602,Bullish
2011-10-25,25360,5648,    -399,      69,37291,19712,Bearish Reversal
2011-10-18,25759,5579,      63,    -440,37657,20180,Bullish Reversal
2011-10-11,25696,6019,     306,    1042,38519,19677,Bearish
2011-10-04,25390,4977,    1106,    1560,38401,20413,Bearish
2011-09-27,24284,3417,   -1573,    1400,37708,20867,Bearish Reversal
2011-09-20,25857,2017,   -2699,     237,38408,23840,Bearish Reversal
2011-09-13,28556,1780,   -1378,    -146,41298,26776,Bearish Reversal
2011-09-06,29934,1926,    2042,     610,42146,28008,Bullish
2011-08-30,27892,1316,   -2138,    -407,39104,26576,Bearish Reversal
2011-08-23,30030,1723,    4169,    -811,40688,28307,Bullish
2011-08-16,25861,2534,    2881,   -1761,36041,23327,Bullish Reversal
2011-08-09,22980,4295,   -1231,    3057,36046,18685,Bearish
2011-08-02,24211,1238,     862,    -567,35099,22973,Bullish
2011-07-26,23349,1805,    1912,    -305,33843,21544,Bullish
2011-07-19,21437,2110,     345,   -1865,31999,19327,Bullish
2011-07-12,21092,3975,     450,     173,31373,17117,Bullish
2011-07-05,20642,3802,     616,     247,31245,16840,Bullish
2011-06-28,20026,3555,   -2856,     136,30935,16471,Bearish Reversal
2011-06-21,22882,3419,   -2878,    1508,35659,19463,Bearish Reversal
2011-06-14,25760,1911,     970,     329,37506,23849,Bullish
2011-06-07,24790,1582,    1069,    -398,36399,23208,Bullish
2011-05-31,23721,1980,     157,    -476,35121,21741,Bullish
2011-05-24,23564,2456,    -499,     608,34956,21108,Bearish Reversal
2011-05-17,24063,1848,   -1215,     297,35215,22215,Bearish Reversal
2011-05-10,25278,1551,   -3806,    -541,36391,23727,Bearish Reversal
2011-05-03,29084,2092,    2626,     750,40279,26992,Bullish
2011-04-26,26458,1342,    1624,    -182,37110,25116,Bullish
2011-04-19,24834,1524,    -174,    -163,35352,23310,Bearish Reversal
2011-04-12,25008,1687,    2393,      66,35727,23321,Bullish
2011-04-05,22615,1621,    1459,    -507,33967,20994,Bullish
2011-03-29,21156,2128,     112,    -413,32556,19028,Bullish Reversal
2011-03-22,21044,2541,   -2254,    -759,32752,18503,Bearish Reversal
2011-03-15,23298,3300,   -4972,    1822,35584,19998,Bearish Reversal
2011-03-08,28270,1478,   -1306,    -354,39640,26792,Bearish Reversal
2011-03-01,29576,1832,    -632,      13,41621,27744,Bearish Reversal
2011-02-22,30208,1819,      84,     579,41700,28389,Bearish
2011-02-15,30124,1240,   -1701,    -462,41375,28884,Bearish Reversal
2011-02-08,31825,1702,     744,     288,43810,30123,Bullish
2011-02-01,31081,1414,     568,    -240,42483,29667,Bullish
2011-01-25,30513,1654,    -691,     267,41995,28859,Bearish
2011-01-18,31204,1387,    4835,    -255,41604,29817,Bullish
2011-01-11,26369,1642,    -829,     226,38973,24727,Bearish Reversal
2011-01-04,27198,1416,    1354,     257,39620,25782,Bullish
2010-12-28,25844,1159,    1059,    -332,38980,24685,Bullish
2010-12-21,24785,1491,     301,    -359,37473,23294,Bullish
2010-12-14,24484,1850,    -841,    -121,36520,22634,Bearish Reversal
2010-12-07,25325,1971,    1576,    -387,36578,23354,Bullish
2010-11-30,23749,2358,    -210,      65,34501,21391,Bearish
2010-11-23,23959,2293,    -788,     231,34148,21666,Bearish Reversal
2010-11-16,24747,2062,   -4676,     743,35418,22685,Bearish Reversal
2010-11-09,29423,1319,    1452,     389,40815,28104,Bullish
2010-11-02,27971,930,     464,     166,38603,27041,Bullish
2010-10-26,27507,764,     221,    -960,37906,26743,Bullish Reversal
2010-10-19,27286,1724,     437,     122,38488,25562,Bullish Reversal
2010-10-12,26849,1602,    1762,     164,38698,25247,Bullish
2010-10-05,25087,1438,     269,    -278,38336,23649,Bullish Reversal
2010-09-28,24818,1716,    -236,    -360,38523,23102,Bullish
