As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2018-06-05,14344,12122,     587,    -362,51941,2222,Bullish
2018-05-29,13757,12483,    1288,    -728,50257,1274,Bullish
2018-05-22,12469,13211,   -1622,    -888,49018,-742,Bearish Reversal
2018-05-15,14091,14099,    1697,     382,49660,-8,Bullish
2018-05-08,12394,13716,    -575,   -2026,47008,-1322,Bullish Reversal
2018-05-01,12969,15742,    1567,    -600,47850,-2773,Bullish Reversal
2018-04-24,11401,16343,   -1646,    1719,48840,-4942,Bearish
2018-04-17,13047,14624,   -1525,   -1281,47647,-1577,Bearish Reversal
2018-04-10,14573,15905,    -651,   -2477,48586,-1332,Bullish Reversal
2018-04-03,15224,18382,     409,    7081,50750,-3158,Bearish
2018-03-27,14815,11301,     735,    -348,46896,3514,Bullish
2018-03-20,14080,11648,     163,    1558,46328,2432,Bearish Reversal
2018-03-13,13918,10090,    1917,    -726,58820,3828,Bullish
2018-03-06,12001,10816,     183,    -435,48410,1185,Bullish
2018-02-27,11818,11251,    -780,   -3005,46287,567,Bullish Reversal
2018-02-20,12598,14256,   -1084,   -1508,46459,-1658,Bullish
2018-02-13,13682,15765,   -2953,    1629,46006,-2083,Bearish Reversal
2018-02-06,16635,14136,   -2076,    -100,49143,2499,Bearish Reversal
2018-01-30,18711,14236,    1131,    -346,51944,4475,Bullish
2018-01-23,17580,14582,   -2045,      38,51194,2998,Bearish Reversal
2018-01-16,19625,14544,    1495,    -346,54817,5081,Bullish
2018-01-09,18130,14890,   -1544,   -1212,51860,3240,Bearish Reversal
2018-01-02,19674,16102,    1548,   -1449,55389,3572,Bullish Reversal
2017-12-26,18126,17551,     452,     686,57539,575,Bearish
2017-12-19,17674,16866,    -680,    -155,55177,808,Bearish Reversal
2017-12-12,18354,17020,   -1713,   -1826,72410,1334,Bullish
2017-12-05,20067,18846,    1793,    1694,60856,1221,Bullish
2017-11-28,18274,17152,    -337,    1678,58911,1122,Bearish Reversal
2017-11-21,18611,15474,   -1820,     561,58925,3137,Bearish
2017-11-14,20431,14914,    1630,    1860,57261,5517,Bearish
2017-11-07,18802,13053,   -2467,     187,55140,5749,Bearish
2017-10-31,21268,12867,    -448,   -1764,54393,8401,Bullish Reversal
2017-10-24,21716,14631,     176,   -1122,55890,7085,Bullish
2017-10-17,21540,15753,    -219,       5,55697,5787,Bearish Reversal
2017-10-10,21759,15748,    1944,    1770,56427,6011,Bullish
2017-10-03,19815,13978,      54,    -129,53966,5837,Bullish
2017-09-26,19761,14107,    -800,    1251,53532,5654,Bearish
2017-09-19,20561,12855,   -1309,     501,52922,7706,Bearish Reversal
2017-09-12,21870,12354,     705,      16,71552,9516,Bullish
2017-09-05,21165,12338,     -69,    -463,56291,8827,Bullish Reversal
2017-08-29,21234,12802,     600,     -20,58179,8432,Bullish Reversal
2017-08-22,20634,12821,   -1003,     617,58746,7813,Bearish Reversal
2017-08-15,21637,12205,     417,    -416,60505,9432,Bullish
2017-08-08,21220,12621,   -1523,    1035,59955,8599,Bearish
2017-08-01,22743,11586,      82,    -420,58560,11157,Bullish
2017-07-25,22661,12006,    2057,    -846,58043,10655,Bullish
2017-07-18,20604,12852,    2351,     745,56703,7752,Bullish
2017-07-11,18253,12107,   -2529,    -960,55985,6146,Bearish Reversal
2017-07-03,20782,13067,   -1483,    1042,58428,7715,Bearish
2017-06-27,22265,12025,   -2654,    1294,57176,10240,Bearish
2017-06-20,24919,10731,   -5249,     879,56941,14188,Bearish Reversal
2017-06-13,30168,9852,     894,    -924,89647,20316,Bullish
2017-06-06,29274,10776,    3906,    1470,63241,18498,Bullish
2017-05-30,25368,9306,    1614,     369,55100,16062,Bullish
2017-05-23,23754,8937,   -1501,    -610,54042,14817,Bearish
2017-05-16,25254,9547,   -1907,    1282,53992,15707,Bearish
2017-05-09,27162,8264,   -1818,     451,53864,18898,Bearish Reversal
2017-05-02,28980,7814,   -1673,      65,54595,21166,Bearish Reversal
2017-04-25,30653,7749,    2709,     972,54974,22904,Bullish
2017-04-18,27944,6777,     878,    -740,51069,21167,Bullish
2017-04-11,27066,7517,     765,      22,49774,19549,Bullish
2017-04-04,26302,7495,     763,    -985,48427,18807,Bullish
2017-03-28,25538,8479,    1704,    -128,47894,17059,Bullish
2017-03-21,23834,8608,    -204,    -608,47727,15226,Bullish Reversal
2017-03-14,24038,9215,     -63,      72,60922,14823,Bearish
2017-03-07,24101,9144,   -1613,     187,46856,14957,Bearish Reversal
2017-02-28,25714,8957,     961,      79,47852,16757,Bullish
2017-02-21,24753,8878,     707,    2768,46915,15875,Bearish
2017-02-14,24046,6110,    -497,      50,45770,17936,Bearish Reversal
2017-02-07,24543,6060,   -1558,    -102,46339,18483,Bearish Reversal
2017-01-31,26101,6161,    2654,     251,47517,19940,Bullish
2017-01-24,23447,5910,   -1076,    -811,44694,17537,Bearish Reversal
2017-01-17,24522,6721,    1373,     -86,45075,17801,Bullish
2017-01-10,23149,6807,    -621,   -2227,44423,16342,Bullish Reversal
2017-01-03,23770,9034,     603,    2571,45925,14736,Bearish
2016-12-27,23167,6463,     297,   -1419,44880,16704,Bullish
2016-12-20,22870,7882,      83,     520,44391,14988,Bearish Reversal
2016-12-13,22787,7363,    2618,   -2260,59800,15424,Bullish
2016-12-06,20168,9623,   -4823,    2486,50837,10545,Bearish Reversal
2016-11-29,24991,7137,    1302,     300,51057,17854,Bullish
2016-11-22,23690,6837,    1839,    -732,50117,16853,Bullish Reversal
2016-11-15,21851,7569,   -3738,    2299,51101,14282,Bearish Reversal
2016-11-08,25589,5269,   -6692,    -671,59822,20320,Bearish Reversal
2016-11-01,32281,5941,   -6040,     152,63297,26340,Bearish
2016-10-25,38321,5788,    1432,     323,63259,32533,Bullish
2016-10-18,36889,5465,    5164,    -400,60955,31424,Bullish
2016-10-11,31725,5865,   -1451,     167,59494,25860,Bearish
2016-10-04,33176,5698,    -217,    -396,59174,27478,Bullish Reversal
2016-09-27,33393,6094,    3759,     203,59441,27299,Bullish
2016-09-20,29634,5891,    2819,   -1690,54968,23743,Bullish Reversal
2016-09-13,26815,7582,   -9068,     445,64292,19233,Bearish
2016-09-06,35883,7137,    -261,     401,61802,28746,Bearish
2016-08-30,36144,6736,    3704,     -78,61088,29408,Bullish
2016-08-23,32440,6814,    -254,    -291,59466,25626,Bullish
2016-08-16,32694,7105,     572,    1312,59338,25589,Bearish
2016-08-09,32121,5792,      -2,       5,57841,26329,Bearish
2016-08-02,32123,5787,    2792,     513,56902,26336,Bullish
2016-07-26,29332,5275,    4536,    -263,54783,24057,Bullish
2016-07-19,24796,5537,    4082,    -718,50432,19259,Bullish
2016-07-12,20714,6255,    4893,    -640,45807,14459,Bullish
2016-07-05,15821,6895,    -530,     -94,40019,8926,Bearish Reversal
2016-06-28,16351,6989,   -4657,    1300,41211,9362,Bearish Reversal
2016-06-21,21007,5689,   -2817,   -1497,43667,15318,Bearish Reversal
2016-06-14,23825,7186,    3988,    -107,57521,16639,Bullish
2016-06-07,19837,7293,     394,   -1157,48764,12544,Bullish
2016-05-31,19443,8450,    5135,     183,46379,10993,Bullish
2016-05-24,14308,8267,    5148,   -2413,44271,6041,Bullish Reversal
2016-05-17,9160,10680,   -1875,   -2219,44755,-1520,Bullish Reversal
2016-05-10,11035,12899,   -3468,     262,46611,-1864,Bearish Reversal
2016-05-03,14503,12637,   -1155,    4342,48150,1866,Bearish
2016-04-26,15658,8295,   -2071,     664,45360,7363,Bearish Reversal
2016-04-19,17729,7631,    2527,      52,47078,10098,Bullish
2016-04-12,15202,7579,     965,    -800,44895,7623,Bullish
2016-04-05,14237,8379,    -286,   -1919,43356,5858,Bullish Reversal
2016-03-29,14524,10298,    2735,     102,44012,4226,Bullish
2016-03-22,11788,10196,    1491,    -982,42279,1592,Bullish Reversal
2016-03-15,10298,11178,   -2790,    -553,55478,-880,Bearish
2016-03-08,13088,11732,     438,    1862,52461,1356,Bearish
2016-03-01,12650,9870,    1018,   -1187,51617,2780,Bullish Reversal
2016-02-23,11632,11057,    -260,    -908,52133,575,Bullish Reversal
2016-02-16,11892,11966,   -1398,     600,53918,-74,Bearish Reversal
2016-02-09,13290,11366,   -1036,    1387,57062,1924,Bearish
2016-02-02,14327,9978,     116,    1826,54214,4349,Bearish
2016-01-26,14211,8152,    -286,    -529,53779,6059,Bullish Reversal
2016-01-19,14497,8681,   -2710,   -1880,55449,5816,Bearish Reversal
2016-01-12,17207,10561,     384,     931,60148,6646,Bearish Reversal
2016-01-05,16822,9629,   -2315,    2676,60436,7193,Bearish Reversal
2015-12-29,19138,6954,    2345,    -261,63214,12184,Bullish
2015-12-22,16793,7215,   -2747,     -21,61599,9578,Bearish Reversal
2015-12-15,19540,7236,     428,   -1075,77044,12304,Bullish
2015-12-08,19111,8312,     146,     698,67445,10799,Bearish Reversal
2015-12-01,18966,7614,     768,     460,69314,11352,Bullish
2015-11-24,18197,7153,   -1328,    1401,67450,11044,Bearish Reversal
2015-11-17,19525,5752,   -3268,    -728,69955,13773,Bearish Reversal
2015-11-10,22793,6480,    2809,     524,72983,16313,Bullish
2015-11-03,19984,5956,    1920,    -744,68337,14028,Bullish
2015-10-27,18064,6701,    2867,   -2486,64871,11363,Bullish
2015-10-20,15197,9187,    2945,    -714,57673,6010,Bullish
2015-10-13,12252,9901,     568,     123,53639,2351,Bullish
2015-10-06,11684,9777,     581,    -917,52137,1907,Bullish
2015-09-29,11103,10695,   -2009,    -611,52099,408,Bearish Reversal
2015-09-22,13113,11306,    2633,     703,53300,1807,Bullish Reversal
2015-09-15,10479,10603,    1354,     321,64703,-124,Bullish
2015-09-08,9125,10282,    -444,    -509,59221,-1157,Bullish
2015-09-01,9569,10790,   -3146,     362,59008,-1221,Bearish Reversal
2015-08-25,12715,10429,   -8235,    4255,63216,2286,Bearish Reversal
2015-08-18,20950,6174,    2607,     191,70143,14776,Bullish
2015-08-11,18343,5983,   -3723,    -287,68902,12360,Bearish Reversal
2015-08-04,22066,6270,   -2102,     136,70634,15796,Bearish Reversal
2015-07-28,24167,6134,     570,    -336,72305,18033,Bullish
2015-07-21,23598,6470,    7160,    1010,68975,17128,Bullish
2015-07-14,16438,5460,    3515,   -1679,60800,10978,Bullish
2015-07-07,12922,7139,   -1176,    -771,59219,5783,Bearish Reversal
2015-06-30,14098,7910,   -6097,    2656,62195,6188,Bearish Reversal
2015-06-23,20195,5255,    4308,   -1897,69325,14940,Bullish Reversal
2015-06-16,254,2038,       0,     417,9522,-1784,Bearish
2015-06-16,15887,7151,    -558,   -1120,87708,8736,Bullish
2015-06-09,254,1621,    -525,     698,9046,-1367,Bearish Reversal
2015-06-09,16444,8272,   -2756,    2590,72917,8172,Bearish Reversal
2015-06-02,19200,5681,    2426,   -1247,75510,13519,Bullish
2015-06-02,779,923,.,.,9357,-144,No signal
2015-05-26,16774,6928,    -240,     949,63314,9846,Bearish Reversal
2015-05-19,17014,5979,    1262,    -520,63769,11035,Bullish
2015-05-12,15752,6499,   -3262,     860,61877,9253,Bearish Reversal
2015-05-05,19014,5639,   -5628,   -1327,68376,13375,Bearish Reversal
2015-04-28,24642,6966,    5868,    2223,73186,17676,Bullish
2015-04-21,18774,4743,    1171,     757,66710,14031,Bullish
2015-04-14,17603,3986,    2033,     270,66124,13617,Bullish
2015-04-07,15571,3715,     625,    -770,63958,11856,Bullish Reversal
2015-03-31,14946,4485,   -2226,    -517,63967,10461,Bearish Reversal
2015-03-24,17172,5002,   -1229,    -695,66961,12170,Bullish Reversal
2015-03-17,1205,0,    -520,       0,18053,1205,Bearish
2015-03-17,18401,5698,   -4759,   -1857,98973,12703,Bearish
2015-03-10,23160,7555,     748,   -1380,87826,15605,Bullish
2015-03-10,1725,0,     550,       0,17894,1725,Bullish
2015-03-03,1175,0,       3,       0,17326,1175,Bearish Reversal
2015-03-03,22412,8935,    1750,     333,87354,13477,Bullish
2015-02-24,20662,8602,    1280,     773,86451,12060,Bullish
2015-02-24,1172,0,    -367,       0,17699,1172,Bearish Reversal
2015-02-17,19382,7829,    4829,    -694,83967,11553,Bullish
2015-02-17,1539,0,.,.,17868,1539,No signal
2015-02-10,14552,8523,    2446,     448,62923,6029,Bullish
2015-02-03,12106,8075,   -1272,   -1371,60337,4031,Bullish
2015-01-27,13378,9446,   -1368,     405,60303,3932,Bearish Reversal
2015-01-20,14747,9041,   -1577,     267,61136,5706,Bearish Reversal
2015-01-13,16324,8774,   -1316,     810,63382,7550,Bearish Reversal
2015-01-06,17639,7964,    1612,     227,67205,9675,Bullish
2014-12-30,16027,7738,     338,     384,66939,8289,Bearish Reversal
2014-12-23,15689,7354,   -6510,   -1922,68041,8335,Bullish Reversal
2014-12-16,1045,1000,    -317,     200,19672,45,Bearish
2014-12-16,22199,9275,     229,    2350,109225,12924,Bearish
2014-12-09,21970,6925,    -200,    -701,91693,15045,Bullish
2014-12-09,1362,800,    -945,    -366,14716,562,Bearish Reversal
2014-12-02,2307,1166,    1199,     766,14856,1141,Bearish
2014-12-02,22170,7626,    1580,     377,91222,14544,Bullish
2014-11-25,1108,400,    -386,     400,13093,708,Bearish
2014-11-25,20591,7249,    -913,    1070,86984,13342,Bullish
2014-11-18,1494,0,     181,       0,11474,1494,Bearish
2014-11-18,21504,6179,     781,     468,84518,15325,Bullish
2014-11-11,1313,0,.,.,9683,1313,No signal
2014-11-11,20723,5711,    3463,   -1797,79091,15012,Bullish
2014-11-04,17260,7508,    1774,    1626,68057,9752,Bullish
2014-10-28,15486,5882,     167,   -1472,65573,9604,Bullish
2014-10-21,15319,7354,   -6376,   -1490,64588,7965,Bearish Reversal
2014-10-14,21694,8844,    -763,     124,80222,12850,Bearish
2014-10-07,22457,8720,     159,     338,75014,13737,Bearish Reversal
2014-09-30,22298,8382,     993,    -215,75621,13916,Bullish
2014-09-23,21305,8597,   -2406,   -1465,75568,12708,Bullish Reversal
2014-09-16,2418,0,.,.,10450,2418,No signal
2014-09-16,23711,10062,    3965,    1291,111953,13649,Bullish
2014-09-09,19746,8771,    -213,    -364,73158,10975,Bullish Reversal
2014-09-02,19958,9135,     703,     451,73483,10823,Bullish
2014-08-26,19255,8684,    1877,     863,72077,10571,Bullish
2014-08-19,17378,7821,    -292,     198,71774,9557,Bearish
2014-08-12,17670,7623,   -2627,      26,68866,10047,Bearish Reversal
2014-08-05,20297,7597,    -162,      57,72218,12700,Bearish Reversal
2014-07-29,20460,7541,     470,     275,74687,12919,Bullish
2014-07-22,19990,7266,    1608,    -737,72587,12724,Bullish
2014-07-15,18382,8003,     561,    -839,71645,10379,Bullish Reversal
2014-07-08,17821,8843,   -1268,    -357,72194,8978,Bearish
2014-07-01,19089,9200,    1819,    2558,71784,9889,Bearish
2014-06-24,17270,6642,   -3917,     155,68535,10628,Bullish Reversal
2014-06-17,1637,244,     656,    -122,13439,1393,Bearish Reversal
2014-06-17,21187,6487,    2007,   -1376,109268,14700,Bullish
2014-06-10,19180,7863,   -1108,   -2174,89152,11317,Bullish Reversal
2014-06-10,981,366,     298,       0,16197,615,Bearish Reversal
2014-06-03,20287,10037,     681,    -160,90252,10250,Bullish
2014-06-03,683,366,    -474,       0,16544,317,Bearish Reversal
2014-05-27,1157,366,     -11,       0,17636,791,Bearish Reversal
2014-05-27,19606,10196,    4282,     211,87667,9410,Bullish Reversal
2014-05-20,15324,9986,   -2026,     282,93497,5338,Bullish
2014-05-20,1168,366,     -75,     366,22708,802,Bearish
2014-05-13,1243,0,     323,    -610,20989,1243,Bearish
2014-05-13,17350,9703,    1395,    2037,93266,7647,Bearish
2014-05-06,15954,7667,     843,     -22,87799,8287,Bullish
2014-05-06,920,610,.,.,18264,310,No signal
2014-04-29,15112,7689,    2576,     200,69784,7423,Bullish
2014-04-22,12535,7489,   -1227,     592,65784,5046,Bearish Reversal
2014-04-15,13763,6897,   -2652,   -1210,70106,6866,Bearish Reversal
2014-04-08,16414,8107,   -4586,    1919,74360,8307,Bearish
2014-04-01,21000,6187,     349,    -198,73334,14813,Bullish Reversal
2014-03-25,20652,6385,   -5718,     710,75742,14267,Bearish Reversal
2014-03-18,26370,5675,    2118,    -220,132014,20695,Bullish
2014-03-18,1527,566,.,.,22982,961,No signal
2014-03-11,24252,5895,   -4249,      42,93499,18357,Bearish Reversal
2014-03-04,28501,5853,    -423,    -272,95015,22648,Bearish
2014-02-25,28924,6125,    4518,    -934,92114,22799,Bullish
2014-02-18,24406,7059,    5098,     519,87275,17347,Bullish
2014-02-11,19309,6540,   -1445,    2521,81194,12769,Bullish Reversal
2014-02-04,1127,200,.,.,16062,927,No signal
2014-02-04,20753,4019,   -4092,   -2042,95510,16734,Bearish
2014-01-28,24845,6061,    1189,    1396,85684,18784,Bearish
2014-01-21,23657,4664,   -1585,   -2732,84719,18993,Bullish Reversal
2014-01-14,25241,7396,     708,    1627,86236,17845,Bearish Reversal
2014-01-07,24534,5769,    1537,    2832,86468,18765,Bearish
2013-12-31,22997,2937,     -36,    -117,83927,20060,Bullish
2013-12-24,23032,3054,   -5072,     245,82705,19978,Bearish Reversal
2013-12-17,28104,2809,    1402,    -195,103403,25295,Bullish
2013-12-10,26702,3004,   -3422,   -1071,84692,23698,Bearish Reversal
2013-12-03,30124,4075,    1551,     662,85816,26049,Bullish
2013-11-26,28573,3413,    3114,     709,82209,25160,Bullish
2013-11-19,25459,2704,   -2408,    -939,79507,22755,Bearish
2013-11-12,27868,3644,   -2928,     707,79457,24224,Bearish Reversal
2013-11-05,30796,2937,    2055,    -261,84122,27859,Bullish
2013-10-29,28741,3198,    3775,     438,78938,25543,Bullish
2013-10-22,24966,2760,    1560,     223,73457,22206,Bullish Reversal
2013-10-15,23407,2537,   -1258,   -1247,73979,20870,Bearish Reversal
2013-10-08,24665,3784,   -4722,    1662,75626,20881,Bearish Reversal
2013-10-01,29387,2121,    3107,    -418,80374,27266,Bullish
2013-09-24,26281,2540,    -875,   -1183,78276,23741,Bullish Reversal
2013-09-17,772,0,     368,       0,13757,772,Bearish
2013-09-17,27156,3723,    3717,    -941,106495,23433,Bullish
2013-09-10,23439,4664,     231,   -1474,83562,18775,Bullish
2013-09-10,404,0,       0,       0,11580,404,No signal
2013-09-03,404,0,       0,    -283,10249,404,Bearish
2013-09-03,23208,6139,     195,    -359,80375,17069,Bullish Reversal
2013-08-27,23013,6498,   -1983,    1947,83843,16515,Bullish
2013-08-27,404,283,.,.,10200,121,No signal
2013-08-20,24996,4551,   -4192,     615,77539,20445,Bearish Reversal
2013-08-13,29188,3936,     618,     285,83801,25252,Bullish
2013-08-06,28570,3651,     717,    -192,81170,24919,Bullish
2013-07-30,27853,3843,     -49,    -480,79783,24010,Bullish
2013-07-23,27902,4323,    5542,    -243,79243,23579,Bullish
2013-07-16,22360,4566,    4439,     103,73333,17794,Bullish
2013-07-09,17921,4463,    1684,    -947,64004,13458,Bullish
2013-07-02,16237,5409,     109,     -70,61504,10828,Bullish
2013-06-25,16128,5479,   -7505,    1662,60029,10649,Bullish Reversal
2013-06-18,869,1471,.,.,13627,-602,No signal
2013-06-18,23633,3818,    2271,    1769,105066,19815,Bullish
2013-06-11,21362,2049,   -7885,     245,77849,19313,Bearish Reversal
2013-06-04,29246,1804,   -2770,    -438,86007,27442,Bearish Reversal
2013-05-28,32016,2242,    3549,    -477,87214,29774,Bullish
2013-05-21,28468,2720,   -1553,   -1007,83665,25748,Bearish
2013-05-14,30020,3727,    -309,    -145,82695,26293,Bearish
2013-05-07,30329,3872,    1301,     944,81815,26457,Bullish
2013-04-30,29028,2928,    8007,   -1716,78125,26100,Bullish
2013-04-23,21021,4643,   -3988,    1279,70732,16378,Bearish Reversal
2013-04-16,25009,3364,    3885,    -486,73712,21645,Bullish
2013-04-09,21124,3850,   -6370,    -340,70340,17274,Bearish Reversal
2013-04-02,27494,4190,    4279,     217,75524,23304,Bullish
2013-03-26,23215,3973,    -493,    -440,69667,19242,Bearish
2013-03-19,23708,4413,    -386,   -2198,68041,19295,Bullish Reversal
2013-03-12,24094,6611,    1917,      -2,91323,17483,Bullish
2013-03-05,22177,6612,    5829,    -391,70816,15565,Bullish
2013-02-26,16348,7004,   -2822,    1520,66351,9344,Bearish Reversal
2013-02-19,19170,5483,    1967,    -251,69693,13687,Bullish
2013-02-12,17203,5734,   -1626,    -147,66913,11469,Bearish Reversal
2013-02-05,18829,5882,    1233,    -334,67138,12947,Bullish
2013-01-29,17596,6216,    1492,    -259,66046,11380,Bullish
2013-01-22,16105,6475,    1061,    -346,63166,9630,Bullish
2013-01-15,15044,6821,   -1089,      10,61892,8223,Bearish
2013-01-08,16133,6810,    3082,   -1370,60127,9323,Bullish
2012-12-31,13050,8180,   -1293,    1493,56261,4870,Bearish Reversal
2012-12-24,14343,6688,   -1506,    -596,58825,7655,Bullish Reversal
2012-12-18,1221,0,     330,       0,26916,1221,Bearish
2012-12-18,15849,7283,   -1061,    -986,120814,8566,Bullish
2012-12-11,891,0,     614,       0,22770,891,Bearish Reversal
2012-12-11,16910,8270,    4246,    -493,103354,8640,Bullish Reversal
2012-12-04,277,0,    -369,    -736,26258,277,Bearish Reversal
2012-12-04,12665,8762,    1892,   -2495,103926,3903,Bullish
2012-11-27,10773,11258,    2026,     629,79925,-485,Bullish Reversal
2012-11-20,8747,10629,   -4231,    2231,108038,-1882,Bearish
2012-11-20,646,736,.,.,27942,-90,No signal
2012-11-13,12978,8398,   -1756,    1473,72434,4580,Bearish
2012-11-06,14733,6925,   -2049,    -245,72194,7808,Bearish Reversal
2012-10-30,16782,7171,    -564,    -298,74253,9611,Bearish
2012-10-23,17347,7469,   -3768,     756,74182,9878,Bearish Reversal
2012-10-16,21114,6713,   -3291,   -1151,77919,14401,Bearish Reversal
2012-10-09,24405,7864,   -2067,    2347,79758,16541,Bearish Reversal
2012-10-02,26472,5517,   -2040,    1690,82519,20955,Bearish
2012-09-25,28512,3827,   -1244,    -324,82047,24685,Bullish Reversal
2012-09-18,486,1661,     245,     430,27225,-1175,Bearish
2012-09-18,29756,4152,   -2518,    -241,146791,25604,Bullish
2012-09-11,241,1231,       0,       0,22747,-990,Bearish
2012-09-11,32274,4393,   -1617,   -1290,115726,27881,Bullish
2012-09-04,241,1231,    -245,       0,21635,-990,Bearish
2012-09-04,33890,5683,    1047,     538,113775,28207,Bullish
2012-08-28,486,1231,    -253,       0,18498,-745,Bearish
2012-08-28,32843,5145,    2416,    -919,110549,27698,Bullish
2012-08-21,739,1231,.,.,13980,-492,No signal
2012-08-21,30427,6064,    3696,     640,101917,24363,Bullish
2012-08-14,26731,5424,    1735,     796,81993,21307,Bullish
2012-08-07,24996,4628,    4943,     245,78551,20368,Bullish
2012-07-31,20053,4383,    4730,     157,73700,15670,Bullish Reversal
2012-07-24,15322,4226,    2558,     -92,81009,11096,Bullish
2012-07-24,1295,1845,.,.,10488,-550,No signal
2012-07-17,12765,4318,   -2013,   -1027,67892,8447,Bearish Reversal
2012-07-10,14778,5345,   -2815,     503,69789,9433,Bearish Reversal
2012-07-03,17593,4842,     475,    -552,70759,12751,Bullish
2012-06-26,17118,5394,    1539,     529,67857,11724,Bullish
2012-06-19,15579,4865,    1730,   -5959,65970,10714,Bullish Reversal
2012-06-12,1151,1856,     305,       0,22986,-705,Bearish
2012-06-12,13849,10824,   -1603,    -890,115527,3025,Bearish
2012-06-05,15452,11714,     454,    2077,99322,3738,Bullish
2012-06-05,846,1856,    -317,       0,22740,-1010,Bearish Reversal
2012-05-29,1163,1856,      28,    -245,22798,-693,Bearish
2012-05-29,14998,9638,   -2612,     495,98712,5360,Bearish Reversal
2012-05-22,17610,9143,   -4880,     599,101472,8467,Bullish Reversal
2012-05-22,1135,2101,    -576,     740,22449,-966,Bearish
2012-05-15,1711,1361,     745,     113,21260,350,Bearish
2012-05-15,22490,8543,    4033,   -1862,102304,13947,Bullish Reversal
2012-05-08,18457,10405,   -7135,    3652,104211,8052,Bullish
2012-05-08,966,1248,    -508,     291,20617,-282,Bearish
2012-05-01,1474,957,     657,     468,16483,517,Bearish
2012-05-01,25592,6753,   -2639,     -39,98438,18839,Bullish Reversal
2012-04-24,817,489,     145,       3,15220,328,Bearish
2012-04-24,28231,6792,   -1930,     -84,98447,21439,Bullish Reversal
2012-04-17,672,486,     338,    -525,12989,186,Bearish
2012-04-17,30161,6876,     451,   -2967,101027,23285,Bullish Reversal
2012-04-10,29710,9843,    3081,    1840,102199,19867,Bullish
2012-04-10,334,1011,.,.,12359,-677,No signal
2012-04-03,26629,8003,    1555,    -635,89424,18626,Bullish
2012-03-27,25074,8638,   -1601,      39,87135,16436,Bearish Reversal
2012-03-20,26675,8599,   -7277,    2275,88340,18076,Bullish Reversal
2012-03-13,1218,1348,    -238,     369,22693,-130,Bearish
2012-03-13,33952,6324,    2446,    -625,140207,27628,Bullish
2012-03-06,1456,979,      77,       0,19618,477,Bearish
2012-03-06,31506,6949,     801,    1367,115730,24557,Bearish
2012-02-28,30705,5582,    2396,    -598,114795,25123,Bullish
2012-02-28,1379,979,     560,    -246,18544,400,Bearish
2012-02-21,28308,6180,   -2528,     497,110676,22128,Bullish
2012-02-21,819,1225,      57,       0,18193,-406,Bearish Reversal
2012-02-14,30836,5683,    2994,    1198,106024,25153,Bullish
2012-02-14,762,1225,     472,     246,18495,-463,Bearish
2012-02-07,27843,4485,    2390,     547,92812,23358,Bullish
2012-02-07,290,979,    -499,       0,15731,-689,Bearish
2012-01-31,25453,3938,    2745,      46,91933,21515,Bullish
2012-01-31,789,979,   -2971,     123,15494,-190,Bearish Reversal
2012-01-24,22708,3893,    7335,      30,91118,18815,Bullish
2012-01-24,3760,856,    1845,     491,16016,2904,Bearish
2012-01-17,15374,3863,    1969,     171,77129,11511,Bullish
2012-01-17,1915,365,     714,       0,11477,1550,Bearish
2012-01-10,13404,3692,    3842,    -467,69158,9712,Bullish
2012-01-10,1201,365,.,.,9500,836,No signal
2012-01-03,9563,4159,    1743,    -703,52931,5404,Bullish
2011-12-27,7820,4862,   -1168,     397,51197,2958,Bearish
2011-12-20,8987,4465,   -3972,     533,51165,4522,Bearish Reversal
2011-12-13,12959,3932,    3510,    -779,114413,9027,Bullish
2011-12-13,2946,538,    1965,       0,31870,2408,Bearish
2011-12-06,9450,4711,    1858,    -948,94208,4739,Bullish
2011-12-06,981,538,     981,       0,29888,443,Bullish
2011-11-29,0,538,    -980,       0,29073,-538,Bearish Reversal
2011-11-29,7592,5659,   -2920,   -1685,88202,1933,Bearish Reversal
2011-11-22,10511,7344,   -4394,    3891,94718,3167,Bullish Reversal
2011-11-22,980,538,   -1474,       0,30644,442,Bearish Reversal
2011-11-15,2454,538,       0,     246,32671,1916,Bearish
2011-11-15,14905,3454,     -97,    -518,102002,11451,Bullish
2011-11-08,15002,3971,   -1353,     372,100620,11031,Bullish
2011-11-08,2454,292,     123,       0,31311,2162,Bearish
2011-11-01,16355,3599,    -205,   -1098,98356,12756,Bullish
2011-11-01,2331,292,     246,       0,30410,2039,Bullish
2011-10-25,2085,292,     369,     292,23028,1793,Bearish
2011-10-25,16560,4697,    3194,     508,90514,11863,Bullish
2011-10-18,1716,0,     861,       0,20077,1716,Bearish
2011-10-18,13366,4189,    4576,   -1135,84996,9177,Bullish
2011-10-11,8790,5324,    -103,   -2625,75078,3466,Bullish Reversal
2011-10-11,855,0,    -512,       0,15277,855,Bearish Reversal
2011-10-04,1367,0,    -691,       0,15366,1367,Bullish
2011-10-04,8892,7949,   -1757,    2158,79939,943,Bearish
2011-09-27,10649,5791,     216,     403,76827,4858,Bullish
2011-09-27,2058,0,    1424,   -2818,13510,2058,Bearish Reversal
2011-09-20,10434,5388,    3024,   -2218,61986,5046,Bullish Reversal
