,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
464,SILVER - COMMODITY EXCHANGE INC.,2016-02-09,78108,25426,    7423,   -6671,164664,    6730,52682,14094.0
465,SILVER - COMMODITY EXCHANGE INC.,2016-02-02,70685,32097,    1765,     763,157934,    3200,38588,1002.0
466,SILVER - COMMODITY EXCHANGE INC.,2016-01-26,68920,31334,     724,   -7904,154734,   -4787,37586,8628.0
467,SILVER - COMMODITY EXCHANGE INC.,2016-01-19,68196,39238,   -3059,   -9534,159521,   -6651,28958,6475.0
468,SILVER - COMMODITY EXCHANGE INC.,2016-01-12,71255,48772,    1476,     619,166172,   -1348,22483,857.0
469,SILVER - COMMODITY EXCHANGE INC.,2016-01-05,69779,48153,    1329,     407,167520,    2514,21626,922.0
470,SILVER - COMMODITY EXCHANGE INC.,2015-12-29,68450,47746,    -134,    2553,165006,    3890,20704,-2687.0
471,SILVER - COMMODITY EXCHANGE INC.,2015-12-22,68584,45193,   -2895,  -10709,161116,   -5748,23391,7814.0
472,SILVER - COMMODITY EXCHANGE INC.,2015-12-15,71479,55902,     888,    6571,166864,    4106,15577,-5683.0
473,SILVER - COMMODITY EXCHANGE INC.,2015-12-08,70591,49331,   -2318,   -1688,162758,    -528,21260,-630.0
474,SILVER - COMMODITY EXCHANGE INC.,2015-12-01,72909,51019,    2699,     202,163286,   -6806,21890,2497.0
475,SILVER - COMMODITY EXCHANGE INC.,2015-11-24,70210,50817,   -2072,    3789,170092,    -629,19393,-5861.0
476,SILVER - COMMODITY EXCHANGE INC.,2015-11-17,72282,47028,     -22,   13714,170721,    8286,25254,-13736.0
477,SILVER - COMMODITY EXCHANGE INC.,2015-11-10,72304,33314,   -4916,   14471,162435,   -4507,38990,-19387.0
478,SILVER - COMMODITY EXCHANGE INC.,2015-11-03,77220,18843,   -4803,    -735,166942,   -2815,58377,-4068.0
479,SILVER - COMMODITY EXCHANGE INC.,2015-10-27,82023,19578,    2574,   -2573,169757,    2183,62445,5147.0
480,SILVER - COMMODITY EXCHANGE INC.,2015-10-20,79449,22151,    4874,    -714,167574,    6228,57298,5588.0
481,SILVER - COMMODITY EXCHANGE INC.,2015-10-13,74575,22865,    5737,   -5187,161346,    5120,51710,10924.0
482,SILVER - COMMODITY EXCHANGE INC.,2015-10-06,68838,28052,    7282,  -10401,156226,    -679,40786,17683.0
483,SILVER - COMMODITY EXCHANGE INC.,2015-09-29,61556,38453,    1143,    2899,156905,    4765,23103,-1756.0
484,SILVER - COMMODITY EXCHANGE INC.,2015-09-22,60413,35554,     -30,  -10626,152140,   -5867,24859,10596.0
485,SILVER - COMMODITY EXCHANGE INC.,2015-09-15,60443,46180,    1682,    6160,158007,    2392,14263,-4478.0
486,SILVER - COMMODITY EXCHANGE INC.,2015-09-08,58761,40020,     895,    -374,155615,   -1398,18741,1269.0
487,SILVER - COMMODITY EXCHANGE INC.,2015-09-01,57866,40394,    -821,   -2735,157013,  -10230,17472,1914.0
488,SILVER - COMMODITY EXCHANGE INC.,2015-08-25,58687,43129,    -848,   -2372,167243,   -6302,15558,1524.0
489,SILVER - COMMODITY EXCHANGE INC.,2015-08-18,59535,45501,   -6031,   -3228,173545,   -4357,14034,-2803.0
490,SILVER - COMMODITY EXCHANGE INC.,2015-08-11,65566,48729,   -1206,   -9638,177902,   -7946,16837,8432.0
491,SILVER - COMMODITY EXCHANGE INC.,2015-08-04,66772,58367,    -353,   -2462,185848,   -4474,8405,2109.0
492,SILVER - COMMODITY EXCHANGE INC.,2015-07-28,67125,60829,     549,   -1502,190322,      96,6296,2051.0
493,SILVER - COMMODITY EXCHANGE INC.,2015-07-21,66576,62331,     184,    5492,190226,    4510,4245,-5308.0
494,SILVER - COMMODITY EXCHANGE INC.,2015-07-14,66392,56839,   -4394,   -7154,185716,  -11376,9553,2760.0
495,SILVER - COMMODITY EXCHANGE INC.,2015-07-07,70786,63993,   -1100,    1988,197092,     368,6793,-3088.0
496,SILVER - COMMODITY EXCHANGE INC.,2015-06-30,71886,62005,   -2368,    3308,196724,   -3549,9881,-5676.0
497,SILVER - COMMODITY EXCHANGE INC.,2015-06-23,74254,58697,    6939,    7054,200273,    8499,15557,-115.0
498,SILVER - COMMODITY EXCHANGE INC.,2015-06-16,67315,51643,    1434,    8308,191774,    2250,15672,-6874.0
499,SILVER - COMMODITY EXCHANGE INC.,2015-06-09,65881,43335,    2308,   26607,189524,   11181,22546,-24299.0
500,SILVER - COMMODITY EXCHANGE INC.,2015-06-02,63573,16728,   -3019,    1117,178343,    4714,46845,-4136.0
501,SILVER - COMMODITY EXCHANGE INC.,2015-05-26,66592,15611,   -1579,   -1280,173629,    -708,50981,-299.0
502,SILVER - COMMODITY EXCHANGE INC.,2015-05-19,68171,16891,    2869,  -19073,174337,    -582,51280,21942.0
503,SILVER - COMMODITY EXCHANGE INC.,2015-05-12,65302,35964,     -81,   -1796,174919,    -775,29338,1715.0
504,SILVER - COMMODITY EXCHANGE INC.,2015-05-05,65383,37760,    1043,   -3650,175694,   -3767,27623,4693.0
505,SILVER - COMMODITY EXCHANGE INC.,2015-04-28,64340,41410,    3492,    4887,179461,   -3172,22930,-1395.0
506,SILVER - COMMODITY EXCHANGE INC.,2015-04-21,60848,36523,    -569,    9651,182633,    4756,24325,-10220.0
507,SILVER - COMMODITY EXCHANGE INC.,2015-04-14,61417,26872,   -1824,    5712,177877,    8177,34545,-7536.0
508,SILVER - COMMODITY EXCHANGE INC.,2015-04-07,63241,21160,   -2185,   -1154,169700,    -405,42081,-1031.0
509,SILVER - COMMODITY EXCHANGE INC.,2015-03-31,65426,22314,    3094,   -7895,170105,   -2554,43112,10989.0
510,SILVER - COMMODITY EXCHANGE INC.,2015-03-24,62332,30209,     683,   -7029,172659,   -5865,32123,7712.0
511,SILVER - COMMODITY EXCHANGE INC.,2015-03-17,61649,37238,    3683,    5244,178524,    9399,24411,-1561.0
512,SILVER - COMMODITY EXCHANGE INC.,2015-03-10,57966,31994,    1624,    6859,169125,    5107,25972,-5235.0
513,SILVER - COMMODITY EXCHANGE INC.,2015-03-03,56342,25135,   -1006,    5126,164018,   -2658,31207,-6132.0
514,SILVER - COMMODITY EXCHANGE INC.,2015-02-24,57348,20009,   -3797,     187,166676,   -8517,37339,-3984.0
515,SILVER - COMMODITY EXCHANGE INC.,2015-02-17,61145,19822,    -889,    4652,175193,    7047,41323,-5541.0
516,SILVER - COMMODITY EXCHANGE INC.,2015-02-10,62034,15170,   -2132,    1577,168146,    -340,46864,-3709.0
517,SILVER - COMMODITY EXCHANGE INC.,2015-02-03,64166,13593,   -1556,    1218,168486,    6046,50573,-2774.0
518,SILVER - COMMODITY EXCHANGE INC.,2015-01-27,65722,12375,    3519,   -3554,162440,    2536,53347,7073.0
519,SILVER - COMMODITY EXCHANGE INC.,2015-01-20,62203,15929,    2395,   -3940,159904,    2622,46274,6335.0
520,SILVER - COMMODITY EXCHANGE INC.,2015-01-13,59808,19869,    4897,   -3003,157282,    4403,39939,7900.0
521,SILVER - COMMODITY EXCHANGE INC.,2015-01-06,54911,22872,     785,   -1232,152879,    3285,32039,2017.0
522,SILVER - COMMODITY EXCHANGE INC.,2014-12-30,54126,24104,    2069,   -1640,149594,     445,30022,3709.0
523,SILVER - COMMODITY EXCHANGE INC.,2014-12-23,52057,25744,    -864,    -688,149149,   -1050,26313,-176.0
524,SILVER - COMMODITY EXCHANGE INC.,2014-12-16,52921,26432,     792,    2762,150199,    2004,26489,-1970.0
525,SILVER - COMMODITY EXCHANGE INC.,2014-12-09,52129,23670,    1443,   -5425,148195,    -227,28459,6868.0
526,SILVER - COMMODITY EXCHANGE INC.,2014-12-02,50686,29095,   -2197,   -8332,148422,   -8562,21591,6135.0
527,SILVER - COMMODITY EXCHANGE INC.,2014-11-25,52883,37427,   -3948,   -7650,156984,  -16091,15456,3702.0
528,SILVER - COMMODITY EXCHANGE INC.,2014-11-18,56831,45077,    -634,   -1956,173075,    2391,11754,1322.0
529,SILVER - COMMODITY EXCHANGE INC.,2014-11-11,57465,47033,    -623,   -4113,170684,   -5779,10432,3490.0
530,SILVER - COMMODITY EXCHANGE INC.,2014-11-04,58088,51146,     619,    -391,176463,    2730,6942,1010.0
531,SILVER - COMMODITY EXCHANGE INC.,2014-10-28,57469,51537,     233,    1132,173733,    3541,5932,-899.0
532,SILVER - COMMODITY EXCHANGE INC.,2014-10-21,57236,50405,    -952,     -46,170192,     863,6831,-906.0
533,SILVER - COMMODITY EXCHANGE INC.,2014-10-14,58188,50451,    -338,     867,169329,   -1954,7737,-1205.0
534,SILVER - COMMODITY EXCHANGE INC.,2014-10-07,58526,49584,    -204,   -2520,171283,   -1939,8942,2316.0
535,SILVER - COMMODITY EXCHANGE INC.,2014-09-30,58730,52104,    3128,    5324,173222,    2829,6626,-2196.0
536,SILVER - COMMODITY EXCHANGE INC.,2014-09-23,55602,46780,   -2934,    -844,170393,    -867,8822,-2090.0
537,SILVER - COMMODITY EXCHANGE INC.,2014-09-16,58536,47624,    -374,    5251,171260,    5979,10912,-5625.0
538,SILVER - COMMODITY EXCHANGE INC.,2014-09-09,58910,42373,    -562,    2456,165281,    2974,16537,-3018.0
539,SILVER - COMMODITY EXCHANGE INC.,2014-09-02,59472,39917,    3927,    6896,162307,   -1955,19555,-2969.0
540,SILVER - COMMODITY EXCHANGE INC.,2014-08-26,55545,33021,    1868,    3495,164262,    -631,22524,-1627.0
541,SILVER - COMMODITY EXCHANGE INC.,2014-08-19,53677,29526,    -265,    5281,164893,    6674,24151,-5546.0
542,SILVER - COMMODITY EXCHANGE INC.,2014-08-12,53942,24245,    -223,    4443,158219,     641,29697,-4666.0
543,SILVER - COMMODITY EXCHANGE INC.,2014-08-05,54165,19802,   -4865,    4884,157578,    -980,34363,-9749.0
544,SILVER - COMMODITY EXCHANGE INC.,2014-07-29,59030,14918,   -5247,   -1834,158558,   -3927,44112,-3413.0
545,SILVER - COMMODITY EXCHANGE INC.,2014-07-22,64277,16752,   -1630,     123,162485,      38,47525,-1753.0
546,SILVER - COMMODITY EXCHANGE INC.,2014-07-15,65907,16629,   -1122,   -2519,162447,    -432,49278,1397.0
547,SILVER - COMMODITY EXCHANGE INC.,2014-07-08,67029,19148,    6637,    -945,162879,    6181,47881,7582.0
548,SILVER - COMMODITY EXCHANGE INC.,2014-07-01,60392,20093,    6232,   -4737,156698,   -1395,40299,10969.0
549,SILVER - COMMODITY EXCHANGE INC.,2014-06-24,54160,24830,    5827,  -10166,158093,   -6483,29330,15993.0
550,SILVER - COMMODITY EXCHANGE INC.,2014-06-17,48333,34996,    -259,   -9490,164576,    3044,13337,9231.0
551,SILVER - COMMODITY EXCHANGE INC.,2014-06-10,48592,44486,   -1186,   -4526,161532,     470,4106,3340.0
552,SILVER - COMMODITY EXCHANGE INC.,2014-06-03,49778,49012,    1652,    5974,161062,    4743,766,-4322.0
553,SILVER - COMMODITY EXCHANGE INC.,2014-05-27,48126,43038,    2159,    5147,156319,    6155,5088,-2988.0
554,SILVER - COMMODITY EXCHANGE INC.,2014-05-20,45967,37891,    -658,    2803,150164,     242,8076,-3461.0
555,SILVER - COMMODITY EXCHANGE INC.,2014-05-13,46625,35088,     853,    -305,149922,     427,11537,1158.0
556,SILVER - COMMODITY EXCHANGE INC.,2014-05-06,45772,35393,    -331,    1341,149495,     154,10379,-1672.0
557,SILVER - COMMODITY EXCHANGE INC.,2014-04-29,46103,34052,     235,    2301,149341,   -8346,12051,-2066.0
558,SILVER - COMMODITY EXCHANGE INC.,2014-04-22,45868,31751,     -89,   -1107,157687,   -6471,14117,1018.0
559,SILVER - COMMODITY EXCHANGE INC.,2014-04-15,45957,32858,     915,    4078,164158,    4842,13099,-3163.0
560,SILVER - COMMODITY EXCHANGE INC.,2014-04-08,45042,28780,     897,    -861,159316,    8955,16262,1758.0
561,SILVER - COMMODITY EXCHANGE INC.,2014-04-01,44145,29641,   -1355,    3154,150361,    2764,14504,-4509.0
562,SILVER - COMMODITY EXCHANGE INC.,2014-03-25,45500,26487,     756,    6115,147597,    3019,19013,-5359.0
563,SILVER - COMMODITY EXCHANGE INC.,2014-03-18,44744,20372,     858,    3150,144578,    7953,24372,-2292.0
564,SILVER - COMMODITY EXCHANGE INC.,2014-03-11,43886,17222,    -411,     834,136625,    3075,26664,-1245.0
565,SILVER - COMMODITY EXCHANGE INC.,2014-03-04,44297,16388,    -551,     477,133550,  -10755,27909,-1028.0
566,SILVER - COMMODITY EXCHANGE INC.,2014-02-25,44848,15911,    4342,   -1060,144305,   -2730,28937,5402.0
567,SILVER - COMMODITY EXCHANGE INC.,2014-02-18,40506,16971,    -773,  -11674,147035,    -953,23535,10901.0
568,SILVER - COMMODITY EXCHANGE INC.,2014-02-11,41279,28645,     -42,   -5688,147988,   -1175,12634,5646.0
569,SILVER - COMMODITY EXCHANGE INC.,2014-02-04,41321,34333,     505,    4009,149163,    4919,6988,-3504.0
570,SILVER - COMMODITY EXCHANGE INC.,2014-01-28,40816,30324,   -1518,    3858,144244,    4776,10492,-5376.0
571,SILVER - COMMODITY EXCHANGE INC.,2014-01-21,42334,26466,    1047,    1668,139468,    3310,15868,-621.0
572,SILVER - COMMODITY EXCHANGE INC.,2014-01-14,41287,24798,       2,     848,136158,    4864,16489,-846.0
573,SILVER - COMMODITY EXCHANGE INC.,2014-01-07,41285,23950,    -798,   -3452,131294,   -1181,17335,2654.0
574,SILVER - COMMODITY EXCHANGE INC.,2013-12-31,42083,27402,     -14,   -2597,132475,     -26,14681,2583.0
575,SILVER - COMMODITY EXCHANGE INC.,2013-12-24,42097,29999,     181,    -369,132501,    -805,12098,550.0
576,SILVER - COMMODITY EXCHANGE INC.,2013-12-17,41916,30368,    -635,   -2230,133306,     220,11548,1595.0
577,SILVER - COMMODITY EXCHANGE INC.,2013-12-10,42551,32598,    2113,   -4939,133086,     -23,9953,7052.0
578,SILVER - COMMODITY EXCHANGE INC.,2013-12-03,40438,37537,    1168,    4889,133109,    -178,2901,-3721.0
579,SILVER - COMMODITY EXCHANGE INC.,2013-11-26,39270,32648,     684,    4093,133287,   -5522,6622,-3409.0
580,SILVER - COMMODITY EXCHANGE INC.,2013-11-19,38586,28555,    1206,    4211,138809,    9284,10031,-3005.0
581,SILVER - COMMODITY EXCHANGE INC.,2013-11-12,37380,24344,    1246,    7113,129525,   10807,13036,-5867.0
582,SILVER - COMMODITY EXCHANGE INC.,2013-11-05,36134,17231,    -540,    -994,118718,     784,18903,454.0
583,SILVER - COMMODITY EXCHANGE INC.,2013-10-29,36674,18225,     968,     727,117934,    1167,18449,241.0
584,SILVER - COMMODITY EXCHANGE INC.,2013-10-22,35706,17498,    2338,   -1102,116767,     560,18208,3440.0
585,SILVER - COMMODITY EXCHANGE INC.,2013-10-15,33368,18600,    1481,    1719,116207,     109,14768,-238.0
586,SILVER - COMMODITY EXCHANGE INC.,2013-10-08,31887,16881,     652,   -1579,116098,     860,15006,2231.0
587,SILVER - COMMODITY EXCHANGE INC.,2013-10-01,31235,18460,    1878,    1755,115238,    2921,12775,123.0
588,SILVER - COMMODITY EXCHANGE INC.,2013-09-24,29357,16705,   -1532,    -378,112317,    -440,12652,-1154.0
589,SILVER - COMMODITY EXCHANGE INC.,2013-09-17,30889,17083,   -1755,     273,112757,     481,13806,-2028.0
590,SILVER - COMMODITY EXCHANGE INC.,2013-09-10,32644,16810,   -1972,    1041,112276,   -3368,15834,-3013.0
591,SILVER - COMMODITY EXCHANGE INC.,2013-09-03,34616,15769,    1469,    -998,115644,   -6627,18847,2467.0
592,SILVER - COMMODITY EXCHANGE INC.,2013-08-27,33147,16767,   -4161,   -2033,122271,   -8805,16380,-2128.0
593,SILVER - COMMODITY EXCHANGE INC.,2013-08-20,37308,18800,     363,   -5436,131076,   -4150,18508,5799.0
594,SILVER - COMMODITY EXCHANGE INC.,2013-08-13,36945,24236,    2318,   -4924,135226,    3173,12709,7242.0
595,SILVER - COMMODITY EXCHANGE INC.,2013-08-06,34627,29160,   -1001,   -1493,132053,    -778,5467,492.0
596,SILVER - COMMODITY EXCHANGE INC.,2013-07-30,35628,30653,     188,     894,132831,    1083,4975,-706.0
597,SILVER - COMMODITY EXCHANGE INC.,2013-07-23,35440,29759,   -1335,    -381,131748,   -1697,5681,-954.0
598,SILVER - COMMODITY EXCHANGE INC.,2013-07-16,36775,30140,     215,   -1399,133445,    -406,6635,1614.0
599,SILVER - COMMODITY EXCHANGE INC.,2013-07-09,36560,31539,     385,      11,133851,   -2295,5021,374.0
600,SILVER - COMMODITY EXCHANGE INC.,2013-07-02,36175,31528,    1670,   -2140,136146,   -4493,4647,3810.0
601,SILVER - COMMODITY EXCHANGE INC.,2013-06-25,34505,33668,    -969,    2098,140639,   -9252,837,-3067.0
602,SILVER - COMMODITY EXCHANGE INC.,2013-06-18,35474,31570,     -35,    -236,149891,    2716,3904,201.0
603,SILVER - COMMODITY EXCHANGE INC.,2013-06-11,35509,31806,     458,    2111,147175,    1441,3703,-1653.0
604,SILVER - COMMODITY EXCHANGE INC.,2013-06-04,35051,29695,     992,     227,145734,     435,5356,765.0
605,SILVER - COMMODITY EXCHANGE INC.,2013-05-28,34059,29468,   -1474,    2750,145299,   -3320,4591,-4224.0
606,SILVER - COMMODITY EXCHANGE INC.,2013-05-21,35533,26718,    -157,    1822,148619,    3953,8815,-1979.0
607,SILVER - COMMODITY EXCHANGE INC.,2013-05-14,35690,24896,    -144,    2713,144666,     510,10794,-2857.0
608,SILVER - COMMODITY EXCHANGE INC.,2013-05-07,35834,22183,     114,   -1347,144156,     679,13651,1461.0
609,SILVER - COMMODITY EXCHANGE INC.,2013-04-30,35720,23530,   -3097,    -286,143477,  -15493,12190,-2811.0
610,SILVER - COMMODITY EXCHANGE INC.,2013-04-23,38817,23816,    -884,    1713,158970,    1668,15001,-2597.0
611,SILVER - COMMODITY EXCHANGE INC.,2013-04-16,39701,22103,    1209,   -8474,157302,   -4939,17598,9683.0
612,SILVER - COMMODITY EXCHANGE INC.,2013-04-09,38492,30577,     291,     522,162241,    6486,7915,-231.0
613,SILVER - COMMODITY EXCHANGE INC.,2013-04-02,38201,30055,     653,    3911,155755,    4187,8146,-3258.0
614,SILVER - COMMODITY EXCHANGE INC.,2013-03-26,37548,26144,   -1159,    2488,151568,      47,11404,-3647.0
615,SILVER - COMMODITY EXCHANGE INC.,2013-03-19,38707,23656,      70,    3127,151521,    3238,15051,-3057.0
616,SILVER - COMMODITY EXCHANGE INC.,2013-03-12,38637,20529,     188,     683,148283,    1183,18108,-495.0
617,SILVER - COMMODITY EXCHANGE INC.,2013-03-05,38449,19846,     696,    3830,147100,    1475,18603,-3134.0
618,SILVER - COMMODITY EXCHANGE INC.,2013-02-26,37753,16016,   -1304,    3415,145625,   -9728,21737,-4719.0
619,SILVER - COMMODITY EXCHANGE INC.,2013-02-19,39057,12601,   -1148,    4468,155353,    2536,26456,-5616.0
620,SILVER - COMMODITY EXCHANGE INC.,2013-02-12,40205,8133,   -2244,    1545,152817,    1305,32072,-3789.0
621,SILVER - COMMODITY EXCHANGE INC.,2013-02-05,42449,6588,    -640,   -1697,151512,    2980,35861,1057.0
622,SILVER - COMMODITY EXCHANGE INC.,2013-01-29,43089,8285,    1807,   -1904,148532,    6253,34804,3711.0
623,SILVER - COMMODITY EXCHANGE INC.,2013-01-22,41282,10189,    2900,     379,142279,    1846,31093,2521.0
624,SILVER - COMMODITY EXCHANGE INC.,2013-01-15,38382,9810,    1125,     647,140433,    2891,28572,478.0
625,SILVER - COMMODITY EXCHANGE INC.,2013-01-08,37257,9163,   -1034,      59,137542,   -3947,28094,-1093.0
626,SILVER - COMMODITY EXCHANGE INC.,2012-12-31,38291,9104,   -1329,     127,141489,     738,29187,-1456.0
627,SILVER - COMMODITY EXCHANGE INC.,2012-12-24,39620,8977,   -5269,      77,140751,    -672,30643,-5346.0
628,SILVER - COMMODITY EXCHANGE INC.,2012-12-18,44889,8900,   -3659,    -148,141423,    -662,35989,-3511.0
629,SILVER - COMMODITY EXCHANGE INC.,2012-12-11,48548,9048,   -1656,     116,142085,     347,39500,-1772.0
630,SILVER - COMMODITY EXCHANGE INC.,2012-12-04,50204,8932,    -880,    -877,141738,   -8989,41272,-3.0
631,SILVER - COMMODITY EXCHANGE INC.,2012-11-27,51084,9809,    3776,     462,150727,     392,41275,3314.0
632,SILVER - COMMODITY EXCHANGE INC.,2012-11-20,47308,9347,    2123,   -1428,150335,    5768,37961,3551.0
633,SILVER - COMMODITY EXCHANGE INC.,2012-11-13,45185,10775,     955,     664,144567,    5254,34410,291.0
634,SILVER - COMMODITY EXCHANGE INC.,2012-11-06,44230,10111,   -2552,    -454,139313,    1728,34119,-2098.0
635,SILVER - COMMODITY EXCHANGE INC.,2012-10-30,46782,10565,    -681,    1238,137585,   -3058,36217,-1919.0
636,SILVER - COMMODITY EXCHANGE INC.,2012-10-23,47463,9327,   -1578,     414,140643,    -762,38136,-1992.0
637,SILVER - COMMODITY EXCHANGE INC.,2012-10-16,49041,8913,    -357,    -660,141405,     979,40128,303.0
638,SILVER - COMMODITY EXCHANGE INC.,2012-10-09,49398,9573,    2162,     455,140426,    1309,39825,1707.0
639,SILVER - COMMODITY EXCHANGE INC.,2012-10-02,47236,9118,    2458,   -1650,139117,    5954,38118,4108.0
640,SILVER - COMMODITY EXCHANGE INC.,2012-09-25,44778,10768,    1573,     118,133163,    6131,34010,1455.0
641,SILVER - COMMODITY EXCHANGE INC.,2012-09-18,43205,10650,    1834,     761,127032,    5982,32555,1073.0
642,SILVER - COMMODITY EXCHANGE INC.,2012-09-11,41371,9889,    -912,      36,121050,    1546,31482,-948.0
643,SILVER - COMMODITY EXCHANGE INC.,2012-09-04,42283,9853,    2575,   -1217,119504,   -2273,32430,3792.0
644,SILVER - COMMODITY EXCHANGE INC.,2012-08-28,39708,11070,    4062,   -3376,121777,   -5999,28638,7438.0
645,SILVER - COMMODITY EXCHANGE INC.,2012-08-21,35646,14446,    3329,   -2284,127776,   -1217,21200,5613.0
646,SILVER - COMMODITY EXCHANGE INC.,2012-08-14,32317,16730,     896,   -1011,128993,    4717,15587,1907.0
647,SILVER - COMMODITY EXCHANGE INC.,2012-08-07,31421,17741,      27,    -617,124276,    2467,13680,644.0
648,SILVER - COMMODITY EXCHANGE INC.,2012-07-31,31394,18358,    1103,   -3774,121809,   -1852,13036,4877.0
649,SILVER - COMMODITY EXCHANGE INC.,2012-07-24,30291,22132,    1860,    1357,123661,    1842,8159,503.0
650,SILVER - COMMODITY EXCHANGE INC.,2012-07-17,28431,20775,      -3,    1123,121819,   -2290,7656,-1126.0
651,SILVER - COMMODITY EXCHANGE INC.,2012-07-10,28434,19652,    -228,     696,124109,    1981,8782,-924.0
652,SILVER - COMMODITY EXCHANGE INC.,2012-07-03,28662,18956,     300,   -3184,122128,   -4036,9706,3484.0
653,SILVER - COMMODITY EXCHANGE INC.,2012-06-26,28362,22140,     595,    4475,126164,    3656,6222,-3880.0
654,SILVER - COMMODITY EXCHANGE INC.,2012-06-19,27767,17665,    1051,     558,122508,     428,10102,493.0
655,SILVER - COMMODITY EXCHANGE INC.,2012-06-12,26716,17107,   -1093,    -908,122080,    5271,9609,-185.0
656,SILVER - COMMODITY EXCHANGE INC.,2012-06-05,27809,18015,    1310,      74,116809,    2848,9794,1236.0
657,SILVER - COMMODITY EXCHANGE INC.,2012-05-29,26499,17941,   -1519,     720,113961,     314,8558,-2239.0
658,SILVER - COMMODITY EXCHANGE INC.,2012-05-22,28018,17221,     767,    1444,113647,    -561,10797,-677.0
659,SILVER - COMMODITY EXCHANGE INC.,2012-05-15,27251,15777,    -757,     332,114208,     659,11474,-1089.0
660,SILVER - COMMODITY EXCHANGE INC.,2012-05-08,28008,15445,    1153,    4174,113549,    2687,12563,-3021.0
661,SILVER - COMMODITY EXCHANGE INC.,2012-05-01,26855,11271,   -2058,   -1171,110862,  -11463,15584,-887.0
662,SILVER - COMMODITY EXCHANGE INC.,2012-04-24,28913,12442,     862,    2798,122325,     877,16471,-1936.0
663,SILVER - COMMODITY EXCHANGE INC.,2012-04-17,28051,9644,    -103,    -324,121448,    6979,18407,221.0
664,SILVER - COMMODITY EXCHANGE INC.,2012-04-10,28154,9968,   -1088,     781,114469,   -1965,18186,-1869.0
665,SILVER - COMMODITY EXCHANGE INC.,2012-04-03,29242,9187,    2345,     945,116434,    6575,20055,1400.0
666,SILVER - COMMODITY EXCHANGE INC.,2012-03-27,26897,8242,   -1592,     922,109859,   -1563,18655,-2514.0
667,SILVER - COMMODITY EXCHANGE INC.,2012-03-20,28489,7320,      30,     677,111422,    -308,21169,-647.0
668,SILVER - COMMODITY EXCHANGE INC.,2012-03-13,28459,6643,   -2176,    -800,111730,     707,21816,-1376.0
669,SILVER - COMMODITY EXCHANGE INC.,2012-03-06,30635,7443,   -7377,    -566,111023,   -4843,23192,-6811.0
670,SILVER - COMMODITY EXCHANGE INC.,2012-02-28,38012,8009,    3193,    -145,115866,    5283,30003,3338.0
671,SILVER - COMMODITY EXCHANGE INC.,2012-02-21,34819,8154,    1959,     962,110583,    5711,26665,997.0
672,SILVER - COMMODITY EXCHANGE INC.,2012-02-14,32860,7192,     621,   -1460,104872,   -1136,25668,2081.0
673,SILVER - COMMODITY EXCHANGE INC.,2012-02-07,32239,8652,    3774,    -722,106008,    4261,23587,4496.0
674,SILVER - COMMODITY EXCHANGE INC.,2012-01-31,28465,9374,    1414,   -1560,101747,   -1278,19091,2974.0
675,SILVER - COMMODITY EXCHANGE INC.,2012-01-24,27051,10934,     842,   -1882,103025,    -643,16117,2724.0
676,SILVER - COMMODITY EXCHANGE INC.,2012-01-17,26209,12816,       1,   -2321,103668,    -677,13393,2322.0
677,SILVER - COMMODITY EXCHANGE INC.,2012-01-10,26208,15137,    -421,   -1854,104345,   -2756,11071,1433.0
678,SILVER - COMMODITY EXCHANGE INC.,2012-01-03,26629,16991,    2603,    -180,107101,    3108,9638,2783.0
679,SILVER - COMMODITY EXCHANGE INC.,2011-12-27,24026,17171,    -276,     297,103993,    2828,6855,-573.0
680,SILVER - COMMODITY EXCHANGE INC.,2011-12-20,24302,16874,   -1270,    4969,101165,    2854,7428,-6239.0
681,SILVER - COMMODITY EXCHANGE INC.,2011-12-13,25572,11905,    2361,    1324,98311,    2627,13667,1037.0
682,SILVER - COMMODITY EXCHANGE INC.,2011-12-06,23211,10581,    -605,   -1141,95684,   -3275,12630,536.0
683,SILVER - COMMODITY EXCHANGE INC.,2011-11-29,23816,11722,     239,     769,98959,   -9589,12094,-530.0
684,SILVER - COMMODITY EXCHANGE INC.,2011-11-22,23577,10953,   -2245,    -422,108548,   -1965,12624,-1823.0
685,SILVER - COMMODITY EXCHANGE INC.,2011-11-15,25822,11375,    1408,     -99,110513,   -1328,14447,1507.0
686,SILVER - COMMODITY EXCHANGE INC.,2011-11-08,24414,11474,     330,    -436,111841,    3166,12940,766.0
687,SILVER - COMMODITY EXCHANGE INC.,2011-11-01,24084,11910,     424,    -728,108675,    1609,12174,1152.0
688,SILVER - COMMODITY EXCHANGE INC.,2011-10-25,23660,12638,     655,     -15,107066,    3709,11022,670.0
689,SILVER - COMMODITY EXCHANGE INC.,2011-10-18,23005,12653,    -566,    1030,103357,    3659,10352,-1596.0
690,SILVER - COMMODITY EXCHANGE INC.,2011-10-11,23571,11623,    -288,    -336,99698,   -1404,11948,48.0
691,SILVER - COMMODITY EXCHANGE INC.,2011-10-04,23859,11959,   -1294,    2231,101102,    -912,11900,-3525.0
