,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
467,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-15,31584,48410,    1034,   -7921,169228,   -5119,-16826,8955.0
468,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-08,30550,56331,    -468,   -5165,174347,   15240,-25781,4697.0
469,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-03-01,31018,61496,    -469,   -6931,159107,    1186,-30478,6462.0
470,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-23,31487,68427,    2410,   -5735,157921,    -687,-36940,8145.0
471,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-16,29077,74162,    1798,   -5052,158608,    1458,-45085,6850.0
472,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-09,27279,79214,   -2790,   -3275,157150,    -212,-51935,485.0
473,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-02-02,30069,82489,   -2698,  -17097,157362,   -7878,-52420,14399.0
474,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-26,32767,99586,    -297,     136,165240,    -104,-66819,-433.0
475,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-19,33064,99450,   -5773,    1399,165344,    -929,-66386,-7172.0
476,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-12,38837,98051,   -2061,   -2977,166273,    -337,-59214,916.0
477,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2016-01-05,40898,101028,   -6700,   -7357,166610,   -5527,-60130,657.0
478,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-29,47598,108385,    4143,    8903,172137,    8556,-60787,-4760.0
479,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-22,43455,99482,    -807,    4211,163581,  -26194,-56027,-5018.0
480,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-15,44262,95271,   -4514,    6357,189775,   26918,-51009,-10871.0
481,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-08,48776,88914,   10427,   11585,162857,   17310,-40138,-1158.0
482,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-12-01,38349,77329,   -2955,   -2592,145547,    1805,-38980,-363.0
483,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-24,41304,79921,   -4285,    5980,143742,    1957,-38617,-10265.0
484,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-17,45589,73941,    -198,   10247,141785,    7425,-28352,-10445.0
485,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-10,45787,63694,   13770,   12186,134360,   14731,-17907,1584.0
486,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-11-03,32017,51508,   -2117,   -1521,119629,   -3256,-19491,-596.0
487,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-27,34134,53029,    2766,   -5451,122885,    1737,-18895,8217.0
488,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-20,31368,58480,    3161,   -3676,121148,    4348,-27112,6837.0
489,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-13,28207,62156,   -1069,   -2130,116800,   -4876,-33949,1061.0
490,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-10-06,29276,64286,   -6935,  -14160,121676,  -17755,-35010,7225.0
491,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-29,36211,78446,   -4690,    -849,139431,    3218,-42235,-3841.0
492,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-22,40901,79295,   12392,    3703,136213,  -51830,-38394,8689.0
493,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-15,28509,75592,    -997,   -2554,188043,   28551,-47083,1557.0
494,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-08,29506,78146,     542,   -5937,159492,   -2401,-48640,6479.0
495,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-09-01,28964,84083,    -591,   -5184,161893,   -6926,-55119,4593.0
496,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-25,29555,89267,    8148,    1066,168819,    7076,-59712,7082.0
497,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-18,21407,88201,   -7139,   -7750,161743,  -10509,-66794,611.0
498,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-11,28546,95951,   -5447,   -2222,172252,    2165,-67405,-3225.0
499,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-08-04,33993,98173,   -1202,    6911,170087,    7969,-64180,-8113.0
500,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-28,35195,91262,   -6248,    6251,162118,    8356,-56067,-12499.0
501,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-21,41443,85011,    3266,    6108,153762,   15331,-43568,-2842.0
502,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-14,38177,78903,    2249,   10707,138431,   18336,-40726,-8458.0
503,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-07-07,35928,68196,   12823,   21641,120095,   28298,-32268,-8818.0
504,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-30,23105,46555,    4835,   10706,91797,   10417,-23450,-5871.0
505,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-23,18270,35849,   -4214,    1084,81380,  -37240,-17579,-5298.0
506,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-16,22484,34765,    1480,      16,118620,    -179,-12281,1464.0
507,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-09,21004,34749,   -9091,    3629,118799,   -4328,-13745,-12720.0
508,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-06-02,30095,31120,    -600,    7758,123127,    1219,-1025,-8358.0
509,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-26,30695,23362,    5511,    2526,121908,    4097,7333,2985.0
510,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-19,25184,20836,   -3949,  -12279,117811,   -6097,4348,8330.0
511,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-12,29133,33115,    -895,   -6993,123908,    1800,-3982,6098.0
512,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-05-05,30028,40108,   -3830,  -14659,122108,   -6830,-10080,10829.0
513,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-28,33858,54767,     515,   -5627,128938,    2137,-20909,6142.0
514,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-21,33343,60394,   10323,    6796,126801,    8115,-27051,3527.0
515,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-14,23020,53598,     939,    1498,118686,    3805,-30578,-559.0
516,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-04-07,22081,52100,    3310,    3711,114881,    4434,-30019,-401.0
517,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-31,18771,48389,    -422,   -3460,110447,    3716,-29618,3038.0
518,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-24,19193,51849,   -1808,   -1974,106731,  -51845,-32656,166.0
519,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-17,21001,53823,   -1010,   -7218,158576,   11937,-32822,6208.0
520,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-10,22011,61041,   -2321,   -2154,146639,   25295,-39030,-167.0
521,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-03,24332,63195,    1909,    4527,121344,    3330,-38863,-2618.0
522,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-24,22423,58668,    2425,    5828,118014,    6400,-36245,-3403.0
523,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-17,19998,52840,   -1178,   -1669,111614,   -4130,-32842,491.0
524,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-10,21176,54509,   -3377,    2635,115744,    2082,-33333,-6012.0
525,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-03,24553,51874,   -4361,   -1003,113662,     944,-27321,-3358.0
526,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-27,28914,52877,    4676,    -441,112718,    1087,-23963,5117.0
527,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-20,24238,53318,   -3361,    4540,111631,    6628,-29080,-7901.0
528,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-13,27599,48778,   -3676,     416,105003,    1228,-21179,-4092.0
529,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-06,31275,48362,   -1451,    1603,103775,    6467,-17087,-3054.0
530,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-30,32726,46759,   -1178,     668,97308,   -1169,-14033,-1846.0
531,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-23,33904,46091,    1507,   -2000,98477,  -30998,-12187,3507.0
532,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-16,32397,48091,   -1009,     323,129475,   19825,-15694,-1332.0
533,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-09,33406,47768,    4873,     846,109650,    7898,-14362,4027.0
534,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-02,28533,46922,   -3573,   -1525,101752,    -641,-18389,-2048.0
535,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-25,32106,48447,      24,   -3152,102393,   -4521,-16341,3176.0
536,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-18,32082,51599,    -586,   -2915,106914,   -1531,-19517,2329.0
537,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-11,32668,54514,    3041,    5472,108445,    3725,-21846,-2431.0
538,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-04,29627,49042,    3534,    1544,104720,    5411,-19415,1990.0
539,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-28,26093,47498,   -2744,   -2873,99309,   -2861,-21405,129.0
540,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-21,28837,50371,   -6851,   -1484,102170,   -1890,-21534,-5367.0
541,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-14,35688,51855,   -3486,    5229,104060,    3160,-16167,-8715.0
542,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-07,39174,46626,    6160,    9046,100900,   11524,-7452,-2886.0
543,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-30,33014,37580,    5341,   12971,89376,   12846,-4566,-7630.0
544,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-23,27673,24609,   -9674,   -5194,76530,  -33745,3064,-4480.0
545,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-16,37347,29803,    3947,    8033,110275,    7324,7544,-4086.0
546,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-09,33400,21770,   -1933,   -4372,102951,   -3033,11630,2439.0
547,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-02,35333,26142,   -3189,   -6717,105984,   -2457,9191,3528.0
548,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-26,38522,32859,   -3322,   -1704,108441,   -4860,5663,-1618.0
549,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-19,41844,34563,   -2209,    8508,113301,    4322,7281,-10717.0
550,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-12,44053,26055,   -4891,   -1434,108979,   -6282,17998,-3457.0
551,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-05,48944,27489,   -7515,   -6279,115261,   -7358,21455,-1236.0
552,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-29,56459,33768,   -5619,   -7729,122619,   -6569,22691,2110.0
553,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-22,62078,41497,    1725,   -3235,129188,    -599,20581,4960.0
554,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-15,60353,44732,    2108,   -3218,129787,    1232,15621,5326.0
555,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-08,58245,47950,   13490,    5890,128555,   17117,10295,7600.0
556,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-01,44755,42060,    4160,   -3855,111438,    8245,2695,8015.0
557,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-24,40595,45915,    6013,  -10200,103193,  -29016,-5320,16213.0
558,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-17,34582,56115,    4279,    1704,132209,    6377,-21533,2575.0
559,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-10,30303,54411,   -2216,    -839,125832,   -4443,-24108,-1377.0
560,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-03,32519,55250,     -62,     859,130275,     286,-22731,-921.0
561,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-27,32581,54391,    6081,    1357,129989,    8721,-21810,4724.0
562,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-20,26500,53034,    -486,      11,121268,    -364,-26534,-497.0
563,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-13,26986,53023,   -1058,   -6621,121632,    -655,-26037,5563.0
564,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-06,28044,59644,   -2049,    -744,122287,   -1302,-31600,-1305.0
565,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-29,30093,60388,    2564,   -2596,123589,    4882,-30295,5160.0
566,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-22,27529,62984,    -759,    -730,118707,    -818,-35455,-29.0
567,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-15,28288,63714,    -416,     703,119525,    -811,-35426,-1119.0
568,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-08,28704,63011,    1155,   -1532,120336,    2370,-34307,2687.0
569,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-01,27549,64543,  -12892,   -9113,117966,  -15280,-36994,-3779.0
570,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-25,40441,73656,   12690,  -23900,133246,  -53536,-33215,36590.0
571,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-18,27751,97556,    2571,   20185,186782,   33143,-69805,-17614.0
572,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-11,25180,77371,    1874,   -7031,153639,    6606,-52191,8905.0
573,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-04,23306,84402,   -1559,     946,147033,    5514,-61096,-2505.0
574,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-25,24865,83456,   -2891,   -9300,141519,  -13343,-58591,6409.0
575,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-18,27756,92756,      11,    6083,154862,   -2633,-65000,-6072.0
576,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-11,27745,86673,   -1694,   -3066,157495,   -3130,-58928,1372.0
577,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-04,29439,89739,    3463,     974,160625,    3411,-60300,2489.0
578,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-28,25976,88765,   -3447,  -10985,157214,  -12242,-62789,7538.0
579,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-21,29423,99750,   -4789,   -1807,169456,   -1914,-70327,-2982.0
580,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-14,34212,101557,    3677,   10480,171370,   14420,-67345,-6803.0
581,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-07,30535,91077,    2329,    4915,156950,    7913,-60542,-2586.0
582,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-31,28206,86162,      15,    -461,149037,    -322,-57956,476.0
583,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-24,28191,86623,    3058,   -4010,149359,  -37777,-58432,7068.0
584,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-17,25133,90633,   -5916,    2070,187136,   26377,-65500,-7986.0
585,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-10,31049,88563,   -1540,   14391,160759,   14992,-57514,-15931.0
586,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-03,32589,74172,    4446,   17249,145767,   16296,-41583,-12803.0
587,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-26,28143,56923,   -3513,    8932,129471,    7658,-28780,-12445.0
588,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-19,31656,47991,    2350,    2593,121813,    2861,-16335,-243.0
589,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-12,29306,45398,    2503,     593,118952,    1699,-16092,1910.0
590,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-05,26803,44805,    -430,    2335,117253,    1096,-18002,-2765.0
591,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-29,27233,42470,   -1673,    8200,116157,    6841,-15237,-9873.0
592,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-22,28906,34270,     470,   -4980,109316,   -3228,-5364,5450.0
593,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-15,28436,39250,   -5421,   -3270,112544,   -5788,-10814,-2151.0
594,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-08,33857,42520,   -9877,   -2169,118332,   -4400,-8663,-7708.0
595,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-01,43734,44689,    3456,   -1264,122732,    3108,-955,4720.0
596,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-24,40278,45953,   14992,    1903,119624,  -23301,-5675,13089.0
597,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-17,25286,44050,     665,  -11513,142925,    4939,-18764,12178.0
598,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-10,24621,55563,   -7258,  -10955,137986,   -5255,-30942,3697.0
599,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-03,31879,66518,   -3496,    6184,143241,    9849,-34639,-9680.0
600,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-27,35375,60334,    8816,   24231,133392,   25110,-24959,-15415.0
601,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-20,26559,36103,    4808,    5271,108282,    2979,-9544,-463.0
602,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-13,21751,30832,    -878,   -2233,105303,   -1484,-9081,1355.0
603,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-06,22629,33065,    1900,     902,106787,   -4218,-10436,998.0
604,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-30,20729,32163,   -1533,   -6857,111005,   -8592,-11434,5324.0
605,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-23,22262,39020,   -9925,  -13210,119597,  -14273,-16758,3285.0
606,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-16,32187,52230,   -5073,   -8859,133870,   -6236,-20043,3786.0
607,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-09,37260,61089,    1862,    9441,140106,   13352,-23829,-7579.0
608,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-02,35398,51648,    8212,   13824,126754,   16935,-16250,-5612.0
609,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-25,27186,37824,   11716,   -3733,109819,  -35665,-10638,15449.0
610,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-18,15470,41557,   -1873,  -11693,145484,    -245,-26087,9820.0
611,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-11,17343,53250,   -5008,   -8877,145729,    3891,-35907,3869.0
612,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-04,22351,62127,   -5947,     470,141838,   -2887,-39776,-6417.0
613,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-28,28298,61657,   -2388,   -2881,144725,    3194,-33359,493.0
614,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-21,30686,64538,    2334,   -8231,141531,    -951,-33852,10565.0
615,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-14,28352,72769,    2611,   -4888,142482,   -6532,-44417,7499.0
616,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-07,25741,77657,    2495,  -13437,149014,  -12459,-51916,15932.0
617,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-30,23246,91094,   -4694,   -8525,161473,  -10331,-67848,3831.0
618,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-23,27940,99619,    1937,   -2297,171804,     693,-71679,4234.0
619,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-16,26003,101916,    1947,    6727,171111,    9250,-75913,-4780.0
620,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-09,24056,95189,   -2156,    4433,161861,   -1289,-71133,-6589.0
621,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-02,26212,90756,     -74,    1825,163150,    2303,-64544,-1899.0
622,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-26,26286,88931,  -13131,  -15817,160847, -148123,-62645,2686.0
623,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-19,39417,104748,    2397,   14331,308970,   59820,-65331,-11934.0
624,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-12,37020,90417,   -2544,    4190,249150,   28088,-53397,-6734.0
625,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-05,39564,86227,   -2607,   22623,221062,   25169,-46663,-25230.0
626,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-26,42171,63604,   -3862,   36950,195893,   39711,-21433,-40812.0
627,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-19,46033,26654,    6709,   13895,156182,   16073,19379,-7186.0
628,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-12,39324,12759,   -5214,   -4018,140109,   -1698,26565,-1196.0
629,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-05,44538,16777,   -9377,   -2081,141807,   -3120,27761,-7296.0
630,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-29,53915,18858,  -12310,   10585,144927,    3217,35057,-22895.0
631,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-22,66225,8273,   -6874,    3842,141710,   -3006,57952,-10716.0
632,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-15,73099,4431,    2664,   -1999,144716,    7402,68668,4663.0
633,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-08,70435,6430,   -3243,   -1322,137314,      67,64005,-1921.0
634,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-31,73678,7752,     901,   -1673,137247,   -3718,65926,2574.0
635,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-24,72777,9425,   -8716,    2210,140965,  -78957,63352,-10926.0
636,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-18,81493,7215,    7273,   -4472,219922,   41835,74278,11745.0
637,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-11,74220,11687,    7864,    2402,178087,   10744,62533,5462.0
638,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-04,66356,9285,   -6307,    -999,167343,   -3154,57071,-5308.0
639,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-27,72663,10284,    -230,   -1163,170497,     980,62379,933.0
640,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-20,72893,11447,   -3042,    1631,169517,    1178,61446,-4673.0
641,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-13,75935,9816,   -6947,    1696,168339,    1917,66119,-8643.0
642,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-06,82882,8120,   -3424,     585,166422,    -588,74762,-4009.0
643,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-30,86306,7535,  -12260,   -1943,167010,  -11092,78771,-10317.0
644,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-23,98566,9478,   -7803,   -3141,178102,  -11364,89088,-4662.0
645,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-16,106369,12619,      69,    1947,189466,   -3127,93750,-1878.0
646,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-09,106300,10672,   -6406,    -858,192593,   -4302,95628,-5548.0
647,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-02,112706,11530,  -10937,   -6767,196895,  -13171,101176,-4170.0
648,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-25,123643,18297,   -3045,    3490,210066,  -86933,105346,-6535.0
649,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-18,126688,14807,   10142,     121,296999,   42401,111881,10021.0
650,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-11,116546,14686,   27237,   -8068,254598,   83320,101860,35305.0
651,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-04,89309,22754,    2670,   -2949,171278,    7436,66555,5619.0
652,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-28,86639,25703,   10631,     562,163842,   13432,60936,10069.0
