,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
467,GOLD - COMMODITY EXCHANGE INC.,2016-03-08,252895,78085,   29709,    7312,499110,   48555,174810,22397.0
468,GOLD - COMMODITY EXCHANGE INC.,2016-03-01,223186,70773,   -4195,  -11630,450555,    5265,152413,7435.0
469,GOLD - COMMODITY EXCHANGE INC.,2016-02-23,227381,82403,   18280,   -9338,445290,   16378,144978,27618.0
470,GOLD - COMMODITY EXCHANGE INC.,2016-02-16,209101,91741,    7347,  -11585,428912,   18079,117360,18932.0
471,GOLD - COMMODITY EXCHANGE INC.,2016-02-09,201754,103326,   24786,    -820,410833,   31648,98428,25606.0
472,GOLD - COMMODITY EXCHANGE INC.,2016-02-02,176968,104146,    6497,   -7285,379185,   -6165,72822,13782.0
473,GOLD - COMMODITY EXCHANGE INC.,2016-01-26,170471,111431,   12151,   -3195,385350,  -23485,59040,15346.0
474,GOLD - COMMODITY EXCHANGE INC.,2016-01-19,158320,114626,    -335,     689,408835,   11270,43694,-1024.0
475,GOLD - COMMODITY EXCHANGE INC.,2016-01-12,158655,113937,    5123,  -13035,397565,  -16123,44718,18158.0
476,GOLD - COMMODITY EXCHANGE INC.,2016-01-05,153532,126972,    3303,   -4155,413688,   11808,26560,7458.0
477,GOLD - COMMODITY EXCHANGE INC.,2015-12-29,150229,131127,   -4047,    3278,401880,   -3414,19102,-7325.0
478,GOLD - COMMODITY EXCHANGE INC.,2015-12-22,154276,127849,   -1658,  -14429,405294,   14350,26427,12771.0
479,GOLD - COMMODITY EXCHANGE INC.,2015-12-15,155934,142278,   -6830,    -863,390944,   -3184,13656,-5967.0
480,GOLD - COMMODITY EXCHANGE INC.,2015-12-08,162764,143141,    3972,   -5901,394128,    3188,19623,9873.0
481,GOLD - COMMODITY EXCHANGE INC.,2015-12-01,158792,149042,    -648,    5904,390940,   -6765,9750,-6552.0
482,GOLD - COMMODITY EXCHANGE INC.,2015-11-24,159440,143138,  -13955,    4142,397705,  -37671,16302,-18097.0
483,GOLD - COMMODITY EXCHANGE INC.,2015-11-17,173395,138996,   -1166,   32824,435376,   -1050,34399,-33990.0
484,GOLD - COMMODITY EXCHANGE INC.,2015-11-10,174561,106172,  -20223,   27730,436426,   -7474,68389,-47953.0
485,GOLD - COMMODITY EXCHANGE INC.,2015-11-03,194784,78442,  -31201,    9891,443900,  -22880,116342,-41092.0
486,GOLD - COMMODITY EXCHANGE INC.,2015-10-27,225985,68551,   -7242,  -13375,466780,   -1012,157434,6133.0
487,GOLD - COMMODITY EXCHANGE INC.,2015-10-20,233227,81926,   29928,   -4214,467792,   31864,151301,34142.0
488,GOLD - COMMODITY EXCHANGE INC.,2015-10-13,203299,86140,   12299,  -18041,435928,    5700,117159,30340.0
489,GOLD - COMMODITY EXCHANGE INC.,2015-10-06,191000,104181,    8208,   -1966,430228,   14528,86819,10174.0
490,GOLD - COMMODITY EXCHANGE INC.,2015-09-29,182792,106147,     712,  -14808,415700,   -3604,76645,15520.0
491,GOLD - COMMODITY EXCHANGE INC.,2015-09-22,182080,120955,    7855,  -13723,419304,    5971,61125,21578.0
492,GOLD - COMMODITY EXCHANGE INC.,2015-09-15,174225,134678,   -9390,   10356,413333,   -8399,39547,-19746.0
493,GOLD - COMMODITY EXCHANGE INC.,2015-09-08,183615,124322,     862,   14254,421732,   11458,59293,-13392.0
494,GOLD - COMMODITY EXCHANGE INC.,2015-09-01,182753,110068,   -7140,   -9092,410274,  -21880,72685,1952.0
495,GOLD - COMMODITY EXCHANGE INC.,2015-08-25,189893,119160,    4181,  -24893,432154,    -574,70733,29074.0
496,GOLD - COMMODITY EXCHANGE INC.,2015-08-18,185712,144053,   -2066,  -11283,432728,   -2761,41659,9217.0
497,GOLD - COMMODITY EXCHANGE INC.,2015-08-11,187778,155336,    2986,     444,435489,    1216,32442,2542.0
498,GOLD - COMMODITY EXCHANGE INC.,2015-08-04,184792,154892,    1815,   -3620,434273,   -4009,29900,5435.0
499,GOLD - COMMODITY EXCHANGE INC.,2015-07-28,182977,158512,   -4743,    -929,438282,  -21478,24465,-3814.0
500,GOLD - COMMODITY EXCHANGE INC.,2015-07-21,187720,159441,   -3294,   16251,459760,   -2904,28279,-19545.0
501,GOLD - COMMODITY EXCHANGE INC.,2015-07-14,191014,143190,   -2762,    -138,462664,   10519,47824,-2624.0
502,GOLD - COMMODITY EXCHANGE INC.,2015-07-07,193776,143328,    -700,   16007,452145,    9844,50448,-16707.0
503,GOLD - COMMODITY EXCHANGE INC.,2015-06-30,194476,127321,   -8468,   19491,442301,   11323,67155,-27959.0
504,GOLD - COMMODITY EXCHANGE INC.,2015-06-23,202944,107830,   11891,   -7500,430978,   15260,95114,19391.0
505,GOLD - COMMODITY EXCHANGE INC.,2015-06-16,191053,115330,    4240,    3607,415718,    9649,75723,633.0
506,GOLD - COMMODITY EXCHANGE INC.,2015-06-09,186813,111723,   -7486,   21834,406069,    7345,75090,-29320.0
507,GOLD - COMMODITY EXCHANGE INC.,2015-06-02,194299,89889,    2348,    2632,398724,  -13237,104410,-284.0
508,GOLD - COMMODITY EXCHANGE INC.,2015-05-26,191951,87257,  -10239,    7688,411961,  -16636,104694,-17927.0
509,GOLD - COMMODITY EXCHANGE INC.,2015-05-19,202190,79569,   22933,  -22248,428597,   22985,122621,45181.0
510,GOLD - COMMODITY EXCHANGE INC.,2015-05-12,179257,101817,    6152,    1152,405612,    5624,77440,5000.0
511,GOLD - COMMODITY EXCHANGE INC.,2015-05-05,173105,100665,  -16824,   11993,399988,   -3587,72440,-28817.0
512,GOLD - COMMODITY EXCHANGE INC.,2015-04-28,189929,88672,    5362,    5350,403575,    6196,101257,12.0
513,GOLD - COMMODITY EXCHANGE INC.,2015-04-21,184567,83322,    -174,   -3022,397379,    2290,101245,2848.0
514,GOLD - COMMODITY EXCHANGE INC.,2015-04-14,184741,86344,    1611,    3971,395089,    4518,98397,-2360.0
515,GOLD - COMMODITY EXCHANGE INC.,2015-04-07,183130,82373,   10312,  -10426,390571,    2986,100757,20738.0
516,GOLD - COMMODITY EXCHANGE INC.,2015-03-31,172818,92799,    4584,  -21154,387585,  -46182,80019,25738.0
517,GOLD - COMMODITY EXCHANGE INC.,2015-03-24,168234,113953,    5966,    4778,433767,    4029,54281,1188.0
518,GOLD - COMMODITY EXCHANGE INC.,2015-03-17,162268,109175,   -9553,   19246,429738,   18820,53093,-28799.0
519,GOLD - COMMODITY EXCHANGE INC.,2015-03-10,171821,89929,   -8740,   25188,410918,    5794,81892,-33928.0
520,GOLD - COMMODITY EXCHANGE INC.,2015-03-03,180561,64741,   -3855,    6496,405124,    5817,115820,-10351.0
521,GOLD - COMMODITY EXCHANGE INC.,2015-02-24,184416,58245,   -3705,    1858,399307,    9777,126171,-5563.0
522,GOLD - COMMODITY EXCHANGE INC.,2015-02-17,188121,56387,  -10915,   12625,389530,   -3702,131734,-23540.0
523,GOLD - COMMODITY EXCHANGE INC.,2015-02-10,199036,43762,  -29970,    -229,393232,  -26292,155274,-29741.0
524,GOLD - COMMODITY EXCHANGE INC.,2015-02-03,229006,43991,   -9401,   -5491,419524,  -18755,185015,-3910.0
525,GOLD - COMMODITY EXCHANGE INC.,2015-01-27,238407,49482,   15150,  -11320,438279,    8151,188925,26470.0
526,GOLD - COMMODITY EXCHANGE INC.,2015-01-20,223257,60802,   30298,   -1931,430128,   28020,162455,32229.0
527,GOLD - COMMODITY EXCHANGE INC.,2015-01-13,192959,62733,    5254,   -2794,402108,    8087,130226,8048.0
528,GOLD - COMMODITY EXCHANGE INC.,2015-01-06,187705,65527,    4808,   -1533,394021,   20039,122178,6341.0
529,GOLD - COMMODITY EXCHANGE INC.,2014-12-30,182897,67060,    1917,   -3010,373982,   -1230,115837,4927.0
530,GOLD - COMMODITY EXCHANGE INC.,2014-12-23,180980,70070,   -1167,    6331,375212,    3469,110910,-7498.0
531,GOLD - COMMODITY EXCHANGE INC.,2014-12-16,182147,63739,   -4714,   -8260,371743,   -3580,118408,3546.0
532,GOLD - COMMODITY EXCHANGE INC.,2014-12-09,186861,71999,   16226,   -9306,375323,    7202,114862,25532.0
533,GOLD - COMMODITY EXCHANGE INC.,2014-12-02,170635,81305,    3241,   -9882,368121,  -20024,89330,13123.0
534,GOLD - COMMODITY EXCHANGE INC.,2014-11-25,167394,91187,  -20561,  -15346,388145,  -71512,76207,-5215.0
535,GOLD - COMMODITY EXCHANGE INC.,2014-11-18,187955,106533,   10687,  -14692,459657,   16235,81422,25379.0
536,GOLD - COMMODITY EXCHANGE INC.,2014-11-11,177268,121225,     369,    7551,443422,   26045,56043,-7182.0
537,GOLD - COMMODITY EXCHANGE INC.,2014-11-04,176899,113674,  -18986,   18528,417377,    2967,63225,-37514.0
538,GOLD - COMMODITY EXCHANGE INC.,2014-10-28,195885,95146,  -11244,   -3999,414410,    3353,100739,-7245.0
539,GOLD - COMMODITY EXCHANGE INC.,2014-10-21,207129,99145,   13549,   -9020,411057,   13202,107984,22569.0
540,GOLD - COMMODITY EXCHANGE INC.,2014-10-14,193580,108165,   19505,     537,397855,   17768,85415,18968.0
541,GOLD - COMMODITY EXCHANGE INC.,2014-10-07,174075,107628,    3000,    1423,380087,     213,66447,1577.0
542,GOLD - COMMODITY EXCHANGE INC.,2014-09-30,171075,106205,     693,    -293,379874,   -5914,64870,986.0
543,GOLD - COMMODITY EXCHANGE INC.,2014-09-23,170382,106498,    -367,    7936,385788,    -292,63884,-8303.0
544,GOLD - COMMODITY EXCHANGE INC.,2014-09-16,170749,98562,   -6806,   16148,386080,    1739,72187,-22954.0
545,GOLD - COMMODITY EXCHANGE INC.,2014-09-09,177555,82414,    5033,    6771,384341,   12826,95141,-1738.0
546,GOLD - COMMODITY EXCHANGE INC.,2014-09-02,172522,75643,     500,   16790,371515,    7907,96879,-16290.0
547,GOLD - COMMODITY EXCHANGE INC.,2014-08-26,172022,58853,  -11824,   12983,363608,   -2793,113169,-24807.0
548,GOLD - COMMODITY EXCHANGE INC.,2014-08-19,183846,45870,   -7479,    2226,366401,   -1713,137976,-9705.0
549,GOLD - COMMODITY EXCHANGE INC.,2014-08-12,191325,43644,   14939,  -11279,368114,    7772,147681,26218.0
550,GOLD - COMMODITY EXCHANGE INC.,2014-08-05,176386,54923,  -12594,    5096,360342,  -14125,121463,-17690.0
551,GOLD - COMMODITY EXCHANGE INC.,2014-07-29,188980,49827,   -8855,   -1862,374467,  -31150,139153,-6993.0
552,GOLD - COMMODITY EXCHANGE INC.,2014-07-22,197835,51689,   -2115,   -5803,405617,   -2751,146146,3688.0
553,GOLD - COMMODITY EXCHANGE INC.,2014-07-15,199950,57492,   -3514,    4049,408368,   -2624,142458,-7563.0
554,GOLD - COMMODITY EXCHANGE INC.,2014-07-08,203464,53443,    2177,   -1819,410992,    9179,150021,3996.0
555,GOLD - COMMODITY EXCHANGE INC.,2014-07-01,201287,55262,   17854,   -7312,401813,    9425,146025,25166.0
556,GOLD - COMMODITY EXCHANGE INC.,2014-06-24,183433,62574,   21381,  -21183,392388,   12545,120859,42564.0
557,GOLD - COMMODITY EXCHANGE INC.,2014-06-17,162052,83757,    2485,  -14683,379843,    1154,78295,17168.0
558,GOLD - COMMODITY EXCHANGE INC.,2014-06-10,159567,98440,    2235,     259,378689,   -3452,61127,1976.0
559,GOLD - COMMODITY EXCHANGE INC.,2014-06-03,157332,98181,    1717,   15957,382141,  -15554,59151,-14240.0
560,GOLD - COMMODITY EXCHANGE INC.,2014-05-27,155615,82224,   -1783,   21317,397695,   -1676,73391,-23100.0
561,GOLD - COMMODITY EXCHANGE INC.,2014-05-20,157398,60907,     222,   -4635,399371,    2342,96491,4857.0
562,GOLD - COMMODITY EXCHANGE INC.,2014-05-13,157176,65542,   -3806,    2516,397029,   -7671,91634,-6322.0
563,GOLD - COMMODITY EXCHANGE INC.,2014-05-06,160982,63026,   13213,     484,404700,   26608,97956,12729.0
564,GOLD - COMMODITY EXCHANGE INC.,2014-04-29,147769,62542,     889,   -2505,378092,    5499,85227,3394.0
565,GOLD - COMMODITY EXCHANGE INC.,2014-04-22,146880,65047,    -552,   -3093,372593,    3016,81833,2541.0
566,GOLD - COMMODITY EXCHANGE INC.,2014-04-15,147432,68140,   -2261,    7046,369577,    4177,79292,-9307.0
567,GOLD - COMMODITY EXCHANGE INC.,2014-04-08,149693,61094,   -8459,    3087,365400,    1949,88599,-11546.0
568,GOLD - COMMODITY EXCHANGE INC.,2014-04-01,158152,58007,  -10931,    6241,363451,  -34813,100145,-17172.0
569,GOLD - COMMODITY EXCHANGE INC.,2014-03-25,169083,51766,  -14241,    5256,398264,  -22362,117317,-19497.0
570,GOLD - COMMODITY EXCHANGE INC.,2014-03-18,183324,46510,   12842,   -5082,420626,    5286,136814,17924.0
571,GOLD - COMMODITY EXCHANGE INC.,2014-03-11,170482,51592,    -922,   -4646,415340,   22074,118890,3724.0
572,GOLD - COMMODITY EXCHANGE INC.,2014-03-04,171404,56238,    1534,   -4168,393266,    5763,115166,5702.0
573,GOLD - COMMODITY EXCHANGE INC.,2014-02-25,169870,60406,    5392,  -19441,387503,   -3032,109464,24833.0
574,GOLD - COMMODITY EXCHANGE INC.,2014-02-18,164478,79847,    7692,   -5738,390535,   13562,84631,13430.0
575,GOLD - COMMODITY EXCHANGE INC.,2014-02-11,156786,85585,    9032,    2770,376973,    8694,71201,6262.0
576,GOLD - COMMODITY EXCHANGE INC.,2014-02-04,147754,82815,   -2404,   -1002,368279,  -14460,64939,-1402.0
577,GOLD - COMMODITY EXCHANGE INC.,2014-01-28,150158,83817,    4140,  -15618,382739,  -28220,66341,19758.0
578,GOLD - COMMODITY EXCHANGE INC.,2014-01-21,146018,99435,     161,   -2409,410959,   -4467,46583,2570.0
579,GOLD - COMMODITY EXCHANGE INC.,2014-01-14,145857,101844,    6613,    1487,415426,   32405,44013,5126.0
580,GOLD - COMMODITY EXCHANGE INC.,2014-01-07,139244,100357,    2062,   -4602,383021,    3471,38887,6664.0
581,GOLD - COMMODITY EXCHANGE INC.,2013-12-31,137182,104959,    1792,   -3092,379550,   -5424,32223,4884.0
582,GOLD - COMMODITY EXCHANGE INC.,2013-12-24,135390,108051,    2322,     887,384974,    -458,27339,1435.0
583,GOLD - COMMODITY EXCHANGE INC.,2013-12-17,133068,107164,    -798,    -322,385432,    8119,25904,-476.0
584,GOLD - COMMODITY EXCHANGE INC.,2013-12-10,133866,107486,    -680,   -4369,377313,   -9123,26380,3689.0
585,GOLD - COMMODITY EXCHANGE INC.,2013-12-03,134546,111855,    1132,    4996,386436,   -7996,22691,-3864.0
586,GOLD - COMMODITY EXCHANGE INC.,2013-11-26,133414,106859,   -7439,   14126,394432,   -3158,26555,-21565.0
587,GOLD - COMMODITY EXCHANGE INC.,2013-11-19,140853,92733,   -3209,   10023,397590,   -6250,48120,-13232.0
588,GOLD - COMMODITY EXCHANGE INC.,2013-11-12,144062,82710,   -4969,   24815,403840,   17044,61352,-29784.0
589,GOLD - COMMODITY EXCHANGE INC.,2013-11-05,149031,57895,   -4378,    4722,386796,    -370,91136,-9100.0
590,GOLD - COMMODITY EXCHANGE INC.,2013-10-29,153409,53173,    5574,  -17997,387166,   -3203,100236,23571.0
591,GOLD - COMMODITY EXCHANGE INC.,2013-10-22,147835,71170,    8172,   -6560,390369,    8642,76665,14732.0
592,GOLD - COMMODITY EXCHANGE INC.,2013-10-15,139663,77730,    -544,   19840,381727,   11321,61933,-20384.0
593,GOLD - COMMODITY EXCHANGE INC.,2013-10-08,140207,57890,   -1334,  -10604,370406,   -3745,82317,9270.0
594,GOLD - COMMODITY EXCHANGE INC.,2013-10-01,141541,68494,    1073,   -4835,374151,   -4065,73047,5908.0
595,GOLD - COMMODITY EXCHANGE INC.,2013-09-24,140468,73329,    1512,   -6831,378216,   -6376,67139,8343.0
596,GOLD - COMMODITY EXCHANGE INC.,2013-09-17,138956,80160,   -2550,    7378,384592,     428,58796,-9928.0
597,GOLD - COMMODITY EXCHANGE INC.,2013-09-10,141506,72782,  -10445,    -978,384164,   -4420,68724,-9467.0
598,GOLD - COMMODITY EXCHANGE INC.,2013-09-03,151951,73760,    1877,    1975,388584,    4482,78191,-98.0
599,GOLD - COMMODITY EXCHANGE INC.,2013-08-27,150074,71785,   -1274,  -19167,384102,   -1308,78289,17893.0
600,GOLD - COMMODITY EXCHANGE INC.,2013-08-20,151348,90952,    2824,   -3646,385410,   -5137,60396,6470.0
601,GOLD - COMMODITY EXCHANGE INC.,2013-08-13,148524,94598,   -5288,   -7579,390547,   -5515,53926,2291.0
602,GOLD - COMMODITY EXCHANGE INC.,2013-08-06,153812,102177,    -707,  -23976,396062,    -973,51635,23269.0
603,GOLD - COMMODITY EXCHANGE INC.,2013-07-30,154519,126153,   -6678,    -853,397035,  -37715,28366,-5825.0
604,GOLD - COMMODITY EXCHANGE INC.,2013-07-23,161197,127006,    4626,   -6103,434750,   -5533,34191,10729.0
605,GOLD - COMMODITY EXCHANGE INC.,2013-07-16,156571,133109,   -3643,  -10548,440283,    8709,23462,6905.0
606,GOLD - COMMODITY EXCHANGE INC.,2013-07-09,160214,143657,    1502,    5696,431574,   21175,16557,-4194.0
607,GOLD - COMMODITY EXCHANGE INC.,2013-07-02,158712,137961,   -6189,    7212,410399,   19752,20751,-13401.0
608,GOLD - COMMODITY EXCHANGE INC.,2013-06-25,164901,130749,   -1870,    7670,390647,   13541,34152,-9540.0
609,GOLD - COMMODITY EXCHANGE INC.,2013-06-18,166771,123079,   -7244,    8069,377106,    3262,43692,-15313.0
610,GOLD - COMMODITY EXCHANGE INC.,2013-06-11,174015,115010,    3044,    5239,373844,     783,59005,-2195.0
611,GOLD - COMMODITY EXCHANGE INC.,2013-06-04,170971,109771,   -1594,   -5915,373061,  -37940,61200,4321.0
612,GOLD - COMMODITY EXCHANGE INC.,2013-05-28,172565,115686,  -16836,    6544,411001,  -35086,56879,-23380.0
613,GOLD - COMMODITY EXCHANGE INC.,2013-05-21,189401,109142,    2480,    5947,446087,    2281,80259,-3467.0
614,GOLD - COMMODITY EXCHANGE INC.,2013-05-14,186921,103195,   -2422,    3275,443806,    5875,83726,-5697.0
615,GOLD - COMMODITY EXCHANGE INC.,2013-05-07,189343,99920,   -3967,    3662,437931,   16844,89423,-7629.0
616,GOLD - COMMODITY EXCHANGE INC.,2013-04-30,193310,96258,   -3878,    3325,421087,    6013,97052,-7203.0
617,GOLD - COMMODITY EXCHANGE INC.,2013-04-23,197188,92933,   -7489,   17138,415074,    1991,104255,-24627.0
618,GOLD - COMMODITY EXCHANGE INC.,2013-04-16,204677,75795,     865,   -8658,413083,   -3430,128882,9523.0
619,GOLD - COMMODITY EXCHANGE INC.,2013-04-09,203812,84453,    1178,    2025,416513,    -663,119359,-847.0
620,GOLD - COMMODITY EXCHANGE INC.,2013-04-02,202634,82428,    2245,   14485,417176,   -2551,120206,-12240.0
621,GOLD - COMMODITY EXCHANGE INC.,2013-03-26,200389,67943,   -8506,   -5342,419727,  -20985,132446,-3164.0
622,GOLD - COMMODITY EXCHANGE INC.,2013-03-19,208895,73285,    7278,  -13825,440712,   -4939,135610,21103.0
623,GOLD - COMMODITY EXCHANGE INC.,2013-03-12,201617,87110,    6369,    -551,445651,   11065,114507,6920.0
624,GOLD - COMMODITY EXCHANGE INC.,2013-03-05,195248,87661,   -6708,    2304,434586,     728,107587,-9012.0
625,GOLD - COMMODITY EXCHANGE INC.,2013-02-26,201956,85357,    6086,   -6862,433858,  -13432,116599,12948.0
626,GOLD - COMMODITY EXCHANGE INC.,2013-02-19,195870,92219,    1929,   25113,447290,   12202,103651,-23184.0
627,GOLD - COMMODITY EXCHANGE INC.,2013-02-12,193941,67106,    1135,   11765,435088,   11106,126835,-10630.0
628,GOLD - COMMODITY EXCHANGE INC.,2013-02-05,192806,55341,   11703,    1186,423982,   -6736,137465,10517.0
629,GOLD - COMMODITY EXCHANGE INC.,2013-01-29,181103,54155,  -14692,   10257,430718,  -30651,126948,-24949.0
630,GOLD - COMMODITY EXCHANGE INC.,2013-01-22,195795,43898,    2840,   -3941,461369,   13596,151897,6781.0
631,GOLD - COMMODITY EXCHANGE INC.,2013-01-15,192955,47839,    -914,   -3222,447773,    6469,145116,2308.0
632,GOLD - COMMODITY EXCHANGE INC.,2013-01-08,193869,51061,   -4791,     920,441304,   13313,142808,-5711.0
633,GOLD - COMMODITY EXCHANGE INC.,2012-12-31,198660,50141,   -1776,    -199,427991,    1691,148519,-1577.0
634,GOLD - COMMODITY EXCHANGE INC.,2012-12-24,200436,50340,   -2205,    5480,426300,   -9442,150096,-7685.0
635,GOLD - COMMODITY EXCHANGE INC.,2012-12-18,202641,44860,     686,    6604,435742,    2156,157781,-5918.0
636,GOLD - COMMODITY EXCHANGE INC.,2012-12-11,201955,38256,    -222,    1815,433586,    -830,163699,-2037.0
637,GOLD - COMMODITY EXCHANGE INC.,2012-12-04,202177,36441,  -26254,    8417,434416,  -44957,165736,-34671.0
638,GOLD - COMMODITY EXCHANGE INC.,2012-11-27,228431,28024,   10998,   -8594,479373,    5244,200407,19592.0
639,GOLD - COMMODITY EXCHANGE INC.,2012-11-20,217433,36618,    9586,     365,474129,   14368,180815,9221.0
640,GOLD - COMMODITY EXCHANGE INC.,2012-11-13,207847,36253,   11343,     -78,459761,   12607,171594,11421.0
641,GOLD - COMMODITY EXCHANGE INC.,2012-11-06,196504,36331,  -11028,    -979,447154,   -7588,160173,-10049.0
642,GOLD - COMMODITY EXCHANGE INC.,2012-10-30,207532,37310,  -14563,   -2742,454742,   -1094,170222,-11821.0
643,GOLD - COMMODITY EXCHANGE INC.,2012-10-23,222095,40052,  -10893,    1084,455836,   -6990,182043,-11977.0
644,GOLD - COMMODITY EXCHANGE INC.,2012-10-16,232988,38968,  -14413,    3516,462826,  -21533,194020,-17929.0
645,GOLD - COMMODITY EXCHANGE INC.,2012-10-09,247401,35452,    7967,    4344,484359,    3451,211949,3623.0
646,GOLD - COMMODITY EXCHANGE INC.,2012-10-02,239434,31108,    5440,    1010,480908,   -8608,208326,4430.0
647,GOLD - COMMODITY EXCHANGE INC.,2012-09-25,233994,30098,    9006,   -3775,489516,   10907,203896,12781.0
648,GOLD - COMMODITY EXCHANGE INC.,2012-09-18,224988,33873,   10585,    1486,478609,   18078,191115,9099.0
649,GOLD - COMMODITY EXCHANGE INC.,2012-09-11,214403,32387,    9458,   -2094,460531,   16042,182016,11552.0
650,GOLD - COMMODITY EXCHANGE INC.,2012-09-04,204945,34481,   10265,   -1708,444489,   17930,170464,11973.0
651,GOLD - COMMODITY EXCHANGE INC.,2012-08-28,194680,36189,   23900,   -3907,426559,   27812,158491,27807.0
652,GOLD - COMMODITY EXCHANGE INC.,2012-08-21,170780,40096,    9345,   -7035,398747,   10560,130684,16380.0
653,GOLD - COMMODITY EXCHANGE INC.,2012-08-14,161435,47131,   -1647,    -451,388187,     -67,114304,-1196.0
654,GOLD - COMMODITY EXCHANGE INC.,2012-08-07,163082,47582,   -8249,    2315,388254,  -15149,115500,-10564.0
655,GOLD - COMMODITY EXCHANGE INC.,2012-07-31,171331,45267,    5246,   -7841,403403,  -16893,126064,13087.0
656,GOLD - COMMODITY EXCHANGE INC.,2012-07-24,166085,53108,  -14389,    1593,420296,  -11021,112977,-15982.0
657,GOLD - COMMODITY EXCHANGE INC.,2012-07-17,180474,51515,   -1682,   -4406,431317,    1463,128959,2724.0
658,GOLD - COMMODITY EXCHANGE INC.,2012-07-10,182156,55921,   -5107,    5873,429854,    4786,126235,-10980.0
659,GOLD - COMMODITY EXCHANGE INC.,2012-07-03,187263,50048,   12674,   -1922,425068,   11450,137215,14596.0
660,GOLD - COMMODITY EXCHANGE INC.,2012-06-26,174589,51970,   -9804,    3981,413618,   -4874,122619,-13785.0
661,GOLD - COMMODITY EXCHANGE INC.,2012-06-19,184393,47989,    3134,    -955,418492,    6248,136404,4089.0
662,GOLD - COMMODITY EXCHANGE INC.,2012-06-12,181259,48944,   -2703,   -6154,412244,  -11697,132315,3451.0
663,GOLD - COMMODITY EXCHANGE INC.,2012-06-05,183962,55098,   16523,   -1629,423941,    3950,128864,18152.0
664,GOLD - COMMODITY EXCHANGE INC.,2012-05-29,167439,56727,   -2112,    2327,419991,  -15715,110712,-4439.0
665,GOLD - COMMODITY EXCHANGE INC.,2012-05-22,169551,54400,    5500,    4491,435706,   13615,115151,1009.0
666,GOLD - COMMODITY EXCHANGE INC.,2012-05-15,164051,49909,   -2079,    7082,422091,    4293,114142,-9161.0
667,GOLD - COMMODITY EXCHANGE INC.,2012-05-08,166130,42827,   -3438,   13652,417798,    5826,123303,-17090.0
668,GOLD - COMMODITY EXCHANGE INC.,2012-05-01,169568,29175,    4565,    -834,411972,   16583,140393,5399.0
669,GOLD - COMMODITY EXCHANGE INC.,2012-04-24,165003,30009,   -3697,    3314,395389,   -3137,134994,-7011.0
670,GOLD - COMMODITY EXCHANGE INC.,2012-04-17,168700,26695,   -2296,   -7648,398526,   -5463,142005,5352.0
671,GOLD - COMMODITY EXCHANGE INC.,2012-04-10,170996,34343,   -4596,     516,403989,   -3772,136653,-5112.0
672,GOLD - COMMODITY EXCHANGE INC.,2012-04-03,175592,33827,   -6777,    -721,407761,   -9543,141765,-6056.0
673,GOLD - COMMODITY EXCHANGE INC.,2012-03-27,182369,34548,    7360,   -8998,417304,  -13735,147821,16358.0
674,GOLD - COMMODITY EXCHANGE INC.,2012-03-20,175009,43546,  -15468,    3975,431039,  -11280,131463,-19443.0
675,GOLD - COMMODITY EXCHANGE INC.,2012-03-13,190477,39571,   -7635,    4724,442319,    -930,150906,-12359.0
676,GOLD - COMMODITY EXCHANGE INC.,2012-03-06,198112,34847,  -32938,   -2983,443249,  -35795,163265,-29955.0
677,GOLD - COMMODITY EXCHANGE INC.,2012-02-28,231050,37830,   16707,    4448,479044,   22368,193220,12259.0
678,GOLD - COMMODITY EXCHANGE INC.,2012-02-21,214343,33382,   14011,     470,456676,   25512,180961,13541.0
679,GOLD - COMMODITY EXCHANGE INC.,2012-02-14,200332,32912,   -7288,    2799,431164,   -4897,167420,-10087.0
680,GOLD - COMMODITY EXCHANGE INC.,2012-02-07,207620,30113,   10142,    3994,436061,   10928,177507,6148.0
681,GOLD - COMMODITY EXCHANGE INC.,2012-01-31,197478,26119,   23999,   -5137,425133,   -1899,171359,29136.0
682,GOLD - COMMODITY EXCHANGE INC.,2012-01-24,173479,31256,    6106,     -88,427032,   -5806,142223,6194.0
683,GOLD - COMMODITY EXCHANGE INC.,2012-01-17,167373,31344,    1111,   -2158,432838,   14915,136029,3269.0
684,GOLD - COMMODITY EXCHANGE INC.,2012-01-10,166262,33502,   -3077,   -4866,417923,   -5352,132760,1789.0
685,GOLD - COMMODITY EXCHANGE INC.,2012-01-03,169339,38368,    1926,    1743,423275,    4330,130971,183.0
686,GOLD - COMMODITY EXCHANGE INC.,2011-12-27,167413,36625,   -5560,   -2412,418945,   -4520,130788,-3148.0
687,GOLD - COMMODITY EXCHANGE INC.,2011-12-20,172973,39037,  -11495,    5072,423465,   -4234,133936,-16567.0
688,GOLD - COMMODITY EXCHANGE INC.,2011-12-13,184468,33965,   -8284,     924,427699,    4743,150503,-9208.0
689,GOLD - COMMODITY EXCHANGE INC.,2011-12-06,192752,33041,    6721,    1803,422956,    -220,159711,4918.0
690,GOLD - COMMODITY EXCHANGE INC.,2011-11-29,186031,31238,   -8035,   -1858,423176,  -33894,154793,-6177.0
691,GOLD - COMMODITY EXCHANGE INC.,2011-11-22,194066,33096,  -11351,  -13107,457070,  -13420,160970,1756.0
