,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
483,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-11-24,30277,107613,   -4198,   -5473,247513,   -2833,-77336,1275.0
484,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-11-17,34475,113086,    -606,   11117,250346,   16144,-78611,-11723.0
485,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-11-10,35081,101969,   -6408,   16693,234202,   29931,-66888,-23101.0
486,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-11-03,41489,85276,    5052,   14928,204271,   14799,-43787,-9876.0
487,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-10-27,36437,70348,  -12310,   17962,189472,    5191,-33911,-30272.0
488,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-10-20,48747,52386,   10743,     550,184281,   14408,-3639,10193.0
489,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-10-13,38004,51836,   -1046,   -4813,169873,    -907,-13832,3767.0
490,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-10-06,39050,56649,    -703,   -5156,170780,   -3917,-17599,4453.0
491,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-09-29,39753,61805,   -8529,  -10155,174697,   -2742,-22052,1626.0
492,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-09-22,48282,71960,   11833,    8697,177439,   11358,-23678,3136.0
493,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-09-15,36449,63263,  -26672,   -6520,166081, -113631,-26814,-20152.0
494,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-09-08,63121,69783,   -4902,  -13795,279712,    6507,-6662,8893.0
495,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-09-01,68023,83578,    8101,  -15403,273205,   12747,-15555,23504.0
496,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-08-25,59922,98981,   13987,  -37084,260458,    9040,-39059,51071.0
497,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-08-18,45935,136065,     167,  -14929,251418,  -13190,-90130,15096.0
498,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-08-11,45768,150994,   -4138,   21372,264608,   11953,-105226,-25510.0
499,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-08-04,49906,129622,    3636,   19814,252655,    6386,-79716,-16178.0
500,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-07-28,46270,109808,   -4629,   -3405,246269,   -4867,-63538,-1224.0
501,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-07-21,50899,113213,    1732,   16675,251136,    3432,-62314,-14943.0
502,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-07-14,49167,96538,    3097,  -13161,247704,   -3124,-47371,16258.0
503,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-07-07,46070,109699,     591,  -14602,250828,   -3186,-63629,15193.0
504,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-06-30,45479,124301,    6460,   -2435,254014,    6175,-78822,8895.0
505,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-06-23,39019,126736,  -25741,  -18688,247839,  -14490,-87717,-7053.0
506,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-06-16,64760,145424,   22320,  -13302,262329,  -44120,-80664,35622.0
507,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-06-09,42440,158726,   -4241,   26352,306449,   46345,-116286,-30593.0
508,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-06-02,46681,132374,   -3529,   19940,260104,    8360,-85693,-23469.0
509,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-05-26,50210,112434,  -13188,   27031,251744,   20086,-62224,-40219.0
510,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-05-19,63398,85403,   25550,   23962,231658,   38362,-22005,1588.0
511,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-05-12,37848,61441,   -4004,  -11594,193296,   -5590,-23593,7590.0
512,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-05-05,41852,73035,   -6869,   18821,198886,   10807,-31183,-25690.0
513,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-04-28,48721,54214,   -2799,  -11754,188079,   -1253,-5493,8955.0
514,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-04-21,51520,65968,   -3263,  -11885,189332,   -5898,-14448,8622.0
515,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-04-14,54783,77853,    1463,      84,195230,    5786,-23070,1379.0
516,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-04-07,53320,77769,    8911,    9436,189444,   11966,-24449,-525.0
517,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-03-31,44409,68333,    5253,  -16728,177478,   -3548,-23924,21981.0
518,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-03-24,39156,85061,   -5340,   -7489,181026,  -14887,-45905,2149.0
519,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-03-17,44496,92550,   11598,     265,195913,  -39176,-48054,11333.0
520,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-03-10,32898,92285,   -1046,    5820,235089,   24478,-59387,-6866.0
521,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-03-03,33944,86465,    2333,    7342,210611,    8173,-52521,-5009.0
522,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-02-24,31611,79123,     342,   -1237,202438,   -1117,-47512,1579.0
523,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-02-17,31269,80360,    5385,    -648,203555,    -638,-49091,6033.0
524,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-02-10,25884,81008,     298,   -4149,204193,     230,-55124,4447.0
525,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-02-03,25586,85157,    -940,   -6027,203963,    1392,-59571,5087.0
526,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-01-27,26526,91184,       1,  -13227,202571,  -12842,-64658,13228.0
527,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-01-20,26525,104411,     653,  -16086,215413,  -15810,-77886,16739.0
528,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-01-13,25872,120497,   -7288,   -2746,231223,    2269,-94625,-4542.0
529,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2015-01-06,33160,123243,    4324,   -1912,228954,    2325,-90083,6236.0
530,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-30,28836,125155,    -185,    2392,226629,     522,-96319,-2577.0
531,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-23,29021,122763,  -16631,   -9816,226107,   -1578,-93742,-6815.0
532,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-16,45652,132579,    7585,   -9624,227685,  -52174,-86927,17209.0
533,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-09,38067,142203,   -3463,  -10487,279859,   22031,-104136,7024.0
534,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-12-02,41530,152690,   -4774,    2006,257828,    3852,-111160,-6780.0
535,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-25,46304,150684,    -308,   11618,253976,   15078,-104380,-11926.0
536,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-18,46612,139066,    -659,    9232,238898,   11322,-92454,-9891.0
537,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-11,47271,129834,    9354,   20266,227576,   19602,-82563,-10912.0
538,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-11-04,37917,109568,   14034,   18286,207974,   23854,-71651,-4252.0
539,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-28,23883,91282,   -2751,   -7090,184120,   -1292,-67399,4339.0
540,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-21,26634,98372,    3795,  -25614,185412,  -27008,-71738,29409.0
541,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-14,22839,123986,   -1998,  -13402,212420,  -10835,-101147,11404.0
542,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-10-07,24837,137388,   -5073,  -13400,223255,  -16222,-112551,8327.0
543,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-30,29910,150788,    1519,   16975,239477,   17263,-120878,-15456.0
544,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-23,28391,133813,   -9226,   13014,222214,   13979,-105422,-22240.0
545,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-16,37617,120799,   20337,    2846,208235,  -47389,-83182,17491.0
546,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-09,17280,117953,    1795,  -14840,255624,   24687,-100673,16635.0
547,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-09-02,15485,132793,   -4027,   10390,230937,   12928,-117308,-14417.0
548,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-26,19512,122403,    1536,   17156,218009,   14829,-102891,-15620.0
549,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-19,17976,105247,    5458,   11632,203180,   11040,-87271,-6174.0
550,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-12,12518,93615,    2622,  -11680,192140,    -766,-81097,14302.0
551,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-08-05,9896,105295,    2068,   24398,192906,   20696,-95399,-22330.0
552,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-29,7828,80897,   -4151,   15002,172210,   10181,-73069,-19153.0
553,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-22,11979,65895,    3594,   -5438,162029,    6902,-53916,9032.0
554,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-15,8385,71333,   -2789,   -6216,155127,   -2583,-62948,3427.0
555,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-08,11174,77549,   -7565,     124,157710,    1230,-66375,-7689.0
556,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-07-01,18739,77425,    8414,   -4123,156480,    8223,-58686,12537.0
557,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-24,10325,81548,   -7507,   -4322,148257,   -4750,-71223,-3185.0
558,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-17,17832,85870,    5939,   -8185,153007,  -48087,-68038,14124.0
559,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-10,11893,94055,    -685,    7259,201094,   29290,-82162,-7944.0
560,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-06-03,12578,86796,   -4421,   10761,171804,    8984,-74218,-15182.0
561,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-27,16999,76035,   -1682,    3567,162820,   -1999,-59036,-5249.0
562,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-20,18681,72468,    1210,   -9710,164819,     112,-53787,10920.0
563,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-13,17471,82178,   -2910,    1069,164707,   -2386,-64707,-3979.0
564,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-05-06,20381,81109,    6535,   -3089,167093,   -1727,-60728,9624.0
565,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-29,13846,84198,   -2718,     391,168820,    3146,-70352,-3109.0
566,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-22,16564,83807,    2213,     740,165674,     831,-67243,1473.0
567,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-15,14351,83067,    1011,  -17735,164843,  -16971,-68716,18746.0
568,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-08,13340,100802,   -8822,   -9998,181814,   -6650,-87462,1176.0
569,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-04-01,22162,110800,    4562,   24313,188464,   30184,-88638,-19751.0
570,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-25,17600,86487,   -6544,    1244,158280,    1358,-68887,-7788.0
571,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-18,24144,85243,    8418,  -29839,156922,  -85248,-61099,38257.0
572,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-11,15726,115082,   -4681,   14966,242170,   36284,-99356,-19647.0
573,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-03-04,20407,100116,    5680,     299,205886,    2143,-79709,5381.0
574,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-25,14727,99817,   -2009,    3297,203743,    3686,-85090,-5306.0
575,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-18,16736,96520,    3050,    4048,200057,    3622,-79784,-998.0
576,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-11,13686,92472,   -2210,    -253,196435,   -2926,-78786,-1957.0
577,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-02-04,15896,92725,     -81,   -9444,199361,   -3653,-76829,9363.0
578,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-01-28,15977,102169,    2849,  -25920,203014,  -14534,-86192,28769.0
579,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-01-21,13128,128089,    2374,    -731,217548,    -776,-114961,3105.0
580,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-01-14,10754,128820,    -586,  -11388,218324,  -11832,-118066,10802.0
581,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2014-01-07,11340,140208,   -2934,   -9294,230156,   -2069,-128868,6360.0
582,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-12-31,14274,149502,      13,   -8581,232225,   -6935,-135228,8594.0
583,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-12-24,14261,158083,   -7964,    5635,239160,    6417,-143822,-13599.0
584,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-12-17,22225,152448,    4140,    4652,232743,  -29486,-130223,-512.0
585,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-12-10,18085,147796,   -3205,   -6877,262229,   17062,-129711,3672.0
586,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-12-03,21290,154673,   -2709,    7472,245167,    8454,-133383,-10181.0
587,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-11-26,23999,147201,    4575,   15561,236713,   22502,-123202,-10986.0
588,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-11-19,19424,131640,   -1553,   15556,214211,   18521,-112216,-17109.0
589,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-11-12,20977,116084,    2243,   23558,195690,   26686,-95107,-21315.0
590,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-11-05,18734,92526,    1251,   12648,169004,   17017,-73792,-11397.0
591,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-10-29,17483,79878,    3555,   -5852,151987,    -951,-62395,9407.0
592,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-10-22,13928,85730,  -11464,    1072,152938,   -6933,-71802,-12536.0
593,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-10-15,25392,84658,   -2773,    -604,159871,   -6086,-59266,-2169.0
594,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-10-08,28165,85262,    9531,  -15696,165957,   -4568,-57097,25227.0
595,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-10-01,18634,100958,     461,  -10033,170525,   -4367,-82324,10494.0
596,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-09-24,18173,110991,   -7915,   -3891,174892,   -2153,-92818,-4024.0
597,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-09-17,26088,114882,    7234,     962,177045,  -20054,-88794,6272.0
598,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-09-10,18854,113920,   -8811,    6494,197099,   18739,-95066,-15305.0
599,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-09-03,27665,107426,    4269,    5677,178360,    2772,-79761,-1408.0
600,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-08-27,23396,101749,    3676,   10308,175588,   13420,-78353,-6632.0
601,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-08-20,19720,91441,    2345,    -396,162168,    2672,-71721,2741.0
602,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-08-13,17375,91837,   -2046,   -7797,159496,  -12563,-74462,5751.0
603,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-08-06,19421,99634,    1205,    -717,172059,   -2813,-80213,1922.0
604,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-07-30,18216,100351,   -4297,   -9658,174872,  -12378,-82135,5361.0
605,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-07-23,22513,110009,    2293,    4027,187250,    4821,-87496,-1734.0
606,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-07-16,20220,105982,   -4897,     560,182429,   -2820,-85762,-5457.0
607,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-07-09,25117,105422,   -2219,    7350,185249,    6323,-80305,-9569.0
608,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-07-02,27336,98072,    2960,   12234,178926,   17766,-70736,-9274.0
609,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-06-25,24376,85838,    1366,     938,161160,   -2761,-61462,428.0
610,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-06-18,23010,84900,    1288,   -9728,163921,  -79723,-61890,11016.0
611,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-06-11,21722,94628,    2546,   -7292,243644,   24509,-72906,9838.0
612,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-06-04,19176,101920,     770,  -16255,219135,  -11877,-82744,17025.0
613,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-05-28,18406,118175,   -1048,    3535,231012,    3186,-99769,-4583.0
614,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-05-21,19454,114640,   -9428,   -2649,227826,   -1920,-95186,-6779.0
615,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-05-14,28882,117289,     996,   10843,229746,   20376,-88407,-9847.0
616,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-05-07,27886,106446,    3014,   10447,209370,   11264,-78560,-7433.0
617,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-04-30,24872,95999,   -1070,   -9673,198106,   -6044,-71127,8603.0
618,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-04-23,25942,105672,    -506,  -14187,204150,  -10427,-79730,13681.0
619,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-04-16,26448,119859,  -13251,    2463,214577,   -6049,-93411,-15714.0
620,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-04-09,39699,117396,   -7267,   -7741,220626,    6629,-77697,474.0
621,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-04-02,46966,125137,      35,  -10943,213997,   -6899,-78171,10978.0
622,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-03-26,46931,136080,   -8477,     679,220896,    4222,-89149,-9156.0
623,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-03-19,55408,135401,    4168,   -9602,216674,  -71800,-79993,13770.0
624,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-03-12,51240,145003,     282,   20694,288474,   46536,-93763,-20412.0
625,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-03-05,50958,124309,   -1040,    6967,241938,   25615,-73351,-8007.0
626,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-02-26,51998,117342,   -2664,   -3211,216323,   -1918,-65344,547.0
627,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-02-19,54662,120553,   -1120,    3465,218241,    3205,-65891,-4585.0
628,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-02-12,55782,117088,    5115,   -1992,215036,   -2673,-61306,7107.0
629,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-02-05,50667,119080,    2191,    -642,217709,   -1926,-68413,2833.0
630,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-01-29,48476,119722,    6493,   13671,219635,   17410,-71246,-7178.0
631,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-01-22,41983,106051,    2536,     877,202225,    5716,-64068,1659.0
632,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-01-15,39447,105174,    7318,   -1051,196509,    3214,-65727,8369.0
633,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2013-01-08,32129,106225,    1697,   -4724,193295,   -1337,-74096,6421.0
634,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-12-31,30432,110949,    3675,   -1416,194632,   -1073,-80517,5091.0
635,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-12-24,26757,112365,   -1178,   -4733,195705,    -957,-85608,3555.0
636,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-12-18,27935,117098,   11566,    6328,196662,  -70920,-89163,5238.0
637,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-12-11,16369,110770,   -4560,    -485,267582,   46600,-94401,-4075.0
638,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-12-04,20929,111255,   -6098,    4762,220982,   12852,-90326,-10860.0
639,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-11-27,27027,106493,   -1245,   26832,208130,   27151,-79466,-28077.0
640,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-11-20,28272,79661,    6292,   27234,180979,   25048,-51389,-20942.0
641,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-11-13,21980,52427,   -2986,  -12643,155931,   -5621,-30447,9657.0
642,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-11-06,24966,65070,    5080,    8164,161552,   14417,-40104,-3084.0
643,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-10-30,19886,56906,   -5664,   13160,147135,   10000,-37020,-18824.0
644,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-10-23,25550,43746,  -17217,   11065,137135,    5792,-18196,-28282.0
645,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-10-16,42767,32681,    1989,    4817,131343,    3901,10086,-2828.0
646,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-10-09,40778,27864,  -11918,    4503,127442,  -14251,12914,-16421.0
647,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-10-02,52696,23361,    5378,   -2846,141693,    4001,29335,8224.0
648,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-09-25,47318,26207,    5818,     183,137692,    8830,21111,5635.0
649,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-09-18,41500,26024,  -19362,   -2065,128862,  -47756,15476,-17297.0
650,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-09-11,60862,28089,    5729,   -3037,176618,   24166,32773,8766.0
651,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-09-04,55133,31126,    1562,    -889,152452,    3008,24007,2451.0
652,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-08-28,53571,32015,    9987,    -398,149444,    7986,21556,10385.0
653,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-08-21,43584,32413,  -12399,    7134,141458,   -9578,11171,-19533.0
654,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-08-14,55983,25279,     100,   -3065,151036,    2038,30704,3165.0
655,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-08-07,55883,28344,     510,    5225,148998,    4903,27539,-4715.0
656,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-07-31,55373,23119,    3349,   -3844,144095,    5062,32254,7193.0
657,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-07-24,52024,26963,   15290,    1350,139033,   17227,25061,13940.0
658,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-07-17,36734,25613,    3814,    1645,121806,    6284,11121,2169.0
659,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-07-10,32920,23968,   -4030,   -8807,115522,   -1881,8952,4777.0
660,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-07-03,36950,32775,   -6960,   -6593,117403,   -5844,4175,-367.0
661,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-06-26,43910,39368,    -830,    9765,123247,    -621,4542,-10595.0
662,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-06-19,44740,29603,    6558,    3728,123868,  -50410,15137,2830.0
663,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-06-12,38182,25875,     806,     572,174278,    4615,12307,234.0
664,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-06-05,37376,25303,   15756,   -7647,169663,   28979,12073,23403.0
665,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-29,21620,32950,    1137,   -5548,140684,   -1484,-11330,6685.0
666,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-22,20483,38498,    3028,  -13272,142168,    2893,-18015,16300.0
667,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-15,17455,51770,    1086,   -5692,139275,   -2567,-34315,6778.0
668,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-08,16369,57462,    2259,   -6821,141842,    1493,-41093,9080.0
669,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-01,14110,64283,    1441,   -4289,140349,    2713,-50173,5730.0
670,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-24,12669,68572,   -4248,   -6148,137636,   -6532,-55903,1900.0
671,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-17,16917,74720,     820,   -7461,144168,   -6707,-57803,8281.0
672,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-10,16097,82181,    1534,    2510,150875,     493,-66084,-976.0
673,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-03,14563,79671,    3658,    1144,150382,    4885,-65108,2514.0
674,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-03-27,10905,78527,  -24018,   17783,145497,    5728,-67622,-41801.0
675,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-03-20,34923,60744,   12674,   -3885,139769,  -56627,-25821,16559.0
676,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-03-13,22249,64629,  -11032,   11990,196396,   48444,-42380,-23022.0
