,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
199,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-03-09,8133,20283,   -1792,     -58,46402,    1705,-12150,-1734.0
200,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-03-02,9925,20341,   -4835,    2228,44698,   -1342,-10416,-7063.0
201,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-02-23,14760,18113,     -80,    -477,46040,    -903,-3353,398.0
202,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-02-16,14839,18590,   -2644,    -816,46942,   -2887,-3751,-1828.0
203,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-02-09,17483,19406,     824,    -119,49829,     -60,-1923,942.0
204,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-02-02,16659,19524,    5197,     401,49889,    5133,-2865,4796.0
205,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-01-26,11463,19124,     330,    1132,44757,    1443,-7661,-802.0
206,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-01-19,11133,17992,   -1005,    -307,43314,    1209,-6859,-698.0
207,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-01-12,12138,18299,      99,     -70,42106,    1506,-6161,169.0
208,DJIA Consolidated - CHICAGO BOARD OF TRADE,2021-01-05,12039,18369,     125,     224,40600,    -319,-6330,-98.0
209,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-12-29,11914,18146,     197,     -72,40919,     147,-6232,267.0
210,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-12-21,11718,18217,     945,   -1376,40772,  -12815,-6499,2321.0
211,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-12-15,10773,19593,   -1772,     722,53587,    2229,-8820,-2493.0
212,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-12-08,12544,18871,    2022,     218,51358,    4324,-6327,1804.0
213,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-12-01,10522,18653,   -2525,     767,47034,   -2259,-8131,-3292.0
214,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-11-24,13047,17886,   -1875,     578,49293,    1310,-4839,-2453.0
215,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-11-17,14922,17308,   -1691,     207,47984,    1142,-2386,-1898.0
216,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-11-10,16613,17101,    2309,    1032,46842,    2245,-488,1277.0
217,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-11-03,14304,16069,   -4483,   -1429,44597,   -4038,-1765,-3053.0
218,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-10-27,18786,17498,   -1913,     -37,48635,    1071,1288,-1876.0
219,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-10-20,20699,17535,    3607,     697,47565,    2576,3164,2910.0
220,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-10-13,17092,16838,     415,    -521,44989,    2108,254,935.0
221,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-10-06,16678,17359,    4883,     -11,42881,    5857,-681,4894.0
222,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-09-29,11795,17370,    3115,      24,37025,    2139,-5575,3091.0
223,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-09-22,8680,17346,   -1255,    -530,34886,   -9202,-8666,-725.0
224,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-09-15,9935,17876,     498,     329,44088,    7405,-7941,169.0
225,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-09-08,9437,17547,   -2634,    1062,36683,   -4320,-8110,-3696.0
226,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-09-01,12071,16485,    -807,    -845,41003,   -1241,-4414,38.0
227,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-08-25,12878,17330,   -3062,    -220,42244,   -3985,-4452,-2842.0
228,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-08-18,15939,17549,    -861,    -849,46229,   -1163,-1610,-12.0
229,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-08-11,16800,18398,     568,   -1031,47392,    2238,-1598,1597.0
230,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-08-04,16233,19428,    2319,    2363,45154,    4037,-3195,-44.0
231,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-07-28,13914,17065,     627,    -595,41117,    1372,-3151,1222.0
232,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-07-21,13287,17660,    -883,    -202,39745,    -280,-4373,-681.0
233,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-07-14,14170,17862,    6566,    -688,40025,    4181,-3692,7253.0
234,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-07-07,7605,18550,     674,   -1319,35844,   -1545,-10945,1993.0
235,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-06-30,6931,19869,      89,   -1321,37388,     927,-12938,1410.0
236,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-06-23,6842,21190,     444,     416,36461,   -9719,-14348,28.0
237,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-06-16,6398,20774,   -1708,    5574,46180,    6457,-14376,-7282.0
238,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-06-09,8106,15200,    1026,    -743,39723,     665,-7094,1769.0
239,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-06-02,7080,15943,     855,    2526,39058,     269,-8863,-1670.0
240,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-05-26,6225,13418,     754,      24,38789,    1948,-7193,730.0
241,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-05-19,5471,13394,    -832,   -1191,36842,    2039,-7923,359.0
242,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-05-12,6303,14585,     -20,     145,34803,    1569,-8282,-165.0
243,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-05-05,6323,14440,      65,    1705,33234,    -518,-8117,-1640.0
244,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-04-28,6258,12735,    -141,     726,33751,    2953,-6477,-867.0
245,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-04-21,6399,12009,     178,    1813,30798,     599,-5610,-1636.0
246,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-04-14,6222,10196,     541,    1456,30200,    3204,-3974,-915.0
247,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-04-07,5681,8740,    1963,     201,26996,   -1198,-3059,1763.0
248,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-03-31,3718,8540,    -673,    5481,28194,    3113,-4822,-6153.0
249,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-03-24,4390,3059,   -3076,     152,25081,  -16260,1331,-3228.0
250,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-03-17,7466,2907,   -4110,    -698,41341,   -1402,4559,-3412.0
251,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-03-10,11575,3604,    -964,   -1751,42743,   -2106,7971,787.0
252,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-03-03,12539,5355,   -5798,     200,44848,   -5886,7184,-5997.0
253,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-02-25,18336,5155,    -303,     135,50734,   -1002,13181,-438.0
254,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-02-18,18639,5020,    -403,     556,51736,     525,13619,-958.0
255,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-02-11,19042,4465,   -5151,    -862,51211,     -80,14577,-4289.0
256,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-02-04,24193,5327,     442,     698,51291,   -1129,18866,-256.0
257,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-01-28,23751,4629,     712,   -2380,52420,     532,19122,3091.0
258,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-01-21,23040,7009,     316,   -2342,51888,     895,16031,2658.0
259,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-01-14,22724,9351,    2434,     595,50993,    1916,13373,1839.0
260,DJIA Consolidated - CHICAGO BOARD OF TRADE,2020-01-07,20290,8756,   -3494,   -1936,49078,   -4538,11534,-1558.0
261,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-12-31,23784,10692,    1510,    1293,53616,    2098,13092,217.0
262,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-12-24,22274,9399,     529,   -1390,51518,   -9262,12875,1918.0
263,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-12-17,21746,10789,     906,     326,60779,    6877,10957,580.0
264,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-12-10,20840,10463,    2185,    4503,53903,    2936,10377,-2318.0
265,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-12-03,18655,5960,   -2063,     607,50967,   -2692,12695,-2670.0
266,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-11-26,20718,5353,   -1060,    -860,53659,   -1425,15365,-200.0
267,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-11-19,21778,6213,   -1971,    1365,55084,   -1792,15565,-3335.0
268,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-11-12,23749,4849,   -1626,    -983,56876,    -689,18900,-644.0
269,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-11-05,25375,5831,     168,     804,57565,     302,19544,-635.0
270,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-10-29,25207,5028,    1067,     793,57263,    4070,20179,274.0
271,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-10-22,24140,4235,     936,     290,53193,     846,19905,647.0
272,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-10-15,23204,3946,    1428,    1082,52347,    3269,19258,346.0
273,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-10-08,21776,2864,   -5228,   -1198,49078,   -2665,18912,-4030.0
274,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-10-01,27004,4062,      19,     246,51743,    1634,22942,-227.0
275,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-09-24,26985,3816,    1755,     490,50109,   -9644,23169,1265.0
276,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-09-17,25230,3326,    1364,    -580,59753,   15286,21904,1943.0
277,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-09-10,23866,3905,    2571,    1444,44467,    3949,19961,1126.0
278,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-09-03,21296,2461,     806,    -456,40519,     324,18835,1262.0
279,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-08-27,20490,2917,    -623,     120,40195,    -908,17573,-743.0
280,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-08-20,21113,2797,   -3912,    -428,41103,   -4506,18316,-3485.0
281,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-08-13,25025,3224,   -3996,     -86,45609,   -3520,21801,-3910.0
282,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-08-06,29021,3310,    1333,   -1099,49129,   -1436,25711,2432.0
283,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-07-30,27688,4409,    1317,     259,50564,    3723,23279,1058.0
284,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-07-23,26371,4150,   -1268,    -959,46842,   -2050,22221,-309.0
285,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-07-16,27639,5109,    6705,     534,48891,    8240,22530,6171.0
286,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-07-09,20935,4576,   -1989,     853,40651,   -1881,16359,-2841.0
287,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-07-02,22923,3723,     133,    -836,42532,    1207,19200,968.0
288,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-06-25,22791,4559,    8389,   -1574,41325,   -2471,18232,9962.0
289,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-06-18,14402,6132,    4291,    -852,43795,    6455,8270,5143.0
290,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-06-11,10111,6984,     139,   -1923,37341,   -1866,3127,2062.0
291,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-06-04,9972,8907,   -2802,     446,39206,    -488,1065,-3248.0
292,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-05-28,12774,8461,   -4175,      66,39694,    1033,4313,-4241.0
293,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-05-21,16949,8395,   -3137,    -510,38661,   -1784,8554,-2626.0
294,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-05-14,20085,8905,    -745,    3426,40445,    -963,11180,-4170.0
295,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-05-07,20830,5480,    3092,    -150,41408,     345,15350,3242.0
296,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-04-30,17738,5630,     684,     908,41063,     597,12108,-224.0
297,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-04-23,17054,4722,   -1216,     182,40466,    -479,12332,-1398.0
298,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-04-16,18270,4540,    -376,    -545,40945,    1381,13730,169.0
299,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-04-09,18646,5085,    1124,    -170,39565,    -316,13561,1294.0
300,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-04-02,17522,5255,    -904,     -68,39880,     785,12267,-836.0
301,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-03-26,18426,5323,   -1510,   -5027,39096,    -736,13103,3516.0
302,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-03-19,19936,10349,    1375,    3135,39831,   -8782,9587,-1759.0
303,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-03-12,18561,7215,   -1240,   -2354,48613,    4204,11346,1114.0
304,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-03-05,19801,9569,    1171,    1455,44409,    1702,10232,-284.0
305,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-02-26,18630,8114,    1850,    -877,42707,    1638,10516,2726.0
306,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-02-19,16780,8990,     191,   -1553,41069,    -765,7790,1743.0
307,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-02-12,16590,10543,     698,   -1947,41834,   -1036,6047,2645.0
308,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-02-05,15892,12490,     -17,    3474,42870,    3696,3402,-3489.0
309,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-01-29,15908,9017,   -1185,    1306,39174,     664,6891,-2491.0
310,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-01-22,17093,7711,    -179,    1540,38510,     900,9382,-1719.0
311,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-01-15,17272,6171,     396,    1828,37610,     382,11101,-1432.0
312,DJIA Consolidated - CHICAGO BOARD OF TRADE,2019-01-08,16876,4343,    -619,     555,37228,     364,12533,-1174.0
313,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-12-31,17495,3788,   -3826,    -147,36864,   -4849,13707,-3679.0
314,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-12-24,21321,3935,    5129,    -569,41713,   -5494,17386,5698.0
315,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-12-18,16192,4504,    1691,    1088,47207,   10396,11688,602.0
316,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-12-11,14502,3416,    -989,      82,36811,   -1725,11086,-1069.0
317,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-12-04,15490,3335,    1847,    -278,38536,    -627,12155,2125.0
318,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-11-27,13643,3613,     430,    -251,39163,     263,10030,680.0
319,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-11-20,13213,3863,   -5546,       7,38900,   -3583,9350,-5552.0
320,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-11-13,18759,3857,     621,   -3264,42482,     901,14902,3885.0
321,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-11-06,18138,7121,     174,   -1569,41582,   -2096,11017,1742.0
322,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-10-30,17965,8690,   -1927,     970,43677,   -1154,9275,-2897.0
323,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-10-23,19892,7720,    -446,     560,44831,   -1530,12172,-1006.0
324,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-10-16,20338,7160,   -8146,    1227,46361,   -5983,13178,-9373.0
325,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-10-09,28484,5933,   -4886,     -52,52344,   -4838,22551,-4834.0
326,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-10-02,33370,5985,    2449,      94,57182,    3407,27385,2355.0
327,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-09-25,30921,5891,    3831,    -574,53775,  -10762,25030,4405.0
328,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-09-18,27090,6465,     184,   -1139,64537,   10100,20625,1322.0
329,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-09-11,26907,7604,     924,    -338,54437,    1291,19303,1262.0
330,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-09-04,25983,7942,    1034,   -1101,53146,     494,18041,2135.0
331,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-08-28,24949,9043,    1944,     124,52653,    1424,15906,1819.0
332,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-08-21,23006,8919,    1407,     434,51229,    2219,14087,974.0
333,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-08-14,21599,8486,   -1365,     410,49010,   -1118,13113,-1775.0
334,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-08-07,22964,8076,    2580,     376,50128,    3464,14888,2204.0
335,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-07-31,20384,7700,    1613,    -382,46664,    1777,12684,1995.0
336,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-07-24,18771,8082,    2170,    1644,44888,    1679,10689,525.0
337,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-07-17,16602,6438,    1229,    -980,43209,     844,10164,2209.0
338,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-07-10,15373,7418,     507,   -1599,42365,     454,7955,2106.0
339,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-07-03,14866,9017,    -532,   -2781,41911,   -1487,5849,2248.0
340,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-06-26,15398,11797,    -792,    2290,43398,      98,3601,-3081.0
341,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-06-19,16190,9508,   -1345,    4011,43300,  -14051,6682,-5356.0
342,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-06-12,17535,5497,    1190,   -2027,57351,    8496,12038,3216.0
343,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-06-05,16345,7523,     184,   -2116,48855,   -3675,8822,2299.0
344,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-05-29,16162,9639,     178,     774,52530,    1080,6523,-596.0
345,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-05-22,15984,8865,    -127,   -2184,51450,     339,7119,2057.0
346,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-05-15,16111,11049,    -665,   -4392,51111,    -440,5062,3727.0
347,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-05-08,16776,15441,     591,     438,51551,    -389,1335,153.0
348,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-05-01,16185,15003,    1042,    -259,51939,   -1580,1182,1301.0
349,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-04-24,15143,15262,   -2206,    6542,53519,    2747,-119,-8747.0
350,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-04-17,17349,8721,     482,     571,50772,    2329,8628,-89.0
351,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-04-10,16867,8150,   -1693,    -629,48443,     -11,8717,-1064.0
352,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-04-03,18560,8779,   -2544,    1241,48454,   -3414,9781,-3785.0
353,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-03-27,21104,7538,    -599,    -531,51868,   -1295,13566,-68.0
354,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-03-20,21703,8069,   -1197,   -3559,53163,  -19839,13634,2363.0
355,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-03-13,22899,11628,    -621,     815,73002,   14604,11271,-1436.0
356,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-03-06,23520,10813,    1518,     -54,58398,    -688,12707,1571.0
357,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-02-27,22003,10867,   -1248,   -2810,59086,     123,11136,1563.0
358,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-02-20,23250,13677,   -2444,   -1360,58963,   -4121,9573,-1084.0
359,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-02-13,25694,15037,   -6948,    4499,63084,   -3158,10657,-11445.0
360,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-02-06,32641,10539,   -8098,    2865,66241,  -11584,22102,-10963.0
361,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-01-30,40739,7674,     577,   -1332,77825,    -563,33065,1909.0
362,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-01-23,40162,9006,   -3889,    -186,78388,    -231,31156,-3702.0
363,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-01-16,44050,9192,    2922,    1456,78618,    3299,34858,1465.0
364,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-01-09,41129,7736,   -2105,    2264,75319,     951,33393,-4368.0
365,DJIA Consolidated - CHICAGO BOARD OF TRADE,2018-01-02,43233,5472,    1618,     -57,74369,    2074,37761,1675.0
366,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-12-26,41615,5529,    1205,    -183,72295,     -75,36086,1388.0
367,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-12-19,40410,5712,   -1754,     -97,72370,  -14262,34698,-1658.0
368,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-12-12,42164,5808,    -895,   -1175,86632,    8176,36356,280.0
369,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-12-05,43059,6983,    3206,    -398,78456,    2344,36076,3604.0
370,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-11-28,39853,7381,   -2357,    1046,76112,   -1685,32472,-3403.0
371,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-11-21,42210,6335,   -3097,    1179,77797,   -1364,35875,-4275.0
372,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-11-14,45307,5157,     158,   -1949,79161,    1040,40150,2106.0
373,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-11-07,45149,7105,   -3292,    -885,78121,   -1859,38044,-2407.0
374,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-10-31,48441,7990,     128,     -83,79979,   -1065,40451,210.0
375,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-10-24,48314,8073,     348,      -9,81044,    2119,40241,357.0
376,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-10-17,47966,8082,   -1332,    -390,78925,    1055,39884,-942.0
377,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-10-10,49298,8472,    -604,    1512,77870,     691,40826,-2116.0
378,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-10-03,49902,6960,   -3492,    1427,77180,   -1755,42942,-4918.0
379,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-09-26,53393,5533,    3805,    -686,78934,    1963,47860,4491.0
380,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-09-19,49588,6219,    2277,     357,76971,   -7389,43369,1919.0
381,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-09-12,47312,5862,    1121,    -844,84360,    9541,41450,1964.0
382,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-09-05,46191,6705,   -4064,      96,74819,   -2900,39486,-4159.0
383,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-08-29,50255,6610,    -324,    2111,77718,    1463,43645,-2434.0
384,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-08-22,50578,4499,     153,   -2274,76255,     268,46079,2427.0
385,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-08-15,50425,6773,    5174,   -2413,75987,    4538,43652,7585.0
386,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-08-08,45252,9185,    3513,     443,71449,    2944,36067,3070.0
387,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-08-01,41739,8742,    1814,    3757,68506,    3354,32997,-1942.0
388,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-07-25,39925,4986,     454,    -468,65152,     533,34939,920.0
389,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-07-18,39472,5453,     374,    1161,64619,    -133,34019,-787.0
390,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-07-11,39098,4292,   -1733,      87,64752,   -2660,34806,-1820.0
391,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-07-03,40831,4205,    1885,    -832,67412,    1744,36626,2717.0
392,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-06-27,38946,5037,    4401,    1136,65668,    4534,33909,3265.0
393,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-06-20,34545,3901,     820,   -3129,61134,  -10664,30644,3949.0
394,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-06-13,33725,7030,    2075,     124,71798,    9455,26695,1951.0
395,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-06-06,31650,6906,    1331,    -412,62343,    2393,24744,1741.0
396,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-05-30,30320,7317,    1569,     536,59950,    -220,23003,1034.0
397,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-05-23,28751,6782,      48,     909,60170,    -557,21969,-861.0
398,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-05-16,28703,5873,   -1215,     424,60726,      75,22830,-1637.0
399,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-05-09,29917,5450,   -4413,     174,60651,   -2534,24467,-4587.0
400,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-05-02,34330,5276,   -3793,    -580,63185,   -3515,29054,-3213.0
401,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-04-25,38123,5856,    -432,     654,66700,    1170,32267,-1086.0
402,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-04-18,38555,5202,     964,     860,65530,     962,33353,105.0
403,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-04-11,37591,4343,     855,     653,64569,    -250,33248,202.0
404,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-04-04,36736,3690,   -4744,   -1075,64819,   -2299,33046,-3669.0
405,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-03-28,41480,4765,    1762,    -660,67117,     417,36715,2422.0
406,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-03-21,39718,5425,   -3460,   -1197,66701,  -21354,34293,-2263.0
407,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-03-14,43178,6622,    2028,   -1868,88054,   14288,36556,3895.0
408,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-03-07,41150,8489,    3023,     118,73766,    4156,32661,2905.0
409,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-02-28,38128,8372,    4469,     434,69610,    6128,29756,4035.0
